"tgi_measure","omitted_sample_id","n","pearson_r","pearson_p","spearman_rho","spearman_p","sign_matches_full_pearson","delta_pearson_r_from_full","influential_flag"
"TGI_percent_Day_24_control_median","2N-A2-0",7,-0.827881468516361,0.0214662649534785,-0.607142857142857,0.148231161481161,TRUE,-0.371270007559063,TRUE
"TGI_percent_Day_24_control_median","2N-A2-L",7,-0.485965151188441,0.268861458164729,-0.357142857142857,0.431611352038328,TRUE,-0.0293536902311435,FALSE
"TGI_percent_Day_24_control_median","A6-4N-RR",7,-0.484226240250247,0.270835459710466,-0.285714285714286,0.534509228601041,TRUE,-0.0276147792929491,FALSE
"TGI_percent_Day_24_control_median","A6-4N-O",7,-0.16075080281675,0.730613219443446,0.142857142857143,0.759945300218093,TRUE,0.295860658140548,TRUE
"TGI_percent_Day_24_control_median","2N-A4-R",7,-0.163140100107571,0.726715543058173,-0.0714285714285714,0.879048193148154,TRUE,0.293471360849727,TRUE
"TGI_percent_Day_24_control_median","2N-A4-RL",7,-0.488576238066357,0.265909657100681,-0.178571428571429,0.701657942516273,TRUE,-0.0319647771090593,FALSE
"TGI_percent_Day_24_control_median","4N-A8-RL",7,-0.449287837326203,0.31185735775617,-0.25,0.588724448089683,TRUE,0.00732362363109545,FALSE
"TGI_percent_Day_24_control_median","4N-A8-RR",7,-0.47109164869453,0.28595537765841,-0.285714285714286,0.534509228601041,TRUE,-0.0144801877372321,FALSE
