"tgi_measure","iteration","n","pearson_r","pearson_p","spearman_rho","spearman_p"
"TGI_percent_Day_24_control_median",1,8,1,0,1,2.73691106313438e-47
"TGI_percent_Day_24_control_median",2,8,0.857611799297271,0.00646831539758476,0.620253164556962,0.100875222859378
"TGI_percent_Day_24_control_median",3,8,0.858140887041319,0.00639914891654077,0.62962962962963,0.0943451651056068
"TGI_percent_Day_24_control_median",4,8,0.675855392746883,0.0657870399291729,0.51219512195122,0.194378892157874
"TGI_percent_Day_24_control_median",5,8,0.647748411994424,0.0824354641810045,-0.0632911392405063,0.881645645130732
"TGI_percent_Day_24_control_median",6,8,0.911828298246216,0.00160234725881325,0.917808219178082,0.00130395207243573
"TGI_percent_Day_24_control_median",7,8,0.771040326193255,0.0250898395724307,0.658536585365854,0.0757845840293002
"TGI_percent_Day_24_control_median",8,8,0.920180145304631,0.00119647693407743,0.89873417721519,0.00240296148046003
"TGI_percent_Day_24_control_median",9,8,0.442132076431074,0.272702103726247,0.291139240506329,0.484176479990479
"TGI_percent_Day_24_control_median",10,8,0.880934256488393,0.00385202468274502,0.902439024390244,0.00215494723497795
"TGI_percent_Day_24_control_median",11,8,0.930001448115233,0.000813061955337317,0.851851851851852,0.00725239908517074
"TGI_percent_Day_24_control_median",12,8,0.926862382416584,0.000925188507832657,0.974683544303797,3.97984255471566e-05
"TGI_percent_Day_24_control_median",13,8,0.835818015847034,0.00974645103778093,0.634146341463415,0.0912890821441658
"TGI_percent_Day_24_control_median",14,8,0.766370551631795,0.0265552063411851,0.662650602409638,0.07333419331769
"TGI_percent_Day_24_control_median",15,8,0.856445290310028,0.00662249498412924,0.62962962962963,0.0943451651056068
"TGI_percent_Day_24_control_median",16,8,0.886069103495024,0.00338841413301579,0.555555555555556,0.152822232383275
"TGI_percent_Day_24_control_median",17,8,0.982597311579821,1.30047885786709e-05,0.917808219178082,0.00130395207243573
"TGI_percent_Day_24_control_median",18,8,0.75162750861586,0.0315236564923499,0.536585365853659,0.170340970786708
"TGI_percent_Day_24_control_median",19,8,0.997616519983257,3.37907538639075e-08,1,3.42113882891805e-48
"TGI_percent_Day_24_control_median",20,8,0.702282057352312,0.0521177840604364,0.634146341463415,0.0912890821441658
"TGI_percent_Day_24_control_median",21,8,0.462992995263683,0.247970390174615,0.0886075949367088,0.834728317893272
"TGI_percent_Day_24_control_median",22,8,-0.057120489979129,0.893131815634867,-0.432432432432432,0.284598569995075
"TGI_percent_Day_24_control_median",23,8,0.892369521631904,0.00287086270966768,0.842105263157895,0.0087124949365918
"TGI_percent_Day_24_control_median",24,8,0.47968440398987,0.22903546888371,0.297297297297297,0.47454266274421
"TGI_percent_Day_24_control_median",25,8,0.802202468063144,0.016590026873697,0.829268292682927,0.0109030266752834
"TGI_percent_Day_24_control_median",26,8,0.901946448701163,0.00218691602735839,0.9,0.00231624999999999
"TGI_percent_Day_24_control_median",27,8,0.857897308137632,0.0064309323806447,0.615384615384616,0.104365016307875
"TGI_percent_Day_24_control_median",28,8,0.865880305993055,0.00544097108671437,0.925925925925926,0.000960491276443564
"TGI_percent_Day_24_control_median",29,8,0.895512701999172,0.002633056919969,0.951219512195122,0.000279674283468003
"TGI_percent_Day_24_control_median",30,8,0.706824350266769,0.0499577580456925,0.469879518072289,0.240065454942807
"TGI_percent_Day_24_control_median",31,8,0.640109302561798,0.087343261346757,0.45679012345679,0.255201343606103
"TGI_percent_Day_24_control_median",32,8,0.923173685118617,0.00106931094913356,0.731707317073171,0.0390863390212493
"TGI_percent_Day_24_control_median",33,8,0.78391451382348,0.0213129017232047,0.710843373493976,0.0480922136045094
"TGI_percent_Day_24_control_median",34,8,0.529411021252395,0.17723547177865,0.225,0.592147037353516
"TGI_percent_Day_24_control_median",35,8,0.923776822585611,0.00104480923459898,0.848101265822785,0.00779410868380385
"TGI_percent_Day_24_control_median",36,8,0.898299342699554,0.00243322666494764,0.746835443037975,0.033252559177418
"TGI_percent_Day_24_control_median",37,8,0.819952250859317,0.0126921695753284,0.853658536585366,0.00700028132287885
"TGI_percent_Day_24_control_median",38,8,0.73046216136858,0.0395922717799008,0.566265060240964,0.143389618739712
"TGI_percent_Day_24_control_median",39,8,0.694188448080147,0.056103300171016,0.634146341463415,0.0912890821441658
"TGI_percent_Day_24_control_median",40,8,0.723792483745809,0.0423699595448775,0.658536585365854,0.0757845840293002
"TGI_percent_Day_24_control_median",41,8,0.905771425685345,0.00194661073935013,0.641025641025641,0.0867458407693925
"TGI_percent_Day_24_control_median",42,8,0.439862915703992,0.275462810304439,-0.0632911392405063,0.881645645130732
"TGI_percent_Day_24_control_median",43,8,0.881392561017214,0.00380908001549322,0.804878048780488,0.0159601987985088
"TGI_percent_Day_24_control_median",44,8,0.738351145924626,0.0364534132480056,0.675,0.0662613269042968
"TGI_percent_Day_24_control_median",45,8,-0.0817908291788875,0.847324771857122,-0.538461538461539,0.16856229446825
"TGI_percent_Day_24_control_median",46,8,0.902337131537692,0.00216153516510372,0.822784810126582,0.0121299609627337
"TGI_percent_Day_24_control_median",47,8,0.784030808769479,0.0212805158255309,0.710843373493976,0.0480922136045094
"TGI_percent_Day_24_control_median",48,8,0.818774873995201,0.0129306031534542,0.731707317073171,0.0390863390212493
"TGI_percent_Day_24_control_median",49,8,0.669764669096483,0.0692081463630491,0.414634146341463,0.307070866237017
"TGI_percent_Day_24_control_median",50,8,0.613563248288421,0.105688042412343,0.44578313253012,0.268289002774831
"TGI_percent_Day_24_control_median",51,8,0.991763660765023,1.38821286586006e-06,1,0
"TGI_percent_Day_24_control_median",52,8,0.57429408888832,0.136534894511334,0.215189873417721,0.608801860963225
"TGI_percent_Day_24_control_median",53,8,0.837220858185858,0.00950934905737385,0.69620253164557,0.0550950655487157
"TGI_percent_Day_24_control_median",54,8,0.761983585645246,0.0279789375435729,0.7,0.05322375
"TGI_percent_Day_24_control_median",55,8,0.911553390222317,0.00161703773119281,0.726027397260274,0.0414264515948147
"TGI_percent_Day_24_control_median",56,8,0.155073351469842,0.713865292134692,0.215189873417721,0.608801860963225
"TGI_percent_Day_24_control_median",57,8,0.837961161227563,0.00938571755541624,0.589041095890411,0.124429494317035
"TGI_percent_Day_24_control_median",58,8,0.287860743795542,0.489336438295391,-0.0975609756097561,0.818230605541778
"TGI_percent_Day_24_control_median",59,8,0.713759182305883,0.0467654368087819,0.468354430379747,0.241804882823014
"TGI_percent_Day_24_control_median",60,8,0.727063922284537,0.0409932330442783,0.682926829268293,0.0619431712593441
"TGI_percent_Day_24_control_median",61,8,0.443391204583165,0.271176146651579,0.367088607594937,0.371042516598345
"TGI_percent_Day_24_control_median",62,8,0.784925980514845,0.021032252719366,0.69620253164557,0.0550950655487157
"TGI_percent_Day_24_control_median",63,8,0.7567424079927,0.0297404023778429,0.772151898734177,0.0247485870017686
"TGI_percent_Day_24_control_median",64,8,0.926865188457847,0.000925084020820605,0.643835616438356,0.0849286568753826
"TGI_percent_Day_24_control_median",65,8,0.754903408875818,0.030374206410838,0.753086419753086,0.0310085131644479
"TGI_percent_Day_24_control_median",66,8,0.824533318784148,0.0117909100993493,0.851851851851852,0.00725239908517074
"TGI_percent_Day_24_control_median",67,8,0.815012148022975,0.0137114746284828,0.69620253164557,0.0550950655487157
"TGI_percent_Day_24_control_median",68,8,0.778708963476743,0.0227940872909429,0.658536585365854,0.0757845840293002
"TGI_percent_Day_24_control_median",69,8,0.75162750861586,0.0315236564923499,0.536585365853659,0.170340970786708
"TGI_percent_Day_24_control_median",70,8,0.594208007659269,0.12033657621693,0.373493975903614,0.362100237410523
