parameter	display_name	value_2N	value_4N	ratio_4N_over_2N	log2_ratio_4N_over_2N
r	r	1.2235565350027116	1.4653616083910317	1.1976247655673584	0.2601759601694469
K	K	34350.84444671621	31367.56298549228	0.9131526019439933	-0.13107211784227613
k_tr	k_tr	6.254987000119921	3.0443269752404403	0.48670396520121856	-1.0388835665153868
k_kill	k_kill	189.4757663766493	106.35559777628896	0.5613150420770435	-0.8331173738394597
k_clear	k_clear	0.2143374164251879	0.1584047989382042	0.7390440809642476	-0.43626767707631886
k_cyto	k_cyto	6814.815320195441	729.8415060936385	0.10709630001722592	-3.2230194564332426
beta_dose	beta_dose	0.3626528598536355	0.5306838407010482	1.4633383586585502	0.5492633934809263
mu_base_death	mu_base_death	0.1275899977905898	0.0184890314291477	0.1449097245028037	-2.786773681350569
mu_confluence_death	mu_confluence_death	0.0522641615134054	0.0527281184997594	1.0088771535392373	0.012750514613203532
