page_index	cancer_type	metric	metric_label	abs_pearson_r_threshold	barplot_order	drug	pearson_r	abs_pearson_r	group	plot_color	page_tsv_file	response_direction_note
13	PAAD	Z_SCORE	GDSC Z-score	0.185	1	SN-38	-0.512051852056259	0.512051852056259	Topoisomerase inhibitors	#0000FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
13	PAAD	Z_SCORE	GDSC Z-score	0.185	2	DAPORINAD	-0.492717439947348	0.492717439947348	Metabolic/redox agents	#00FF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
13	PAAD	Z_SCORE	GDSC Z-score	0.185	3	TW 37	-0.443252672724761	0.443252672724761	Proapoptotic agents	#00FFFF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
13	PAAD	Z_SCORE	GDSC Z-score	0.185	4	GDC0810	-0.408877071923446	0.408877071923446	Hormone therapy	#40FF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
13	PAAD	Z_SCORE	GDSC Z-score	0.185	5	BMS-754807	-0.378250109026431	0.378250109026431	Receptor tyrosine kinase inhibitors	#0080FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
13	PAAD	Z_SCORE	GDSC Z-score	0.185	6	615590	-0.348549424198435	0.348549424198435	Other	#00FF80	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
13	PAAD	Z_SCORE	GDSC Z-score	0.185	7	SGC0946	-0.343986034891178	0.343986034891178	Epigenetic inhibitors	#BFFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
13	PAAD	Z_SCORE	GDSC Z-score	0.185	8	RIBOCICLIB	-0.343583586366829	0.343583586366829	Serine/threonine kinase inhibitors	#0040FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
13	PAAD	Z_SCORE	GDSC Z-score	0.185	9	GSK2606414	-0.340030492012642	0.340030492012642	Serine/threonine kinase inhibitors	#0040FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
13	PAAD	Z_SCORE	GDSC Z-score	0.185	10	BDOCA000347A	-0.324549600394804	0.324549600394804	Epigenetic inhibitors	#BFFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
13	PAAD	Z_SCORE	GDSC Z-score	0.185	11	IRINOTECAN	-0.324538516336985	0.324538516336985	Topoisomerase inhibitors	#0000FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_13_PAAD.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
