Feature_ID,Metabolite,log2FC_2N_G_vs_2N_C,p_2N_G_vs_2N_C,log2FC_4N_G_vs_4N_C,p_4N_G_vs_4N_C,Differential_response_2N_minus_4N,p_interaction,Order_category,Response_category,cat_order
Glyceraldehyde 3-phosphate | row_136,Glyceraldehyde 3-phosphate,-0.23517102694640712,0.024076877080608836,0.2915213965971333,0.001235501765325946,-0.5266924235435404,3.661831303642043e-05,No strong response,No strong response,99
Methylcysteine | row_137,Methylcysteine,-0.8764199709929628,0.004167964128789831,-0.28255869809823153,0.27632734212076926,-0.5938612728947312,0.07150157728156646,No strong response,No strong response,99
Trans-4-Hydroxyl-L-Proline,Trans-4-Hydroxyl-L-Proline,-0.2863047105156511,0.026845685959763617,-0.058187931747077926,0.4770459108447083,-0.22811677876857317,0.07771445023493294,No strong response,No strong response,99
NADPH | row_139,NADPH,-0.6138219366709663,0.006067159220868574,-0.7012740528505077,0.007965465618362241,0.0874521161795414,0.6461311533376309,No strong response,No strong response,99
Adenosine 5'-diphosphate | row_140,Adenosine 5'-diphosphate,-0.7524702993123107,0.03562001985514143,0.08676511950422139,0.6607149450956655,-0.8392354188165321,0.025858495425041254,No strong response,No strong response,99
L-Alanine;D-Alanine | row_141,L-Alanine;D-Alanine,-0.28695033709917084,0.00837801326369203,-0.04977540281842252,0.23608445311280613,-0.23717493428074832,0.014316597423087673,No strong response,No strong response,99
Inosine 5'-phosphate | row_142,Inosine 5'-phosphate,0.36663303854620466,0.6649954043407784,-0.25198006739352863,0.6445087325101886,0.6186131059397333,0.5208616976580804,No strong response,No strong response,99
N-Formylphenylalanine | row_143,N-Formylphenylalanine,-0.46114056132360304,1.9471209152084575e-05,-0.30788145458437555,0.0004419721971930629,-0.1532591067392275,0.020916021479804637,No strong response,No strong response,99
Thymidine,Thymidine,-0.05924679081226003,0.6199752949156345,-0.31996691291633894,0.44486186112232723,0.2607201221040789,0.5182635756094895,No strong response,No strong response,99
Homovanillate;3-(4-Hydroxyphenyl)lactate,Homovanillate;3-(4-Hydroxyphenyl)lactate,-0.35998810171147966,0.012188947838803858,-0.48563581491942287,0.00012374145497580185,0.1256477132079432,0.2984675722017144,No strong response,No strong response,99
L-Cysteic acid,L-Cysteic acid,-0.7919249275666687,0.0006597746465299352,-0.35410874104462664,0.07152360582676724,-0.437816186522042,0.02651424504925417,No strong response,No strong response,99
D-Ornithine;L-Ornithine,D-Ornithine;L-Ornithine,-0.24355939682850547,0.310034331416244,0.36826089517134974,0.056915769026906926,-0.6118202919998552,0.036166654225373567,No strong response,No strong response,99
Adenosine 5'-diphosphate | row_148,Adenosine 5'-diphosphate,-0.6792390897244012,0.06629104674513515,0.05439974580622575,0.8027070496634021,-0.7336388355306269,0.056110105406028184,No strong response,No strong response,99
2-Hydroxyhexadecanoic acid;3-Hydroxyhexadecanoic acid;16-Hydroxy hexadecanoic acid,2-Hydroxyhexadecanoic acid;3-Hydroxyhexadecanoic acid;16-Hydroxy hexadecanoic acid,-0.30138297939860337,0.20147126752908698,-0.0917823255672019,0.5320153878715017,-0.20960065383140147,0.3921578825367326,No strong response,No strong response,99
N-Acetyl-L-Leucine | row_150,N-Acetyl-L-Leucine,-0.489594080734328,0.009846162742386982,-0.356659936288807,0.015978288065436587,-0.13293414444552099,0.30468939600360834,No strong response,No strong response,99
Cytosine,Cytosine,-0.09272918481149617,0.627835519347008,0.2452741322354015,0.18415791314263608,-0.3380033170468977,0.1721650457354811,No strong response,No strong response,99
O-Succinyl-L-Homoserine | row_152,O-Succinyl-L-Homoserine,-0.38416129027801205,0.12070282114228396,0.06624959935778918,0.6327878838182138,-0.4504108896358012,0.07646046428258874,No strong response,No strong response,99
5'-Methylthioadenosine | row_153,5'-Methylthioadenosine,-0.35175808722671675,0.06955229597043813,-0.4533514786008688,0.022701211108752752,0.10159339137415202,0.6446788777946217,No strong response,No strong response,99
N-Methylalanine | row_154,N-Methylalanine,-0.04250594847414746,0.8959718520842944,0.2926748659747389,0.25360654611315003,-0.33518081444888637,0.3994542618490991,No strong response,No strong response,99
L-Proline | row_155,L-Proline,-0.39089679075357964,0.006486834042705599,-0.23105059879403456,0.029309531735898123,-0.15984619195954508,0.19941114268981225,No strong response,No strong response,99
5'-Methylthioadenosine | row_156,5'-Methylthioadenosine,-0.18657454063005474,0.1000441281508394,-0.14804628792531993,0.3020188060641601,-0.03852825270473481,0.810848507947572,No strong response,No strong response,99
N-Methylalanine;3-Aminoisobutanoate;2-Amino-2-Methylpropanoate,N-Methylalanine;3-Aminoisobutanoate;2-Amino-2-Methylpropanoate,-0.09194177126130398,0.5097908201077889,-0.025851276481301255,0.7828133524407652,-0.06609049478000273,0.6711912180933686,No strong response,No strong response,99
Petroselinic acid;Elaidic acid;Oleate | row_158,Petroselinic acid;Elaidic acid;Oleate,0.4402198525067007,0.18888427465192617,0.6805301479867332,0.06425059045492451,-0.24031029548003247,0.5594710876591866,No strong response,No strong response,99
3-Methyl-L-Histidine;1-Methyl-L-Histidine | row_159,3-Methyl-L-Histidine;1-Methyl-L-Histidine,-0.41304794945794754,0.03928562842258531,-0.21607238434266307,0.2836969848343387,-0.19697556511528447,0.4115424985134997,No strong response,No strong response,99
N-Formylphenylalanine | row_160,N-Formylphenylalanine,-0.45613319124058194,0.0031346805662671143,-0.3237166653140555,0.007705317936159486,-0.13241652592652642,0.2718269591022986,No strong response,No strong response,99
Adenosine triphosphate,Adenosine triphosphate,-0.17720450101651863,0.6210358731892951,-0.06032679300426125,0.8343412089690367,-0.11687770801225739,0.7914809950817533,No strong response,No strong response,99
Nicotinate | row_162,Nicotinate,-0.5373271722292223,0.0007321480109424706,-0.17322869048030398,0.09422478594544284,-0.36409848174891835,0.005926244852411875,No strong response,No strong response,99
Inosine 5'-phosphate | row_163,Inosine 5'-phosphate,0.25035699306897996,0.719041531955755,-0.3305752452603521,0.5149474401332368,0.580932238329332,0.4845733599518267,No strong response,No strong response,99
Malate,Malate,-0.0359206397056866,0.6498519026879597,0.05533753704232325,0.48033950762342487,-0.09125817674800984,0.3915607637308424,No strong response,No strong response,99
O-Phospho-L-Serine | row_165,O-Phospho-L-Serine,-0.8574413526333746,0.020027275521760694,-0.3806994721458956,0.1954726017020095,-0.476741880487479,0.1668058614631157,No strong response,No strong response,99
L-Asparagine | row_166,L-Asparagine,-0.07415525504412201,0.46464253335603645,0.08049969378292587,0.3198685409919424,-0.1546549488270479,0.21541147232296604,No strong response,No strong response,99
N-Formylphenylalanine | row_167,N-Formylphenylalanine,-0.6952264208874865,0.0005702091083583468,-0.4957182925481405,0.002656238998740482,-0.19950812833934606,0.10848636476342564,No strong response,No strong response,99
Hydroxyisocaproic acid,Hydroxyisocaproic acid,0.010855490474018126,0.9155807245541352,-0.02935595481141462,0.7307813958029294,0.040211445285432745,0.7572470434991574,No strong response,No strong response,99
Palmitoleic acid,Palmitoleic acid,0.01382437856095109,0.9688762017781369,0.6274644751004459,0.13404188738302325,-0.6136400965394948,0.23680929117075333,No strong response,No strong response,99
3-(4-Hydroxyphenyl)pyruvate,3-(4-Hydroxyphenyl)pyruvate,-0.11220668109911713,0.34656768023965573,0.3104122989560416,0.008118987962002987,-0.42261898005515874,0.006922727448796396,No strong response,No strong response,99
3-Methylglutaric acid;2-Methylglutaric acid;Adipic acid,3-Methylglutaric acid;2-Methylglutaric acid;Adipic acid,-0.2150230440486851,0.4382106025435401,-0.2048901301197077,0.04080998971896125,-0.010132913928977416,0.9704955965853251,No strong response,No strong response,99
Uridine triphosphate | row_172,Uridine triphosphate,-0.09674820500606884,0.4446752016151693,-0.22335134498246845,0.2602252523820025,0.1266031399763996,0.5561337392552963,No strong response,No strong response,99
"2,4-Dihydroxypteridine","2,4-Dihydroxypteridine",0.08356491805370325,0.5369862705500651,-0.1491896177764609,0.3460411718518545,0.23275453583016414,0.23773463540303708,No strong response,No strong response,99
4-Acetamidobutanoate | row_174,4-Acetamidobutanoate,-0.6871611877754304,0.0018525935223380327,-0.3283065113622712,0.042863805225626786,-0.35885467641315927,0.05457785372053917,No strong response,No strong response,99
Creatinine | row_175,Creatinine,-0.2588335142164233,0.02967119581597611,0.04991826802575616,0.6085975268691499,-0.3087517822421795,0.026155942227571855,No strong response,No strong response,99
p-Cresol sulfate,p-Cresol sulfate,-0.043233851786499855,0.8282284520903221,0.3526338097844679,0.08089670045610933,-0.39586766157096775,0.13380001380021236,No strong response,No strong response,99
Stachyose;Maltotetraose,Stachyose;Maltotetraose,-0.13914956071658224,0.4070625217164804,1.1051570009747724,0.01424825886637882,-1.2443065616913547,0.0017632380473536142,4N up,4N-specific response,2
"1,11-Undecanedicarboxylate","1,11-Undecanedicarboxylate",-0.28172677723937056,0.19347416197395592,0.2475200574986225,0.032374137674461914,-0.529246834737993,0.027201965988029264,No strong response,No strong response,99
Creatinine | row_179,Creatinine,-0.269583757553562,0.0534132910592725,0.08388409997602153,0.38489782948628937,-0.35346785752958354,0.02444470887487271,No strong response,No strong response,99
5-Aminolevulinic acid | row_180,5-Aminolevulinic acid,-0.35687919150565506,0.22535009289948277,0.13974658098662118,0.2522287345504401,-0.49662577249227624,0.08253398863262189,No strong response,No strong response,99
Glutathione | row_181,Glutathione,-0.15339554020737012,0.09935236119285283,0.16663073736699374,0.003140631785962003,-0.32002627757436386,0.0028393468443062854,No strong response,No strong response,99
L-Alanine;D-Alanine | row_182,L-Alanine;D-Alanine,0.01618069196394245,0.864122351248909,0.07159846032139328,0.23280118564207103,-0.055417768357450825,0.5945356726811146,No strong response,No strong response,99
Nicotinate | row_183,Nicotinate,-0.28482257647821285,0.0600917689254065,-0.10920717576261296,0.15527715778586937,-0.1756154007155999,0.2315154607854238,No strong response,No strong response,99
4-Hydroxyphenylacetic acid;3-Hydroxyphenylacetate;4-Hydroxyphenylacetate,4-Hydroxyphenylacetic acid;3-Hydroxyphenylacetate;4-Hydroxyphenylacetate,-0.1096859149826308,0.5842334948490248,0.2929817324484638,0.36072559931877907,-0.4026676474310946,0.26743812212017015,No strong response,No strong response,99
D-(+)-Raffinose;Maltotriose,D-(+)-Raffinose;Maltotriose,0.004956017814231828,0.9828344880165847,1.1123102345306837,0.005530743935089387,-1.1073542167164518,0.007287032688520808,4N up,4N-specific response,2
Uridine diphosphate glucose;Uridine 5'-diphosphogalactose | row_186,Uridine diphosphate glucose;Uridine 5'-diphosphogalactose,0.24749514258085625,0.07415312561762812,0.30515628053198895,0.010823747303753675,-0.0576611379511327,0.6752822122397517,No strong response,No strong response,99
2-Propenoate,2-Propenoate,-0.20925079047440676,0.10319975212200636,-0.04310292001771643,0.52724214800542,-0.16614787045669033,0.20734450396321139,No strong response,No strong response,99
"dGDP;Adenosine 3',5'-diphosphate","dGDP;Adenosine 3',5'-diphosphate",-0.2898561256731007,0.27839452755025257,-0.07653267109488837,0.7032944781672413,-0.21332345457821233,0.49570851461515786,No strong response,No strong response,99
Uridine triphosphate | row_189,Uridine triphosphate,-0.13486343304808202,0.7184712509628663,-0.3874065335679937,0.20267063243182143,0.2525431005199117,0.5773826377643396,No strong response,No strong response,99
1-Aminocyclopropane-1-Carboxylate | row_190,1-Aminocyclopropane-1-Carboxylate,-0.17977158346592503,0.3207314001934303,-0.16710927452916025,0.15865850380915084,-0.012662308936764788,0.94904427231703,No strong response,No strong response,99
"Adenosine 2',3'-cyclic monophosphate (2',3'-CAMP);Adenosine 3',5'-cyclic monophosphate","Adenosine 2',3'-cyclic monophosphate (2',3'-CAMP);Adenosine 3',5'-cyclic monophosphate",-0.4724263313903805,0.06739667595906627,0.01816497597216582,0.9127763614249266,-0.4905913073625463,0.08838924438388668,No strong response,No strong response,99
2-Methylpropanoate;Butanoate,2-Methylpropanoate;Butanoate,-0.43308520997988253,0.12904999480734342,-0.02600314316868335,0.875642091203092,-0.4070820668111992,0.17962842055884745,No strong response,No strong response,99
Ophthalmic acid | row_193,Ophthalmic acid,-0.2138558094494769,0.10105300715365059,-0.07836815041149592,0.20850565968328055,-0.135487659037981,0.2892363929361953,No strong response,No strong response,99
Uridine 5'-diphosphate | row_194,Uridine 5'-diphosphate,-0.2554982923711755,0.399165618171948,-0.1272131353792787,0.16990167901710185,-0.1282851569918968,0.6551829812754888,No strong response,No strong response,99
Hippurate,Hippurate,-0.6831018446702863,0.021462858619589537,-0.2324423933994879,0.37268695276728914,-0.45065945127079843,0.17644966435652631,No strong response,No strong response,99
O-Phospho-L-Serine | row_196,O-Phospho-L-Serine,-0.7845235125428367,0.0025968135231806554,-0.3644337300788152,0.18319817069568012,-0.4200897824640215,0.17115798698360893,No strong response,No strong response,99
N-Methylalanine | row_197,N-Methylalanine,-0.17789721918342138,0.07141347448383158,-0.06861589142241442,0.1897717413880329,-0.10928132776100696,0.2610089511043104,No strong response,No strong response,99
Xanthosine | row_198,Xanthosine,-0.22364208650721906,0.24524400546358144,-0.07401061744361925,0.5342660451208887,-0.1496314690635998,0.4614152814050084,No strong response,No strong response,99
2-Ethylhydracrylic acid;3-Hydroxyisovaleric acid,2-Ethylhydracrylic acid;3-Hydroxyisovaleric acid,0.043147371288029035,0.7517054056661332,0.00808308083111342,0.9180900572874029,0.035064290456915614,0.8196232350509909,No strong response,No strong response,99
(S)-Lactate;Glycerlyceraldehyde,(S)-Lactate;Glycerlyceraldehyde,-0.1664569994438736,0.09364228417413577,0.01379537860360358,0.7810374151635328,-0.18025237804747718,0.07774510430380514,No strong response,No strong response,99
"Cyclic AMP;Adenosine 3',5'-cyclic monophosphate","Cyclic AMP;Adenosine 3',5'-cyclic monophosphate",-0.37076119431351984,0.05326443817352414,-0.058029194279743734,0.6614266971314,-0.3127320000337761,0.14224626107464364,No strong response,No strong response,99
Glutathione | row_202,Glutathione,-0.11285471922886714,0.5220775454187938,0.21179490832152936,0.05683476516008127,-0.3246496275503965,0.1076969315676277,No strong response,No strong response,99
D-Ribose;L-Ribulose,D-Ribose;L-Ribulose,-0.9644133810099795,0.11503479145713875,-1.366523552816389,0.2895939451351844,0.4021101718064095,0.7558733576808638,No strong response,No strong response,99
Mevalonic acid,Mevalonic acid,0.014412818199556199,0.8605005834068068,0.0644947909441207,0.7037212737030639,-0.050081972744564496,0.7824313288166428,No strong response,No strong response,99
O-Succinyl-L-Homoserine | row_205,O-Succinyl-L-Homoserine,-0.30590096349299856,0.11570178177908699,0.1361049826195817,0.21428464413829795,-0.44200594611258026,0.036231303640759036,No strong response,No strong response,99
Palmitoylethanolamide,Palmitoylethanolamide,0.379657510828288,0.09795877226624791,0.3442806135032548,0.05255376690933805,0.03537689732503324,0.88202133094169,No strong response,No strong response,99
L-Ornithine,L-Ornithine,-0.03668560706088542,0.7131068774499358,0.21586596064750552,0.00699991935143357,-0.25255156770839093,0.03608797504627017,No strong response,No strong response,99
Taurochenodeoxycholic acid (TCDCA);Taurodeoxycholic Acid (TDCA) | row_208,Taurochenodeoxycholic acid (TCDCA);Taurodeoxycholic Acid (TDCA),0.5040271799412039,0.004012044127385396,0.8934400284879374,0.008013952263797986,-0.3894128485467334,0.07265885757201032,No strong response,No strong response,99
Hydrocinnamic acid | row_209,Hydrocinnamic acid,-0.17880457777598124,0.3338974730334175,0.5309275623879781,0.06045363654152146,-0.7097321401639594,0.014801075378305247,No strong response,No strong response,99
L-Proline | row_210,L-Proline,-0.19926234426760914,0.07123728192847625,-0.011184578691324276,0.8070421830661259,-0.18807776557628486,0.06214346498645933,No strong response,No strong response,99
6-Oxopiperidine-2-carboxylic acid | row_211,6-Oxopiperidine-2-carboxylic acid,-0.006197165472389798,0.9544897828258124,-0.18862908678391577,0.22591715569066126,0.18243192131152597,0.3159596783765074,No strong response,No strong response,99
Methylcysteine | row_212,Methylcysteine,-0.35879724646290256,0.04130169768794309,-0.11463097399667888,0.2827901671467219,-0.2441662724662237,0.1546464433341848,No strong response,No strong response,99
Xanthine | row_213,Xanthine,0.4193234431862862,0.04260379935396174,0.10008231209768326,0.5330971176718762,0.31924113108860297,0.16031734293333025,No strong response,No strong response,99
Xanthine | row_214,Xanthine,0.3555086605817195,0.1786191019232121,0.2434574704242074,0.04445066813910222,0.11205119015751208,0.6309523809309987,No strong response,No strong response,99
S-Adenosyl methionine (SAM),S-Adenosyl methionine (SAM),0.04919651034570549,0.8687245394624148,0.14497464718003528,0.34578037625342023,-0.09577813683432979,0.7614682148257716,No strong response,No strong response,99
Methylmalonate,Methylmalonate,-0.4743487564362425,0.05610281741504721,-0.3992497941226887,0.10800988117429133,-0.07509896231355384,0.8003177305719397,No strong response,No strong response,99
Taurochenodeoxycholic acid (TCDCA);Taurodeoxycholic Acid (TDCA) | row_217,Taurochenodeoxycholic acid (TCDCA);Taurodeoxycholic Acid (TDCA),0.3338785519770777,0.2264713682953067,0.6962645171287853,0.01671814661442588,-0.3623859651517076,0.2595367006012803,No strong response,No strong response,99
Formyl-l-methionyl peptide | row_218,Formyl-l-methionyl peptide,-0.11019962703641184,0.43682794887625453,-0.12392360690686388,0.16338191883161768,0.013723979870452041,0.92909318545373,No strong response,No strong response,99
L-Threonine;L-Allothreonine | row_219,L-Threonine;L-Allothreonine,0.05114235530927047,0.6533995606553822,0.0945726331447716,0.20590218103514946,-0.04343027783550113,0.7322686615649505,No strong response,No strong response,99
L-Argininosuccinate | row_220,L-Argininosuccinate,0.025455742601526055,0.8949846555651396,0.49065749707878226,0.0048576739409863035,-0.4652017544772562,0.05114210824298387,No strong response,No strong response,99
Sorbate,Sorbate,-0.09018183487714992,0.19475246283992276,0.024742422107639328,0.626069168824934,-0.11492425698478925,0.16565058486358794,No strong response,No strong response,99
Uridine diphosphate glucose;Uridine 5'-diphosphogalactose | row_222,Uridine diphosphate glucose;Uridine 5'-diphosphogalactose,0.3154173413040944,0.12543283552646645,0.18516737411285433,0.14783569790557108,0.13024996719124005,0.5369729938694965,No strong response,No strong response,99
Uridine 5'-diphospho-n-acetylgalactosamine;Uridine 5'-diphospho-n-acetylglucosamine | row_223,Uridine 5'-diphospho-n-acetylgalactosamine;Uridine 5'-diphospho-n-acetylglucosamine,0.2084839500446911,0.23517128870085244,0.1274843905649945,0.35337515685680526,0.08099955947969661,0.6762696703826003,No strong response,No strong response,99
L-Threonine;L-Allothreonine | row_224,L-Threonine;L-Allothreonine,-0.05835553244742542,0.6517163068197541,0.06911082544788982,0.5408134260578423,-0.12746635789531524,0.43657423001257534,No strong response,No strong response,99
Erucic acid,Erucic acid,0.6555922760012862,0.012866812377355917,-0.028397323700417587,0.8615374828429311,0.6839895997017038,0.009499663159087008,No strong response,No strong response,99
Carnosine | row_226,Carnosine,0.05137068539412226,0.5990317339769944,-0.04058694837274146,0.7001811810721399,0.09195763376686372,0.5111322561033138,No strong response,No strong response,99
Propionylcarnitine | row_227,Propionylcarnitine,-0.3558489269463756,0.057722531886193675,0.008423436116224536,0.9521661343484422,-0.36427236306260014,0.07093432701040664,No strong response,No strong response,99
L-Asparagine | row_228,L-Asparagine,0.0016578213304612177,0.9741409825654448,-0.08125479389691748,0.3587562818511677,0.0829126152273787,0.3985114742854531,No strong response,No strong response,99
Guanosine 5'-diphosphate,Guanosine 5'-diphosphate,-0.6130630002623576,0.5167462497851761,-0.5040219532311987,0.0030163443120705294,-0.10904104703115891,0.9027007146414909,No strong response,No strong response,99
2-Methylbutanal,2-Methylbutanal,-0.06376746828484059,0.5647281444456562,0.06553815168888733,0.4891347693082825,-0.12930561997372791,0.3603420551658503,No strong response,No strong response,99
L-Glutamic acid;O-Acetyl-L-Serine | row_231,L-Glutamic acid;O-Acetyl-L-Serine,-0.11182377451781633,0.16680874974682702,-0.07351416328068439,0.14665032195614489,-0.038309611237131946,0.647473975468284,No strong response,No strong response,99
Taurocholic acid (TCA),Taurocholic acid (TCA),0.5027402134440422,0.020718985810460333,0.7997819425695241,0.016504131810244075,-0.2970417291254819,0.3237102045744047,No strong response,No strong response,99
"Dihydrobiopterin (7,8-Dihydro-L-Biopterin)","Dihydrobiopterin (7,8-Dihydro-L-Biopterin)",1.9489600304141135,0.04046426184779086,2.032279837570556,0.0032963631822786315,-0.0833198071564425,0.9228900743036974,Common up,Common gem response,4
GCDCA;Glycodeoxycholic acid (GDCA),GCDCA;Glycodeoxycholic acid (GDCA),0.4455750537403471,0.06017557835410573,0.7412747875406112,0.027301003171593768,-0.29569973380026404,0.3138206199287891,No strong response,No strong response,99
6-Phosphogluconic acid,6-Phosphogluconic acid,0.12551205214304773,0.6557930046705226,-2.1128611856052686,9.048394964576901e-05,2.2383732377483163,3.386928619954196e-05,4N down,4N-specific response,3
1-Aminocyclopropane-1-Carboxylate | row_236,1-Aminocyclopropane-1-Carboxylate,-0.09567346470201699,0.35536027055758745,-0.03812018230314962,0.49748830276678546,-0.05755328239886737,0.5945098315135846,No strong response,No strong response,99
Melibiose;Isomaltose,Melibiose;Isomaltose,-0.06829984936693023,0.7195647380389941,0.8427717912148207,0.004037731453602822,-0.9110716405817509,0.00359621612422103,No strong response,No strong response,99
Pyridoxine | row_238,Pyridoxine,-0.1438318419335829,0.4835687612866397,0.020234629019064698,0.9234193143501424,-0.1640664709526476,0.5589607521121547,No strong response,No strong response,99
L-Glutamic acid;O-Acetyl-L-Serine | row_239,L-Glutamic acid;O-Acetyl-L-Serine,-0.1040565609358417,0.3657122256655601,-0.02963022729636222,0.6823527111868394,-0.07442633363947948,0.5467731231774471,No strong response,No strong response,99
5'-CMP | row_240,5'-CMP,-1.393477346189524,0.009509911222345057,-0.1961907708773154,0.4745555263419866,-1.1972865753122086,0.009642231774410426,2N down,2N-specific response,1
"Trans-1,2-Cyclohexanediol;Hexanoate","Trans-1,2-Cyclohexanediol;Hexanoate",0.27240084819944244,0.1121382432895393,-0.09980806078295146,0.3689721862322649,0.3722089089823939,0.05511906455766115,No strong response,No strong response,99
4-Coumarate,4-Coumarate,-0.10533409553942974,0.6071802089579759,-0.4135509037618661,0.13951470891292053,0.30821680822243636,0.3256339038680738,No strong response,No strong response,99
N-Acetyl-L-Phenylalanine;3-Phenylpropionylglycine | row_243,N-Acetyl-L-Phenylalanine;3-Phenylpropionylglycine,-0.08870189149610397,0.5757041963242611,-0.36104611649980534,0.08812368194406878,0.27234422500370137,0.22273022351000105,No strong response,No strong response,99
Creatine | row_244,Creatine,-0.08673219057232728,0.095832480834046,0.001946868668770918,0.9588481181414417,-0.0886790592410982,0.1426952268140471,No strong response,No strong response,99
5-Aminolevulinic acid | row_245,5-Aminolevulinic acid,-0.4748740885843965,0.012958713756937686,-0.15597734033679345,0.08848698327472439,-0.31889674824760306,0.01958051068510079,No strong response,No strong response,99
(S)-2-Hydroxyglutarate,(S)-2-Hydroxyglutarate,0.02956649052776683,0.935007998101454,-0.09995092263040917,0.6552604140457106,0.129517413158176,0.7522256179546728,No strong response,No strong response,99
Adrenic acid,Adrenic acid,0.9892493054145781,0.07743571955213434,1.1528098793265613,0.045252827398708464,-0.1635605739119832,0.7901108710094581,4N up,4N-specific response,2
N-Acetyl-L-Aspartic acid | row_248,N-Acetyl-L-Aspartic acid,-0.473865190879458,0.00753655738296396,-0.20601060472215948,0.025863889313271736,-0.2678545861572985,0.026678924693903042,No strong response,No strong response,99
Pyruvate,Pyruvate,-0.284946392126173,0.12685341369095854,-0.3027176646040459,0.023268151577409673,0.017771272477872913,0.9151883076348819,No strong response,No strong response,99
Fumarate,Fumarate,-0.518325721315847,0.035817878964374425,-0.17675244361804587,0.07123499489452571,-0.3415732776978011,0.06744362362877734,No strong response,No strong response,99
N-Acetyl-D-Mannosamine;N-Acetylglucosamine;N-Acetyl-D-Galactosamine,N-Acetyl-D-Mannosamine;N-Acetylglucosamine;N-Acetyl-D-Galactosamine,0.14397606811179386,0.4552246601923574,0.13910148690675328,0.3814279839762341,0.0048745812050405846,0.9830782092685383,No strong response,No strong response,99
Aminoadipic acid | row_252,Aminoadipic acid,-0.0872412291088871,0.584420484437318,0.07037306501993967,0.7269319839429356,-0.15761429412882677,0.5255834252412742,No strong response,No strong response,99
Itaconate,Itaconate,0.05497715805563885,0.8821133206555436,-0.14324693467408878,0.5601541834186513,0.19822409272972763,0.6420949964442622,No strong response,No strong response,99
NAD | row_254,NAD,-0.5583532683084798,0.006639834825558772,-0.46486224579584956,0.003953047067605196,-0.0934910225126302,0.5596285149918445,No strong response,No strong response,99
Uridine 5'-diphospho-n-acetylgalactosamine;Uridine 5'-diphospho-n-acetylglucosamine | row_255,Uridine 5'-diphospho-n-acetylgalactosamine;Uridine 5'-diphospho-n-acetylglucosamine,0.3287571914014791,0.0027014550893423054,0.30865801306907414,0.0025172822880571246,0.020099178332404932,0.7694557204379671,No strong response,No strong response,99
4-Pyridoxate | row_256,4-Pyridoxate,-0.05460736918044873,0.8329982952960175,0.4330605324721173,0.13621687144771086,-0.487667901652566,0.18419892234544172,No strong response,No strong response,99
CDP-ethanolamine | row_257,CDP-ethanolamine,0.2868523897774331,0.018823801266818353,-0.20153915855701499,0.20398319108425186,0.4883915483344481,0.012452084212104673,No strong response,No strong response,99
Adenosine 5'-triphosphate (ATP),Adenosine 5'-triphosphate (ATP),0.04058799492148779,0.7661792339705892,-0.028344982398852636,0.8116198060199356,0.06893297732034043,0.6929083341240889,No strong response,No strong response,99
Deoxycytidine | row_259,Deoxycytidine,-0.16073027080404856,0.49037933565746633,-0.008632776915543872,0.9714418031403982,-0.1520974938885047,0.6333843900463538,No strong response,No strong response,99
Retinoate | row_260,Retinoate,-0.2927518626143577,0.08702728819023715,0.2076127803986889,0.13188349281305292,-0.5003646430130466,0.015429065424647014,No strong response,No strong response,99
Pyridoxine | row_261,Pyridoxine,-0.024331105967515754,0.8680060516404717,-0.028038544231058893,0.873500101787134,0.003707438263543139,0.9866381393052773,No strong response,No strong response,99
Docosahexaenoic acid | row_262,Docosahexaenoic acid,0.24325512478275613,0.15355502260743378,0.2876253016551349,0.31767755221971444,-0.044370176872378764,0.8823140234982845,No strong response,No strong response,99
Pyridoxal | row_263,Pyridoxal,0.19024572791785488,0.1794237166202678,0.11211517891671363,0.3288881853113108,0.07813054900114125,0.6379452806330894,No strong response,No strong response,99
Choline,Choline,-0.5509249774721248,0.17244091693863403,0.006379588351300924,0.9798411444467299,-0.5573045658234257,0.19283472766860327,No strong response,No strong response,99
D-(+)-Trehalose;D-Lactose;Melibiose;Maltose;D-(+)-Cellobiose;Isomaltose,D-(+)-Trehalose;D-Lactose;Melibiose;Maltose;D-(+)-Cellobiose;Isomaltose,-0.06662282925117324,0.0415970067399056,0.227900022611923,0.0289964364111247,-0.29452285186309624,0.0015424776832103034,No strong response,No strong response,99
2-Aminoheptanoate,2-Aminoheptanoate,-0.020888638267075876,0.9333010798628109,-0.2973373250801803,0.10157538632122787,0.2764486868131044,0.3421184794373134,No strong response,No strong response,99
3-Sulfino-L-Alanine,3-Sulfino-L-Alanine,-0.22378195888222052,0.11122685805724683,0.004540057606043035,0.9768394868403614,-0.22832201648826356,0.25292643165823125,No strong response,No strong response,99
Trigonelline,Trigonelline,0.25232449346440333,0.04479077601836593,0.19170750086593813,0.07778372847695895,0.0606169925984652,0.6255420064917372,No strong response,No strong response,99
Glutaric acid,Glutaric acid,-0.20251158793106327,0.10908007396582878,-0.027870899582161712,0.7203791846258564,-0.17464068834890156,0.20190999593631337,No strong response,No strong response,99
4-Acetamidobutanoate | row_270,4-Acetamidobutanoate,-0.4847689960109278,0.007215012246825067,-0.29610278234511256,0.019625356843911784,-0.18866621366581526,0.2378529384816844,No strong response,No strong response,99
N-Acetyl Glucosaminitol,N-Acetyl Glucosaminitol,0.33035871803728156,0.6364302405716259,0.6547717993172384,0.20031883463996614,-0.3244130812799568,0.687559551710966,No strong response,No strong response,99
