start_idx	start_values	objective	observation_channels	model_variant	objective_scale	initial_raw_objective	final_raw_objective	delta_raw_objective	initial_normalized_objective	final_normalized_objective	delta_normalized_objective	initial_objective	final_objective	delta_objective	n_iter	n_function_eval	n_gradient_eval	gradient_norm	gradient_max_abs	gradient_max_abs_index	gradient_max_abs_name	optimizer_success	optimizer_status	optimizer_message	result_equals_start	recomputed_final_objective	initial_simulations_attempted	initial_simulations_failed	initial_failure_messages	final_simulations_attempted	final_simulations_failed	final_failure_messages	success	message	any_at_lower_bound	any_at_upper_bound	lower_bound_coordinates	upper_bound_coordinates	initial_mu_r	initial_mu_K	initial_mu_k_tr	initial_mu_k_kill	initial_mu_k_clear	initial_mu_k_cyto	initial_mu_beta_dose	initial_mu_mu_base_death	initial_mu_mu_confluence_death	initial_2N_r	initial_2N_K	initial_2N_k_tr	initial_2N_k_kill	initial_2N_k_clear	initial_2N_k_cyto	initial_2N_beta_dose	initial_2N_mu_base_death	initial_2N_mu_confluence_death	initial_4N_r	initial_4N_K	initial_4N_k_tr	initial_4N_k_kill	initial_4N_k_clear	initial_4N_k_cyto	initial_4N_beta_dose	initial_4N_mu_base_death	initial_4N_mu_confluence_death	initial_dose_gate_ec50_uM	initial_dose_gate_hill	initial_model_preset	initial_fit_beta_dose	initial_use_hill_dose_gate	initial_fit_hill_dose_gate	initial_theta_alive	initial_theta_dead	final_mu_r	final_mu_K	final_mu_k_tr	final_mu_k_kill	final_mu_k_clear	final_mu_k_cyto	final_mu_beta_dose	final_mu_mu_base_death	final_mu_mu_confluence_death	final_2N_r	final_2N_K	final_2N_k_tr	final_2N_k_kill	final_2N_k_clear	final_2N_k_cyto	final_2N_beta_dose	final_2N_mu_base_death	final_2N_mu_confluence_death	final_4N_r	final_4N_K	final_4N_k_tr	final_4N_k_kill	final_4N_k_clear	final_4N_k_cyto	final_4N_beta_dose	final_4N_mu_base_death	final_4N_mu_confluence_death	final_dose_gate_ec50_uM	final_dose_gate_hill	final_model_preset	final_fit_beta_dose	final_use_hill_dose_gate	final_fit_hill_dose_gate	final_theta_alive	final_theta_dead	n_tr
2	{'r': 1.2, 'K': 29395.5, 'k_tr': 1.0, 'k_kill': 50.0, 'k_clear': 1.0, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 50.0, 'theta_dead': 50.0, 'k_cyto': 10.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	651190.8321862282	651190.8321862282	64748.44849518557	586442.3836910427	1.0	0.09943083547077447	0.9005691645292255	651190.8321862282	64748.44849518557	586442.3836910427	32	1296	48	0.0380121627436723	0.019306106830633878	13	delta_log_2N_k_cyto	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	64748.44849518557	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0	1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0	1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0				True	False	True	49.99999999999999	49.99999999999999	1.1932355673837878	89801.8327771875	1.991296172620631	113.28631565555293	0.4468559392304861	130.76054416108084	0.6996176678109113	0.0554809948136161	0.0	1.0864388497284074	145609.2251294609	3.5361837978310486	262.0738226741815	0.356255850041538	587.9518623764213	0.5170507866307339	0.13673746039069587	0.0	1.3061974580671265	168339.34474078758	2.221420780592303	110.38263462269963	0.2512499227745664	377.98774604126896	0.6678869888878418	0.06192333809402488	0.0				True	False	True	2.1229115001754915	7.946137105832704	4
3	{'r': 0.3, 'K': 39194.0, 'k_tr': 2.0, 'k_kill': 100.0, 'k_clear': 0.2, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 100.0, 'theta_dead': 30.0, 'k_cyto': 10.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	604260.2037716211	604260.2037716211	66667.56905856784	537592.6347130532	1.0	0.11032924002349939	0.8896707599765006	604260.2037716211	66667.56905856784	537592.6347130532	21	756	28	0.007340041847593081	0.002970090857988352	3	mu_log_k_kill	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	66667.56905856784	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0	0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0	0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0				True	False	True	100.00000000000004	30.000000000000004	0.6021349427956872	55458.0814432324	2.9904645017541873	168.38131255863644	0.38150702665696	16.147155474979165	0.6424672768531092	0.05831149626077978	0.0	0.8726070183098078	66829.2717326094	6.104731125911135	311.5851775609536	0.47057141774562683	18.822997436256877	0.42980131914348113	0.13186262354496117	0.0	0.8325690175731946	65077.57441664175	2.188472890890143	153.09026934946212	0.5900141413876487	22.358219789773862	0.6180263959811125	0.0750855160515238	0.0				True	False	True	1.6450312130801636	4.07463405887211	4
0	{'r': 0.7, 'K': 19597.0, 'k_tr': 0.5, 'k_kill': 25.0, 'k_clear': 0.5, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 20.0, 'theta_dead': 20.0, 'k_cyto': 1.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	387035.47481596237	387035.47481596237	70083.63838151704	316951.83643444534	1.0	0.18107807408311144	0.8189219259168885	387035.47481596237	70083.63838151704	316951.83643444534	21	648	24	0.007276010355133637	0.0049370813019374475	0	mu_log_r	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	70083.63838151704	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			0.7	19596.999999999993	0.5	24.999999999999996	0.5	1.0	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	1.0	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	1.0	1.0	0.02	0.0				True	False	True	19.999999999999996	19.999999999999996	0.6633988653439858	36978.07351310516	0.1985515571885	19.58012254697339	0.3275517261057205	1.8077640211316748	1.6955614295870762	0.0880589511393972	0.0	0.6395364278892665	45926.70672386912	0.13605681305374848	17.833578188841855	0.303750368224642	2.4647714853232126	2.169059416164684	0.2267465499390275	0.0	0.6505883496778436	56136.48484809247	0.11591534986100008	16.871725682076804	0.23297608776137432	2.4011256855328176	2.255467817167706	0.1463746310390205	0.0				True	False	True	0.5583554233785706	3.519634291608577	5
1	{'r': 0.7, 'K': 19597.0, 'k_tr': 0.5, 'k_kill': 25.0, 'k_clear': 0.5, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 20.0, 'theta_dead': 20.0, 'k_cyto': 100.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	412647.84831657703	412647.84831657703	64940.406204320185	347707.44211225683	1.0	0.15737488143764392	0.8426251185623561	412647.84831657703	64940.406204320185	347707.44211225683	21	756	28	0.009855350087332139	0.004883432576910257	13	delta_log_2N_k_cyto	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	64940.406204320185	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			0.7	19596.999999999993	0.5	24.999999999999996	0.5	100.00000000000004	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	100.00000000000004	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	100.00000000000004	1.0	0.02	0.0				True	False	True	19.999999999999996	19.999999999999996	0.9986189582488283	31290.500511807597	2.294334910433121	46.98416278741548	0.21351764019805602	510.4700216040993	0.8999297227663356	0.06370610092898636	0.0	1.13325750339113	37406.73721467699	4.856719818645689	98.4497596353192	0.16504055434876846	2350.2991513577485	0.8312630644778077	0.23674527154100444	0.0	1.2539687274464995	41743.06193854176	4.954987535988206	42.09697299384984	0.11816644790035159	564.5360133267168	0.8740880677308179	0.054287411170429525	0.0				True	False	True	1.6794785402937809	8.77640948939288	5
2	{'r': 1.2, 'K': 29395.5, 'k_tr': 1.0, 'k_kill': 50.0, 'k_clear': 1.0, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 50.0, 'theta_dead': 50.0, 'k_cyto': 10.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	706213.0981192985	706213.0981192985	79856.25608135166	626356.8420379468	1.0	0.11307671338016133	0.8869232866198387	706213.0981192985	79856.25608135166	626356.8420379468	7	270	10	0.08458412927493057	0.04332953859103317	22	delta_log_4N_beta_dose	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	79856.25608135166	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0	1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0	1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0				True	False	True	49.99999999999999	49.99999999999999	0.7780860186863295	23610.85864400951	1.8552497509281185	57.114277956427024	0.4678797993037568	11.789120280355773	0.9606203435515915	0.06827711130139755	0.0	0.5681812756115991	18254.40630975531	2.1297328285476547	56.734311115555876	0.28362862342980033	12.721656818751086	1.0498282647816084	0.1475585085139138	0.0	0.6909021882996519	24529.61009794026	2.9982913074557964	65.6774709198386	0.3611328636008242	12.879491338436289	0.8443744392815203	0.107848479972854	0.0				True	False	True	3.5360208270695495	10.37022850648483	5
3	{'r': 0.3, 'K': 39194.0, 'k_tr': 2.0, 'k_kill': 100.0, 'k_clear': 0.2, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 100.0, 'theta_dead': 30.0, 'k_cyto': 10.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	616895.5295227673	616895.5295227673	70458.96870952005	546436.5608132472	1.0	0.1142153984549497	0.8857846015450503	616895.5295227673	70458.96870952005	546436.5608132472	9	675	25	0.014151786925608485	0.008371440998313428	6	mu_log_beta_dose	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	70458.96870952005	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0	0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0	0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0				True	False	True	100.00000000000004	30.000000000000004	0.6438020008738417	43792.33881882828	9.510707044836598	148.51412441049672	0.11970539571600763	12.412824153947671	0.506355256503668	0.05799782991723235	0.0	0.8549714318264705	45651.31951227983	31.270446957993627	253.60002203740328	0.07581837196522123	13.658493503239804	0.31348177475531025	0.1294155792850502	0.0	1.0402173797464598	46937.025673830554	13.753986786795984	129.16067686432785	0.11312436503827161	14.002442901615339	0.4142399940366373	0.0753683328241323	0.0				True	False	True	0.5904052669442263	2.4302629147806627	5
0	{'r': 0.7, 'K': 19597.0, 'k_tr': 0.5, 'k_kill': 25.0, 'k_clear': 0.5, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 20.0, 'theta_dead': 20.0, 'k_cyto': 1.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	395934.8744133369	395934.8744133369	70104.40102339431	325830.4733899426	1.0	0.1770604348184007	0.8229395651815993	395934.8744133369	70104.40102339431	325830.4733899426	20	702	26	0.007054728265922087	0.00462677951750651	0	mu_log_r	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	70104.40102339431	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			0.7	19596.999999999993	0.5	24.999999999999996	0.5	1.0	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	1.0	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	1.0	1.0	0.02	0.0				True	False	True	19.999999999999996	19.999999999999996	0.6613058376990246	29282.58117394976	0.311142540163269	22.52852870679092	0.3262328640692626	1.5898666028222697	1.764315343668592	0.09239628675542351	0.0	0.6619966785582098	32439.307642761836	0.26409857702328193	21.677231066696713	0.2813342645449653	2.031897012275419	2.418549873161189	0.24279261746133995	0.0	0.6228131860714408	39639.183480719694	0.22875643848643945	21.113212520637802	0.24769446883311794	1.9758927606101795	2.2672571632248806	0.15936889746565724	0.0				True	False	True	0.5643461892318256	3.5081555535814233	6
1	{'r': 0.7, 'K': 19597.0, 'k_tr': 0.5, 'k_kill': 25.0, 'k_clear': 0.5, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 20.0, 'theta_dead': 20.0, 'k_cyto': 100.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	427585.9173146642	427585.9173146642	67852.77796432581	359733.13935033843	1.0	0.15868805593611812	0.8413119440638819	427585.9173146642	67852.77796432581	359733.13935033843	15	486	18	0.009572601552149413	0.006626649232834502	0	mu_log_r	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	67852.77796432581	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			0.7	19596.999999999993	0.5	24.999999999999996	0.5	100.00000000000004	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	100.00000000000004	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	100.00000000000004	1.0	0.02	0.0				True	False	True	19.999999999999996	19.999999999999996	0.77766882616384	23841.014164607186	0.8377446453552795	28.00658362469824	0.234291647004701	378.1628438501542	1.19128346159215	0.10752057272207018	0.0	0.8283662946244528	25617.245249966752	0.8648269438103048	28.010526655028862	0.24411634813032934	1514.6105550828354	1.3220426800670568	0.3436935315337837	0.0	0.8105753289397603	26965.726964303005	1.358958315343486	31.36791905172582	0.10555601079806756	356.5293903718873	1.2743770309762903	0.179806718442289	0.0				True	False	True	1.080481313710763	2.747661869887634	6
2	{'r': 1.2, 'K': 29395.5, 'k_tr': 1.0, 'k_kill': 50.0, 'k_clear': 1.0, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 50.0, 'theta_dead': 50.0, 'k_cyto': 10.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	750506.8652323105	750506.8652323105	69261.62228729877	681245.2429450117	1.0	0.09228646065197506	0.9077135393480249	750506.8652323105	69261.62228729877	681245.2429450117	17	648	24	0.001076004346108226	0.0004556216542873838	7	mu_log_mu_base_death	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	69261.62228729877	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0	1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0	1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0				True	False	True	49.99999999999999	49.99999999999999	0.9227386273830024	22182.89458446573	0.4067639910390544	37.69796004865902	0.414588834731064	25.492920907287598	1.9197783045105812	0.1125407425261609	0.0	0.7986395767863061	15921.133166148711	0.2551123014319882	32.84901678962806	0.281080098502198	47.91953777847089	3.3932582715355575	0.33718906984072555	0.0	0.8211693186726594	23388.155099829943	0.2644556366458156	32.644278261034195	0.2542379269221248	34.53245428371198	2.083599142402779	0.21009473960455424	0.0				True	False	True	0.7669993309580654	3.597740317492207	6
3	{'r': 0.3, 'K': 39194.0, 'k_tr': 2.0, 'k_kill': 100.0, 'k_clear': 0.2, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 100.0, 'theta_dead': 30.0, 'k_cyto': 10.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	643398.9727309963	643398.9727309963	66025.36282387195	577373.6099071244	1.0	0.10261962735752923	0.8973803726424707	643398.9727309963	66025.36282387195	577373.6099071244	33	1161	43	0.02772051674406312	0.019087739732192556	22	delta_log_4N_beta_dose	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	66025.36282387195	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0	0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0	0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0				True	False	True	100.00000000000004	30.000000000000004	0.6158412162264811	69644.38238849757	3.323107914761023	172.03032587407773	0.4152305932396093	28.605196431499653	0.6270568099769186	0.08173248205072521	0.0	0.8723021361773438	92458.6778923553	6.170836234835368	329.7469153338131	0.5292329223048927	41.080656776740454	0.42778022126544774	0.22842693885337853	0.0	0.8897484326836544	93088.68642276729	2.9655247323625433	154.18817843473173	0.6760009150573012	56.90157309220394	0.5795164647168046	0.1191215068712267	0.0				True	False	True	1.7294994391800897	5.57450519142908	6
0	{'r': 0.7, 'K': 19597.0, 'k_tr': 0.5, 'k_kill': 25.0, 'k_clear': 0.5, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 20.0, 'theta_dead': 20.0, 'k_cyto': 1.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	399876.25823820103	399876.25823820103	70109.4288257887	329766.82941241236	1.0	0.17532781049487922	0.8246721895051208	399876.25823820103	70109.4288257887	329766.82941241236	23	837	31	0.0036003380971435434	0.0024220986340454274	0	mu_log_r	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	70109.4288257887	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			0.7	19596.999999999993	0.5	24.999999999999996	0.5	1.0	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	1.0	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	1.0	1.0	0.02	0.0				True	False	True	19.999999999999996	19.999999999999996	0.6345320098169334	40857.3611551875	0.4009859185722822	24.060438863831656	0.20829531481234664	1.8585188154555123	1.3751268784186954	0.08152011880332971	0.0	0.566364466596369	56857.775979004815	0.32450098753897166	23.790670207816596	0.1455273911918014	2.591248890304485	1.8600380527483038	0.18994402007620073	0.0	0.64293491246169	61461.29141291095	0.39826992337853573	23.425995419285336	0.1246246493357061	2.4739963259589377	1.3900134948740244	0.1400219361999895	0.0				True	False	True	0.5038878582537948	3.670686239586922	7
1	{'r': 0.7, 'K': 19597.0, 'k_tr': 0.5, 'k_kill': 25.0, 'k_clear': 0.5, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 20.0, 'theta_dead': 20.0, 'k_cyto': 100.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	434577.791928029	434577.791928029	66376.95576885043	368200.8361591785	1.0	0.15273895031397097	0.847261049686029	434577.791928029	66376.95576885043	368200.8361591785	24	1323	49	0.0029231272098580287	0.0016126794341671472	0	mu_log_r	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	66376.95576885043	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			0.7	19596.999999999993	0.5	24.999999999999996	0.5	100.00000000000004	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	100.00000000000004	1.0	0.02	0.0	0.7	19596.999999999993	0.5	24.999999999999996	0.5	100.00000000000004	1.0	0.02	0.0				True	False	True	19.999999999999996	19.999999999999996	1.0324830236302713	22767.073806667602	0.661688157118798	26.248949554741902	0.1285527496678091	1785.024196068712	1.693356078544078	0.1239189547511511	0.0	1.548249755283215	23950.91808412565	0.7071837042569368	26.454243637127664	0.14508063106490243	37036.831331093534	2.0452274520203555	0.5512727777269342	0.0	1.0129229320467403	25094.181034585585	0.8179667523362041	27.343093315121315	0.029457703328489293	1523.4164852362646	2.3565710301968346	0.17024824048429985	0.0				True	False	True	2.139675643018263	3.0479635409006782	7
2	{'r': 1.2, 'K': 29395.5, 'k_tr': 1.0, 'k_kill': 50.0, 'k_clear': 1.0, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 50.0, 'theta_dead': 50.0, 'k_cyto': 10.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	782817.4113379925	782817.4113379925	69571.60648279387	713245.8048551986	1.0	0.08887335089274775	0.9111266491072523	782817.4113379925	69571.60648279387	713245.8048551986	17	594	22	0.0017633476992084682	0.0010763501207103861	0	mu_log_r	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	69571.60648279387	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0	1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0	1.2	29395.50000000002	1.0	49.99999999999999	1.0	10.000000000000002	1.0	0.02	0.0				True	False	True	49.99999999999999	49.99999999999999	0.9295202865293507	18138.79136633002	0.387820340477108	40.17715879323823	0.49062381510389713	16.197650095692374	1.754012680757729	0.10847232827856308	0.0	0.8071879720897516	11280.638344740844	0.2591647402227296	36.59695624596882	0.35014859401848397	23.525669059145226	2.6435608235010717	0.32229079885655504	0.0	0.8302953585136709	18052.839653183717	0.22544039639172855	35.45713193739619	0.3378319875986106	18.05556318937592	2.03949006222765	0.19784275401795712	0.0				True	False	True	0.6689500061888689	3.572694896702459	7
3	{'r': 0.3, 'K': 39194.0, 'k_tr': 2.0, 'k_kill': 100.0, 'k_clear': 0.2, 'beta_dose': 1.0, 'mu_base_death': 0.02, 'mu_confluence_death': 0.05, 'dose_gate_ec50_uM': 0.0125, 'dose_gate_hill': 2.0, 'theta_alive': 100.0, 'theta_dead': 30.0, 'k_cyto': 10.0}	negative_binomial	alive_dead	immediate_cytostasis_delayed_death	677805.8406466313	677805.8406466313	105137.27774118926	572668.5629054421	1.0	0.15511415133408646	0.8448858486659135	677805.8406466313	105137.27774118926	572668.5629054421	7	270	10	0.2360439142614202	0.13485228699225074	0	mu_log_r	True	0	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	105137.27774118926	73	0		73	0		True	CONVERGENCE: REL_REDUCTION_OF_F_<=_FACTR*EPSMCH	False	False			0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0	0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0	0.3	39193.999999999985	2.0	100.00000000000004	0.2	10.000000000000002	1.0	0.02	0.0				True	False	True	100.00000000000004	30.000000000000004	0.5799261253997685	40753.55693151062	5.171297436776636	146.98845434779568	0.13798310553028706	10.611641466062053	0.6333779570289019	0.03132592719244862	0.0	0.7018108318068144	41195.50191009773	9.79852708256066	190.43530991904538	0.10610756966398087	10.928576345490512	0.5960883769140441	0.043072696185677335	0.0	0.926345204020334	41920.58941282668	7.05677112570573	166.76374502501503	0.12379473733838763	10.93412476286879	0.4262643735719303	0.03568442101578452	0.0				True	False	True	15.752847627674367	13.20683472041436	7
