"compartment","analysis","model","n","residual_df","r_squared","adjusted_r_squared","sigma","aic","tgi_measure"
"CellCycle","shift_only","`TGI_percent_Day_17` ~ scale(ecdf_rmse)",8,6,0.504391284085514,0.4217898314331,22.9422009684214,76.5292087783519,"TGI_percent_Day_17"
"CellCycle","shift_ploidy_dose_adjusted","`TGI_percent_Day_17` ~ scale(ecdf_rmse) + end_timepoint_ploidy_group + dose_mg_factor",8,4,0.712721496757865,0.497262619326264,21.3925623425016,76.166532007246,"TGI_percent_Day_17"
"CellCycle","shift_by_ploidy_dose_adjusted","`TGI_percent_Day_17` ~ scale(ecdf_rmse) * end_timepoint_ploidy_group + dose_mg_factor",8,3,0.759446333480542,0.438708111454598,22.6040677491884,76.7464605709301,"TGI_percent_Day_17"
