page_index	cancer_type	metric	metric_label	abs_pearson_r_threshold	barplot_order	drug	pearson_r	abs_pearson_r	group	plot_color	page_tsv_file	response_direction_note
4	BLCA	Z_SCORE	GDSC Z-score	0.185	1	PLX-4720	-0.517738478748449	0.517738478748449	Serine/threonine kinase inhibitors	#0040FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_04_BLCA.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
4	BLCA	Z_SCORE	GDSC Z-score	0.185	2	TAF1_5496	-0.488613184828821	0.488613184828821	Epigenetic inhibitors	#BFFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_04_BLCA.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
4	BLCA	Z_SCORE	GDSC Z-score	0.185	3	SGC-CBP30	-0.402987365954045	0.402987365954045	Epigenetic inhibitors	#BFFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_04_BLCA.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
4	BLCA	Z_SCORE	GDSC Z-score	0.185	4	OF-1	-0.389846277410491	0.389846277410491	Epigenetic inhibitors	#BFFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_04_BLCA.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
4	BLCA	Z_SCORE	GDSC Z-score	0.185	5	LEFLUNOMIDE	-0.329613360414051	0.329613360414051	Antimetabolites	#FF4000	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_04_BLCA.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
4	BLCA	Z_SCORE	GDSC Z-score	0.185	6	REMODELIN	-0.303152157701946	0.303152157701946	Epigenetic inhibitors	#BFFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_04_BLCA.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
4	BLCA	Z_SCORE	GDSC Z-score	0.185	7	ABT737	-0.25855012549386	0.25855012549386	Proapoptotic agents	#00FFFF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_04_BLCA.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
4	BLCA	Z_SCORE	GDSC Z-score	0.185	8	GSK2578215A	-0.213215958678034	0.213215958678034	Serine/threonine kinase inhibitors	#0040FF	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_04_BLCA.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
4	BLCA	Z_SCORE	GDSC Z-score	0.185	9	ACETALAX	0.185956713982249	0.185956713982249	Other	#00FF80	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_04_BLCA.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
4	BLCA	Z_SCORE	GDSC Z-score	0.185	10	VE-822	0.185982026215202	0.185982026215202	DNA damage repair inhibitors	#FFFF00	tables/ploidyVsDrugSensitivity_pages/ploidyVsDrugSensitivity_page_04_BLCA.tsv	Positive r means higher ploidy is associated with higher GDSC Z-score; sensitivity direction requires metric-specific interpretation.
