"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","gene_symbol","cluster","gene_key","lfc_value","p_val_adj_num","delta_pct","abs_logfc","abs_delta_pct"
9.8481652187022e-236,1.38009423883167,0.597,0.355,7.12042041642606e-231,"GRCh38-TENM2","TENM2",2,"TENM2",1.38009423883167,7.12042041642606e-231,0.242,1.38009423883167,0.242
9.51430904160784e-23,1.31995429830052,0.228,0.174,6.8790357232633e-18,"GRCh38-KRT14","KRT14",2,"KRT14",1.31995429830052,6.8790357232633e-18,0.054,1.31995429830052,0.054
5.40961105483244e-165,1.29446955283932,0.316,0.153,3.91125698486495e-160,"GRCh38-TAGLN","TAGLN",2,"TAGLN",1.29446955283932,3.91125698486495e-160,0.163,1.29446955283932,0.163
8.85165940724103e-285,1.26233684014376,0.837,0.664,6.39992678462341e-280,"GRCh38-KRT17","KRT17",2,"KRT17",1.26233684014376,6.39992678462341e-280,0.173,1.26233684014376,0.173
0,1.24370568473563,0.971,0.89,0,"GRCh38-KRT7","KRT7",2,"KRT7",1.24370568473563,0,0.081,1.24370568473563,0.081
0,1.1991374793621,0.969,0.763,0,"GRCh38-TNFRSF12A","TNFRSF12A",2,"TNFRSF12A",1.1991374793621,0,0.206,1.1991374793621,0.206
2.88358346709281e-198,1.12285494926803,0.701,0.497,2.08488851837744e-193,"GRCh38-NCKAP5","NCKAP5",2,"NCKAP5",1.12285494926803,2.08488851837744e-193,0.204,1.12285494926803,0.204
0,1.06816511676809,0.892,0.676,0,"GRCh38-MICAL2","MICAL2",2,"MICAL2",1.06816511676809,0,0.216,1.06816511676809,0.216
0,1.03960701972879,0.973,0.901,0,"GRCh38-TIMP3","TIMP3",2,"TIMP3",1.03960701972879,0,0.072,1.03960701972879,0.072
0,1.0370754999227,0.705,0.425,0,"GRCh38-PSAT1","PSAT1",2,"PSAT1",1.0370754999227,0,0.28,1.0370754999227,0.28
1.64478842469281e-293,1.03558722004771,0.773,0.568,1.18921492682139e-288,"GRCh38-TGFB2","TGFB2",2,"TGFB2",1.03558722004771,1.18921492682139e-288,0.205,1.03558722004771,0.205
1.17481441081906e-136,1.02883657566147,0.21,0.086,8.49414315310395e-132,"GRCh38-ACTG2","ACTG2",2,"ACTG2",1.02883657566147,8.49414315310395e-132,0.124,1.02883657566147,0.124
2.81972005567501e-253,1.02674827028983,0.89,0.736,2.03871399465415e-248,"GRCh38-TNC","TNC",2,"TNC",1.02674827028983,2.03871399465415e-248,0.154,1.02674827028983,0.154
7.54823769968826e-243,1.02455899861606,0.893,0.784,5.4575268216286e-238,"GRCh38-ADAMTS6","ADAMTS6",2,"ADAMTS6",1.02455899861606,5.4575268216286e-238,0.109,1.02455899861606,0.109
1.04067514476244e-63,1.0227780719613,0.61,0.493,7.52428943166139e-59,"GRCh38-CASC19","CASC19",2,"CASC19",1.0227780719613,7.52428943166139e-59,0.117,1.0227780719613,0.117
2.87875957839007e-44,1.01902788724754,0.658,0.579,2.08140075036759e-39,"GRCh38-S100A2","S100A2",2,"S100A2",1.01902788724754,2.08140075036759e-39,0.0790000000000001,1.01902788724754,0.0790000000000001
0,1.00859815862403,0.961,0.829,0,"GRCh38-FLNB","FLNB",2,"FLNB",1.00859815862403,0,0.132,1.00859815862403,0.132
0,0.975387235789131,0.695,0.395,0,"GRCh38-CPA4","CPA4",2,"CPA4",0.975387235789131,0,0.3,0.975387235789131,0.3
1.98380526159138e-156,0.971649324734579,0.752,0.587,1.4343308802358e-151,"GRCh38-F3","F3",2,"F3",0.971649324734579,1.4343308802358e-151,0.165,0.971649324734579,0.165
1.4619030753365e-37,0.948859050299325,0.216,0.142,1.0569851615298e-32,"GRCh38-KRT5","KRT5",2,"KRT5",0.948859050299325,1.0569851615298e-32,0.074,0.948859050299325,0.074
4.81091603552236e-312,0.934881134285276,0.785,0.574,3.47838851200338e-307,"GRCh38-TRIB3","TRIB3",2,"TRIB3",0.934881134285276,3.47838851200338e-307,0.211,0.934881134285276,0.211
