"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","gene_symbol","cluster","gene_key","lfc_value","p_val_adj_num","delta_pct","abs_logfc","abs_delta_pct"
0,0.773714629679173,0.675,0.49,0,"GRCh38-PRXL2A","PRXL2A",0,"PRXL2A",0.773714629679173,0,0.185,0.773714629679173,0.185
0,0.767596106105921,0.852,0.64,0,"GRCh38-SELENOP","SELENOP",0,"SELENOP",0.767596106105921,0,0.212,0.767596106105921,0.212
2.87254945981046e-136,0.746138826749488,0.369,0.257,2.07691071043216e-131,"GRCh38-ENSG00000288714","ENSG00000288714",0,"ENSG00000288714",0.746138826749488,2.07691071043216e-131,0.112,0.746138826749488,0.112
1.92890116382716e-142,0.706100666124787,0.296,0.181,1.39463411947031e-137,"GRCh38-TRDN","TRDN",0,"TRDN",0.706100666124787,1.39463411947031e-137,0.115,0.706100666124787,0.115
6.57086470226284e-49,0.704709404928408,0.195,0.137,4.75086659703008e-44,"GRCh38-CHI3L1","CHI3L1",0,"CHI3L1",0.704709404928408,4.75086659703008e-44,0.058,0.704709404928408,0.058
0,0.654796818649226,0.922,0.853,0,"GRCh38-MGP","MGP",0,"MGP",0.654796818649226,0,0.0690000000000001,0.654796818649226,0.0690000000000001
3.38118017072715e-158,0.644066824426909,0.187,0.084,2.44466088703914e-153,"GRCh38-LINC01541","LINC01541",0,"LINC01541",0.644066824426909,2.44466088703914e-153,0.103,0.644066824426909,0.103
0,0.628039017264843,0.835,0.667,0,"GRCh38-SNED1","SNED1",0,"SNED1",0.628039017264843,0,0.168,0.628039017264843,0.168
2.77379597455132e-46,0.620009871982191,0.232,0.175,2.0055099655201e-41,"GRCh38-CCSER1","CCSER1",0,"CCSER1",0.620009871982191,2.0055099655201e-41,0.057,0.620009871982191,0.057
0,0.604630784007075,0.751,0.578,0,"GRCh38-COLEC12","COLEC12",0,"COLEC12",0.604630784007075,0,0.173,0.604630784007075,0.173
3.54951801087357e-239,0.562914830124139,0.642,0.475,2.56637251222181e-234,"GRCh38-KLRC2","KLRC2",0,"KLRC2",0.562914830124139,2.56637251222181e-234,0.167,0.562914830124139,0.167
1.74075537836448e-143,0.556211962808526,0.498,0.367,1.25860095366508e-138,"GRCh38-ENSG00000231424","ENSG00000231424",0,"ENSG00000231424",0.556211962808526,1.25860095366508e-138,0.131,0.556211962808526,0.131
2.95759937262434e-190,0.553942211138603,0.701,0.589,2.13840349839485e-185,"GRCh38-TNFRSF19","TNFRSF19",0,"TNFRSF19",0.553942211138603,2.13840349839485e-185,0.112,0.553942211138603,0.112
0,0.543711315000425,0.942,0.855,0,"GRCh38-CCDC102B","CCDC102B",0,"CCDC102B",0.543711315000425,0,0.087,0.543711315000425,0.087
