"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","gene_symbol","cluster"
0,4.57930589772357,0.935,0.305,0,"GRCh38-TOP2A","TOP2A","10"
0,4.41677092530245,0.904,0.395,0,"GRCh38-CENPF","CENPF","10"
0,4.23262362575585,0.909,0.144,0,"GRCh38-MKI67","MKI67","10"
0,4.11283178215594,0.824,0.142,0,"GRCh38-ASPM","ASPM","10"
0,3.99621239350708,0.925,0.398,0,"GRCh38-TPX2","TPX2","10"
0,3.93801845804016,0.922,0.376,0,"GRCh38-CCNB1","CCNB1","10"
0,3.84189493550763,0.801,0.164,0,"GRCh38-UBE2C","UBE2C","10"
0,3.59403957435506,0.893,0.392,0,"GRCh38-NUSAP1","NUSAP1","10"
0,3.57458087047593,0.823,0.25,0,"GRCh38-CENPE","CENPE","10"
0,3.50721543549079,0.902,0.664,0,"GRCh38-HMGB2","HMGB2","10"
0,3.4862854679968,0.841,0.671,0,"GRCh38-H1-3","H1-3","10"
0,3.47444666380492,0.902,0.142,0,"GRCh38-BIRC5","BIRC5","10"
0,3.46502681736774,0.93,0.491,0,"GRCh38-PTTG1","PTTG1","10"
0,3.41403903846483,0.856,0.115,0,"GRCh38-CDC20","CDC20","10"
0,3.37855407695004,0.837,0.063,0,"GRCh38-DLGAP5","DLGAP5","10"
0,3.32527101783473,0.92,0.909,0,"GRCh38-H4C3","H4C3","10"
0,3.21512677872703,0.861,0.25,0,"GRCh38-PRC1","PRC1","10"
0,3.14783474430262,0.88,0.331,0,"GRCh38-PRR11","PRR11","10"
0,3.13591334819936,0.766,0.08,0,"GRCh38-HMMR","HMMR","10"
0,3.10694146080399,0.803,0.128,0,"GRCh38-KIF4A","KIF4A","10"
0,3.08065127787091,0.865,0.202,0,"GRCh38-CDKN3","CDKN3","10"
0,3.05899704085001,0.84,0.079,0,"GRCh38-CEP55","CEP55","10"
0,3.04060581043512,0.816,0.16,0,"GRCh38-ANLN","ANLN","10"
0,2.98362959872854,0.762,0.198,0,"GRCh38-AURKA","AURKA","10"
0,2.97401978244323,0.775,0.073,0,"GRCh38-GTSE1","GTSE1","10"
0,2.97186798913853,0.76,0.074,0,"GRCh38-PLK1","PLK1","10"
0,2.956299293074,0.832,0.141,0,"GRCh38-RRM2","RRM2","10"
0,2.92288188286681,0.873,0.866,0,"GRCh38-H1-2","H1-2","10"
0,2.90405457425322,0.988,0.956,0,"GRCh38-TUBA1B","TUBA1B","10"
0,2.89535055827342,0.847,0.086,0,"GRCh38-PBK","PBK","10"
0,2.82460693010615,0.778,0.134,0,"GRCh38-KIF2C","KIF2C","10"
0,2.80657483949306,0.946,0.784,0,"GRCh38-STMN1","STMN1","10"
0,2.79973217911004,0.714,0.323,0,"GRCh38-CDK1","CDK1","10"
0,2.79898221000006,0.87,0.646,0,"GRCh38-CKS2","CKS2","10"
0,2.78399734800816,0.763,0.105,0,"GRCh38-KNL1","KNL1","10"
0,2.77479222391427,0.79,0.127,0,"GRCh38-NCAPG","NCAPG","10"
0,2.76758543564011,0.75,0.073,0,"GRCh38-DEPDC1","DEPDC1","10"
0,2.75540902734569,0.785,0.066,0,"GRCh38-CCNA2","CCNA2","10"
0,2.73747212060502,0.715,0.073,0,"GRCh38-KIF14","KIF14","10"
0,2.73167942913406,0.947,0.839,0,"GRCh38-UBE2S","UBE2S","10"
0,2.71758668681916,0.741,0.191,0,"GRCh38-NDC80","NDC80","10"
0,2.70859962845782,0.797,0.386,0,"GRCh38-KIF20B","KIF20B","10"
0,2.70600466643375,0.829,0.198,0,"GRCh38-TYMS","TYMS","10"
0,2.69714580855266,0.861,0.522,0,"GRCh38-KPNA2","KPNA2","10"
0,2.69590282375289,0.753,0.091,0,"GRCh38-NUF2","NUF2","10"
0,2.67300512666141,0.755,0.157,0,"GRCh38-DIAPH3","DIAPH3","10"
0,2.64180540898328,0.835,0.163,0,"GRCh38-TK1","TK1","10"
0,2.63739959010972,0.715,0.082,0,"GRCh38-CDCA8","CDCA8","10"
0,2.59834173889697,0.964,0.946,0,"GRCh38-H2AZ1","H2AZ1","10"
0,2.59810195689301,0.955,0.889,0,"GRCh38-TUBB4B","TUBB4B","10"
0,2.58220507897852,0.748,0.554,0,"GRCh38-H2AC20","H2AC20","10"
0,2.54379927348154,0.839,0.427,0,"GRCh38-CKS1B","CKS1B","10"
0,2.54230166957406,0.732,0.229,0,"GRCh38-SGO2","SGO2","10"
0,2.53645636318707,0.846,0.786,0,"GRCh38-H1-4","H1-4","10"
0,2.53445846164354,0.837,0.212,0,"GRCh38-CENPW","CENPW","10"
0,2.52865656943601,0.48,0.053,0,"GRCh38-H2AC14","H2AC14","10"
0,2.51912900871544,0.901,0.753,0,"GRCh38-SMC4","SMC4","10"
0,2.51579928082749,0.91,0.544,0,"GRCh38-PCLAF","PCLAF","10"
0,2.51155255709384,0.767,0.252,0,"GRCh38-KIF23","KIF23","10"
0,2.50458700457778,0.817,0.18,0,"GRCh38-CCNB2","CCNB2","10"
0,2.49112324477085,0.861,0.878,0,"GRCh38-ARL6IP1","ARL6IP1","10"
0,2.49048228356709,0.788,0.268,0,"GRCh38-TACC3","TACC3","10"
0,2.4896520640223,0.809,0.244,0,"GRCh38-KIF11","KIF11","10"
0,2.48847958542405,0.738,0.09,0,"GRCh38-TTK","TTK","10"
0,2.47969962413408,0.71,0.06,0,"GRCh38-CKAP2L","CKAP2L","10"
0,2.44700684237437,0.826,0.399,0,"GRCh38-ECT2","ECT2","10"
0,2.43996498964049,0.763,0.097,0,"GRCh38-BUB1","BUB1","10"
0,2.42926634496363,0.96,0.958,0,"GRCh38-TUBA1C","TUBA1C","10"
0,2.40412596725032,0.706,0.054,0,"GRCh38-SPC25","SPC25","10"
0,2.37906436143298,0.615,0.065,0,"GRCh38-H3C2","H3C2","10"
0,2.37238531430857,0.698,0.139,0,"GRCh38-CDCA2","CDCA2","10"
0,2.36629391354126,0.962,0.955,0,"GRCh38-HMGN2","HMGN2","10"
0,2.36077372534211,0.74,0.097,0,"GRCh38-BUB1B","BUB1B","10"
0,2.35870657674124,0.811,0.308,0,"GRCh38-MAD2L1","MAD2L1","10"
0,2.33206226386135,0.574,0.128,0,"GRCh38-H3C4","H3C4","10"
0,2.30490765690065,0.688,0.084,0,"GRCh38-AURKB","AURKB","10"
0,2.29642028974237,0.768,0.098,0,"GRCh38-MYBL2","MYBL2","10"
0,2.28162301304029,0.733,0.099,0,"GRCh38-CIT","CIT","10"
0,2.2725747804926,0.527,0.118,0,"GRCh38-H2AC12","H2AC12","10"
0,2.26378459902525,0.761,0.074,0,"GRCh38-SHCBP1","SHCBP1","10"
0,2.26157391314329,0.694,0.075,0,"GRCh38-KIF15","KIF15","10"
0,2.24969574078103,0.789,0.23,0,"GRCh38-LMNB1","LMNB1","10"
0,2.23974754951359,0.797,0.524,0,"GRCh38-H2AX","H2AX","10"
0,2.23969932503831,0.766,0.326,0,"GRCh38-CENPK","CENPK","10"
0,2.23857762998583,0.677,0.056,0,"GRCh38-KIFC1","KIFC1","10"
0,2.23020445773354,0.757,0.262,0,"GRCh38-KIF22","KIF22","10"
0,2.22861042943998,0.903,0.634,0,"GRCh38-ANP32E","ANP32E","10"
0,2.2239220094803,0.63,0.06,0,"GRCh38-ESCO2","ESCO2","10"
0,2.20567422059843,0.742,0.086,0,"GRCh38-TROAP","TROAP","10"
