"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","gene_symbol","cluster"
3.66714174319354e-233,0.513835621198247,0.262,0.011,2.65141682316379e-228,"GRCh38-DLX3","DLX3","14"
4.39156214586989e-233,2.30530856049416,0.871,0.142,3.17518726270685e-228,"GRCh38-SMAD9","SMAD9","14"
7.11265063028554e-230,0.883126467459756,0.333,0.018,5.14258865870905e-225,"GRCh38-ENSG00000286387","ENSG00000286387","14"
9.08065504998329e-213,0.471436947452296,0.205,0.007,6.56549521423892e-208,"GRCh38-IL21-AS1","IL21-AS1","14"
3.49160091785482e-208,1.28818616610793,0.652,0.08,2.52449729562739e-203,"GRCh38-GPRIN3","GPRIN3","14"
1.15959060321426e-200,0.307861212845182,0.2,0.007,8.38407197935976e-196,"GRCh38-ACVRL1","ACVRL1","14"
2.42216102351016e-197,1.3462515280643,0.686,0.098,1.75127086321832e-192,"GRCh38-DLX2","DLX2","14"
5.34389521355629e-151,0.468062811752332,0.219,0.012,3.86374311730547e-146,"GRCh38-PRRX2","PRRX2","14"
1.69590053068083e-134,2.58773267862259,0.895,0.25,1.22617000169285e-129,"GRCh38-TRDN","TRDN","14"
9.0838938874139e-129,0.298672382993485,0.11,0.003,6.567836958478e-124,"GRCh38-ENSG00000285981","ENSG00000285981","14"
1.31877477176004e-127,0.264989256737196,0.124,0.004,9.53500535477942e-123,"GRCh38-ENSG00000259977","ENSG00000259977","14"
5.91476021362106e-126,1.4830657940743,0.838,0.24,4.2764899296523e-121,"GRCh38-DLX1","DLX1","14"
9.88082285034907e-126,0.532702997004769,0.186,0.01,7.14403253725939e-121,"GRCh38-ENSG00000251033","ENSG00000251033","14"
5.55073152743973e-125,0.527584624555097,0.19,0.011,4.01328990896947e-120,"GRCh38-SYTL5","SYTL5","14"
1.3141889882277e-122,0.611238435279112,0.367,0.041,9.50184922268392e-118,"GRCh38-MUC13","MUC13","14"
1.38546368431046e-121,1.55855490565423,0.762,0.184,1.00171795303015e-116,"GRCh38-CBLN2","CBLN2","14"
4.20544734443277e-121,1.74339853847301,0.905,0.281,3.04062253897178e-116,"GRCh38-ID2","ID2","14"
1.54008048824013e-117,0.962852509772631,0.31,0.03,1.11350899460738e-112,"GRCh38-LINC02462","LINC02462","14"
5.67812330855824e-111,2.86152763508193,0.986,0.784,4.10539671455378e-106,"GRCh38-ID3","ID3","14"
6.60904302317725e-108,1.89515112971616,0.671,0.146,4.77847028661762e-103,"GRCh38-LINC01541","LINC01541","14"
9.02057867482812e-106,2.05207845047229,0.805,0.234,6.52205879347423e-101,"GRCh38-TSPAN8","TSPAN8","14"
1.49284232153987e-102,1.29864185518361,0.619,0.137,1.07935485531976e-97,"GRCh38-CASC17","CASC17","14"
1.84834911891038e-100,0.428070464956611,0.233,0.02,1.33639337995458e-95,"GRCh38-LINC02501","LINC02501","14"
7.10521410938071e-100,1.08371064342148,0.538,0.102,5.13721190536444e-95,"GRCh38-LNC-LBCS","LNC-LBCS","14"
7.24986568913385e-100,1.46402407926486,0.733,0.206,5.24179789055756e-95,"GRCh38-RASL11A","RASL11A","14"
5.76169163407389e-99,1.97104516076502,0.867,0.345,4.1658182852681e-94,"GRCh38-MEF2C","MEF2C","14"
1.08842593944034e-97,3.15538113175399,0.833,0.295,7.86953722734158e-93,"GRCh38-MGAT4C","MGAT4C","14"
3.18675501242293e-97,1.58255726575085,0.729,0.189,2.30408760908203e-92,"GRCh38-HPGD","HPGD","14"
