"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","gene_symbol","cluster","gene_key","lfc_value","p_val_adj_num","delta_pct","abs_logfc","abs_delta_pct"
1.08842593944034e-97,3.15538113175399,0.833,0.295,7.86953722734158e-93,"GRCh38-MGAT4C","MGAT4C",14,"MGAT4C",3.15538113175399,7.86953722734158e-93,0.538,3.15538113175399,0.538
5.67812330855824e-111,2.86152763508193,0.986,0.784,4.10539671455378e-106,"GRCh38-ID3","ID3",14,"ID3",2.86152763508193,4.10539671455378e-106,0.202,2.86152763508193,0.202
1.69590053068083e-134,2.58773267862259,0.895,0.25,1.22617000169285e-129,"GRCh38-TRDN","TRDN",14,"TRDN",2.58773267862259,1.22617000169285e-129,0.645,2.58773267862259,0.645
6.18850789215219e-97,2.42376825315248,0.99,0.797,4.47441497618387e-92,"GRCh38-ID1","ID1",14,"ID1",2.42376825315248,4.47441497618387e-92,0.193,2.42376825315248,0.193
4.39156214586989e-233,2.30530856049416,0.871,0.142,3.17518726270685e-228,"GRCh38-SMAD9","SMAD9",14,"SMAD9",2.30530856049416,3.17518726270685e-228,0.729,2.30530856049416,0.729
1.45819201025689e-82,2.15236994518633,0.99,0.855,1.05430198725594e-77,"GRCh38-PCDH7","PCDH7",14,"PCDH7",2.15236994518633,1.05430198725594e-77,0.135,2.15236994518633,0.135
1.93714053335788e-93,2.13996526830299,0.986,0.779,1.40059134842841e-88,"GRCh38-LIMCH1","LIMCH1",14,"LIMCH1",2.13996526830299,1.40059134842841e-88,0.207,2.13996526830299,0.207
9.02057867482812e-106,2.05207845047229,0.805,0.234,6.52205879347423e-101,"GRCh38-TSPAN8","TSPAN8",14,"TSPAN8",2.05207845047229,6.52205879347423e-101,0.571,2.05207845047229,0.571
4.46007942595563e-84,1.99352373219668,0.705,0.208,3.22472662655444e-79,"GRCh38-CCSER1","CCSER1",14,"CCSER1",1.99352373219668,3.22472662655444e-79,0.497,1.99352373219668,0.497
3.79994596148287e-80,1.9917939584213,0.857,0.363,2.74743692907135e-75,"GRCh38-IGFBP5","IGFBP5",14,"IGFBP5",1.9917939584213,2.74743692907135e-75,0.494,1.9917939584213,0.494
5.76169163407389e-99,1.97104516076502,0.867,0.345,4.1658182852681e-94,"GRCh38-MEF2C","MEF2C",14,"MEF2C",1.97104516076502,4.1658182852681e-94,0.522,1.97104516076502,0.522
1.16204197245562e-59,1.92174104820221,0.781,0.355,8.4017958692486e-55,"GRCh38-ADGRB3","ADGRB3",14,"ADGRB3",1.92174104820221,8.4017958692486e-55,0.426,1.92174104820221,0.426
5.51560349686216e-93,1.91717145009181,0.976,0.618,3.98789164030128e-88,"GRCh38-SAMD11","SAMD11",14,"SAMD11",1.91717145009181,3.98789164030128e-88,0.358,1.91717145009181,0.358
6.60904302317725e-108,1.89515112971616,0.671,0.146,4.77847028661762e-103,"GRCh38-LINC01541","LINC01541",14,"LINC01541",1.89515112971616,4.77847028661762e-103,0.525,1.89515112971616,0.525
9.14972490706249e-70,1.89315028427947,0.748,0.261,6.61543410230432e-65,"GRCh38-NTNG1","NTNG1",14,"NTNG1",1.89315028427947,6.61543410230432e-65,0.487,1.89315028427947,0.487
1.03141495329885e-59,1.83317755200558,0.995,0.764,7.45733639534132e-55,"GRCh38-PTN","PTN",14,"PTN",1.83317755200558,7.45733639534132e-55,0.231,1.83317755200558,0.231
