"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","gene_symbol","cluster"
1.68762948201985e-17,-0.421291270043275,0.308,0.402,1.22018986808999e-12,"GRCh38-TNS1","TNS1","8"
1.70558854086152e-17,-0.557796752741836,0.595,0.64,1.23317462681369e-12,"GRCh38-PPP1R15B","PPP1R15B","8"
1.75940665554874e-17,-0.292468660975026,0.417,0.499,1.27208620009485e-12,"GRCh38-INAFM1","INAFM1","8"
1.79701312013817e-17,-0.706866752534316,0.778,0.799,1.2992764261223e-12,"GRCh38-TNIP1","TNIP1","8"
2.06816412947948e-17,-1.15023053502023,0.407,0.469,1.49532402889625e-12,"GRCh38-RIGI","RIGI","8"
2.09605965509184e-17,-0.429722272110536,0.297,0.38,1.5154930518245e-12,"GRCh38-LIMK2","LIMK2","8"
2.22665902909855e-17,-0.337383372547455,0.049,0.116,1.60991901121883e-12,"GRCh38-EYA4","EYA4","8"
2.25853284642343e-17,-0.274874400787453,0.229,0.318,1.63296441862107e-12,"GRCh38-RCE1","RCE1","8"
2.5414721976772e-17,0.291459702139761,0.199,0.127,1.83753522836457e-12,"GRCh38-ENSG00000248752","ENSG00000248752","8"
2.55250501696672e-17,-0.413501884109549,0.96,0.926,1.84551217736728e-12,"GRCh38-ARID4B","ARID4B","8"
2.89442329631906e-17,-0.319677243381774,0.118,0.199,2.09272593170461e-12,"GRCh38-DENND2C","DENND2C","8"
3.00491354006792e-17,-0.407718782115867,0.635,0.672,2.17261258773991e-12,"GRCh38-MAPKAPK2","MAPKAPK2","8"
3.14267520579494e-17,-0.963488051466031,0.976,0.96,2.27221702729385e-12,"GRCh38-IER3","IER3","8"
3.15189570266312e-17,-1.03758268083443,0.866,0.87,2.27888363093949e-12,"GRCh38-VEGFA","VEGFA","8"
3.20438737729142e-17,-0.27398720561934,0.887,0.881,2.31683616152924e-12,"GRCh38-IL1R1","IL1R1","8"
3.2495746265198e-17,-0.395593150222132,0.734,0.763,2.34950744646635e-12,"GRCh38-CHD7","CHD7","8"
3.64228355160514e-17,-0.529961919240641,0.566,0.62,2.63344385348155e-12,"GRCh38-VPS37B","VPS37B","8"
3.82167461624585e-17,-0.388003082230668,0.608,0.673,2.76314718103807e-12,"GRCh38-IMPA2","IMPA2","8"
3.86908796846837e-17,-0.284133144174248,0.547,0.621,2.797427982962e-12,"GRCh38-EVC","EVC","8"
3.92672751106798e-17,-0.251181163770235,0.046,0.111,2.83910252505237e-12,"GRCh38-LASTR","LASTR","8"
4.14414772049134e-17,-0.619893065156914,0.223,0.308,2.99630168486965e-12,"GRCh38-EPHA4","EPHA4","8"
4.15112037119281e-17,-0.502791604446943,0.269,0.356,3.00134305077983e-12,"GRCh38-MAN1A1","MAN1A1","8"
4.33976652705099e-17,-0.452826950854742,0.691,0.741,3.13773799438841e-12,"GRCh38-RELB","RELB","8"
4.62123738213421e-17,-0.280844099918145,0.522,0.597,3.34124705203067e-12,"GRCh38-CNST","CNST","8"
4.76946030697425e-17,-0.501602659102467,0.99,0.943,3.44841519114852e-12,"GRCh38-TXNDC17","TXNDC17","8"
4.92459704466973e-17,-0.35117440763159,1,0.988,3.56058215523711e-12,"GRCh38-BTF3","BTF3","8"
4.99036321957375e-17,-0.687477213035967,0.113,0.188,3.60813241501621e-12,"GRCh38-APOD","APOD","8"
5.01072504544661e-17,-0.378351872132019,0.068,0.138,3.62285442235881e-12,"GRCh38-LINC01605","LINC01605","8"
5.02935814828826e-17,-0.404722813168544,0.082,0.156,3.63632652837538e-12,"GRCh38-ENKUR","ENKUR","8"
5.50731154328301e-17,-0.363087067163724,0.493,0.567,3.98189639202449e-12,"GRCh38-FAM76B","FAM76B","8"
