"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","gene_symbol","cluster"
0,-3.27650452374038,0.268,0.523,0,"GRCh38-TOP2A","TOP2A","0"
0,-3.12975617518694,0.371,0.56,0,"GRCh38-CENPF","CENPF","0"
0,-3.12118546760204,0.098,0.408,0,"GRCh38-MKI67","MKI67","0"
0,-2.76280655972767,0.348,0.613,0,"GRCh38-TPX2","TPX2","0"
0,-2.76071257711705,0.102,0.377,0,"GRCh38-ASPM","ASPM","0"
0,-2.61307964338984,0.173,0.347,0,"GRCh38-OASL","OASL","0"
0,-2.60080993804342,0.342,0.568,0,"GRCh38-CCNB1","CCNB1","0"
0,-2.41013406454219,0.124,0.389,0,"GRCh38-UBE2C","UBE2C","0"
0,-2.37969130506292,0.456,0.659,0,"GRCh38-PTTG1","PTTG1","0"
0,-2.31515228964007,0.63,0.781,0,"GRCh38-HMGB2","HMGB2","0"
0,-2.29998694242661,0.355,0.578,0,"GRCh38-NUSAP1","NUSAP1","0"
0,-2.26195387933133,0.95,0.975,0,"GRCh38-TUBA1B","TUBA1B","0"
0,-2.25095256057975,0.215,0.449,0,"GRCh38-CENPE","CENPE","0"
0,-2.24786901660657,0.098,0.404,0,"GRCh38-BIRC5","BIRC5","0"
0,-2.10131403791237,0.077,0.361,0,"GRCh38-CDC20","CDC20","0"
0,-2.09617747632243,0.103,0.376,0,"GRCh38-RRM2","RRM2","0"
0,-2.02196995932886,0.143,0.446,0,"GRCh38-TYMS","TYMS","0"
0,-2.01829155345935,0.203,0.479,0,"GRCh38-PRC1","PRC1","0"
0,-1.99353337453698,0.118,0.394,0,"GRCh38-ANLN","ANLN","0"
0,-1.98291202749651,0.035,0.301,0,"GRCh38-DLGAP5","DLGAP5","0"
0,-1.95067160974062,0.768,0.852,0,"GRCh38-STMN1","STMN1","0"
0,-1.9334104077855,0.661,0.794,0,"GRCh38-ISG15","ISG15","0"
0,-1.91096393487028,0.105,0.426,0,"GRCh38-TK1","TK1","0"
0,-1.87840252821268,0.096,0.347,0,"GRCh38-KIF4A","KIF4A","0"
0,-1.87602087138956,0.303,0.512,0,"GRCh38-PRR11","PRR11","0"
0,-1.85366010250529,0.038,0.335,0,"GRCh38-CEP55","CEP55","0"
0,-1.84557275481696,0.94,0.961,0,"GRCh38-H2AZ1","H2AZ1","0"
0,-1.83200733406361,0.161,0.434,0,"GRCh38-CDKN3","CDKN3","0"
0,-1.81429353004598,0.111,0.384,0,"GRCh38-DIAPH3","DIAPH3","0"
0,-1.78520380794563,0.522,0.672,0,"GRCh38-PCLAF","PCLAF","0"
0,-1.7672828394439,0.05,0.32,0,"GRCh38-CLSPN","CLSPN","0"
0,-1.76638448461867,0.052,0.295,0,"GRCh38-HMMR","HMMR","0"
0,-1.76019442276057,0.446,0.623,0,"GRCh38-PCNA","PCNA","0"
0,-1.74604445481271,0.314,0.564,0,"GRCh38-BRCA2","BRCA2","0"
0,-1.73326201111889,0.445,0.612,0,"GRCh38-CASC19","CASC19","0"
0,-1.73148504714274,0.048,0.337,0,"GRCh38-PBK","PBK","0"
0,-1.67989883205153,0.877,0.927,0,"GRCh38-TUBB4B","TUBB4B","0"
0,-1.67762192468824,0.041,0.299,0,"GRCh38-GTSE1","GTSE1","0"
0,-1.66800333500682,0.741,0.861,0,"GRCh38-TNFRSF12A","TNFRSF12A","0"
0,-1.66525490034787,0.089,0.354,0,"GRCh38-NCAPG","NCAPG","0"
0,-1.66501813707525,0.557,0.737,0,"GRCh38-SFN","SFN","0"
0,-1.65089868704282,0.29,0.539,0,"GRCh38-TENM2","TENM2","0"
0,-1.6466493607167,0.82,0.899,0,"GRCh38-UBE2S","UBE2S","0"
0,-1.64195279415394,0.282,0.51,0,"GRCh38-CENPK","CENPK","0"
0,-1.64092220541387,0.33,0.536,0,"GRCh38-ATAD2","ATAD2","0"
0,-1.6307743286479,0.23,0.484,0,"GRCh38-BRCA1","BRCA1","0"
0,-1.63039303080569,0.069,0.327,0,"GRCh38-KNL1","KNL1","0"
0,-1.62321743396334,0.354,0.542,0,"GRCh38-KIF20B","KIF20B","0"
0,-1.62006328960376,0.113,0.382,0,"GRCh38-BRIP1","BRIP1","0"
0,-1.6185845794043,0.296,0.464,0,"GRCh38-CDK1","CDK1","0"
0,-1.61549372211188,0.167,0.387,0,"GRCh38-AURKA","AURKA","0"
0,-1.59401229525225,0.054,0.275,0,"GRCh38-PLK1","PLK1","0"
0,-1.5938657890308,0.165,0.446,0,"GRCh38-CENPW","CENPW","0"
0,-1.56914440183306,0.953,0.966,0,"GRCh38-TUBA1C","TUBA1C","0"
0,-1.55922964770408,0.485,0.669,0,"GRCh38-KPNA2","KPNA2","0"
0,-1.55752336823021,0.385,0.601,0,"GRCh38-CKS1B","CKS1B","0"
0,-1.54441635524352,0.621,0.743,0,"GRCh38-CKS2","CKS2","0"
0,-1.54128690229737,0.051,0.341,0,"GRCh38-MYBL2","MYBL2","0"
0,-1.53951227969823,0.109,0.332,0,"GRCh38-KIF2C","KIF2C","0"
0,-1.51792479945083,0.293,0.503,0,"GRCh38-HELLS","HELLS","0"
0,-1.51441401218762,0.733,0.825,0,"GRCh38-SMC4","SMC4","0"
0,-1.49758560503176,0.13,0.401,0,"GRCh38-ORC6","ORC6","0"
0,-1.49686288556582,0.043,0.28,0,"GRCh38-KIF14","KIF14","0"
0,-1.49367855119394,0.95,0.964,0,"GRCh38-HMGN2","HMGN2","0"
0,-1.49036063763408,0.532,0.687,0,"GRCh38-RRM1","RRM1","0"
0,-1.48442996100046,0.038,0.288,0,"GRCh38-CCNA2","CCNA2","0"
0,-1.48160868200146,0.134,0.302,0,"GRCh38-CLDN1","CLDN1","0"
0,-1.46997361479563,0.039,0.296,0,"GRCh38-DEPDC1","DEPDC1","0"
0,-1.46739514315522,0.078,0.374,0,"GRCh38-CENPU","CENPU","0"
0,-1.45607733252694,0.679,0.818,0,"GRCh38-TUBB6","TUBB6","0"
0,-1.45016352349924,0.168,0.363,0,"GRCh38-NDC80","NDC80","0"
0,-1.44599872284598,0.234,0.511,0,"GRCh38-IL7R","IL7R","0"
0,-1.44267644192221,0.061,0.303,0,"GRCh38-NUF2","NUF2","0"
0,-1.43436469069493,0.184,0.447,0,"GRCh38-LMNB1","LMNB1","0"
0,-1.43257082063376,0.269,0.499,0,"GRCh38-MAD2L1","MAD2L1","0"
0,-1.42417799938185,0.042,0.294,0,"GRCh38-DTL","DTL","0"
0,-1.42330931516004,0.258,0.467,0,"GRCh38-ATAD5","ATAD5","0"
0,-1.42018678765341,0.358,0.574,0,"GRCh38-ECT2","ECT2","0"
0,-1.41352725028579,0.208,0.454,0,"GRCh38-KIF23","KIF23","0"
0,-1.40764952125185,0.232,0.473,0,"GRCh38-FANCI","FANCI","0"
0,-1.40614596179665,0.886,0.924,0,"GRCh38-RANBP1","RANBP1","0"
0,-1.39768924401334,0.238,0.448,0,"GRCh38-TACC3","TACC3","0"
0,-1.39522753596223,0.121,0.393,0,"GRCh38-MELK","MELK","0"
0,-1.38673823880138,0.054,0.285,0,"GRCh38-CDCA8","CDCA8","0"
0,-1.3742266820125,0.051,0.314,0,"GRCh38-TTK","TTK","0"
0,-1.37273192959364,0.581,0.726,0,"GRCh38-SMC2","SMC2","0"
0,-1.37113133307004,0.102,0.34,0,"GRCh38-CDCA2","CDCA2","0"
0,-1.36706787618492,0.362,0.575,0,"GRCh38-CENPH","CENPH","0"
0,-1.36674839748792,0.948,0.969,0,"GRCh38-DEK","DEK","0"
0,-1.36197047333911,0.6,0.757,0,"GRCh38-ANP32E","ANP32E","0"
0,-1.36190116291495,0.21,0.44,0,"GRCh38-KIF11","KIF11","0"
0,-1.35459741445408,0.199,0.403,0,"GRCh38-SGO2","SGO2","0"
0,-1.3418397468517,0.326,0.533,0,"GRCh38-MCM4","MCM4","0"
0,-1.3393541931042,0.029,0.271,0,"GRCh38-CKAP2L","CKAP2L","0"
0,-1.3357973155029,0.055,0.333,0,"GRCh38-BUB1","BUB1","0"
0,-1.33389935100029,0.683,0.829,0,"GRCh38-FABP5","FABP5","0"
0,-1.33109854517055,0.177,0.413,0,"GRCh38-FEN1","FEN1","0"
0,-1.33013143573,0.298,0.473,0,"GRCh38-CENPP","CENPP","0"
0,-1.32953456774909,0.025,0.259,0,"GRCh38-ESCO2","ESCO2","0"
0,-1.3289928809171,0.522,0.639,0,"GRCh38-MCM3","MCM3","0"
0,-1.32870994531246,0.023,0.212,0,"GRCh38-FAM111B","FAM111B","0"
0,-1.32438788956067,0.286,0.525,0,"GRCh38-TRIP13","TRIP13","0"
0,-1.32029870376814,0.06,0.321,0,"GRCh38-CIT","CIT","0"
0,-1.31230733427753,0.058,0.321,0,"GRCh38-BUB1B","BUB1B","0"
0,-1.31135231767481,0.597,0.738,0,"GRCh38-TMPO","TMPO","0"
0,-1.31118979115658,0.661,0.788,0,"GRCh38-PHLDA2","PHLDA2","0"
0,-1.30756174695881,0.983,0.99,0,"GRCh38-TUBB","TUBB","0"
0,-1.30321562106692,0.063,0.328,0,"GRCh38-RAD51AP1","RAD51AP1","0"
0,-1.29612156623142,0.489,0.652,0,"GRCh38-H2AX","H2AX","0"
0,-1.29207916312973,0.033,0.312,0,"GRCh38-SHCBP1","SHCBP1","0"
0,-1.29187921230098,0.024,0.262,0,"GRCh38-SPC25","SPC25","0"
0,-1.28003489472106,0.245,0.496,0,"GRCh38-PMAIP1","PMAIP1","0"
0,-1.27919833317283,0.101,0.348,0,"GRCh38-GINS2","GINS2","0"
0,-1.27407161444525,0.155,0.378,0,"GRCh38-CCNB2","CCNB2","0"
0,-1.26501935972365,0.619,0.746,0,"GRCh38-DTYMK","DTYMK","0"
0,-1.25476003009587,0.704,0.84,0,"GRCh38-COTL1","COTL1","0"
