"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","gene_symbol","cluster"
2.10178099109349e-206,1.28047547854684,0.595,0.185,1.51962969218041e-201,"GRCh38-PPP1R3B","PPP1R3B","13"
6.98744010806889e-206,2.0188252946412,0.719,0.274,5.05205894693597e-201,"GRCh38-CA9","CA9","13"
1.60771815301072e-202,2.3627416796247,0.875,0.56,1.16241237898981e-197,"GRCh38-INSIG2","INSIG2","13"
1.73363534408188e-202,0.791712153067072,0.295,0.045,1.25345302647808e-197,"GRCh38-LINC00520","LINC00520","13"
2.40701477382826e-195,2.60651645967344,0.513,0.137,1.74031982177331e-190,"GRCh38-PTGS2","PTGS2","13"
2.23694262638334e-191,2.06428576220806,0.818,0.426,1.61735425772768e-186,"GRCh38-STC2","STC2","13"
1.65820971679308e-189,2.22234064475486,0.518,0.144,1.19891878943573e-184,"GRCh38-GJB2","GJB2","13"
1.42707186218869e-188,1.66644527833506,0.645,0.231,1.03180149779967e-183,"GRCh38-SIK1","SIK1","13"
1.71655619564677e-188,2.73664083321517,0.875,0.543,1.24110446057653e-183,"GRCh38-STC1","STC1","13"
2.52276136882346e-188,2.49960471492141,0.774,0.382,1.82400692488673e-183,"GRCh38-HK2","HK2","13"
1.13884201085294e-185,2.56825806479402,0.949,0.796,8.23405550686893e-181,"GRCh38-GRB10","GRB10","13"
1.97199077751873e-185,1.78239199377037,0.901,0.572,1.42578877196159e-180,"GRCh38-STX3","STX3","13"
2.39510511623375e-185,2.22201691573464,0.653,0.233,1.73170890113933e-180,"GRCh38-ANGPTL4","ANGPTL4","13"
1.61789908192609e-182,2.49476004011552,0.891,0.649,1.1697733942142e-177,"GRCh38-ERO1A","ERO1A","13"
1.17950608500053e-181,0.274630007807109,0.146,0.013,8.52806489577081e-177,"GRCh38-MME-AS1","MME-AS1","13"
4.30501832572837e-180,1.83865744854515,0.645,0.247,3.11261434986813e-175,"GRCh38-LOX","LOX","13"
2.71939518117738e-179,2.10003738488352,0.892,0.578,1.96617710389487e-174,"GRCh38-PAG1","PAG1","13"
6.57291604963365e-178,1.00590297970372,0.321,0.06,4.75234976220612e-173,"GRCh38-RORA","RORA","13"
1.5065773932167e-177,1.6226910233383,0.622,0.22,1.08928558684354e-172,"GRCh38-HDAC9","HDAC9","13"
2.26860204571946e-177,2.85910725480417,0.81,0.487,1.64024465109608e-172,"GRCh38-SLC2A1","SLC2A1","13"
1.45121381045022e-176,1.89326588076053,0.54,0.166,1.04925660923171e-171,"GRCh38-MAF","MAF","13"
3.988533992792e-175,1.59648854833732,0.839,0.498,2.88378984746847e-170,"GRCh38-RAB8B","RAB8B","13"
4.81039360395729e-175,2.22161938047352,0.942,0.753,3.4780107835332e-170,"GRCh38-FAM210A","FAM210A","13"
2.73303760485671e-174,1.60058559124175,0.43,0.104,1.9760408490635e-169,"GRCh38-INHBA","INHBA","13"
2.895709905913e-173,0.94438769152526,0.455,0.119,2.09365617617322e-168,"GRCh38-ENSG00000291149","ENSG00000291149","13"
4.4796727666963e-173,1.66990566118399,0.815,0.473,3.23889300377676e-168,"GRCh38-PDK1","PDK1","13"
1.01494267278913e-172,1.12610582191491,0.679,0.226,7.33823851279995e-168,"GRCm39-Ifitm1","Ifitm1","13"
3.44548696311518e-170,1.92015092418987,0.915,0.646,2.49115598407154e-165,"GRCh38-PAM","PAM","13"
3.97293514199962e-170,1.37716396029822,0.72,0.26,2.87251156636856e-165,"GRCm39-S100a8","S100a8","13"
1.72351582533402e-168,2.65195812750247,0.766,0.417,1.246136412033e-163,"GRCh38-HILPDA","HILPDA","13"
8.55337576782309e-167,1.40378089232001,0.717,0.262,6.18426174765145e-162,"GRCm39-S100a9","S100a9","13"
1.01390215206237e-166,1.35851826950573,0.714,0.262,7.33071533984133e-162,"GRCm39-Fth1","Fth1","13"
3.80798433014241e-166,1.59984363257976,0.679,0.28,2.75324883037957e-161,"GRCh38-ANKRD37","ANKRD37","13"
1.2209541063917e-165,1.08684890362984,0.685,0.235,8.82774238003325e-161,"GRCm39-Actb","Actb","13"
4.31020358553773e-165,1.19090201481987,0.68,0.236,3.11636339641549e-160,"GRCm39-Srgn","Srgn","13"
1.86849191264041e-164,1.77788578092315,0.724,0.33,1.35095702267727e-159,"GRCh38-PFKFB4","PFKFB4","13"
1.80729412368443e-162,1.02309604940887,0.68,0.239,1.30670979730632e-157,"GRCm39-Cxcl2","Cxcl2","13"
2.38407615151761e-161,0.404988719413941,0.188,0.023,1.72373473907026e-156,"GRCh38-ENSG00000290563","ENSG00000290563","13"
3.78907019560851e-160,0.998875806935854,0.253,0.042,2.73957353282887e-155,"GRCh38-LINC03047","LINC03047","13"
4.31516575697672e-160,1.95845151555709,0.543,0.186,3.11995114560931e-155,"GRCh38-SLCO4A1","SLCO4A1","13"
6.13253021130046e-160,1.75705756048913,0.997,0.932,4.43394199337446e-155,"GRCh38-GBE1","GBE1","13"
9.41291119769531e-160,1.10054253110467,0.675,0.235,6.80572305415766e-155,"GRCm39-Tmsb4x","Tmsb4x","13"
9.95848642206019e-160,1.70022457171231,0.959,0.844,7.20018485287796e-155,"GRCh38-MSANTD3","MSANTD3","13"
3.36154000036087e-159,2.38636823797925,0.915,0.747,2.43046065106091e-154,"GRCh38-SLC6A8","SLC6A8","13"
1.09718007937496e-158,2.22287697348442,0.786,0.455,7.9328314098968e-154,"GRCh38-KDM7A","KDM7A","13"
9.20298135551884e-158,1.26058400809053,0.693,0.253,6.65393957966723e-153,"GRCm39-Saa3","Saa3","13"
1.9539177037141e-157,1.00558911339222,0.638,0.214,1.41272157813937e-152,"GRCm39-Ftl1","Ftl1","13"
2.00070085880959e-156,3.19629157506697,0.72,0.313,1.44654673493651e-151,"GRCh38-CXCL8","CXCL8","13"
2.83835990754812e-156,1.70788040229385,0.964,0.831,2.05219098035544e-151,"GRCh38-P4HA1","P4HA1","13"
3.61860615206945e-156,0.996301781792754,0.645,0.22,2.61632462006925e-151,"GRCm39-Wfdc17","Wfdc17","13"
8.07008269686088e-156,1.89725872841731,0.504,0.16,5.83483119148436e-151,"GRCh38-BMP2","BMP2","13"
8.2359583070483e-156,1.24480909901526,0.692,0.25,5.95476257516206e-151,"GRCm39-Malat1","Malat1","13"
1.89906886495682e-155,1.12095953205731,0.408,0.105,1.37306477074108e-150,"GRCh38-LINC00310","LINC00310","13"
2.20526256565747e-154,1.92315193009642,0.942,0.751,1.59444894022166e-149,"GRCh38-RND3","RND3","13"
2.99706391937605e-154,1.89232810642079,0.899,0.651,2.16693715498727e-149,"GRCh38-BHLHE40","BHLHE40","13"
3.52339646614698e-153,0.983224778729882,0.631,0.212,2.54748611295359e-148,"GRCm39-Actg1","Actg1","13"
4.11496849006821e-153,0.743809745887301,0.315,0.064,2.97520451768912e-148,"GRCh38-RRAGD","RRAGD","13"
4.17391564286716e-153,1.09736307722386,0.653,0.227,3.01782448810582e-148,"GRCm39-Il1b","Il1b","13"
2.71651123467475e-151,1.07002642126541,0.646,0.223,1.96409195289453e-146,"GRCm39-Fau","Fau","13"
9.30630295477306e-151,1.00895866548998,0.634,0.217,6.72864316236002e-146,"GRCm39-S100a6","S100a6","13"
1.06066911976658e-149,1.0992610133087,0.611,0.206,7.66884986973632e-145,"GRCm39-Retnlg","Retnlg","13"
2.20305379519734e-149,1.00005063847199,0.143,0.015,1.59285195500358e-144,"GRCh38-KRTAP19-1","KRTAP19-1","13"
7.13644422961485e-149,0.89711855286764,0.589,0.192,5.15979190689613e-144,"GRCm39-Tyrobp","Tyrobp","13"
1.94083341142728e-148,1.54449875460168,0.578,0.215,1.40326137313015e-143,"GRCh38-EVI2B","EVI2B","13"
7.00560708018253e-147,0.894980368455583,0.585,0.19,5.06519403111357e-142,"GRCm39-Fcer1g","Fcer1g","13"
1.00281829614502e-146,1.53139125231289,0.321,0.07,7.2505768447877e-142,"GRCh38-SLC30A4-AS1","SLC30A4-AS1","13"
1.10193978465966e-146,1.36182797328435,0.551,0.198,7.96724503104631e-142,"GRCh38-ARL4C","ARL4C","13"
2.37596639846042e-146,0.937511368127488,0.594,0.197,1.71787122541485e-141,"GRCm39-Lcn2","Lcn2","13"
3.17376499355234e-146,0.905802672438933,0.631,0.215,2.29469556563821e-141,"GRCm39-Tpt1","Tpt1","13"
6.23290911447285e-145,0.710802255677655,0.25,0.044,4.50651794794616e-140,"GRCh38-NMU","NMU","13"
7.58410195973609e-145,0.968635027947034,0.605,0.205,5.48345739892839e-140,"GRCm39-Ifitm2","Ifitm2","13"
1.3295332116109e-144,0.959399439818299,0.611,0.209,9.61279102658914e-140,"GRCm39-Cd14","Cd14","13"
9.3033367387504e-144,0.812598329331485,0.572,0.183,6.72649852885132e-139,"GRCm39-Ifitm3","Ifitm3","13"
4.1422987446546e-143,1.27267004291537,0.614,0.253,2.99496483836017e-138,"GRCh38-SAP30-DT","SAP30-DT","13"
6.0285302108296e-143,1.2217956309768,0.69,0.327,4.35874791303402e-138,"GRCh38-FEM1C","FEM1C","13"
1.27898680629825e-141,1.775028611953,0.979,0.906,9.24733040689759e-137,"GRCh38-PLOD2","PLOD2","13"
1.50822839489755e-141,0.974192364275829,0.614,0.213,1.09047929407883e-136,"GRCm39-H3f3b","H3f3b","13"
2.5107054663539e-141,0.927481254952203,0.597,0.201,1.81529026628319e-136,"GRCm39-Apoe","Apoe","13"
4.30527991648096e-141,2.10479977988044,0.983,0.928,3.11280348521406e-136,"GRCh38-BNIP3","BNIP3","13"
5.28646228445441e-141,0.866556388909147,0.558,0.182,3.82221796090623e-136,"GRCm39-Cstdc4","Cstdc4","13"
1.52277893244808e-140,1.63190689438939,0.636,0.257,1.10099962373861e-135,"GRCh38-NT5E","NT5E","13"
2.1169490081491e-140,1.56141715153357,0.974,0.877,1.53059647187196e-135,"GRCh38-FNIP1","FNIP1","13"
3.29438183311396e-140,1.96730143532752,0.646,0.295,2.38190395297805e-135,"GRCh38-ADAMTS9-AS2","ADAMTS9-AS2","13"
4.31266447221125e-140,1.72294243883251,0.72,0.392,3.11814266669818e-135,"GRCh38-TNS1","TNS1","13"
5.15485890148766e-140,1.77210377097384,0.689,0.34,3.72706608295361e-135,"GRCh38-DIPK2A","DIPK2A","13"
2.09431543670804e-139,1.83078331881705,0.972,0.871,1.51423194704865e-134,"GRCh38-ERRFI1","ERRFI1","13"
2.37617611964135e-139,1.66093295080299,0.884,0.659,1.71802285802309e-134,"GRCh38-ITGA5","ITGA5","13"
6.3410749184326e-139,1.72317473878889,0.974,0.859,4.58472398752514e-134,"GRCh38-WSB1","WSB1","13"
8.95037520752849e-139,1.24068702200704,0.662,0.279,6.47130028254725e-134,"GRCh38-GEM","GEM","13"
1.0917044072887e-138,2.04967329121672,0.683,0.329,7.89324120557879e-134,"GRCh38-DEPP1","DEPP1","13"
1.48272834879328e-138,1.38126788751119,0.871,0.569,1.07204225074451e-133,"GRCh38-BACH1","BACH1","13"
1.26398103874083e-137,0.703121285348758,0.335,0.077,9.13883570630396e-133,"GRCh38-NPR3","NPR3","13"
2.21268815642637e-137,1.34650600711346,0.953,0.815,1.59981779085939e-132,"GRCh38-ESYT2","ESYT2","13"
3.04734776572907e-137,2.20639183645311,0.646,0.296,2.20329338157743e-132,"GRCh38-PGF","PGF","13"
9.0023867812408e-137,1.85474926940635,0.541,0.21,6.50890569057273e-132,"GRCh38-FAM43A","FAM43A","13"
1.2571005874108e-136,1.69979130337235,0.974,0.9,9.08908866709757e-132,"GRCh38-RNMT","RNMT","13"
9.83526220740244e-136,1.6417269424157,0.761,0.437,7.11109128119611e-131,"GRCh38-CCNG2","CCNG2","13"
1.3885394224187e-135,0.462355538274818,0.188,0.027,1.00394177319717e-130,"GRCh38-ENSG00000289986","ENSG00000289986","13"
2.19780646786664e-135,0.782563975054778,0.568,0.189,1.58905803239694e-130,"GRCm39-Eef1a1","Eef1a1","13"
2.87487407008452e-135,0.939199192946934,0.567,0.191,2.07859145015251e-130,"GRCm39-Gapdh","Gapdh","13"
1.1728595435142e-134,1.85949362056594,0.909,0.683,8.48000907151635e-130,"GRCh38-CDH13","CDH13","13"
2.90685153577511e-134,1.83504276512027,0.845,0.595,2.10171179739612e-129,"GRCh38-SLC6A6","SLC6A6","13"
9.56137616714451e-134,1.03635006884478,0.442,0.134,6.91306619636882e-129,"GRCh38-KDM7A-DT","KDM7A-DT","13"
4.11843767825649e-133,0.704558118761094,0.26,0.05,2.97771281013301e-128,"GRCh38-BMP7","BMP7","13"
6.14004663183679e-133,1.69467229104329,0.501,0.165,4.43937651575064e-128,"GRCh38-IL1A","IL1A","13"
1.2432411850417e-131,1.23959797171012,0.338,0.082,8.98888241608851e-127,"GRCh38-IL2RG","IL2RG","13"
2.17864467499381e-131,0.726492988410272,0.55,0.182,1.57520367291402e-126,"GRCm39-Lyz2","Lyz2","13"
2.58934457227178e-131,0.375326225097926,0.168,0.022,1.87214791264394e-126,"GRCh38-LINC02376","LINC02376","13"
2.79490815789335e-131,0.730776268703104,0.52,0.165,2.02077449632005e-126,"GRCm39-Ier3","Ier3","13"
1.50527361786625e-130,2.12691617393758,0.922,0.817,1.08834293118966e-125,"GRCh38-FAM162A","FAM162A","13"
7.22385648877388e-130,1.52458066952129,0.878,0.634,5.22299271851329e-125,"GRCh38-TMEM45A","TMEM45A","13"
8.50077187114166e-129,0.813196521034264,0.548,0.184,6.14622807827285e-124,"GRCm39-Fxyd5","Fxyd5","13"
9.02402580840899e-129,1.3246879339161,0.705,0.37,6.52455113999587e-124,"GRCh38-FUT11","FUT11","13"
2.04549584794619e-128,1.19876616458934,0.648,0.264,1.47893440798205e-123,"GRCh38-SDC2","SDC2","13"
2.48687857563043e-128,1.61785045832554,0.805,0.519,1.79806294775232e-123,"GRCh38-KDM3A","KDM3A","13"
2.84967076209429e-128,0.701531805543266,0.301,0.069,2.06036895440941e-123,"GRCh38-SYT7","SYT7","13"
4.95579844070951e-128,1.71101849062873,0.977,0.903,3.58314138860179e-123,"GRCh38-BNIP3L","BNIP3L","13"
8.72615023294881e-128,0.615484403209776,0.351,0.089,6.30918114142665e-123,"GRCh38-TRIM36","TRIM36","13"
1.16381143440608e-127,0.735930492140125,0.526,0.173,8.41458943304286e-123,"GRCm39-Prdx5","Prdx5","13"
1.65783528105461e-126,0.70068937981487,0.511,0.164,1.19864806490811e-121,"GRCm39-Rplp2","Rplp2","13"
4.98612406622091e-126,0.715310334496442,0.54,0.179,3.60506742235904e-121,"GRCm39-Rps16","Rps16","13"
7.78916798342724e-126,0.659670138607108,0.516,0.168,5.63172423537757e-121,"GRCm39-Nfkbia","Nfkbia","13"
9.103749048879e-126,0.294137488335821,0.142,0.017,6.5821926373205e-121,"GRCh38-ENSG00000255921","ENSG00000255921","13"
1.33131584743909e-125,0.737390864053484,0.53,0.175,9.62567984015411e-121,"GRCm39-Cstdc5","Cstdc5","13"
2.10343499742598e-125,1.55586688886788,0.631,0.282,1.52082557183893e-120,"GRCh38-PTGER4","PTGER4","13"
2.73362552711361e-125,1.38311120619081,0.889,0.672,1.97646592861368e-120,"GRCh38-KLF7","KLF7","13"
1.81397874630441e-124,1.82577568856398,0.761,0.455,1.31154291315302e-119,"GRCh38-TM4SF19","TM4SF19","13"
2.06797117361693e-124,0.753561108170178,0.523,0.172,1.49518451794852e-119,"GRCm39-Mcl1","Mcl1","13"
2.71571977144459e-124,0.774436775517422,0.564,0.197,1.96351970914987e-119,"GRCm39-Rps14","Rps14","13"
4.82590389542477e-124,0.870130859906999,0.544,0.188,3.48922503447002e-119,"GRCm39-Il1r2","Il1r2","13"
7.12184350670462e-124,0.648801479788859,0.483,0.15,5.14923529221758e-119,"GRCm39-Atp6v0c","Atp6v0c","13"
1.00456797189905e-123,1.33490977247154,0.365,0.098,7.26322735042454e-119,"GRCh38-ABCA13","ABCA13","13"
1.0434871993571e-123,0.630863540088558,0.499,0.159,7.54462114879172e-119,"GRCm39-H3f3a","H3f3a","13"
2.44651617896737e-123,0.742937743301429,0.527,0.176,1.76888012771699e-118,"GRCm39-Eif1","Eif1","13"
9.8924156977348e-123,1.10576403032178,0.824,0.521,7.15241439777621e-118,"GRCh38-GNA13","GNA13","13"
1.02781889243165e-122,0.767290907177283,0.513,0.168,7.43133615605929e-118,"GRCm39-Cebpb","Cebpb","13"
3.30983021074875e-122,1.76642681216417,0.957,0.834,2.39307343897556e-117,"GRCh38-SLC2A3","SLC2A3","13"
3.52186437783629e-122,1.20000415344789,0.403,0.115,2.5463783824632e-117,"GRCh38-ENSG00000250697","ENSG00000250697","13"
7.98742279655838e-122,0.755161216960379,0.543,0.186,5.77506643036764e-117,"GRCm39-C1qa","C1qa","13"
9.12556139956369e-122,1.59843868646277,0.916,0.782,6.59796340311254e-117,"GRCh38-ARL8B","ARL8B","13"
1.01407514942461e-121,0.620868594773915,0.182,0.028,7.33196614536985e-117,"GRCh38-ENSG00000258807","ENSG00000258807","13"
1.07254830810585e-121,0.67919005659294,0.491,0.158,7.75473877726689e-117,"GRCm39-Lgals3","Lgals3","13"
1.66332880917334e-121,1.62507141138503,0.99,0.925,1.20261999560851e-116,"GRCh38-SDCBP","SDCBP","13"
5.828887791011e-121,1.13961887705565,0.653,0.312,4.21440245065678e-116,"GRCh38-FLCN","FLCN","13"
1.50033676678897e-120,0.659678312603459,0.5,0.163,1.08477348912376e-115,"GRCm39-Hp","Hp","13"
1.857631042583e-120,1.52945938818667,0.376,0.109,1.34310439640836e-115,"GRCh38-LINC01705","LINC01705","13"
2.54181514145808e-120,1.58890019840657,0.945,0.866,1.83778318357702e-115,"GRCh38-C4orf3","C4orf3","13"
2.94892401071826e-120,0.387410930626078,0.151,0.02,2.13213103822952e-115,"GRCh38-FOLR3","FOLR3","13"
3.42971234989767e-120,1.02994421707664,0.622,0.275,2.47975062322301e-115,"GRCh38-MIR210HG","MIR210HG","13"
5.29935158777685e-120,0.809811448511091,0.415,0.124,3.83153718499442e-115,"GRCh38-SIRPB1","SIRPB1","13"
6.09730492581257e-120,-1.1112956913872,0.629,0.912,4.40847340746101e-115,"GRCh38-PARP1","PARP1","13"
1.21319213479851e-119,2.44483812746531,0.386,0.11,8.77162177302018e-115,"GRCh38-CCL20","CCL20","13"
1.21793509183466e-119,1.43641015383046,0.996,0.939,8.80591430098296e-115,"GRCh38-RICTOR","RICTOR","13"
1.90046008933577e-119,1.36270406266388,0.932,0.756,1.37407065379155e-114,"GRCh38-UPP1","UPP1","13"
1.91457965354587e-119,2.32430215641661,0.577,0.249,1.38427938110673e-114,"GRCh38-PDE7B-AS1","PDE7B-AS1","13"
2.63708793486018e-119,0.634339659388532,0.51,0.168,1.90666731866261e-114,"GRCm39-Rpl13","Rpl13","13"
1.99419208996534e-118,1.88305261094865,0.906,0.786,1.44184076488674e-113,"GRCh38-MXI1","MXI1","13"
2.21268243851777e-118,1.30475453768718,0.896,0.692,1.59981365669712e-113,"GRCh38-PLEKHO1","PLEKHO1","13"
2.50191592709858e-118,1.93247806060906,0.504,0.191,1.80893525361082e-113,"GRCh38-ZBTB7C","ZBTB7C","13"
5.82031178401213e-118,0.73674154889817,0.538,0.186,4.20820182607645e-113,"GRCm39-Rplp1","Rplp1","13"
6.9254631336971e-118,0.496647793217821,0.307,0.073,5.00724835492568e-113,"GRCh38-LINC02970","LINC02970","13"
7.22760184831332e-118,0.731314163027825,0.537,0.185,5.2257006883675e-113,"GRCm39-mt-Co1","mt-Co1","13"
7.29243893330901e-118,1.35833992504808,0.749,0.461,5.27257919756108e-113,"GRCh38-ATP6V1B2","ATP6V1B2","13"
1.24109834637869e-117,-1.22062660810446,0.703,0.902,8.97338926398719e-113,"GRCh38-PCOLCE","PCOLCE","13"
3.84222505647011e-117,2.15268814310979,0.994,0.96,2.77800556032902e-112,"GRCh38-IER3","IER3","13"
4.08653111331881e-117,0.742632508927937,0.524,0.179,2.95464372555177e-112,"GRCm39-B2m","B2m","13"
4.09992893267517e-117,0.682028860115116,0.516,0.173,2.9643306169028e-112,"GRCm39-Ctsb","Ctsb","13"
6.47945925161307e-117,0.270716833747656,0.134,0.016,4.68477862810128e-112,"GRCh38-UPK1A-AS1","UPK1A-AS1","13"
7.15638163167769e-117,0.714120134264469,0.513,0.172,5.17420704733561e-112,"GRCm39-Rps9","Rps9","13"
7.24123551359936e-117,1.04984992393708,0.582,0.253,5.23555810104261e-112,"GRCh38-ENSG00000289405","ENSG00000289405","13"
8.53144678200093e-117,1.58957809562174,0.994,0.981,6.16840665232231e-112,"GRCh38-PGK1","PGK1","13"
2.47005054855547e-116,2.05039505424555,0.361,0.103,1.78589594761658e-111,"GRCh38-TRIML2","TRIML2","13"
2.85786425827352e-116,1.27938277817719,0.839,0.564,2.06629301601692e-111,"GRCh38-PATL1","PATL1","13"
7.15862798709465e-116,1.43991997987572,0.686,0.359,5.17583120722918e-111,"GRCh38-ENSG00000286162","ENSG00000286162","13"
1.35206347562248e-115,0.895351883054751,0.534,0.214,9.77568934144563e-111,"GRCh38-STBD1","STBD1","13"
2.27823397272913e-115,1.4401317203073,0.912,0.744,1.64720872696261e-110,"GRCh38-ATP13A3","ATP13A3","13"
2.30981708430918e-115,0.547497609530604,0.338,0.09,1.67004394829722e-110,"GRCh38-ENSG00000258757","ENSG00000258757","13"
3.60867186319849e-115,1.54623346883288,0.991,0.961,2.60914193052977e-110,"GRCh38-LIMS1","LIMS1","13"
9.43158979032355e-115,1.20857075764986,0.943,0.782,6.81922805019973e-110,"GRCh38-CORO1C","CORO1C","13"
1.00425218328829e-114,1.38967180363449,0.989,0.963,7.26094413561102e-110,"GRCh38-LCP1","LCP1","13"
1.17279213069489e-114,1.41984905896237,0.804,0.554,8.47952166335023e-110,"GRCh38-RRAGC","RRAGC","13"
1.40229827823442e-114,1.26712873226041,0.857,0.58,1.01388970112905e-109,"GRCh38-FBXL2","FBXL2","13"
1.41129646138225e-114,1.67819240847473,0.97,0.91,1.02039556750859e-109,"GRCh38-NAMPT","NAMPT","13"
1.56769462403257e-114,-1.06430836654395,0.729,0.941,1.13347456706803e-109,"GRCh38-TXNIP","TXNIP","13"
5.50537599185127e-114,0.687791049502674,0.487,0.162,3.98049694962831e-109,"GRCm39-Junb","Junb","13"
1.2496501617471e-113,1.39153215037762,0.977,0.897,9.03522059946391e-109,"GRCh38-ZNF292","ZNF292","13"
1.35298614730026e-113,0.797148122834699,0.585,0.219,9.78236044221034e-109,"GRCm39-Cmss1","Cmss1","13"
1.48750105333462e-113,2.05317120773282,0.591,0.26,1.075493011582e-108,"GRCh38-IL33","IL33","13"
1.99962203766834e-113,1.36582324367587,0.963,0.857,1.44576672567496e-108,"GRCh38-CBLB","CBLB","13"
2.68276200361845e-113,1.06640167616931,0.43,0.134,1.93969058385621e-108,"GRCh38-LINC00536","LINC00536","13"
2.78088019422768e-113,0.644811476424825,0.514,0.176,2.01063199803049e-108,"GRCm39-Rpl23","Rpl23","13"
3.69517877819142e-113,0.640518188921626,0.49,0.164,2.67168816020796e-108,"GRCm39-Hilpda","Hilpda","13"
4.35182898198973e-113,1.29713655687359,0.858,0.634,3.14645939055822e-108,"GRCh38-EGLN1","EGLN1","13"
7.88349151300948e-113,2.35803628077013,0.439,0.141,5.69992203373611e-108,"GRCh38-IL1B","IL1B","13"
1.50042672753717e-112,0.612246268362863,0.479,0.157,1.08483853254392e-107,"GRCm39-Rps27","Rps27","13"
2.10873200536847e-112,0.63413760548814,0.48,0.159,1.52465541452151e-107,"GRCm39-Rps15","Rps15","13"
3.3011591600023e-112,0.612541260239622,0.457,0.148,2.38680409586486e-107,"GRCm39-Cd52","Cd52","13"
3.3116462798349e-112,0.675908411994335,0.5,0.17,2.39438649324623e-107,"GRCm39-Rpl32","Rpl32","13"
7.20012296425344e-112,0.568650094875559,0.474,0.155,5.20583290561452e-107,"GRCm39-Vim","Vim","13"
8.91886407121203e-112,0.643365828368865,0.493,0.167,6.44851710076772e-107,"GRCm39-Rps29","Rps29","13"
9.62176125847131e-112,0.61027508813568,0.459,0.147,6.95672582509993e-107,"GRCm39-H2-D1","H2-D1","13"
1.01765027020567e-111,0.537574304616817,0.476,0.154,7.35781498364103e-107,"GRCm39-Rps11","Rps11","13"
1.69414238824606e-111,0.639787207853539,0.459,0.148,1.22489882954967e-106,"GRCm39-Pkm","Pkm","13"
1.71631227945318e-111,0.28499644427628,0.132,0.017,1.24092810429024e-106,"GRCh38-LVRN","LVRN","13"
3.25722159080295e-111,0.638050977283015,0.474,0.158,2.35503635458235e-106,"GRCm39-Rpl28","Rpl28","13"
3.67391822949906e-111,0.409290729915373,0.232,0.047,2.65631635829241e-106,"GRCh38-NOD2","NOD2","13"
3.76705845272857e-111,0.610984202998186,0.219,0.042,2.72365860249181e-106,"GRCh38-HIF3A","HIF3A","13"
5.23438347137446e-111,1.39984253794862,0.932,0.802,3.78456393747316e-106,"GRCh38-WDR45B","WDR45B","13"
5.38714161339868e-111,0.591838471069011,0.455,0.146,3.89501112931952e-106,"GRCm39-Rpl26","Rpl26","13"
6.07455489527219e-111,1.27324911115622,0.801,0.531,4.3920246803797e-106,"GRCh38-ARRDC3","ARRDC3","13"
