"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","gene_symbol","cluster"
0,2.70359419828593,0.89,0.096,0,"GRCh38-DTL","DTL","6"
0,2.56743396350539,0.837,0.114,0,"GRCh38-CLSPN","CLSPN","6"
0,2.55527850729348,0.748,0.059,0,"GRCh38-FAM111B","FAM111B","6"
0,2.49139654366642,0.939,0.489,0,"GRCh38-PCNA","PCNA","6"
0,2.4830040146756,0.972,0.544,0,"GRCh38-MCM3","MCM3","6"
0,2.4466184847591,0.934,0.291,0,"GRCh38-BRCA1","BRCA1","6"
0,2.42172139498849,0.958,0.34,0,"GRCh38-HELLS","HELLS","6"
0,2.33347474484869,0.943,0.378,0,"GRCh38-ATAD2","ATAD2","6"
0,2.26062639565431,0.846,0.117,0,"GRCh38-CDC6","CDC6","6"
0,2.25636354410966,0.875,0.156,0,"GRCh38-GINS2","GINS2","6"
0,2.24231821790944,0.961,0.373,0,"GRCh38-MCM4","MCM4","6"
0,2.21147131910881,0.907,0.194,0,"GRCh38-ORC6","ORC6","6"
0,2.21143284704569,0.818,0.18,0,"GRCh38-BRIP1","BRIP1","6"
0,2.19787333861015,0.914,0.242,0,"GRCh38-CHAF1A","CHAF1A","6"
0,2.18538580144155,0.916,0.304,0,"GRCh38-ATAD5","ATAD5","6"
0,2.16346884024864,0.773,0.07,0,"GRCh38-MCM10","MCM10","6"
0,2.15013192027305,0.904,0.22,0,"GRCh38-TYMS","TYMS","6"
0,2.08611007129145,0.857,0.337,0,"GRCh38-CENPP","CENPP","6"
0,2.08228190367898,0.861,0.234,0,"GRCh38-FANCA","FANCA","6"
0,2.07941229303863,0.945,0.335,0,"GRCh38-CENPK","CENPK","6"
0,2.07700821181353,0.905,0.205,0,"GRCh38-CDT1","CDT1","6"
0,2.07626055037477,0.945,0.377,0,"GRCh38-BRCA2","BRCA2","6"
0,2.06640927484923,0.895,0.231,0,"GRCh38-FEN1","FEN1","6"
0,2.06284567499521,0.925,0.525,0,"GRCh38-MIR924HG","MIR924HG","6"
0,2.05395101558558,0.872,0.151,0,"GRCh38-CENPU","CENPU","6"
0,2.03970969893421,0.897,0.437,0,"GRCh38-MMS22L","MMS22L","6"
0,2.03005625514268,0.912,0.206,0,"GRCh38-MCM5","MCM5","6"
0,2.0058070897081,0.962,0.485,0,"GRCh38-MCM7","MCM7","6"
0,1.99366750966761,0.872,0.169,0,"GRCh38-CDCA7","CDCA7","6"
0,1.98529797145718,0.921,0.573,0,"GRCh38-POLA1","POLA1","6"
0,1.97605030774479,0.92,0.329,0,"GRCh38-MCM6","MCM6","6"
0,1.96200836514861,0.964,0.566,0,"GRCh38-RFC3","RFC3","6"
0,1.96117329450992,0.92,0.506,0,"GRCh38-GMNN","GMNN","6"
0,1.93813529553473,0.986,0.901,0,"GRCh38-NASP","NASP","6"
0,1.9281524860758,0.767,0.131,0,"GRCh38-UHRF1","UHRF1","6"
0,1.9241258417991,0.912,0.29,0,"GRCh38-FANCI","FANCI","6"
0,1.92255935154248,0.837,0.148,0,"GRCh38-WDR76","WDR76","6"
