DATASET	NLME_RESULT_ID	NLME_CURVE_ID	COSMIC_ID	CELL_LINE_NAME	SANGER_MODEL_ID	TCGA_DESC	DRUG_ID	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME	COMPANY_ID	WEBRELEASE	MIN_CONC	MAX_CONC	LN_IC50	AUC	RMSE	Z_SCORE	CELL_LINE_NAME_RAW	CELL_LINE_KEY	selected	selection_reason	selection_sort_columns
GDSC2	401	19034468	907295	DMS53	SIDM00523	SCLC	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.426466	0.970587	0.065104	-0.715501	DMS-53	DMS53	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19034749	907298	G402	SIDM00855	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.074647	0.974737	0.02605	0.004581	G-402	G402	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19035029	907299	G401	SIDM00856	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.325729	0.975036	0.073216	0.283516	G-401	G401	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19035309	907300	KY821	SIDM00553	LAML	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.326804	0.988935	0.104224	-0.826218	KY821	KY821	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19035590	907311	KU812	SIDM00308	LCML	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.155496	0.978022	0.066217	-1.016529	KU812	KU812	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19035871	907312	KU1919	SIDM01033	BLCA	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.54134	0.980641	0.063289	-0.587885	KU-19-19	KU1919	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19036152	907313	KS1	SIDM00555	GBM	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.425055	0.978331	0.050589	0.393859	KS-1	KS1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19036432	907314	KPNYN	SIDM00556	NB	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.2516	0.969543	0.075555	0.201163	KP-N-YN	KPNYN	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19036856	907318	KYSE180	SIDM01030	ESCA	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.883371	0.990684	0.044693	-0.207913	KYSE-180	KYSE180	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19037138	907319	KYSE270	SIDM01029	ESCA	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.45144	0.988327	0.031822	0.423171	KYSE-270	KYSE270	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19037419	907320	KYSE450	SIDM01027	ESCA	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.926628	0.98596	0.049585	0.951071	KYSE-450	KYSE450	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19037704	907321	KYSE510	SIDM01026	ESCA	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.820349	0.99002	0.032387	-0.277926	KYSE-510	KYSE510	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19037935	907322	L428	SIDM00327	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.616423	0.991915	0.052421	-0.504473	L-428	L428	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19038216	907323	L540	SIDM00329	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.51559	0.990697	0.024053	-0.616491	L-540	L540	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19038498	907783	LAMA84	SIDM00346	LCML	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	0.804956	0.960519	0.150084	-2.516882	LAMA-84	LAMA84	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19038958	907787	LC41	SIDM00549	ALL	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	1.453339	0.976427	0.114745	-1.796575	LC4-1	LC41	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19039239	907788	LNCAPCLONEFGC	SIDM00683	PRAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	1.576564	0.939744	0.058708	-1.659681	LNCaP-Clone-FGC	LNCAPCLONEFGC	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19039521	907789	LOUCY	SIDM00342	ALL	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.750866	0.990832	0.027362	-0.355116	LOUCY	LOUCY	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19039804	907790	LOVO	SIDM00839	COREAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.644202	0.956426	0.053709	-0.473612	LoVo	LOVO	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19040090	907791	LP1	SIDM00340	MM	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.181249	0.986827	0.098879	0.123008	LP-1	LP1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19040344	907792	LS123	SIDM00776	COREAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.445853	0.944839	0.064429	0.416965	LS-123	LS123	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19040626	907794	LS411N	SIDM00660	COREAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	4.077468	0.983413	0.047985	1.118643	LS-411N	LS411N	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19041131	907796	LU99A	SIDM01219	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	4.05973	0.964266	0.056797	1.098937	LU-99A	LU99A	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19041944	908121	MDAMB361	SIDM00528	BRCA	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	1.58972	0.959531	0.114238	-1.645066	MDA-MB-361	MDAMB361	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19042230	908122	MDAMB453	SIDM00272	BRCA	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	1.932912	0.958487	0.092688	-1.263804	MDA-MB-453	MDAMB453	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19042515	908123	MDAMB468	SIDM00628	BRCA	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.224679	0.964497	0.098778	-0.939671	MDA-MB-468	MDAMB468	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19042977	908125	MELJUSO	SIDM00336	SKCM	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.452683	0.986508	0.058582	0.424552	MEL-JUSO	MELJUSO	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19043259	908126	MEG01	SIDM00526	LCML	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.088563	0.975099	0.126196	-1.090888	MEG-01	MEG01	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19043540	908127	MESSA	SIDM00625	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.26697	0.972181	0.070044	-0.892689	MES-SA	MESSA	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19043990	908129	MFE280	SIDM00335	UCEC	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.447793	0.973342	0.057508	0.41912	MFE-280	MFE280	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19044271	908130	MFE296	SIDM00334	UCEC	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.648978	0.980958	0.122924	-0.468306	MFE-296	MFE296	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19044553	908131	MG63	SIDM00525	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.36796	0.964341	0.035402	-0.780497	MG-63	MG63	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19044815	908132	MHHCALL2	SIDM00331	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.011989	0.984594	0.058701	-1.175956	MHH-CALL-2	MHHCALL2	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19045274	908134	MHHES1	SIDM00386	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.51524	0.989589	0.048123	0.494049	MHH-ES-1	MHHES1	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19045741	908136	MHHPREB1	SIDM00388	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.743348	0.993625	0.03263	-0.363468	MHH-PREB-1	MHHPREB1	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19046017	908138	MKN1	SIDM00271	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.316635	0.969359	0.08272	0.273413	MKN1	MKN1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19046293	908139	MKN28	SIDM00260	STAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.682942	0.978022	0.044618	0.680353	MKN28	MKN28	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19046575	908141	ML2	SIDM00441	LAML	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	1.714706	0.981971	0.097674	-1.506215	ML-2	ML2	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19046856	908142	MLMA	SIDM00561	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.149195	0.980509	0.091019	-1.023529	MLMA	MLMA	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19047137	908143	MN60	SIDM00438	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.169859	0.982692	0.058679	0.110355	MN-60	MN60	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19047757	908146	MOLT13	SIDM00433	ALL	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	1.685964	0.982465	0.137175	-1.538146	MOLT-13	MOLT13	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19048037	908147	MOLT16	SIDM00431	ALL	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	1.702125	0.996494	0.018989	-1.520192	MOLT-16	MOLT16	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19048488	908149	MOT	SIDM00623	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.428353	0.984443	0.052434	0.397523	Mo-T	MOT	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19048770	908150	MPP89	SIDM00222	MESO	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.986757	0.976185	0.067185	-0.093058	MPP-89	MPP89	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19049054	908151	MRKNU1	SIDM00562	BRCA	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	0.659676	0.94679	0.094261	-2.678278	MRK-nu-1	MRKNU1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19049336	908152	MSTO211H	SIDM00640	MESO	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.100455	0.961874	0.139715	-1.077675	MSTO-211H	MSTO211H	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19049806	908158	NALM6	SIDM00429	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.715579	0.991535	0.046078	-0.394318	NALM-6	NALM6	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19050087	908159	NAMALWA	SIDM00641	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.59218	0.993417	0.044137	-0.531405	NAMALWA	NAMALWA	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19050369	908440	NB69	SIDM00244	NB	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.314209	0.966857	0.089547	-0.840211	NB69	NB69	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19051002	908443	NCIH520	SIDM01130	LUSC	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.605896	0.978431	0.064221	0.59476	NCI-H520	NCIH520	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19051283	908444	SNU1	SIDM01146	STAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.539805	0.982284	0.043173	-0.58959	SNU-1	SNU1	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19051563	908445	SNU5	SIDM01144	STAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.264305	0.989353	0.019311	0.215277	SNU-5	SNU5	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19051999	908447	NH12	SIDM00577	NB	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.867208	0.985875	0.063547	0.88506	NH-12	NH12	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19052812	908451	NOMO1	SIDM00580	LAML	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.623436	0.989067	0.05916	-0.496682	NOMO-1	NOMO1	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19053443	908455	NUGC3	SIDM00572	STAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.237874	0.974683	0.031496	0.185915	NUGC-3	NUGC3	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19053725	908457	NCIH747	SIDM00778	COREAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.857932	0.965064	0.07001	0.874754	NCI-H747	NCIH747	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19054007	908458	NCIH716	SIDM00779	COREAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	4.174521	0.984704	0.042664	1.226462	NCI-H716	NCIH716	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19054288	908459	NCIH596	SIDM01127	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.066231	0.971975	0.063902	-0.004768	NCI-H596	NCIH596	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19054570	908460	NCIH441	SIDM00925	LUAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	5.857828	0.970481	0.048442	3.096495	NCI-H441	NCIH441	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19054837	908461	NCIN87	SIDM01147	STAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.00565	0.949324	0.097303	-0.072069	NCI-N87	NCIN87	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19055280	908463	NCIH1793	SIDM00755	LUAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	4.522012	0.968569	0.060529	1.6125	NCI-H1793	NCIH1793	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19055562	908465	NCIH358	SIDM00718	LUAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	4.226107	0.973777	0.046096	1.28377	NCI-H358	NCIH358	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19055843	908467	NCIH1155	SIDM00651	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.546991	0.983336	0.04431	-0.581606	NCI-H1155	NCIH1155	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19056482	908470	NCIH28	SIDM00720	MESO	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	4.805456	0.955452	0.065299	1.927386	NCI-H28	NCIH28	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19056764	908471	NCIH1581	SIDM00748	UNCLASSIFIED	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.182779	0.975495	0.054154	-0.98622	NCI-H1581	NCIH1581	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19057215	908473	NCIH1666	SIDM00743	LUAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.606402	0.955405	0.068888	0.595322	NCI-H1666	NCIH1666	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19057667	908475	NCIH1755	SIDM00738	LUAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.958746	0.967228	0.047966	-0.124176	NCI-H1755	NCIH1755	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19057949	908476	NCIH1993	SIDM00758	LUAD	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	3.202939	0.975698	0.085664	0.147104	NCI-H1993	NCIH1993	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19058591	908483	NCIH524	SIDM01129	SCLC	1200	Fulvestrant	ESR	Hormone-related	1046	Y	0.001001	1	2.53501	0.989205	0.038407	-0.594916	NCI-H524	NCIH524	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
