DATASET	NLME_RESULT_ID	NLME_CURVE_ID	COSMIC_ID	CELL_LINE_NAME	SANGER_MODEL_ID	TCGA_DESC	DRUG_ID	DRUG_NAME	PUTATIVE_TARGET	PATHWAY_NAME	COMPANY_ID	WEBRELEASE	MIN_CONC	MAX_CONC	LN_IC50	AUC	RMSE	Z_SCORE	CELL_LINE_NAME_RAW	CELL_LINE_KEY	selected	selection_reason	selection_sort_columns
GDSC2	401	19183765	1503368	KYAE1	SIDM00530	ESCA	1803	Acetalax		Unclassified	1043	Y	0.030016	30	5.201529	0.970641	0.069056	0.129957	KYAE-1	KYAE1	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19184224	1503370	EMCBAC2	SIDM00047	LUAD	1803	Acetalax		Unclassified	1043	Y	0.030016	30	5.359479	0.942444	0.045437	0.215034	EMC-BAC-2	EMCBAC2	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19184505	1503371	TE4	SIDM00250	ESCA	1803	Acetalax		Unclassified	1043	Y	0.030016	30	3.27603	0.880904	0.107666	-0.907187	TE-4	TE4	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19184972	1509073	NCC010	SIDM00231	KIRC	1803	Acetalax		Unclassified	1043	Y	0.030016	30	6.143589	0.985463	0.036229	0.637385	NCC010	NCC010	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19185763	1524416	RCCJW	SIDM00817	KIRC	1803	Acetalax		Unclassified	1043	Y	0.030016	30	4.191798	0.897207	0.054468	-0.413921	RCC-JW	RCCJW	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19186763	1659818	MM1S	SIDM01265	MM	1803	Acetalax		Unclassified	1043	Y	0.030016	30	4.635554	0.978967	0.139714	-0.174898	MM1S	MM1S	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19187163	1659823	SNU1040	SIDM00217	COREAD	1803	Acetalax		Unclassified	1043	Y	0.030016	30	6.398266	0.976704	0.069793	0.774562	SNU-1040	SNU1040	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19187370	1659928	SNU175	SIDM00216	COREAD	1803	Acetalax		Unclassified	1043	Y	0.030016	30	2.447665	0.792772	0.122305	-1.353375	SNU-175	SNU175	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19187832	1660034	SNU407	SIDM00214	COREAD	1803	Acetalax		Unclassified	1043	Y	0.030016	30	4.973348	0.938441	0.048938	0.00705	SNU-407	SNU407	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19188102	1660035	SNU61	SIDM00194	COREAD	1803	Acetalax		Unclassified	1043	Y	0.030016	30	3.812519	0.885263	0.042282	-0.618215	SNU-61	SNU61	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19188370	1660036	SNU81	SIDM00193	COREAD	1803	Acetalax		Unclassified	1043	Y	0.030016	30	2.698528	0.834159	0.078634	-1.218251	SNU-81	SNU81	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19188621	1674021	SNUC5	SIDM00498	COREAD	1803	Acetalax		Unclassified	1043	Y	0.030016	30	7.079313	0.978743	0.067601	1.141399	SNU-C5	SNUC5	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	19188903	1789883	DIFI	SIDM00049	COREAD	1803	Acetalax		Unclassified	1043	Y	0.030016	30	1.573649	0.691579	0.112071	-1.824152	DiFi	DIFI	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18945694	683667	PFSK1	SIDM01132	MB	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.205307	0.965132	0.043883	0.282793	PFSK-1	PFSK1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18945959	684052	A673	SIDM00848	UNCLASSIFIED	1804	Acetalax		Unclassified	1043	Y	0.030016	30	2.89141	0.843495	0.096034	-0.761896	A673	A673	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18946246	684057	ES5	SIDM00263	UNCLASSIFIED	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.522433	0.974886	0.054512	0.425971	ES5	ES5	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18946498	684059	ES7	SIDM00269	UNCLASSIFIED	1804	Acetalax		Unclassified	1043	Y	0.030016	30	2.87588	0.842676	0.071926	-0.768908	ES7	ES7	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18946780	684062	EW11	SIDM00203	UNCLASSIFIED	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.641599	0.963288	0.065516	0.479772	EW-11	EW11	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18947060	684072	SKES1	SIDM01111	UNCLASSIFIED	1804	Acetalax		Unclassified	1043	Y	0.030016	30	0.273443	0.543921	0.127334	-1.943869	SK-ES-1	SKES1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18947340	687448	COLO829	SIDM00909	SKCM	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.215288	0.935016	0.057928	0.738784	COLO-829	COLO829	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18947620	687452	5637	SIDM00807	BLCA	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.513597	0.978248	0.030074	0.873466	5637	5637	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18947900	687455	RT4	SIDM01085	BLCA	1804	Acetalax		Unclassified	1043	Y	0.030016	30	4.038	0.914896	0.059888	-0.244228	RT4	RT4	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18948181	687457	SW780	SIDM01160	BLCA	1804	Acetalax		Unclassified	1043	Y	0.030016	30	1.074027	0.631826	0.161578	-1.582417	SW780	SW780	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18948462	687459	TCCSUP	SIDM01190	BLCA	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.876606	0.977411	0.03919	1.037359	TCCSUP	TCCSUP	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18948745	687505	C33A	SIDM00889	CESC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	2.418354	0.787041	0.165484	-0.975474	C-33-A	C33A	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18949025	687506	C4I	SIDM00905	CESC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	1.506887	0.699961	0.174283	-1.386988	C-4-I	C4I	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18949307	687514	ME180	SIDM00627	CESC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	1.408457	0.674793	0.094786	-1.431427	ME-180	ME180	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18949586	687561	42MGBA	SIDM00982	GBM	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.537916	0.96807	0.0251	0.432961	42-MG-BA	42MGBA	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18949867	687562	8MGBA	SIDM00998	GBM	1804	Acetalax		Unclassified	1043	Y	0.030016	30	4.561818	0.952293	0.045128	-0.007733	8-MG-BA	8MGBA	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18950147	687563	A172	SIDM00799	GBM	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.258137	0.97425	0.046457	0.75813	A172	A172	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18950428	687568	GB1	SIDM00581	GBM	1804	Acetalax		Unclassified	1043	Y	0.030016	30	3.918373	0.862894	0.146938	-0.298238	GB-1	GB1	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18950711	687586	T98G	SIDM01171	GBM	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.835673	0.974109	0.023828	0.567394	T98G	T98G	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18950991	687588	U118MG	SIDM01193	GBM	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.982027	0.950963	0.048577	0.63347	U-118-MG	U118MG	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18951252	687590	U87MG	SIDM01189	GBM	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.223364	0.969976	0.056124	0.74243	U-87-MG	U87MG	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18951877	687600	NCIH720	SIDM01120	UNCLASSIFIED	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.564324	0.988213	0.064044	0.896369	NCI-H720	NCIH720	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18952155	687777	CALU3	SIDM00922	LUAD	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.286649	0.950189	0.047176	0.771003	Calu-3	CALU3	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18952435	687780	CORL23	SIDM00512	UNCLASSIFIED	1804	Acetalax		Unclassified	1043	Y	0.030016	30	4.991634	0.932312	0.09535	0.186323	COR-L23	CORL23	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18952717	687787	LK2	SIDM00548	LUSC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.900286	0.982429	0.04622	1.04805	LK-2	LK2	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18953177	687798	NCIH1623	SIDM00747	LUAD	1804	Acetalax		Unclassified	1043	Y	0.030016	30	-0.539091	0.441971	0.16837	-2.310716	NCI-H1623	NCIH1623	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18953627	687800	NCIH1650	SIDM00745	LUAD	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.581013	0.927769	0.037063	0.452419	NCI-H1650	NCIH1650	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18953908	687802	NCIH1693	SIDM00742	LUAD	1804	Acetalax		Unclassified	1043	Y	0.030016	30	8.293136	0.970241	0.0504	1.676901	NCI-H1693	NCIH1693	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18954540	687812	NCIH2085	SIDM00709	LUAD	1804	Acetalax		Unclassified	1043	Y	0.030016	30	1.600635	0.686624	0.151951	-1.344662	NCI-H2085	NCIH2085	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18954819	687815	NCIH2170	SIDM00716	LUSC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	2.072924	0.749834	0.13809	-1.13143	NCI-H2170	NCIH2170	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18955098	687816	NCIH2228	SIDM00729	LUAD	1804	Acetalax		Unclassified	1043	Y	0.030016	30	7.689485	0.975299	0.032574	1.404362	NCI-H2228	NCIH2228	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18955717	687821	NCIH2405	SIDM00724	LUAD	1804	Acetalax		Unclassified	1043	Y	0.030016	30	7.123256	0.939684	0.034075	1.148718	NCI-H2405	NCIH2405	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18955998	687829	NCIH661	SIDM01122	UNCLASSIFIED	1804	Acetalax		Unclassified	1043	Y	0.030016	30	4.440338	0.922444	0.088644	-0.062579	NCI-H661	NCIH661	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18956279	687980	CORL311	SIDM00509	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.806556	0.9842	0.0971	0.554248	COR-L311	CORL311	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18956562	687983	DMS114	SIDM00865	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.66254	0.983784	0.034413	0.940712	DMS-114	DMS114	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18956842	687985	DMS273	SIDM00522	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.623974	0.970108	0.070276	0.471815	DMS-273	DMS273	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18957123	687995	NCIH1048	SIDM00654	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.111895	0.982847	0.019579	0.692104	NCI-H1048	NCIH1048	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18957404	687997	NCIH1092	SIDM00653	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	7.063261	0.983692	0.041229	1.121631	NCI-H1092	NCIH1092	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18957682	688006	NCIH1694	SIDM00741	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.475854	0.989442	0.032799	0.856426	NCI-H1694	NCIH1694	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18957940	688010	NCIH1963	SIDM00760	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.519894	0.974814	0.076103	0.424824	NCI-H1963	NCIH1963	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18958207	688011	NCIH2029	SIDM00735	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.385698	0.98832	0.018276	0.815722	NCI-H2029	NCIH2029	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18958460	688013	NCIH209	SIDM00706	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.281066	0.974759	0.023085	0.316997	NCI-H209	NCIH209	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18958740	688014	NCIH2141	SIDM00699	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	7.24124	0.985496	0.028768	1.201986	NCI-H2141	NCIH2141	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18959206	688018	NCIH2227	SIDM00730	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	7.324751	0.978167	0.050534	1.23969	NCI-H2227	NCIH2227	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18959462	688021	NCIH345	SIDM00719	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	7.320365	0.976837	0.118533	1.23771	NCI-H345	NCIH345	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18959714	688023	NCIH446	SIDM00965	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.156202	0.98333	0.039121	0.712108	NCI-H446	NCIH446	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18959993	688025	NCIH526	SIDM01128	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.836114	0.988607	0.023715	0.567593	NCI-H526	NCIH526	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18960613	688031	NCIH82	SIDM01131	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.553008	0.98327	0.017833	0.439775	NCI-H82	NCIH82	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18960893	688058	NCIH2052	SIDM00713	MESO	1804	Acetalax		Unclassified	1043	Y	0.030016	30	4.251432	0.897113	0.101152	-0.147867	NCI-H2052	NCIH2052	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18961173	688086	SKNDZ	SIDM01100	NB	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.219237	0.98753	0.026947	0.740567	SK-N-DZ	SKNDZ	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18961624	688121	VAESBJ	SIDM01179	UNCLASSIFIED	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.215486	0.961122	0.077372	0.738874	VA-ES-BJ	VAESBJ	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18961907	713869	VMRCLCD	SIDM00320	LUAD	1804	Acetalax		Unclassified	1043	Y	0.030016	30	7.000469	0.980605	0.028963	1.093281	VMRC-LCD	VMRCLCD	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18962169	713878	LU139	SIDM00293	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	4.964696	0.952172	0.054986	0.174161	LU-139	LU139	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18962418	713880	SBC5	SIDM00368	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	4.056959	0.934117	0.043641	-0.235669	SBC-5	SBC5	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18962878	713899	LU135	SIDM00294	SCLC	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.689378	0.976788	0.046036	0.501344	LU-135	LU135	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18963507	722046	NCIH2122	SIDM00702	LUAD	1804	Acetalax		Unclassified	1043	Y	0.030016	30	3.90625	0.922337	0.037505	-0.303711	NCI-H2122	NCIH2122	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18963967	722066	NCIH650	SIDM01124	LUAD	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.571814	0.988675	0.038513	0.89975	NCI-H650	NCIH650	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18964427	724825	NCIH929	SIDM01148	MM	1804	Acetalax		Unclassified	1043	Y	0.030016	30	5.218827	0.977702	0.092482	0.288897	NCI-H929	NCIH929	FALSE	not selected	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
GDSC2	401	18964709	724828	SKNAS	SIDM01101	NB	1804	Acetalax		Unclassified	1043	Y	0.030016	30	6.699521	0.975019	0.030372	0.957408	SK-N-AS	SKNAS	TRUE	lowest finite RMSE with stable identifier tie-breakers	DRUG_NAME;CELL_LINE_NAME;is.na(RMSE);RMSE;NLME_RESULT_ID;NLME_CURVE_ID;DRUG_ID;COSMIC_ID
