collection_id	collection_label	pathway_id	pathway_label	ranking_id	pval	padj	log2err	ES	NES	size	direction	leading_edge_genes	model_id
H	Hallmark	HALLMARK_MYC_TARGETS_V1	Myc Targets V1	primary_adjacent_state	8.55926402032124e-94	4.27963201016062e-92	2.53366611259277	-0.796495121556018	-4.88697687569609	200	negative	PCNA;MCM5;KPNB1;MCM6;TYMS;LSM7;SNRPG;DUT;SRM;TFDP1;NDUFAB1;MCM7;PPM1G;MCM2;SRSF2;RANBP1;PSMA4;TXNL4A;USP1;NME1;MCM4;SNRPD1;H2AZ1;NOP56;SET;PRDX4;PSMA7;PHB2;HSPE1;EIF1AX;RFC4;NHP2;GLO1;SSBP1;SNRPD3;ABCE1;RAN;NAP1L1;CDC45;PSMB2;PA2G4;MRPL9;ERH;PSMA1;PHB1;C1QBP;SRSF7;XRCC6;HSP90AB1;HPRT1;SERBP1;CTPS1;SNRPD2;PSMA2;PTGES3;CCT2;UBE2L3;COX5A;SNRPA;CDK4;SLC25A3;VDAC3;NPM1;PRDX3;FBL;EIF2S2;EIF4A1;TUFM;SRSF3;LSM2;DEK;VDAC1;EIF4E;CCT3;HNRNPR;PSMB3;CCT7;PSMD8;POLE3;HNRNPD;TRIM28;EEF1B2;NOLC1;SRPK1;GNL3;PCBP1;SSB;HDAC2;PSMD3;TOMM70;RPS10;CYC1;PPIA;RRP9;PSMD1;AIMP2;HSPD1;PSMA6;EIF2S1;RPL18;APEX1;SRSF1;G3BP1;RNPS1;EPRS1;SNRPA1;HDDC2;XPO1;RPS3;PSMC4;RPS5;POLD2;SYNCRIP;CCT5;PABPC4;RSL1D1;CCT4;RRM1;SNRPB2;EIF3D;PSMD7;RPL22;ACP1;NOP16;PRPS2;SF3B3;CLNS1A;RPL6;PSMC6;DDX18;PWP1;CDK2;RPS6;EIF3J;RACK1;CBX3;AP3S1;COPS5;U2AF1;RPL14;GSPT1;DDX21;CUL1;CAD;EXOSC7;YWHAQ	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_OXIDATIVE_PHOSPHORYLATION	Oxidative Phosphorylation	primary_adjacent_state	1.11675549273312e-77	2.79188873183279e-76	2.30244104428451	-0.74765787204559	-4.58733096127566	200	negative	UQCR10;NDUFAB1;BAX;UQCRFS1;MRPL11;MPC1;MRPS15;ATP5F1D;MRPL34;CYCS;TIMM8B;ATP5MC1;NDUFA6;LDHB;ATP5MC3;NDUFS8;MRPL15;PHB2;SLC25A11;ATP5PF;TIMM9;FXN;POLR2F;NDUFB2;HSD17B10;ATP5ME;COX7B;NDUFC2;TOMM22;NDUFS6;TIMM13;MRPS12;NDUFA4;COX5A;ATP5MF;SLC25A3;VDAC3;PRDX3;UQCRB;ATP5MG;UQCRH;COX15;ISCU;NDUFA1;VDAC1;MRPL35;ATP5F1B;SDHA;SUCLG1;SLC25A5;IMMT;NDUFS3;ATP5F1C;CPT1A;NDUFA8;PDHA1;ATP5F1E;COX5B;ATP6V0B;NDUFS7;TIMM10;ATP5PO;SDHD;TIMM50;ATP5F1A;TOMM70;CYC1;FDX1;VDAC2;HCCS;ATP5PB;NDUFB8;NDUFB7;NDUFA9;GRPEL1;COX11;ECI1;COX4I1;CYB5R3;SDHB;ECHS1;UQCR11;OXA1L;AFG3L2;ATP6V1F;NDUFB3;FH;SLC25A6;UQCRC2;NDUFC1;NDUFV2;PDHB;ACAT1;HSPA9;NDUFB4;NDUFB1;DLAT;ETFB;NDUFA2;UQCRQ;COX7C;ACAA1;IDH3G;ALAS1;ATP6AP1;MRPS30;NDUFA5;NDUFA7;IDH1;MRPS11;COX10;CYB5A;COX7A2;ATP6V0E1;NDUFB6;COX6C;ETFA;MDH2;CS;GPX4;COX8A;PMPCA;MTX2;COX6B1;NDUFV1;TCIRG1;ATP1B1;DLD;UQCRC1;OGDH;COX17;TIMM17A;ACAA2;COX7A2L;ATP6V1E1;NDUFB5;MDH1;SURF1;SLC25A12	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_E2F_TARGETS	E2f Targets	primary_adjacent_state	1.1742608849676e-66	1.957101474946e-65	2.13441997365622	-0.705331016718759	-4.32763023291583	200	negative	POLD3;PCNA;MCM5;LIG1;MCM6;MCM3;UNG;DUT;MCM7;POLA2;POLE;MCM2;TCF19;GINS3;SRSF2;SLBP;MMS22L;RANBP1;DONSON;RAD51C;CDC25A;CNOT9;USP1;TIPIN;NME1;MCM4;RAD51AP1;H2AZ1;NOP56;UBE2T;GINS1;RFC2;PRDX4;ATAD2;HELLS;RAN;NAP1L1;MSH2;SNRPB;CCNE1;PA2G4;CSE1L;DSCC1;BRCA1;NASP;H2AX;SMC3;XRCC6;DNMT1;RFC3;CTPS1;SMC6;PRKDC;CDK4;RRM2;SSRP1;DEK;DCTPP1;DCK;RPA1;BARD1;RPA2;E2F8;LYAR;SMC1A;HNRNPD;HMGA1;BRCA2;POP7;CHEK2;CENPM;NOLC1;TUBB;DDX39A;DCLRE1B;TMPO;MELK;ORC6;PSMC3IP;PSIP1;ASF1B;PAICS;POLD1;RAD1;EED;EIF2S1;IPO7;CCP110;SRSF1;POLE4;XPO1;MYBL2;POLD2;RPA3;SYNCRIP;ZW10;LUC7L3;CDC25B;NUP107;PHF5A;PNN;TBRG4;PDS5B;EZH2;MLH1;RBBP7;CHEK1;TUBG1;AK2;TIMELESS;RAD50;RFC1;PRIM2;LMNB1;SUV39H1;NBN;PPM1D;NAA38;GSPT1;TP53;CTCF;PRPS1;HUS1;JPT1;CBX5;SHMT1;PLK4	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_DNA_REPAIR	Dna Repair	primary_adjacent_state	1.92921815996006e-37	2.41152269995008e-36	1.58945578468201	-0.627761655198489	-3.91783732440069	148	negative	POLD3;PCNA;LIG1;FEN1;TYMS;DUT;SAC3D1;POLA2;CDA;NME1;RAD51;ADRM1;RFC2;PNP;PRIM1;RFC4;POLR1H;POLR2F;POLR2I;GTF2H5;HPRT1;RFC3;ITPA;RFC5;CSTF3;POLR2J;NUDT9;DGCR8;CCNO;SSRP1;POLA1;RPA2;ALYREF;NFX1;EDF1;UMPS;ZWINT;AK3;GTF3C5;NT5C3A;APRT;NME4;POLD1;GUK1;DAD1;DDB2;POLE4;SUPT4H1;RPA3;NELFCD;POLR2E;NELFE;POLR2K;SNAPC5;POLR2G;SF3A3;NME3;CANT1;TARBP2;TAF9;POLR2H;RBX1;NT5C;MRPL40;SMAD5;GPX4;DGUOK;TP53;POLH;RAE1;BCAP31;POLR2D;COX17;DCTN4;IMPDH2;MPC2;NCBP2;ERCC4;CLP1;SURF1;TAF6	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_MTORC1_SIGNALING	Mtorc1 Signaling	primary_adjacent_state	2.76632425423153e-37	2.76632425423153e-36	1.58945578468201	-0.549111607758122	-3.41444865514693	197	negative	UNG;MCM2;CDC25A;PSMA4;MCM4;SQLE;ATP5MC1;PRDX1;PNP;TOMM40;HSPE1;SLC1A5;GSR;ELOVL6;PSME3;PSAT1;GMPS;SLC37A4;TMEM97;HPRT1;PSMB5;HMBS;CACYBP;CCT6A;EIF2S2;DHFR;RRM2;RPA1;DHCR24;EBP;HMGCR;IMMT;SDF2L1;PSMA3;UCHL5;QDPR;DDX39A;POLR3G;PPA1;EEF1E1;PITPNB;PPIA;RRP9;HSPD1;ACLY;PSMD12;ARPC5L;EPRS1;NMT1;PDAP1;NFYC;PSMG1;CYP51A1;PSMC4;RPN1;STIP1;TXNRD1;SSR1;SCD;LDLR;RDH11;ACTR3;SEC11A;DHCR7;IFI30;HSPA9;TUBG1;PSMC6;SKAP2;FADS1;TRIB3;G6PD;FADS2;IDH1;COPS5;ME1;PSMD13;SRD5A1;NUFIP1;HSPA4;CORO1A;ACACA;INSIG1;CYB5B;SORD;WARS1;HMGCS1;NUP205;PSMC2;UBE2D3;IDI1;FDXR;TCEA1;CTSC;ACTR2	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_G2M_CHECKPOINT	G2m Checkpoint	primary_adjacent_state	8.80481040263893e-36	7.33734200219911e-35	1.55654423323138	-0.53358417388455	-3.34027665764847	198	negative	MCM5;KPNB1;MCM6;MCM3;CHAF1A;GINS2;RBL1;CCND1;TFDP1;E2F1;POLA2;POLE;MCM2;SRSF2;NSD2;CDC25A;SQLE;SNRPD1;H2AZ1;CDC6;EXO1;CDC45;NASP;H2AX;CDK4;DKC1;TNPO2;FANCC;BARD1;SRSF10;RPA2;CDC7;POLQ;SMC1A;HNRNPD;HMGA1;BRCA2;NOLC1;CASP8AP2;DDX39A;STIL;TMPO;ORC5;ORC6;RAD54L;DTYMK;FBXO5;E2F2;LIG3;E2F3;SRSF1;G3BP1;XPO1;MYBL2;SYNCRIP;CUL5;AMD1;CDC25B;PDS5B;EZH2;CHEK1;NCL;HSPA8;ATF5;MAPK14;MEIS2;UCK2;PAFAH1B1;PRIM2;LMNB1;SUV39H1;GSPT1;CTCF;HUS1;CUL1;JPT1;UPF1;E2F4;MTF2;PLK4;CHMP1A	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_ADIPOGENESIS	Adipogenesis	primary_adjacent_state	6.99557289829202e-26	4.9968377844943e-25	1.31888879607587	-0.461612265427922	-2.88565609468303	191	negative	UQCR10;NDUFAB1;SAMM50;MRPL15;SLC19A1;SLC1A5;ELOVL6;CHCHD10;COX7B;REEP5;SOD1;PRDX3;RAB34;JAGN1;TALDO1;PREB;SUCLG1;RTN3;IMMT;NDUFS3;QDPR;COQ9;SLC25A10;ATP5PO;SLC5A6;DNAJC15;CYC1;MTCH2;NDUFB7;ACLY;GRPEL1;MYLK;NMT1;SLC25A1;GHITM;PEMT;SDHB;ECHS1;UQCR11;DHRS7B;ESRRA;TKT;GPHN;GPAT4;DHCR7;DLAT;ETFB;AK2;UQCRQ;IDH3G;RMDN3;PEX14;NDUFA5;CMBL;ATL2;IDH1;DRAM2;ATP1B3;NKIRAS1;ME1;MDH2;ELMOD3;CS;GPX4;COX8A;SLC66A3;SCARB1;STAT5A;ITSN1;DHRS7;COQ3;DDT;DLD;UQCRC1;ACAA2;ACADS;RNF11;CMPK1;CD151;PTCD3;PPARG;RETSAT;FAH;CHUK;STOM;GPAM;COQ5;CAVIN1;COX6A1;TST;MIGA2;CPT2;ADCY6;ESYT1;ACADM;IDH3A;CDKN2C;ARAF;SCP2;ADIPOR2;FABP4	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_MYC_TARGETS_V2	Myc Targets V2	primary_adjacent_state	3.02544199150723e-24	1.89090124469202e-23	1.27903397725049	-0.771919373367994	-4.16783809375152	58	negative	MCM5;UNG;SRM;MRTO4;MCM4;NOP56;HSPE1;SLC19A1;PA2G4;PHB1;TMEM97;RABEPK;CDK4;NPM1;EXOSC5;IMP4;DCTPP1;NOLC1;NDUFAF4;LAS1L;GNL3;UTP20;RRP9;FARSA;AIMP2;HSPD1;TCOF1;NIP7;NOC4L;TBRG4;NOP16;PUS1;PPAN;WDR43;DDX18;BYSL;CBX3;IPO4;GRWD1;PLK4;SORD;MPHOSPH10	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_FATTY_ACID_METABOLISM	Fatty Acid Metabolism	primary_adjacent_state	1.07008946143063e-21	5.94494145239241e-21	1.20397524075264	-0.505756403647053	-3.12962611608169	138	negative	ACAT2;H2AZ1;ADSL;HSD17B10;CBR1;NSDHL;DHCR24;SDHA;SUCLG1;GRHPR;RAP1GDS1;MIX23;CPT1A;PDHA1;PRDX6;HSDL2;SDHD;ACOT8;PCBD1;SMS;NTHL1;HCCS;ECI1;APEX1;YWHAH;UROD;ECHS1;CBR3;S100A10;FH;PDHB;HSP90AA1;RDH11;ERP29;NCAPH2;ACAA1;IDH3G;ECI2;UROS;IDH1;ME1;MDH2;NBN;CRYZ;BCKDHB;DLD;FASN;ACAA2;HMGCS1;ACADS;ALDH9A1;ACOT2;METAP1;MDH1;IDI1;ALAD;PSME1;SUCLG2;RETSAT;UBE2L6;PTPRG;PTS	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	Unfolded Protein Response	primary_adjacent_state	4.1791070419793e-20	2.08955352098965e-19	1.16017957183021	-0.532170155807237	-3.22115812815125	110	negative	EIF4EBP1;NOP56;BANF1;NHP2;PSAT1;EXOSC4;H2AX;EXOSC9;NPM1;EXOSC5;DKC1;EIF4A1;PREB;LSM4;EIF4E;SPCS1;NOLC1;EXOC2;EEF2;CEBPG;RRP9;EIF4G1;EIF2S1;GOSR2;POP4;SSR1;YIF1A;SEC11A;KHSRP;SRPRB;HSPA9;SDAD1;EIF4A3;DDX10;EXOSC1;TARS1;EXOSC2;PDIA5;NFYA;GEMIN4;SPCS3;LSM1;WFS1;RPS14;EDC4;ATP6V0D1;CXXC1;EXOSC10;SRPRA;NFYB;NOP14;SLC30A5	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_UV_RESPONSE_UP	Uv Response Up	primary_adjacent_state	4.24271058409067e-16	1.92850481095031e-15	1.03769615548758	-0.418553620447723	-2.62038038661565	147	negative	FEN1;EIF2S3;SELENOW;CHRNA5;RFC4;CCNE1;H2AX;BTG3;PSMC3;PRKACA;AP2S1;BID;MSX1;SIGMAR1;HYAL2;NKX2-5;POLE3;CDC34;CEBPG;FKBP4;PPIF;GRPEL1;UROD;PDAP1;RPN1;ATP6V1F;FURIN;STIP1;PARP2;AMD1;STK25;ARRB2;RAB27A;CDC5L;PPT1;CLCN2;ACAA1;ALAS1;SPR;CDK2;GGH;CCND3;POLR2H;TARS1;PPAT;CLTB;GCH1;PRKCD;PRPF3;DDX21;MARK2;DNAJA1;CYB5B;BSG;SHOX2;WIZ;TGFBRAP1;TYRO3;HMOX1	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	Reactive Oxygen Species Pathway	primary_adjacent_state	7.48220437042695e-11	3.11758515434456e-10	0.839088935621274	-0.601162799440583	-3.13966369324084	47	negative	TXN;PRDX1;NDUFA6;PRDX4;GSR;SOD1;MGST1;SRXN1;ATOX1;LAMTOR5;PRDX6;HMOX2;TXNRD1;STK25;NDUFB4;GLRX2;G6PD;GCLM;GPX4;EGLN2;TXNRD2;MSRA;NQO1;ERCC2;PTPA	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_P53_PATHWAY	P53 Pathway	primary_adjacent_state	1.24714197679654e-10	4.79669991075593e-10	0.826657301178302	-0.307887088439785	-1.93503094440226	194	negative	PCNA;BAX;PROCR;RAD51C;LDHB;EI24;HINT1;ISCU;NOL8;SPHK1;TRIAP1;SP1;UPP1;DDB2;SFN;RPL18;CCP110;CDKN2AIP;RPS12;S100A10;VWA5A;WRAP73;ZNF365;DCXR;TPD52L1;IFI30;STEAP3;MAPKAPK3;HRAS;TRIB3;PMM1;BLCAP;CCND3;RACK1;RPL36;TM7SF3;WWP1;PPM1D;TP53;TNFSF9;POLH;DNTTIP2;CD81;CASP1;VAMP8;H1-2;FDXR;PIDD1;HMOX1;RETSAT;CDK5R1;H2AC25;TAP1;SLC3A2;EPHA2;STOM;COQ8A;ELP1;AK1;TPRKB;OSGIN1;RAD9A;DEF6;CGRRF1;RHBDF2;TGFB1;SERPINB5;SEC61A1	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_INTERFERON_ALPHA_RESPONSE	Interferon Alpha Response	primary_adjacent_state	8.29582163100787e-10	2.76527387700262e-09	0.801215574617779	-0.407006409630174	-2.43829450684107	96	negative	PROCR;SLC25A28;PSME2;SAMD9L;PSMA3;PSMB8;USP18;UBA7;HELZ2;TRIM14;CD47;IFI30;GMPR;RNF31;IFI35;PLSCR1;PARP12;RIPK2;PNPT1;CASP1;WARS1;CSF1;CASP8;PSME1;UBE2L6;TAP1;PSMB9;SP110;TRIM25;OAS1;PARP14;MVB12A;CCRL2;HERC6;PARP9;EIF2AK2;ISG15;IFI44L;NMI;CNP;OGFR	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_MITOTIC_SPINDLE	Mitotic Spindle	primary_adjacent_state	7.87052012498136e-10	2.76527387700262e-09	0.801215574617779	-0.295342389019529	-1.8488653456006	198	negative	SAC3D1;TUBGCP3;ARHGDIA;SSH2;SMC3;SMC1A;BRCA2;TLK1;BCR;OPHN1;EZR;FBXO5;CLIP1;ARAP3;NIN;ABR;MAP3K11;SHROOM1;TUBD1;PREX1;CDC42EP1;CEP72;UXT;PCGF5;ARHGEF2;TIAM1;PAFAH1B1;ROCK1;ARHGAP29;RFC1;DOCK4;TUBGCP5;CDC42EP2;CD2AP;LMNB1;PKD2;CTTN;ITSN1;GEMIN4;PCNT;TBCD;MAP1S;MYO9B;CDC42;ALMS1;KPTN;CEP192;CEP131;CDK1;NOTCH2;SEPTIN9;ALS2;CDK5RAP2;STK38L;KNTC1;TUBA4A;RHOT2;MAPRE1;DLG1;ARHGAP10;ESPL1;ATG4B;SASS6;HOOK3;RANBP9;TAOK2;CNTRL;HDAC6;FGD6	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_CHOLESTEROL_HOMEOSTASIS	Cholesterol Homeostasis	primary_adjacent_state	3.8316600519962e-09	1.19739376624881e-08	0.761460801445585	-0.450291602627865	-2.52977186574567	71	negative	ACAT2;FDFT1;SQLE;SREBF2;TMEM97;PLAUR;ETHE1;NSDHL;EBP;HMGCR;FDPS;MVD;MVK;FABP5;CYP51A1;SCD;LDLR;TNFRSF12A;DHCR7;ATF5;TRIB3;FADS2;PLSCR1;PCYT2;FASN;HMGCS1;IDI1;PPARG;ACTG1	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_GLYCOLYSIS	Glycolysis	primary_adjacent_state	6.92479912058383e-09	2.03670562370113e-08	0.761460801445585	-0.29769735037023	-1.81652038030683	184	negative	TXN;POLR3K;PAXIP1;CLN6;RPE;SLC37A4;NASP;SOD1;NSDHL;TALDO1;GALK1;ALG1;AK3;SLC25A10;FUT8;B3GALT6;COG2;RARS1;PPIA;FKBP4;ARPP19;GFUS;B3GAT3;SLC35A3;PSMC4;GMPPB;CHPF2;GALE;RBCK1;B4GALT2;G6PD;CASP6;IDH1;CYB5A;ME1;MDH2;PRPS1;PC;B4GALT7;DLD;BPNT1;GNPDA1;NDUFV3;CD44;SLC25A13;TPST1;ALDH9A1;MDH1;CDK1;DCN;SDC3;PKM;GLCE;GPC1;PGAM1;VCAN;GOT2;NT5E;ALDH7A1;XYLT2;HAX1;PGLS;GNE;EXT2	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_PI3K_AKT_MTOR_SIGNALING	Pi3k Akt Mtor Signaling	primary_adjacent_state	9.88235335998102e-09	2.74509815555028e-08	0.747739663149885	-0.38362245439874	-2.28381435174932	98	negative	E2F1;YWHAB;ARHGDIA;PIN1;CDK4;UBE2N;EIF4E;PRKAR2A;PPP1CA;CFL1;SFN;PFN1;ACTR3;GRK2;HRAS;TRIB3;TRAF2;TIAM1;CDK2;PLA2G12A;CSNK2B;AP2M1;THEM4;MAPK9;DUSP3;PTPN11;ACACA;ARPC3;UBE2D3;AKT1S1;CDK1;ACTR2;CAMK4;NOD1;PRKAG1;ECSIT;RPTOR	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_ANDROGEN_RESPONSE	Androgen Response	primary_adjacent_state	9.38049761680359e-07	2.468552004422e-06	0.659444398037935	-0.333027770151481	-1.98943667466942	97	negative	CCND1;ADRM1;GSR;PA2G4;XRCC6;STK39;CENPN;DHCR24;HMGCR;ABCC4;SMS;XRCC5;UBE2I;DBI;SCD;FKBP5;UBE2J1;FADS1;CDC14B;CCND3;TMEM50A;CAMKK2;INSIG1;SORD;SPCS3;AKAP12;HMGCS1;KRT8;NKX3-1;IDI1	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_XENOBIOTIC_METABOLISM	Xenobiotic Metabolism	primary_adjacent_state	2.05384040921777e-06	5.13460102304443e-06	0.627256739718528	-0.263773854271416	-1.63886453052276	164	negative	CDA;SLC1A5;GSR;PGD;TMEM97;HPRT1;PTGES3;CBR1;MTHFD1;GART;PYCR1;UPP1;ARPP19;NMT1;PEMT;NFS1;PSMB10;DCXR;ACP1;MAN1A1;PTGR1;PGRMC1;ACP2;ALAS1;AP4B1;PMM1;CASP6;AHCY;IDH1;HES6;CYB5A;GSTO1;GCH1;GSS;SLC35B1;PC;MCCC2;DHRS7;DDT;SSR3;TPST1;ALDH9A1;ENTPD5;BLVRB;NQO1;HMOX1;RETSAT;FAH;SLC46A3;PTS;EPHA2;ACOX2	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_APOPTOSIS	Apoptosis	primary_adjacent_state	2.72933592084392e-06	6.49841885915218e-06	0.627256739718528	-0.281572113728563	-1.72389338363428	149	negative	CCND1;BAX;DAP3;GSR;BRCA1;BTG3;SOD1;BID;EBP;CAV1;TSPO;VDAC2;PAK1;TNFRSF12A;CDC25B;SLC20A1;PPP3R1;PPT1;CDK2;CASP6;ROCK1;CASP4;GCH1;GPX4;PEA15;DNAJA1;GPX1;CASP1;CD44;CASP2;BCAP31;IL18;CASP8;FDXR;KRT18;DCN;HMOX1;RETSAT;TAP1;DFFA;DNM1L;CASP3;RELA;PDGFRB;BGN;TIMP1;RHOT2;PTK2;GNA15;WEE1;BCL2L1;BMP2;RNASEL	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_INTERFERON_GAMMA_RESPONSE	Interferon Gamma Response	primary_adjacent_state	3.51188538092094e-06	7.98155768391124e-06	0.627256739718528	-0.249971450950737	-1.51496844140181	185	negative	SLC25A28;PNP;PSMB2;PSMA2;PSME2;SAMD9L;PSMA3;OAS3;IL15RA;PSMB8;USP18;UPP1;SRI;ISOC1;NUP93;HELZ2;PSMB10;TRIM14;APOL6;RBCK1;IFI30;PTPN1;TAPBP;SAMHD1;SPPL2A;RNF31;IFI35;CASP4;GCH1;PLSCR1;PARP12;RIPK2;PNPT1;CASP1;SECTM1;WARS1;VAMP8;CASP8;LYSMD2;RNF213;PSME1;UBE2L6;CD40;TAP1;PSMB9;IFNAR2;SP110;MVP;PTPN2;TRIM25;NOD1;CASP3;PARP14	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_PROTEIN_SECRETION	Protein Secretion	primary_adjacent_state	7.22583165006393e-06	1.5708329674052e-05	0.610526878385931	-0.316294817874986	-1.83739101891829	94	negative	NAPG;SOD1;AP2S1;COG2;RER1;TMX1;GOSR2;NAPA;ZW10;PPT1;CLTA;AP2M1;AP3S1;STAM;OCRL;VPS45;KRT18;CTSC;ATP1A1;TMED2;DNM1L;CD63;USO1;CLCN3;YIPF6;ARF1;ERGIC3;GLA;ATP7A;ARFGEF2;RAB14;TOM1L1;M6PR;ARFIP1;TPD52;ARFGAP3;TMED10;SCAMP1	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_PEROXISOME	Peroxisome	primary_adjacent_state	8.44847643513057e-06	1.76009925731887e-05	0.593325476396405	-0.323452425769175	-1.91757388826938	95	negative	CLN6;PRDX1;MSH2;ITGB1BP1;CTPS1;SOD1;DHCR24;FDPS;TSPO;ACOT8;YWHAH;ISOC1;ABCD3;RDH11;NUDT19;HRAS;ACAA1;FADS1;ECI2;PEX14;IDH1;SLC25A19;PEX11B;SLC35B2;PEX13;SLC23A2;ALDH9A1;IDI1;GSTK1;RETSAT;MVP;CNBP	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_UV_RESPONSE_DN	Uv Response Dn	primary_adjacent_state	0.000105472450787988	0.000210944901575975	0.538434096309916	-0.249933254888983	-1.54658969444058	138	negative	SYNJ2;SFMBT1;NRP1;CAV1;MRPS31;PMP22;MAP2K5;SRI;KALRN;PTPRM;MAP1B;PRKCE;LDLR;NFIB;DDAH1;TGFBR2;MAPK14;PEX14;SPOP;BCKDHB;APBB2;INSIG1;ID1;BDNF;LPAR1;SCHIP1;NOTCH2;BMPR1A;MMP16;PPARG;PRDM2;SLC7A1;ANXA2;ADGRL2;ARHGEF9;PDGFRB;MIOS;DLG1;ATRX;ATP2B4;SYNE1;DAB2;FHL2;TJP1;SIPA1L1;VAV2	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_IL2_STAT5_SIGNALING	Il2 Stat5 Signaling	primary_adjacent_state	0.000239489028563599	0.00044376887701698	0.518848077743792	-0.22256304991388	-1.40971554320834	169	negative	BCL2;PNP;SLC1A5;CDC6;CCNE1;SOCS2;ST3GAL4;NRP1;RABGAP1L;UMPS;ITGAE;PDCD2L;DCPS;LCLAT1;FURIN;FLT3LG;RHOH;PUS1;PLAGL1;TIAM1;UCK2;AHCY;CCND3;LRRC8C;CKAP4;GSTO1;PLSCR1;GPX4;AMACR;CD81;ETV4;CSF1;SERPINB6;CD44;SYNGR2;CD83;PTRH2;WLS;FAH;IL18R1;GLIPR2;NT5E;TNFRSF1B;BATF3;CASP3;TGM2;CA2;PLEC;RNH1;NCS1;BCL2L1;BMP2;CYFIP1;IL1R2;PRNP;TNFRSF9;NOP2;IKZF2	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_ESTROGEN_RESPONSE_LATE	Estrogen Response Late	primary_adjacent_state	0.000239635193589169	0.00044376887701698	0.518848077743792	-0.22850405370531	-1.39873309262191	181	negative	SLC29A1;GINS2;CCND1;FDFT1;BCL2;CDC6;XRCC3;BTG3;HPRT1;ITPK1;NXT1;RABEP1;CAV1;STIL;MOCS2;FKBP4;PPIF;CHPT1;SFN;GFUS;DYNLT3;MICB;FABP5;DCXR;GALE;FOXC1;FKBP5;DHCR7;RBBP8;TPD52L1;ETFB;TIAM1;COX6C;SCARB1;BAG1;PLK4;SORD;PRSS23;EMP2;CD44;WFS1;DNAJC1	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_NOTCH_SIGNALING	Notch Signaling	primary_adjacent_state	0.0268274311131422	0.0479061269877539	0.352487857583619	-0.339769342984118	-1.55118022113314	29	negative	CCND1;KAT2A;RBX1;CUL1;PSENEN;NOTCH2;APH1A;WNT5A;FZD1;SAP30;PSEN2;SKP1;PRKCA;FZD5;DTX2;FBXW11;TCF7L2;PPARD;LFNG;JAG1;FZD7;ST3GAL6;ARRB1;NOTCH3;MAML2;DLL1;DTX4;HES1	ETP_reference_balanced_threshold_2_24
H	Hallmark	HALLMARK_COMPLEMENT	Complement	primary_adjacent_state	0.0385051797447403	0.0663882409392074	0.321775918075361	-0.18137732706201	-1.14548261349186	168	negative	CDA;RCE1;RABIF;ATOX1;CALM1;PLAUR;MSRB1;FDX1;CTSL;PRSS3;S100A13;ERAP2;DOCK10;PFN1;GNB4;RHOG;SIRT6;SRC;PCLO;PRDM4;APOBEC3G;CALM3;DOCK4;DGKG;ME1;CASP4;PLSCR1;CSRP1;PRKCD;CASP1;ZEB1;LIPA;CD59;CTSC;CDK5R1;PSMB9;USP14;XPNPEP1;CASP3;EHD1;LYN;TIMP1;CA2;RNF4;GNB2	ETP_reference_balanced_threshold_2_24
