collection_id	collection_label	pathway_id	pathway_label	ranking_id	pval	padj	log2err	ES	NES	size	direction	leading_edge_genes	model_id
C5:GO:BP	GO biological process	GOBP_ANOIKIS	Anoikis	primary_adjacent_state	0.00178511383012898	0.00674485677602207	0.45505986738723	-0.406627378442861	-1.90303750787742	31	negative	TFDP1;E2F1;BCL2;BRMS1;CAV1;SRC;MTOR;IKBKG;PTRH2;ANKRD13C;PTK2;MYBBP1A;BCL2L1;TLE1;AKT1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_INTERMEMBRANE_LIPID_TRANSFER	Intermembrane Lipid Transfer	primary_adjacent_state	0.00179283991359731	0.006766588528522	0.45505986738723	-0.378259614992522	-1.86442288723702	38	negative	PITPNM2;PRELID1;CPTP;TRIAP1;NME4;PITPNB;PRELID3B;OSBPL5;TNFAIP8L3;VAT1;OSBPL11;PRELID3A;ATG2A;C2CD2L;ESYT1;STARD7;SCP2;PITPNC1;PLEKHA8;PITPNM1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_TYPE_I_INTERFERON_PRODUCTION	Negative Regulation of Type i Interferon Production	primary_adjacent_state	0.00181489038900055	0.0068347575418735	0.45505986738723	-0.346808124125424	-1.76621320565894	44	negative	BANF1;CTPS1;UFD1;TASOR2;TRAF3IP1;DDX56;KLHL22;PTPRS;NLRX1;RBX1;PTPN11;TRIM27;YY1;MPHOSPH8;SIRPA;ILRUN;TRAIP;NMI;GPATCH3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_MIRNA_PROCESSING	Mirna Processing	primary_adjacent_state	0.00181489038900055	0.0068347575418735	0.45505986738723	-0.346407263877369	-1.7641717175435	44	negative	DGCR8;DROSHA;SRSF3;NUP155;ZMPSTE24;TARBP2;METTL14;HNRNPA2B1;DICER1;NCBP2;SMAD1;NCBP1;DDX5;TRUB1;SPOUT1;TGFB1;TNRC6A;SRRT;ZC3H7A	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_ACTIN_FILAMENT_POLYMERIZATION	Actin Filament Polymerization	primary_adjacent_state	0.00183618311178975	0.00690735403304445	0.45505986738723	-0.224635717107355	-1.41400399020493	142	negative	DIAPH2;SSH2;CAPZA1;MSRB1;COTL1;CFL1;ARHGAP18;FCHSD2;PFN2;CARMIL1;ARPC5L;DIAPH1;EVL;TWF2;PFN1;PRKCE;MICALL2;RDX;PREX1;CDC42EP1;TMSB4X;BAIAP2L2;GBA2;TRIOBP;CDC42EP2;CD2AP;BBS4;PRKCD;CTTN;CORO1A;MKKS;NCKAP1L;MLST8;SSH3;CYRIB;MTOR;ARPC3;SPTBN2;ARPC5	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_PIGMENT_GRANULE_ORGANIZATION	Pigment Granule Organization	primary_adjacent_state	0.00188676037552562	0.00708983312162971	0.45505986738723	-0.35425795362398	-1.7710718189017	40	negative	DTNBP1;BCL2;AP1S1;RAB29;BLOC1S4;AP1M1;AP3S1;AP1B1;RAB32;AP3D1;AP1S2;BLOC1S2;BLOC1S1;BLOC1S5;SNAPIN;AP1S3;HPS1;HPS6;BLOC1S6;AP3M1;AP3S2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_FATTY_ACID_BIOSYNTHETIC_PROCESS	Regulation of Fatty Acid Biosynthetic Process	primary_adjacent_state	0.00190776554908431	0.00715455292627627	0.45505986738723	-0.350555380572947	-1.74914920971877	41	negative	NME2;NME1;BRCA1;EIF6;FABP5;ERLIN1;KAT2B;KLHL25;TRIB3;INSIG1;SCAP;PLAA	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_RHO_PROTEIN_SIGNAL_TRANSDUCTION	Rho Protein Signal Transduction	primary_adjacent_state	0.00190815914053589	0.00715455292627627	0.45505986738723	-0.228080958543992	-1.42478175983135	126	negative	ARHGDIA;ARHGDIB;PIN1;NRP1;HEG1;BCR;CFL1;OPHN1;SCAI;DOCK10;CCDC125;PKP4;RHOG;CDC42EP1;CTNNAL1;ARHGEF2;ROCK1;ARHGAP29;CDC42EP2;LIMK1;SHTN1;CELSR1;MYO9B;ARHGEF18;LPAR1;ARHGAP1;ARHGEF1;PRAG1;GNA13;KANK2;ARHGEF10;F2RL1;RHOJ;RHOA;DOCK6;ROCK2;TAX1BP3;STARD13;HACD3;GIPC1;CDC42SE1;EPS8L1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_MICROTUBULE_ANCHORING	Microtubule Anchoring	primary_adjacent_state	0.0019160501674771	0.00717628844146888	0.45505986738723	-0.449327267059693	-1.92010541855484	23	negative	CEP43;BICD2;NIN;CLASP2;DAG1;PEX14;BBS4;MAP1S;BCCIP;KIF3A;HOOK3;CCDC68;CEP350;CEP19	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_TYPE_2_MITOPHAGY	Type 2 Mitophagy	primary_adjacent_state	0.00192416993839997	0.00719883229137195	0.45505986738723	-0.553671308397107	-2.08879002106116	16	negative	VDAC1;CDC37;TIMM23;MUL1;TOMM7;HTRA2;MFN2;HDAC6;ATP5IF1;HUWE1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_MITOCHONDRIAL_DEPOLARIZATION	Regulation of Mitochondrial Depolarization	primary_adjacent_state	0.00195083404180645	0.00729063060116762	0.45505986738723	-0.488893586879381	-1.91662434654272	18	negative	BCL2;PARP1;TSPO;BOK;SRC;RACK1;GCLM;DCN	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_CELL_SURFACE_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	Cell Surface Toll Like Receptor Signaling Pathway	primary_adjacent_state	0.00196135168170532	0.00732195230196528	0.431707695803346	-0.300461321153063	-1.65580366393446	62	negative	TMEM126A;CYBA;HMGB1;PRKCE;TNIP2;TICAM1;IFI35;LETMD1;MFHAS1;RIPK2;TLR6;CHUK;OAS1;APPL2;RELA;LYN;ECSIT;F2RL1;TNIP3;NMI;TICAM2;IRAK1;NR1H3;WDFY1;NAGLU	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_PROTEIN_TETRAMERIZATION	Protein Tetramerization	primary_adjacent_state	0.00197172726998297	0.00735267611994739	0.431707695803346	-0.263593906845851	-1.55864952553658	89	negative	SSBP1;FARSB;HSD17B10;HPRT1;RRM2;HSD17B8;FARSA;EVL;OXA1L;THG1L;RRM1;CPSF7;SAMHD1;TRPA1;ME1;ACOT13;PKD2;TP53;CRYZ;ACACA;SHMT1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_CELLULAR_RESPONSE_TO_ALCOHOL	Cellular Response to Alcohol	primary_adjacent_state	0.00201377070571361	0.00750129587878321	0.431707695803346	-0.26700717599908	-1.56922502657169	85	negative	RAD51;BRCA1;BLM;SPIDR;CDK4;SPHK2;ADCY3;FDX1;GRAMD1B;PRKD1;LANCL2;ADCY7;LARP1;DAG1;CYBA;PRKCE;ADAM15;RPS6;NEDD8;ACACA;RAP1A;LRP6;SLC23A2;AKAP8	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_HEMATOPOIETIC_STEM_CELL_DIFFERENTIATION	Regulation of Hematopoietic Stem Cell Differentiation	primary_adjacent_state	0.00201692630717475	0.00750489300183268	0.431707695803346	-0.551238069167086	-2.04206861118316	15	negative	PRKDC;FOXC1;HSPA9;TMSB4X;PUS7;EIF2AK2;KAT5;ITCH	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_EMBRYONIC_APPENDAGE_MORPHOGENESIS	Embryonic Appendage Morphogenesis	primary_adjacent_state	0.00202540296275544	0.00752826025310509	0.431707695803346	-0.251622934110056	-1.52955472372804	102	negative	BAX;LRP5;BPNT2;B9D1;MSX1;ACD;HDAC2;TMEM231;PRRX1;FLVCR1;TRAF3IP1;HDAC1;WDR19;HOXA10;PITX1;MSX2;ECE1;TWIST1;MKS1;CHST11;RPGRIP1L;C2CD3;SHOX2;NOTCH2;DYNC2H1;BMPR1A;MAP3K20;MOSMO;CHD7;WDPCP;SALL4;TULP3;IFT140;RECK	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_CYCLIN_DEPENDENT_PROTEIN_SERINE_THREONINE_KINASE_ACTIVITY	Regulation of Cyclin Dependent Protein Serine Threonine Kinase Activity	primary_adjacent_state	0.00205223085728121	0.00761971305298235	0.431707695803346	-0.395030220868937	-1.85902849767522	32	negative	CDC25A;CDC6;BLM;PKMYT1;MEN1;CCNE2;CDC37	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_B_CELL_HOMEOSTASIS	b Cell Homeostasis	primary_adjacent_state	0.00208489853495873	0.00771592578758488	0.431707695803346	-0.403218321076817	-1.88708294018714	31	negative	BAX;BCL2;PKN1;DOCK10;BBS4;NCKAP1L;IKBKG;MEF2C;BBIP1;CASP3;LYN;CAMLG	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_CARBOHYDRATE_CATABOLIC_PROCESS	Regulation of Carbohydrate Catabolic Process	primary_adjacent_state	0.00208367080350472	0.00771592578758488	0.431707695803346	-0.332832994645613	-1.74784930518644	50	negative	SLC2A6;ARL2;EIF6;PRKACA;PPP1CA;INSR;MTCH2;PRKAG2;HMGB1;ZBTB7A;SIRT6;PHKA1;PRXL2C;TP53;MLST8;TIGAR;MTOR	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_CELLULAR_RESPONSE_TO_INSULIN_STIMULUS	Regulation of Cellular Response to Insulin Stimulus	primary_adjacent_state	0.00208308545985334	0.00771592578758488	0.431707695803346	-0.294451899489983	-1.63254256262208	65	negative	SNX5;RPS6KB2;SLC27A4;PAK1;PTPN1;NCL;TRIB3;RBX1;PRKCD;PTPN11;PTPRJ;TNS2;MTOR;BLVRB;PPARG;PTPN2;CUL7;APPL2;USO1;SORL1;NCOA1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_CELL_SUBSTRATE_JUNCTION_ORGANIZATION	Cell Substrate Junction Organization	primary_adjacent_state	0.00209459005250192	0.00774343053929245	0.431707695803346	-0.249725893157936	-1.52018275946626	99	negative	BCL2;ITGB1BP1;NRP1;CDH11;DUSP22;BCR;CFL1;CLASP2;LIMCH1;S100A10;CUL5;PPM1F;RNF7;SRC;ROCK1;DUSP3;CTTN;PTPRJ;LAMA3;CORO2B;LAMTOR2;RCC2;ACTG1;SDC4;THBS1;TRIP6;WDPCP;PLEC;PTK2;RHOA;ANKRD28;MACF1;ROCK2;PHLDB2;TAOK2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_T_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	t Cell Activation Involved in Immune Response	primary_adjacent_state	0.00214951345618033	0.00793791229992458	0.431707695803346	-0.243534804534506	-1.48505612565269	108	negative	PSMA4;PSMB1;PSMA7;PSMB2;PSMA1;PSMA2;KMT2A;MEN1;PSMB3;PSMA3;PSMA5;PSMB8;PSMA6;PSMB4;PSMB10;HMGB1;RAB27A;NFKBID;CD81;RIPK2;STAT5A;NCKAP1L;MTOR;IL18;STAT6;IL18R1;PSMB9;TMEM98	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_L_AMINO_ACID_METABOLIC_PROCESS	l Amino Acid Metabolic Process	primary_adjacent_state	0.00215377897171081	0.00794510283751664	0.431707695803346	-0.224804353484588	-1.44951947648687	138	negative	PSAT1;HSD17B10;NIT2;ICMT;PYCR3;QDPR;ABCC4;MTHFD1;MRI1;PARK7;PCBD1;ACAD8;PYCR1;ECHS1;IVD;CARNMT1;BCKDK;ACAT1;DDAH1;PFAS;AZIN1;PLOD3;ASRGL1;SDSL;GCLM;EGLN2;CAD;RIDA;GPT2;MCCC2;SHMT1;DLD;NAGS;HIBADH;ARHGAP11B;FAH;GOT2;MTR;ALDH7A1;APIP;AADAT;MTHFD2L;MECP2;CLN3;KYAT1;SRR;ATP2B4;BCAT2;GGT1;ALDH4A1;ATP7A;HIBCH	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_STRIATED_MUSCLE_CELL_DIFFERENTIATION	Regulation of Striated Muscle Cell Differentiation	primary_adjacent_state	0.00215804555171495	0.00795228183411521	0.431707695803346	-0.280042730288071	-1.57845615867016	72	negative	BCL2;NACA;MSX1;NKX2-5;TOMM70;PRKD1;KAT2A;EFNB2;HDAC1;PAK1;YBX1;ATP11A;ARRB2;AKAP6;EZH2;NLN;G6PD;MAPK14;BDNF;MTOR;NRG1;SHOX2;YY1;MEF2C	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_PROTEIN_CONTAINING_COMPLEX_LOCALIZATION	Protein Containing Complex Localization	primary_adjacent_state	0.00219582583005178	0.00808280893618416	0.431707695803346	-0.272404047136146	-1.57425851243622	82	negative	NETO2;RAN;NDC1;EZR;FKBP4;NETO1;DAG1;ZNF365;GPHN;VPS26B;SACM1L;CEP72;IPO9;HRAS;MAP2K1;LMNB1;HIP1;KLHL21;SCRIB;AP3D1;RAP1A;ERBB4;CEP131;IQSEC2;RCC2;NACC2;MIOS;EPB41L3;DZIP1;RAB8A;DLG1;SNAPIN	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NUCLEOTIDE_TRANSMEMBRANE_TRANSPORT	Nucleotide Transmembrane Transport	primary_adjacent_state	0.00224777773432318	0.00826516555313899	0.431707695803346	-0.439388117309588	-1.89890254341848	24	negative	SLC19A1;SLC25A5;ABCC4;SLC25A6;LRRC8D;SLC25A51;LRRC8C;SLC25A32;SLC35B2;SLC25A24;SLC17A9	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_CEREBRAL_CORTEX_DEVELOPMENT	Cerebral Cortex Development	primary_adjacent_state	0.00227612484836877	0.00836042856951746	0.431707695803346	-0.23688268214702	-1.46272666814816	109	negative	BAX;LRP8;TACC1;ATIC;NSUN5;WDR62;GART;MBOAT7;CEP120;PTPRS;EFHC1;PAFAH1B1;TMEM14B;BBS4;PHACTR1;DIXDC1;SRD5A1;MKKS;PEX13;ARHGAP11B;FBXO45;CDK5R1;CDH2;NARS1;CNTNAP2;BMERB1;CRK;BBS2;BBS1;RHOA;SRGAP2C;NCOA1;MCPH1;KDM1A	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_SISTER_CHROMATID_COHESION	Regulation of Sister Chromatid Cohesion	primary_adjacent_state	0.00227869814748707	0.00836091921995526	0.431707695803346	-0.482561019198844	-1.8917985895306	18	negative	FEN1;DDX11;SLF1;SMC5;NAA10;CTCF;MACROH2A1;SLF2;ESPL1;ATRX	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_ODONTOBLAST_DIFFERENTIATION	Odontoblast Differentiation	primary_adjacent_state	0.00229151673733493	0.00839896027684152	0.431707695803346	-0.524888718942815	-2.02013506366283	17	negative	MSX1;TUBB;IPO7;MAP1B;FAM20C;RPTOR;TGFB1;NFE2L1;BMP2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	Positive Regulation of Translational Initiation	primary_adjacent_state	0.00230292418242262	0.00843175339013071	0.431707695803346	-0.400472402373784	-1.87423189630155	31	negative	RPS6KB2;LARP1;AKT2;POLR2G;EIF2B2;HABP4;PELO;MTOR;EIF2B1;EIF2B3;EIF2B5;KHDRBS1;EIF2AK4;SH3BGRL;UHMK1;DHX29	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_PLASMA_MEMBRANE_BOUNDED_CELL_PROJECTION_ASSEMBLY	Negative Regulation of Plasma Membrane Bounded Cell Projection Assembly	primary_adjacent_state	0.00230747681724322	0.00843940560586182	0.431707695803346	-0.346118684523638	-1.7270116422516	41	negative	MPHOSPH9;TCHP;KIF24;CFL1;PFN2;CCP110;EVL;GDI2;CDK10;CEP97;EVI5L;PRKCD;LPAR1;WDR44;LIMA1;MAP4;TBC1D7	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_BLOOD_VESSEL_ENDOTHELIAL_CELL_MIGRATION	Positive Regulation of Blood Vessel Endothelial Cell Migration	primary_adjacent_state	0.00233191005916933	0.00851967566393744	0.431707695803346	-0.311514740757941	-1.64972228232206	53	negative	NRP1;ATP5F1B;ATP5F1A;SP1;PRKD1;AKT2;HMGB1;NUS1;TMSB4X;PRKD2;CIB1;MAPK14;STAT5A;HDAC7;HMOX1;CD40;THBS1;SRPX2;RHOJ;TGFB1;GAB1;ANXA1;GATA2;AKT1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_RESPONSE_TO_KETONE	Response to Ketone	primary_adjacent_state	0.0023538966060748	0.00859084522792156	0.431707695803346	-0.209553602619182	-1.38788753632822	174	negative	PCNA;CCND1;PARP1;NASP;STK39;CDK4;SPHK2;PNKD;EIF4E;HNRNPD;ADCY3;PARK7;CAV1;ATP5F1A;TSPO;FDX1;SP1;PRKD1;LARP1;CYBA;HOXA10;PRKCE;SRC;SMYD3;ADAM15;BORCS7;GATD1;CALM3;SRD5A1;TFAP4;VPS54;CAD;ACACA;RAP1A;ELK1;AKAP8;LIPA;NKX3-1;TGFB3;ANKRD13C;THBS1;NCOA4;KLF9;PCK2;TGFB1;NCOA1;ADCY6;SRR;GRM5;CALR;BCL2L1;ABCC2;JAK2;CBL;GNB1;GNG2;GNAQ;UBE3A;SCNN1A;AKT1;CFLAR;NR1H3;CREB1;LRRK2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_ENDOSOMAL_VESICLE_FUSION	Endosomal Vesicle Fusion	primary_adjacent_state	0.00236022757557736	0.00860478712925916	0.431707695803346	-0.545264803036939	-2.01994056895805	15	negative	SPHK1;VPS4A;VPS39;VPS33A;VPS16;TGFBRAP1;RUFY1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_PURINE_NUCLEOSIDE_METABOLIC_PROCESS	Purine Nucleoside Metabolic Process	primary_adjacent_state	0.00237448276542116	0.00864278562900194	0.431707695803346	-0.441871264181753	-1.88824376096977	23	negative	PNP;HPRT1;ICMT;APRT;OARD1;DGUOK;MACROD1;NT5E;PRTFDC1;BLOC1S6;ADA;ADK	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_APPENDAGE_MORPHOGENESIS	Appendage Morphogenesis	primary_adjacent_state	0.00237569421141518	0.00864278562900194	0.431707695803346	-0.226766295388003	-1.39579195944877	123	negative	BAX;LRP5;BPNT2;B9D1;MSX1;ACD;CIBAR1;HDAC2;TMEM231;PRRX1;FLVCR1;TRAF3IP1;HDAC1;WDR19;HOXA10;PITX1;MSX2;ASPH;ECE1;TWIST1;MKS1;VPS54;CHST11;RPGRIP1L;C2CD3;SHOX2;PCSK5;NOTCH2;DYNC2H1;BMPR1A;MAP3K20;MOSMO;CHD7;WDPCP;SALL4;TULP3;IFT140;RECK;ATRX;IQCE;MED1;MBNL1;WNT3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_EXTRACELLULAR_VESICLE_BIOGENESIS	Extracellular Vesicle Biogenesis	primary_adjacent_state	0.00238536631493761	0.00866877026648059	0.431707695803346	-0.455823249612354	-1.91747762871178	22	negative	CHMP6;VPS4A;RAB27A;HGS;COPS5;SNF8;STAM;ATP13A2;SDC4;ARRDC1;SDC1;CHMP2A;RAB11A	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_2_OXOGLUTARATE_METABOLIC_PROCESS	2 Oxoglutarate Metabolic Process	primary_adjacent_state	0.00238883604651411	0.00867218340191089	0.431707695803346	-0.543915294778208	-2.01494129802625	15	negative	L2HGDH;IDH1;GPT2;DLD;OGDH;GOT2;AADAT;IDH2;D2HGDH	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGENERATION	Regeneration	primary_adjacent_state	0.00241124770061342	0.00874428134391768	0.431707695803346	-0.223483226680982	-1.43052688692126	137	negative	PCNA;CCND1;BCL2;ATIC;NACA;DHFR;CPT1A;RTCA;TSPO;GSTP1;PRRX1;DAG1;HDGFL2;MAP1B;MCUB;NFIB;EZH2;CERS2;PTPRS;TARBP2;MAP2K1;ADAM15;RPS15;VPS54;CAD;CD81;MAP2K2;GPX1;PNPT1;RAP1A	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_SMAD_PROTEIN_SIGNAL_TRANSDUCTION	Smad Protein Signal Transduction	primary_adjacent_state	0.00243155972227054	0.00880862068522322	0.431707695803346	-0.278348818414183	-1.58148692970045	75	negative	EID2;PARP1;PIN1;NUP93;HFE;ENG;VEPH1;TGFBR2;CSNK2B;SMAD5;SH2B1;SMAD1;BMPR1A;PPARG;GLCE;LDLRAD4;TGFB3;GDF15;GDF11;ZMIZ2;WWTR1;TGFB1;BMP2;JAK2;DAB2	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_PEPTIDYL_GLUTAMIC_ACID_MODIFICATION	Peptidyl Glutamic Acid Modification	primary_adjacent_state	0.00249366792757832	0.00902407601669579	0.431707695803346	-0.487176291415598	-1.99079950177278	20	negative	TTLL7;NAA20;GGCX;TTLL11;CEP41;TTLL4;VKORC1L1;NAA80;TTLL5	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_NEGATIVE_REGULATION_OF_GENE_SILENCING_BY_REGULATORY_NCRNA	Negative Regulation of Gene Silencing by Regulatory Ncrna	primary_adjacent_state	0.00254099004573561	0.00918518345214309	0.431707695803346	-0.477275408463273	-1.87107724956211	18	negative	ELOC;ELOB;ERI1;ZMPSTE24;TENT2;OIP5-AS1;ELAVL1;ERI3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_CELLULAR_SENESCENCE	Regulation of Cellular Senescence	primary_adjacent_state	0.00254354802920449	0.00918518345214309	0.431707695803346	-0.340130734440304	-1.73220681128473	44	negative	RBL1;NEK6;EEF1E1;FBXO5;NEK4;RSL1D1;YBX1;SIRT6;TERT;ZMPSTE24;SUV39H1;TWIST1;CGAS;TP53;PNPT1;TERF2;BMPR1A;ING2;VASH1;BCL2L12	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_HYDROLASE_ACTIVITY	Positive Regulation of Hydrolase Activity	primary_adjacent_state	0.00259739936112423	0.00936977643218184	0.431707695803346	-0.24471355684241	-1.45883051816011	90	negative	PRELID1;BCR;DOCK10;ABR;S100A10;CCDC125;RGS10;RHOG;EZH2;TBC1D20;RHOC;TBC1D2;RACK1;RALGAPA1;ZC3H15;EVI5L;SCRIB;RAP1A;SH3BP1;ARHGAP11B;PSENEN;TBC1D7;ALS2;TGM2;SYDE1;RGS7;F2RL1;RHOA;USP6NL	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_ATTACHMENT_OF_MITOTIC_SPINDLE_MICROTUBULES_TO_KINETOCHORE	Attachment of Mitotic Spindle Microtubules to Kinetochore	primary_adjacent_state	0.0026048839844438	0.00938689528358457	0.431707695803346	-0.437289629945888	-1.93020482124298	26	negative	SKA3;CDT1;KAT2B;MAD1L1;RMDN1;SKA1;MIS12;CDK1;SKA2;MAPRE1;CHAMP1;KAT5;SEH1L;AURKB	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_ATP_BIOSYNTHETIC_PROCESS	Regulation of Atp Biosynthetic Process	primary_adjacent_state	0.00265791190290176	0.00955788467077055	0.431707695803346	-0.49813724178983	-1.99634158501449	19	negative	PARP1;NDUFC2;SPHK2;TMSB4X;ANTKMT;MAP2K1;ATPSCKMT;DNAJC30;ENO1;ATP5IF1;PPARA	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_NUCLEOTIDE_BIOSYNTHETIC_PROCESS	Regulation of Nucleotide Biosynthetic Process	primary_adjacent_state	0.00265791190290176	0.00955788467077055	0.431707695803346	-0.49813724178983	-1.99634158501449	19	negative	PARP1;NDUFC2;SPHK2;TMSB4X;ANTKMT;MAP2K1;ATPSCKMT;DNAJC30;ENO1;ATP5IF1;PPARA	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_SUBSTRATE_ADHESION_DEPENDENT_CELL_SPREADING	Positive Regulation of Substrate Adhesion Dependent Cell Spreading	primary_adjacent_state	0.00271366944327604	0.00974816056824632	0.431707695803346	-0.354745054929711	-1.75053649950739	37	negative	C1QBP;NRP1;CARMIL1;S100A10;PREX1;CIB1;TRIOBP;RAC3;CDC42;DOCK5;DOCK1;CRK;CALR;DAB2;ARPC2;TESK1;GSK3A;RAC1	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	Positive Regulation of Gtpase Activity	primary_adjacent_state	0.00274751789101346	0.00985941760471531	0.431707695803346	-0.27701076157623	-1.57388452846708	75	negative	BCR;DOCK10;ABR;S100A10;CCDC125;RGS10;RHOG;EZH2;TBC1D20;TBC1D2;RACK1;RALGAPA1;ZC3H15;EVI5L;SCRIB;RAP1A;SH3BP1;ARHGAP11B;TBC1D7;ALS2;TGM2;SYDE1;RGS7;F2RL1;USP6NL	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	Regulation of Protein Containing Complex Disassembly	primary_adjacent_state	0.00276873296159845	0.00992515466464214	0.431707695803346	-0.231269635600161	-1.44584985818848	130	negative	EIF5A;SPECC1L;JMJD4;CAPZA1;PPP1CA;CFL1;OGFOD1;INSR;CARMIL1;TWF2;DSTN;NAV3;CLASP2;WDR1;MAP1B;PDXP;RDX;ASPH;SHISA5;ZMPSTE24;CIB1;ARHGEF2;TRIOBP;GSPT1;WNK1;UPF1;MAP1S;SHFL;SH3BP1;GAS2L1;SPAST;SPTBN2;LIMA1;KIF21A;HDGFL3	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	Regulation of Cholesterol Biosynthetic Process	primary_adjacent_state	0.00277354678196763	0.00993202175736999	0.431707695803346	-0.438194532810426	-1.87253202401053	23	negative	KPNB1;SREBF2;PRKACA;ERLIN1;PAQR3;INSIG1;SCAP	ETP_reference_balanced_threshold_2_24
C5:GO:BP	GO biological process	GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	Positive Regulation of Membrane Permeability	primary_adjacent_state	0.00280462303425366	0.0100328216475859	0.431707695803346	-0.343143447440532	-1.71550612593378	40	negative	BAX;SIVA1;BID;SLC25A5;VDAC2;PPIF;BOK;MUL1;CASP6;BLOC1S2;ACAA2;RHOT2;BCL2L1;SLC35F6;ATP5IF1;GSK3A;ZNF205;LRRK2;HSPA1A;RHOT1;TMEM14A;GCLC;GSK3B	ETP_reference_balanced_threshold_2_24
