figure	panel	asset_path	source_file	source_kind	generated_by	command	input_data	result_run_dir	run_id	caption_role	asset_status	not_regenerated_reason	local_provenance_path	citation_or_uri	notes
Figure4	4A			manual_composite						Gemcitabine metabolism schematic	manual_composite	Schematic/manual panel; no code-generated asset exists locally.			.
Figure4	4B	figures/Figure4/panel_4B_dfdctp_signal_driver_combined_ploidy.png	Results/in-vitro/pkpd_live_dead_model/runs/20260630T_promoted_panels_full_refit_pkpd_fit/dfdctp_signal_curve_combined_ploidy.png	generated_panel	Manager.sh	materialize_figure_assets.py	Results/in-vitro/pkpd_live_dead_model/runs/20260630T_promoted_panels_full_refit_pkpd_fit/dfdctp_signal_curve_combined_ploidy.png	Results/in-vitro/pkpd_live_dead_model/runs/20260630T_promoted_panels_full_refit_pkpd_fit	20260630T_promoted_panels_full_refit	Baseline-subtracted PK-derived dFdCTP signal driver	generated				.
Figure4	4C			external						dFdU time-course measurements	external	dFdU measurement/composite panel is external to the current reproducible code workflow.			.
Figure4	4D			external						Representative imaging panel	external	Representative image selection/composite is external to the current reproducible code workflow.			.
