path	repo_relative_path	absolute_path	role	source_kind	module	generated_by	command_id	sha256	checksum_unavailable_reason	byte_size	mtime_utc	figure	panel	notes
Code/ccle_ploidy_analysis/data/derived/ccle_expression_columns.tsv	Code/ccle_ploidy_analysis/data/derived/ccle_expression_columns.tsv	/Users/4470246/Repositories/Gemcitabine-model/Code/ccle_ploidy_analysis/data/derived/ccle_expression_columns.tsv	input_data	input_file	ccle	Manager.sh	20260703T000000_ccle_zscore_figure2	da56754c9806e6620f542a554c89e10cdd62f1373b2b20f027b12f19889eacca		20915	2026-06-12T01:42:17.160942+00:00			.
Code/ccle_ploidy_analysis/data/manual/breast_ccle_ploidy.tsv	Code/ccle_ploidy_analysis/data/manual/breast_ccle_ploidy.tsv	/Users/4470246/Repositories/Gemcitabine-model/Code/ccle_ploidy_analysis/data/manual/breast_ccle_ploidy.tsv	input_data	input_file	ccle	Manager.sh	20260703T000000_ccle_zscore_figure2	a1fc630c0cda93ac940ce0285bfb4abd76c4d167ff8ac026bf8fa72f302b9297		952	2026-06-12T01:42:17.162858+00:00			.
Code/ccle_ploidy_analysis/data/raw/Cell_app_export.txt	Code/ccle_ploidy_analysis/data/raw/Cell_app_export.txt	/Users/4470246/Repositories/Gemcitabine-model/Code/ccle_ploidy_analysis/data/raw/Cell_app_export.txt	input_data	input_file	ccle	Manager.sh	20260703T000000_ccle_zscore_figure2	5f61c04b4deb02560a3441340296f4326295d8f8d600157cda142fd153c58b2a		590029	2026-06-12T01:42:17.182820+00:00			.
Code/ccle_ploidy_analysis/data/raw/DrugAliases.txt	Code/ccle_ploidy_analysis/data/raw/DrugAliases.txt	/Users/4470246/Repositories/Gemcitabine-model/Code/ccle_ploidy_analysis/data/raw/DrugAliases.txt	input_data	input_file	ccle	Manager.sh	20260703T000000_ccle_zscore_figure2	983f40d6c771ffe7fa15969a15031e6e4644f6d4db943eca9ced080d59ed3abe		14012	2026-06-12T01:42:17.193810+00:00			.
Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT20_Cellline_downloadMon Mar  9 21_40_23 2020.tsv	Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT20_Cellline_downloadMon Mar  9 21_40_23 2020.tsv	/Users/4470246/Repositories/Gemcitabine-model/Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT20_Cellline_downloadMon Mar  9 21_40_23 2020.tsv	input_data	input_file	ccle	Manager.sh	20260703T000000_ccle_zscore_figure2	f40d2d96146691da85143948f731473f9d775c8b1d96f6ba66b854535f27c513		11876	2026-06-12T01:42:17.166538+00:00			.
Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT474_Cellline_downloadMon Mar  9 21_42_50 2020.tsv	Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT474_Cellline_downloadMon Mar  9 21_42_50 2020.tsv	/Users/4470246/Repositories/Gemcitabine-model/Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT474_Cellline_downloadMon Mar  9 21_42_50 2020.tsv	input_data	input_file	ccle	Manager.sh	20260703T000000_ccle_zscore_figure2	9c686978a60cc9451f8c4b434c83212a6686d70b909ec94b5ef42636d781cbcd		11807	2026-06-12T01:42:17.180022+00:00			.
Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT483_Cellline_downloadMon Mar  9 21_47_23 2020.tsv	Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT483_Cellline_downloadMon Mar  9 21_47_23 2020.tsv	/Users/4470246/Repositories/Gemcitabine-model/Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT483_Cellline_downloadMon Mar  9 21_47_23 2020.tsv	input_data	input_file	ccle	Manager.sh	20260703T000000_ccle_zscore_figure2	a9a56baf85f2ff66a44430ae755aebcad2c0837a99e3a36fd033831d8157ec2b		7563	2026-06-12T01:42:17.173403+00:00			.
Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT549_Cellline_downloadMon Mar  9 21_45_24 2020.tsv	Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT549_Cellline_downloadMon Mar  9 21_45_24 2020.tsv	/Users/4470246/Repositories/Gemcitabine-model/Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/BT549_Cellline_downloadMon Mar  9 21_45_24 2020.tsv	input_data	input_file	ccle	Manager.sh	20260703T000000_ccle_zscore_figure2	ca54d47f98008e5d897d67044a5b39ece1a52e77f6b6b9b29d1a5b7c6fc9133b		11835	2026-06-12T01:42:17.169114+00:00			.
Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/HCC1143_Cellline_downloadMon Mar  9 21_45_54 2020.tsv	Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/HCC1143_Cellline_downloadMon Mar  9 21_45_54 2020.tsv	/Users/4470246/Repositories/Gemcitabine-model/Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/HCC1143_Cellline_downloadMon Mar  9 21_45_54 2020.tsv	input_data	input_file	ccle	Manager.sh	20260703T000000_ccle_zscore_figure2	1fb44ef9fb8c219ef9eb27a9de8970a6dff62fe2902baa915a2ee56769ae35f0		11848	2026-06-12T01:42:17.165638+00:00			.
Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/HCC1187_Cellline_downloadMon Mar  9 21_41_52 2020.tsv	Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/HCC1187_Cellline_downloadMon Mar  9 21_41_52 2020.tsv	/Users/4470246/Repositories/Gemcitabine-model/Code/ccle_ploidy_analysis/data/raw/breast_cancer_drug_sensitivity/HCC1187_Cellline_downloadMon Mar  9 21_41_52 2020.tsv	input_data	input_file	ccle	Manager.sh	20260703T000000_ccle_zscore_figure2	989c3ca0fbfd618780413886196b656f10f87e1c7340ebd766c5fc2e3f28d29e		11876	2026-06-12T01:42:17.176637+00:00			.
