cancer_type	drug	metric	n_raw	pearson_r_raw	pearson_p_raw	pearson_fdr_raw	spearman_rho_raw	spearman_p_raw	spearman_fdr_raw	n_normalized	pearson_r_normalized	pearson_p_normalized	pearson_fdr_normalized	spearman_rho_normalized	spearman_p_normalized	spearman_fdr_normalized	n_delta	pearson_r_delta	spearman_rho_delta	delta_status
allcancers	729189	Z_SCORE	490	0.108019837852434	0.0167560732973927	0.0658301614680806	0.103910249267075	0.0214194927663828	0.0502129092720121	490	0.108019837852434	0.0167560732973927	0.0658301614680806	0.103910249267075	0.0214194927663828	0.0502129092720121	0	0	0	unchanged
allcancers	741909	Z_SCORE	490	0.0179656220030282	0.691586991790904	0.757830956521834	0.0618941115361342	0.171344289708095	0.230369680677088	490	0.0179656220030282	0.691586991790904	0.757830956521834	0.0618941115361342	0.171344289708095	0.230369680677088	0	0	0	unchanged
allcancers	743380	Z_SCORE	490	0.036987473812316	0.413962093075378	0.503800674976843	0.0604981582979205	0.181226426611499	0.237597857437464	490	0.036987473812316	0.413962093075378	0.503800674976843	0.0604981582979205	0.181226426611499	0.237597857437464	0	0	0	unchanged
allcancers	765771	Z_SCORE	490	0.039208057411923	0.386477148567607	0.480575932566676	0.0600145807201468	0.184746271205795	0.240170152567534	490	0.039208057411923	0.386477148567607	0.480575932566676	0.0600145807201468	0.184746271205795	0.240170152567534	0	0	0	unchanged
allcancers	776928	Z_SCORE	489	0.0421441598607085	0.352383274032658	0.447918294992623	0.0817173193324398	0.0710060108412707	0.11945717118002	489	0.0421441598607085	0.352383274032658	0.447918294992623	0.0817173193324398	0.0710060108412707	0.11945717118002	0	0	0	unchanged
allcancers	A-366	Z_SCORE	514	0.115033469923623	0.00904602091249021	0.0453888066837228	0.148185689691091	0.000751555805669655	0.00826711386236621	514	0.115033469923623	0.00904602091249021	0.0453888066837228	0.148185689691091	0.000751555805669655	0.00826711386236621	0	0	0	unchanged
allcancers	ABT737	Z_SCORE	618	0.136377523691041	0.00067553058037494	0.0148616727682487	0.1138147121558	0.00461320098442521	0.017829398399265	618	0.136377523691041	0.00067553058037494	0.0148616727682487	0.1138147121558	0.00461320098442521	0.017829398399265	0	0	0	unchanged
allcancers	Acetalax	Z_SCORE	490	0.0521142049936316	0.249554004870127	0.338258035037234	0.080772650669354	0.0740455224831956	0.123842218890023	490	0.0521142049936316	0.249554004870127	0.338258035037234	0.080772650669354	0.0740455224831956	0.123842218890023	0	0	0	unchanged
allcancers	Afatinib	Z_SCORE	624	0.0333325866577044	0.405855440939263	0.496045538925766	0.0666764785776022	0.096094342605189	0.148556659378833	624	0.0333325866577044	0.405855440939263	0.496045538925766	0.0666764785776022	0.096094342605189	0.148556659378833	0	0	0	unchanged
allcancers	Afuresertib	Z_SCORE	619	0.0558330619796586	0.165324387435247	0.251504121311068	0.0621448777034982	0.122463739045295	0.175022309821252	619	0.0558330619796586	0.165324387435247	0.251504121311068	0.0621448777034982	0.122463739045295	0.175022309821252	0	0	0	unchanged
allcancers	AGI-5198	Z_SCORE	619	0.0761611636443705	0.0582530282682252	0.131645402183051	0.0855146076306865	0.0334054608264797	0.0668109216529594	619	0.0761611636443705	0.0582530282682252	0.131645402183051	0.0855146076306865	0.0334054608264797	0.0668109216529594	0	0	0	unchanged
allcancers	AGI-6780	Z_SCORE	572	0.0603832933221051	0.149213381379607	0.234478170739382	0.0842591908050688	0.043971567439297	0.0832838959446287	572	0.0603832933221051	0.149213381379607	0.234478170739382	0.0842591908050688	0.043971567439297	0.0832838959446287	0	0	0	unchanged
allcancers	AGK2	Z_SCORE	607	0.0637771280267484	0.116494205589417	0.196733499236975	0.0628517671631899	0.121901835625895	0.175022309821252	607	0.0637771280267484	0.116494205589417	0.196733499236975	0.0628517671631899	0.121901835625895	0.175022309821252	0	0	0	unchanged
allcancers	Alisertib	Z_SCORE	613	0.151554547457483	0.000165596602245765	0.00676580403461269	0.139169362874035	0.000549338451835576	0.00654628321770728	613	0.151554547457483	0.000165596602245765	0.00676580403461269	0.139169362874035	0.000549338451835576	0.00654628321770728	0	0	0	unchanged
allcancers	Alpelisib	Z_SCORE	624	0.0428988760574282	0.284638424783166	0.373424722421952	0.0510710458081245	0.202653546435621	0.258745153038337	624	0.0428988760574282	0.284638424783166	0.373424722421952	0.0510710458081245	0.202653546435621	0.258745153038337	0	0	0	unchanged
allcancers	alpha-lipoic acid	Z_SCORE	514	0.0712499565318059	0.106643184896911	0.190624693003228	0.0958107747173835	0.0298639160025615	0.0614466185376446	514	0.0712499565318059	0.106643184896911	0.190624693003228	0.0958107747173835	0.0298639160025615	0.0614466185376446	0	0	0	unchanged
allcancers	AMG-319	Z_SCORE	613	0.0681329804720325	0.0919096567941364	0.17330891891838	0.107337497438199	0.00781834777759235	0.0239965684620644	613	0.0681329804720325	0.0919096567941364	0.17330891891838	0.107337497438199	0.00781834777759235	0.0239965684620644	0	0	0	unchanged
allcancers	ascorbate (vitamin C)	Z_SCORE	510	0.0226346322782611	0.610070349084179	0.69238142792887	0.0543258754641615	0.220671241051636	0.279256526286583	510	0.0226346322782611	0.610070349084179	0.69238142792887	0.0543258754641615	0.220671241051636	0.279256526286583	0	0	0	unchanged
allcancers	AT13148	Z_SCORE	614	0.0592140571694503	0.142767440623874	0.225588331593524	0.0907767160789291	0.0244857478919735	0.0538686453623417	614	0.0592140571694503	0.142767440623874	0.225588331593524	0.0907767160789291	0.0244857478919735	0.0538686453623417	0	0	0	unchanged
allcancers	Avagacestat	Z_SCORE	618	0.0650240265540131	0.10633053142765	0.190624693003228	0.0934234723112616	0.0201871667791598	0.0477151214780141	618	0.0650240265540131	0.10633053142765	0.190624693003228	0.0934234723112616	0.0201871667791598	0.0477151214780141	0	0	0	unchanged
allcancers	Axitinib	Z_SCORE	621	0.0977897980159815	0.0147751177252382	0.0612417923104074	0.107254945289517	0.00747036482483316	0.0234782894494756	621	0.0977897980159815	0.0147751177252382	0.0612417923104074	0.107254945289517	0.00747036482483316	0.0234782894494756	0	0	0	unchanged
allcancers	AZ6102	Z_SCORE	615	0.0354645537820627	0.379954964343152	0.474889954416662	0.0519207097819952	0.198499045965292	0.255723996153485	615	0.0354645537820627	0.379954964343152	0.474889954416662	0.0519207097819952	0.198499045965292	0.255723996153485	0	0	0	unchanged
allcancers	AZ960	Z_SCORE	576	0.0777951649388029	0.0620614355966202	0.13241864889886	0.0883990153969809	0.0339115746250481	0.0673521551580816	576	0.0777951649388029	0.0620614355966202	0.13241864889886	0.0883990153969809	0.0339115746250481	0.0673521551580816	0	0	0	unchanged
allcancers	AZD1208	Z_SCORE	492	0.0765558450711373	0.0898363628091141	0.171287998422711	0.0971278087955937	0.0312390669646555	0.0635853817846878	492	0.0765558450711373	0.0898363628091141	0.171287998422711	0.0971278087955937	0.0312390669646555	0.0635853817846878	0	0	0	unchanged
allcancers	AZD1332	Z_SCORE	493	0.0355325236414259	0.431167170357268	0.520311437646323	0.0216290634299368	0.631881636343841	0.666856634665456	493	0.0355325236414259	0.431167170357268	0.520311437646323	0.0216290634299368	0.631881636343841	0.666856634665456	0	0	0	unchanged
allcancers	AZD2014	Z_SCORE	493	0.0257877286874996	0.567849149185136	0.649619426667796	-0.00275246759661428	0.95139132248963	0.958091261380402	493	0.0257877286874996	0.567849149185136	0.649619426667796	-0.00275246759661428	0.95139132248963	0.958091261380402	0	0	0	unchanged
allcancers	AZD3759	Z_SCORE	624	0.0621538917065034	0.12090396893083	0.197591629224099	0.0689792813927645	0.0851242163476613	0.136008524443749	624	0.0621538917065034	0.12090396893083	0.197591629224099	0.0689792813927645	0.0851242163476613	0.136008524443749	0	0	0	unchanged
allcancers	AZD4547	Z_SCORE	621	0.0299032066710859	0.456967793048494	0.542293729509831	0.0388929225875601	0.333234155600441	0.381329705633205	621	0.0299032066710859	0.456967793048494	0.542293729509831	0.0388929225875601	0.333234155600441	0.381329705633205	0	0	0	unchanged
allcancers	AZD5153	Z_SCORE	493	0.101322498627576	0.0244612397034819	0.0786057815190543	0.0979553584286859	0.0296546248274803	0.0614466185376446	493	0.101322498627576	0.0244612397034819	0.0786057815190543	0.0979553584286859	0.0296546248274803	0.0614466185376446	0	0	0	unchanged
allcancers	AZD5363	Z_SCORE	619	0.0577751230028244	0.15108136421077	0.236116230405902	0.0647725461644439	0.107407500374312	0.159992422432569	619	0.0577751230028244	0.15108136421077	0.236116230405902	0.0647725461644439	0.107407500374312	0.159992422432569	0	0	0	unchanged
allcancers	AZD5438	Z_SCORE	493	0.161002434946373	0.000331692307106413	0.010540444425826	0.176870479194153	7.86870299726375e-05	0.00250049895246381	493	0.161002434946373	0.000331692307106413	0.010540444425826	0.176870479194153	7.86870299726375e-05	0.00250049895246381	0	0	0	unchanged
allcancers	AZD5582	Z_SCORE	568	0.0561393330668204	0.181529300338495	0.269001968377251	0.0618565261254437	0.140919975417485	0.19564617946311	568	0.0561393330668204	0.181529300338495	0.269001968377251	0.0618565261254437	0.140919975417485	0.19564617946311	0	0	0	unchanged
allcancers	AZD5991	Z_SCORE	490	0.143486843598551	0.00144955013964006	0.025910708746066	0.148112118037024	0.00100764935936465	0.00972046697455549	490	0.143486843598551	0.00144955013964006	0.025910708746066	0.148112118037024	0.00100764935936465	0.00972046697455549	0	0	0	unchanged
allcancers	AZD6482	Z_SCORE	150	0.0620470028611751	0.450676550413911	0.537056222576577	0.094384639317303	0.250610602733417	0.307616447990375	150	0.0620470028611751	0.450676550413911	0.537056222576577	0.094384639317303	0.250610602733417	0.307616447990375	0	0	0	unchanged
allcancers	AZD6738	Z_SCORE	619	0.0812569125690226	0.0432896073759462	0.117912644852577	0.103665834036187	0.0098537532187625	0.0279027071343176	619	0.0812569125690226	0.0432896073759462	0.117912644852577	0.103665834036187	0.0098537532187625	0.0279027071343176	0	0	0	unchanged
allcancers	AZD7762	Z_SCORE	622	0.0785874489742461	0.0501065254506888	0.125705844551728	0.0801549190910455	0.0456892550101035	0.0852123795913624	622	0.0785874489742461	0.0501065254506888	0.125705844551728	0.0801549190910455	0.0456892550101035	0.0852123795913624	0	0	0	unchanged
allcancers	AZD8055	Z_SCORE	518	0.0106853872717263	0.808303895917812	0.856203386046275	0.0166552709905311	0.705298363589459	0.738883999950862	518	0.0106853872717263	0.808303895917812	0.856203386046275	0.0166552709905311	0.705298363589459	0.738883999950862	0	0	0	unchanged
allcancers	AZD8186	Z_SCORE	619	-0.000404852215047658	0.991979602427091	0.991979602427091	0.0066445328963246	0.868958359730947	0.887578896010896	619	-0.000404852215047658	0.991979602427091	0.991979602427091	0.0066445328963246	0.868958359730947	0.887578896010896	0	0	0	unchanged
