Feature_ID,Metabolite,comparison,group_a,group_b,log2FC,fold_change,p_value,FDR_BH
N-Acetyl-Glucosamine-6-phosphate | row_404,N-Acetyl-Glucosamine-6-phosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.3990071574062704,2.6372003124616255,0.0012858758820149087,0.013793941279796293
NADP | row_405,NADP,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.04821280722092425,0.9671336603727952,0.50529327341712,0.6643410168603918
2-Hydroxymyristic acid;3-Hydroxytetradecanoic acid,2-Hydroxymyristic acid;3-Hydroxytetradecanoic acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.18325008646084484,1.1354389097042956,0.1991610882292267,0.34183284961525456
6-Oxopiperidine-2-carboxylic acid | row_407,6-Oxopiperidine-2-carboxylic acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.13122632296871473,0.9130550031561698,0.3027151517365981,0.45795369108869965
Xylulose 5-phosphate;Ribose 1-phosphate,Xylulose 5-phosphate;Ribose 1-phosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.8764355677015772,1.8358339422216174,0.0032266404220461986,0.022757747925201154
3-Hydroxy-3-methylglutarate,3-Hydroxy-3-methylglutarate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.19558812258397396,1.145190908841002,0.054509162576371735,0.13541223545288136
2-Methylpropanoate,2-Methylpropanoate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.09501677059819613,0.9362613638076992,0.8209738149148578,0.8991026106371041
N-Methyl-L-Glutamate | row_411,N-Methyl-L-Glutamate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.5342784707981636,0.6905039292773755,0.3792344347394824,0.5375334930841912
4-Hydroxycyclohexylcarboxylic acid,4-Hydroxycyclohexylcarboxylic acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.43850590998120254,1.355200122302321,0.01987362042113069,0.06652729672889139
13-Methylmyristic acid,13-Methylmyristic acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.5043004975732615,1.4184354494787796,0.044100583514403345,0.1153560178983223
Guanosine diphosphate mannose | row_414,Guanosine diphosphate mannose,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.47608423131607935,1.3909631803062525,0.019059442599554267,0.06471983386323463
Sn-glycerol 3-phosphate | row_415,Sn-glycerol 3-phosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.28909385672881527,1.221872589874938,0.058226196003860586,0.1409372539170369
Retinoate | row_416,Retinoate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.7530848211330863,1.6853927462811569,0.04423610008389054,0.1153560178983223
Xylitol;Ribitol;L-Arabitol,Xylitol;Ribitol;L-Arabitol,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.3447443600977067,0.7874474968153015,0.3308507951507628,0.4910741361986165
Phenylalanylalanine,Phenylalanylalanine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.338637230120085,2.5291230493703285,0.0020219952469273353,0.01871336777548436
6-Hydroxydopamine,6-Hydroxydopamine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.1958643330298138,2.290820363548327,0.0057082266374099975,0.030974599089099136
Anandamide,Anandamide,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.8216387343564353,1.767412428499894,0.0003625119626654554,0.00749248906870105
Hypoxanthine | row_421,Hypoxanthine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,4.301390069772317,19.717299534403654,0.1337901494215706,0.2567030509226883
"12,13-DiHOME | row_422","12,13-DiHOME",Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.11075909255372451,0.9261006539017723,0.7295113979200624,0.8398277556543157
Homogentisate,Homogentisate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.2280145394874733,1.171221984740056,0.5537172476152596,0.7055465239445333
Decanoate,Decanoate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.6471979414602771,1.566123453928133,0.014679008865241346,0.056745144320836646
D-(-)-3-Phosphoglyceric acid,D-(-)-3-Phosphoglyceric acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.9148803989636356,1.8854127625256198,0.015384635968062627,0.057631334737504446
Ethyl 3-Ureidopropionate,Ethyl 3-Ureidopropionate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.2897441957809086,0.8180470936075962,0.040730405345878525,0.1098557218471695
Pimelic acid,Pimelic acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.20506415326674343,1.1527376051984335,0.352188905858478,0.5099176796478577
Adenosine 5'-monophosphate | row_428,Adenosine 5'-monophosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.5240727741536659,0.6954059064714175,0.16208773242469057,0.29538768225657897
Thymidine 5'-monophosphate | row_429,Thymidine 5'-monophosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.4220369667166004,2.6796358652916967,0.15430685846809714,0.28561896939977194
Stearidonic acid,Stearidonic acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.030586182390251793,1.0214270581192124,0.9343503376542486,0.9573183841732892
Lignoceric acid,Lignoceric acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.7010057504041001,1.6256376835465867,0.0032304430317552485,0.022757747925201154
Phosphoenolpyruvic acid | row_432,Phosphoenolpyruvic acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.0452465291981277,2.0637189788750345,0.0004986705207564082,0.008406160207036594
N-Methyl-L-Glutamate | row_433,N-Methyl-L-Glutamate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-1.5504648571556174,0.34140004244527533,0.001638764643799881,0.015785651262725384
2-Phospho-D-glyceric acid,2-Phospho-D-glyceric acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.9833119397058105,1.9769987237076,0.023048001123921316,0.07352585204796638
Phosphoenolpyruvic acid | row_435,Phosphoenolpyruvic acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.014531683747041,2.020246989923837,0.005501759055018194,0.030974599089099136
Lauric acid,Lauric acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.09407045757208721,0.9368756911190754,0.7432956493788612,0.8453868590525843
Rac-glycerol 1-myristate,Rac-glycerol 1-myristate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.5465457199330288,0.6846574595661213,0.13465693032512324,0.25732012596541765
Folic acid | row_438,Folic acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.003708120952683913,1.0025735795684971,0.9854231132103459,0.9896164030537942
Palmitate,Palmitate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.272595389269604,0.8278289521172891,0.44527762475987365,0.6004886825333153
"1,2,3-Propanetricarboxylic acid","1,2,3-Propanetricarboxylic acid",Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.23315123681970462,1.1753995383608349,0.6514105605040952,0.7719059805598172
3-Hydroxyanthranilate | row_441,3-Hydroxyanthranilate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.6114958397667678,1.5278425118301764,0.20080422010478927,0.34330122120479806
Formyl-l-methionyl peptide | row_442,Formyl-l-methionyl peptide,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.2711787704960749,2.4135868987596347,0.0013852499578514662,0.014513538660981769
Guanidinoacetate,Guanidinoacetate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-1.8342629172792861,0.28043475894103054,0.00015374021447622183,0.005183241516626907
Hypoxanthine | row_444,Hypoxanthine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,5.4843009451414915,44.765051631127946,0.09523073228882377,0.2043132074560219
Formyl-l-methionyl peptide | row_445,Formyl-l-methionyl peptide,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.1390196673622093,2.202313218754618,0.0008991924064948926,0.011762888989622718
Thymidine 5'-monophosphate | row_446,Thymidine 5'-monophosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.2539666214587761,2.3849625649524953,0.024607876031130717,0.07671513428388617
Sn-glycerol 3-phosphate | row_447,Sn-glycerol 3-phosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.0134723226865567,2.018764080945217,0.004062150894880707,0.0262648660600506
"Fructose 1,6-bisphosphate | row_448","Fructose 1,6-bisphosphate",Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.2741993950672885,2.4186456098882982,0.003350506078083844,0.023256453953758447
Alpha-D-Galactose 1-phosphate;Alpha-D-Glucose 1-phosphate;D-Fructose 6-phosphate,Alpha-D-Galactose 1-phosphate;Alpha-D-Glucose 1-phosphate;D-Fructose 6-phosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.4290897157184617,2.6927675863234564,0.00019809362614614474,0.005194455085610017
"Fructose 1,6-bisphosphate | row_450","Fructose 1,6-bisphosphate",Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.2984901703515206,2.4597133052318063,0.0012271702602240561,0.013793941279796293
Hexadecanedioic acid | row_451,Hexadecanedioic acid,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.5102782115660567,0.7020870332530177,0.4123369421745899,0.5674141011848585
D-Sedoheptulose | row_452,D-Sedoheptulose,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.1330010429162414,2.193144762587397,0.0009349797976122262,0.011762888989622718
L-Glutamine | row_453,L-Glutamine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.01420141427764321,0.9902046200743551,0.9134775958871304,0.9496947692923471
1-Methyladenosine,1-Methyladenosine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.6478844559813641,0.6382154964154463,0.04691069263781019,0.12033612459264352
D-Mannose 6-phosphate | row_455,D-Mannose 6-phosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.1691387049745394,2.2487740409615697,0.2456588364492609,0.38909721746325887
L-Glutamine | row_456,L-Glutamine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.20362752135879703,1.1515902834832177,0.3205036582841531,0.479067154719301
2-Deoxy-D-Glucose | row_457,2-Deoxy-D-Glucose,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.7294336261170322,1.657988070128637,0.0014452040615808117,0.014513538660981769
Ribothymidine,Ribothymidine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.9997850722269419,1.9997020690330807,0.009337802275665111,0.04237925648186474
D-Tryptophan | row_459,D-Tryptophan,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.2874524771294844,1.2204832343707652,0.23087069730724624,0.377062176917025
D-Sedoheptulose | row_460,D-Sedoheptulose,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.92222230498664,1.895032124343731,0.001154610867228794,0.013793941279796293
Guanine | row_461,Guanine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,1.182250798933584,2.2693054329424376,0.5758072908375628,0.7189974636913482
3-Hydroxyanthranilate | row_462,3-Hydroxyanthranilate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.879729067312633,1.8400297181600063,0.005774925253899839,0.030974599089099136
D-Tryptophan | row_463,D-Tryptophan,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.38854408516375827,1.3090716700087586,0.036366222387568196,0.10156720098776444
S-(5'-adenosyl)-L-homocysteine | row_464,S-(5'-adenosyl)-L-homocysteine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.30928250145421643,0.8070430278310091,0.21268527015700758,0.3559838564330056
2-Deoxy-D-Glucose | row_465,2-Deoxy-D-Glucose,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.6974957804724422,1.6216874350258406,0.37144785527440916,0.5280824930407263
Galactitol,Galactitol,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.7159083402948028,1.6425170430594411,0.02305471632012505,0.07352585204796638
Galactitol;Mannitol;D-Sorbitol,Galactitol;Mannitol;D-Sorbitol,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.7237358148390634,1.6514528894499172,0.00013169124388164084,0.005183241516626907
S-(5'-adenosyl)-L-homocysteine | row_468,S-(5'-adenosyl)-L-homocysteine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,-0.3226480159476708,0.7996008905857835,0.32422685403921386,0.4827604892949809
Guanosine 5'-monophosphate | row_469,Guanosine 5'-monophosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.27821080844358903,1.2126900059298986,0.5477025375159982,0.7024880372487803
Guanosine 5'-monophosphate | row_470,Guanosine 5'-monophosphate,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,0.5365944847251676,1.450544428932543,0.23769420093894142,0.38160429538496715
Guanine | row_471,Guanine,Gem_response_2N_G_vs_2N_C,2N_C,2N_G,2.2671861703215654,4.813833257491086,0.2437135927433098,0.38862437761771024
5-Methyltetrahydrofolic acid | row_0,5-Methyltetrahydrofolic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,1.6375309974413312,3.111329086666349,8.437421796409653e-06,0.001991231543952678
Uridine | row_1,Uridine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.366349897224989,1.2890872352570715,0.46898155231170774,0.6114897588152653
Uridine | row_2,Uridine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.5868025180151797,1.5019143247073514,0.3508753939872326,0.5111518085246105
Guanosine | row_3,Guanosine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.7901030446101878,1.7291979663098966,0.4325446900315422,0.5767262533753896
5-Methyltetrahydrofolic acid | row_4,5-Methyltetrahydrofolic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,1.23157118443374,2.3482258701096117,0.0014919145667695692,0.019948310606644537
Trimethyl N-Oxide,Trimethyl N-Oxide,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.6331183002777436,0.6447812514173651,0.0012279331908046163,0.017151671565701368
Adenosine,Adenosine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.8303564906601757,1.7781246835439082,0.13529913259763476,0.29714510776449504
Guanosine | row_7,Guanosine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,1.1820588982431772,2.269003600396123,0.19020319119361054,0.34281054314165477
Galactarate;D-Saccharic acid,Galactarate;D-Saccharic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.49045223574762886,0.7118019371650933,0.007491816046327862,0.05553858431978855
Isovalerylcarnitine | row_9,Isovalerylcarnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.6903777214347215,1.6137059580636417,0.0012133009765822374,0.017151671565701368
Phenol sulfate,Phenol sulfate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.6496074496568731,1.5687412907986302,0.01819358135564282,0.09135500425386608
Isovalerylcarnitine | row_11,Isovalerylcarnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.7312199069529832,1.6600421886149204,0.004807813718421443,0.04168767454810064
Propionylcarnitine | row_12,Propionylcarnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.13747926236837316,0.9091061971360251,0.38142906631151696,0.5295132920559883
Myristoyl-L-carnitine | row_13,Myristoyl-L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.21553823368039815,0.8612247981920422,0.4191510024126347,0.5620433895987601
N-Alpha-Acetyl-L-Asparagine,N-Alpha-Acetyl-L-Asparagine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.14820794965464046,0.902370650637994,0.17116064824547939,0.32707621850958
dAMP | row_15,dAMP,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-1.66828427429558,0.3146272918709348,0.0011229487750867902,0.017151671565701368
Xanthosine 5'-monophosphate | row_16,Xanthosine 5'-monophosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.4649204239250082,0.7245110387059556,0.22076466054699226,0.37082177857003684
L-Sorbose;Myo-inositol;Mannose;Allose;D-Psicose;chiro-Inositol,L-Sorbose;Myo-inositol;Mannose;Allose;D-Psicose;chiro-Inositol,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.03684785351232733,0.9747824259369731,0.8166559628184342,0.8840862716750022
Lauroylcarnitine;Lauroyl-L-carnitine,Lauroylcarnitine;Lauroyl-L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.6987918010967853,0.6160879394879796,0.055350231790045876,0.1694895200846056
Inosine | row_19,Inosine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.5012114836374373,1.4154016278355048,0.36504058536389217,0.5189733623245696
Decanoyl-L-carnitine | row_20,Decanoyl-L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.6170385412826747,0.6520079491467694,0.10782144028684115,0.2536351438520672
Inosine | row_21,Inosine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.4851308382365218,1.3997128000097028,0.40217259369904573,0.5490383813998551
Beta-Alanine | row_22,Beta-Alanine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.27777671059326536,0.8248612044980547,0.025458721824018173,0.10987922454689886
Myristoyl-L-carnitine | row_23,Myristoyl-L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.2323565165958179,0.8512433238046239,0.4125994143805583,0.5548345401356796
Beta-Alanine | row_24,Beta-Alanine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.32073255089032315,0.8006632251260074,0.01718157472938733,0.09135500425386608
Arachidonic acid,Arachidonic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,1.7576953105559916,3.38157490363286,0.02882691748666969,0.11501107551303243
Hexanoyl-L-carnitine,Hexanoyl-L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.023417047645427402,1.016363906334128,0.870552253756417,0.9178535692472215
Decanoyl-L-carnitine | row_27,Decanoyl-L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.47614316619378627,0.7188969229723887,0.06135354707183629,0.17657850132869954
Glucose 6-phosphate | row_28,Glucose 6-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.18389338479900275,1.1359453152964818,0.34340128146375243,0.507289140199166
N-Acetyl-L-Methionine | row_29,N-Acetyl-L-Methionine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.9593333955301517,0.5142944907823567,0.0026028268834893497,0.028740093929804894
2-Oxo-4-methylthiobutanoic acid,2-Oxo-4-methylthiobutanoic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.335627775268474,0.7924392390448477,0.035177707695828876,0.12971779712836898
Urocanate,Urocanate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.48078647041405986,1.3955042038449077,0.3271702726001391,0.4903214803198014
Glucose 6-phosphate | row_32,Glucose 6-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.20414362542603826,1.1520023225721718,0.3847213740336642,0.5305741045396716
Phosphocholine | row_33,Phosphocholine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.09123010891893557,0.9387220098253746,0.3485058664627691,0.5092717305585976
N-Acetyl-D-Glucosamine;N-Acetyl-D-Galactosamine,N-Acetyl-D-Glucosamine;N-Acetyl-D-Galactosamine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.35704012170978316,1.2807954800770045,0.325027496485954,0.4901373109947933
N-Acetyl-Glucosamine-6-phosphate | row_35,N-Acetyl-Glucosamine-6-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.13827045276605432,0.9086077696238252,0.5402694257781906,0.6562054938285388
2'-Deoxycytidine 5'-monophosphate,2'-Deoxycytidine 5'-monophosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.635749651168819,0.6436062980521614,0.09646500766791222,0.23591442289769204
1-Oleoyl-rac-Glycerol,1-Oleoyl-rac-Glycerol,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.20770425169592244,1.1548490195827834,0.34607437106807515,0.507289140199166
Octanoyl-L-carnitine,Octanoyl-L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.2783581751106752,0.8245288190202229,0.22810617684144713,0.38044563770022277
Palmitoylcarnitine,Palmitoylcarnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.15365769481840275,0.8989683976271137,0.555416338749678,0.6721961843329436
Phosphocholine | row_40,Phosphocholine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.6583636183021682,0.633596548582715,0.344721897688709,0.507289140199166
N-Acetylglycine,N-Acetylglycine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.5119762580367784,0.7012611656532433,0.006489031595813947,0.05104704855373639
Deoxycarnitine | row_42,Deoxycarnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.11524391532916667,1.0831581587540526,0.2668506338588364,0.42841326252166934
5'-Deoxyadenosine;2'-Deoxyadenosine,5'-Deoxyadenosine;2'-Deoxyadenosine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.37743122611356483,1.2990268279361539,0.02560744639864168,0.10987922454689886
7-Ketodeoxycholate,7-Ketodeoxycholate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.7102802647125621,1.6361219269725997,0.007569394753097838,0.05553858431978855
O-Acetyl-L-carnitine,O-Acetyl-L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.04700830497476716,1.0331203348963802,0.6103456033288214,0.7238269466613159
dAMP | row_46,dAMP,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-1.6513073138542378,0.3183515483572551,0.0005086538814312362,0.012636033265028606
4-Aminobutanoate,4-Aminobutanoate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.1624423584331467,0.8935111524070867,0.0739284197342549,0.19939550922610463
Hypotaurine | row_48,Hypotaurine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.054036149238157805,0.9632377581172861,0.5094444013248426,0.6430979097869711
L-carnitine | row_49,L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.1185608620367482,1.0856513476050285,0.1692475660993501,0.3259902133986669
Xanthosine | row_50,Xanthosine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.34018669103317833,1.2659203989947083,0.4682258982020423,0.6114897588152653
Deoxycytidine | row_51,Deoxycytidine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.04826710860366035,0.9670972592587422,0.9147127218242574,0.9468079050461612
Orotate,Orotate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-1.898850974505752,0.2681568524653329,6.866918069536872e-05,0.006101203461828996
(R)-3-hydroxybutyrylcarnitine,(R)-3-hydroxybutyrylcarnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.4341150961572744,1.3510818676248748,0.0010854213357376111,0.017151671565701368
L-carnitine | row_54,L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.02308086570657686,1.016127097187426,0.8827320760312618,0.9238348999706332
Glycine | row_55,Glycine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.10398362876819078,1.0747369770223443,0.1894687353074836,0.34281054314165477
Hypotaurine | row_56,Hypotaurine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.06954485121865162,0.9529385885462186,0.4890032817782526,0.623977327333809
Eicosapentaenoic acid,Eicosapentaenoic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,1.4781452919320976,2.785903511912656,0.033670639847820774,0.12790321613368974
Tartaric acid;Meso-Tartrate,Tartaric acid;Meso-Tartrate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.04849979729442211,0.966941291128111,0.7515902701995744,0.8386539185205651
Cytidine 5'-Diphosphocholine (Citicoline) | row_59,Cytidine 5'-Diphosphocholine (Citicoline),Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.5057666914088799,1.4198777213375153,0.023143814030157927,0.10360912777865439
Aspartate | row_60,Aspartate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.28766110476141193,0.8192291156839219,0.02055570749920016,0.09419702854002403
Deoxycarnitine | row_61,Deoxycarnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.13128907703968373,1.0952719116554206,0.23465704046374208,0.38726616468142044
Cytidine | row_62,Cytidine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.03876292561600536,1.0272326230006679,0.8479446695864592,0.9074482584776744
Pseudouridine | row_63,Pseudouridine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.33332423179895443,1.2599131014523723,0.058026956367048424,0.17225612204557772
Butyryl-L-carnitine;Isobutyryl-L-carnitine,Butyryl-L-carnitine;Isobutyryl-L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.17045690648872025,1.125414851014345,0.1901021400056141,0.34281054314165477
Aspartate | row_65,Aspartate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.2047146967264517,0.8677102661036621,0.050654112921574894,0.1626444986325398
Oleoyl-L-carnitine,Oleoyl-L-carnitine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.05539233343915129,1.0391416540639606,0.8516940222576479,0.9074482584776744
Riboflavin,Riboflavin,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.5206481922593351,1.434599658304134,0.17915183520979452,0.33959705308844584
Proline betaine,Proline betaine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.18306929466053745,0.8808270657550474,0.12676076481794216,0.28903903861868935
D-Glucuronic acid;D-(+)-Galacturonic acid,D-Glucuronic acid;D-(+)-Galacturonic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.237714686418542,1.179123380686138,0.016340428751566067,0.09058081644692098
6-Oxopiperidine-2-carboxylic acid | row_70,6-Oxopiperidine-2-carboxylic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.5875677395353875,0.6654638770414766,0.0012210120791462666,0.017151671565701368
Succinic acid,Succinic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.1865091013439759,1.1380067393028486,0.2751595282704098,0.4372905634465772
D-Pantothenic acid | row_72,D-Pantothenic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.2653612336198492,0.831990388165376,0.013797031172833473,0.08039751498243704
Docosahexaenoic acid | row_73,Docosahexaenoic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,1.1651695641683517,2.2425957194030093,0.032087710420996805,0.12414261736647945
4-Guanidinobutanoate | row_74,4-Guanidinobutanoate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.5855780628561185,0.6663822772363946,0.001008719385330756,0.017151671565701368
Cytidine 5'-Diphosphocholine (Citicoline) | row_75,Cytidine 5'-Diphosphocholine (Citicoline),Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.5575942277553771,1.471812842033188,0.01802069120780549,0.09135500425386608
4-Hydroxyphenyl-2-propionic acid;Desaminotyrosine,4-Hydroxyphenyl-2-propionic acid;Desaminotyrosine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.230868257465616,0.8521219047093707,0.03480472576573645,0.12971779712836898
Chenodeoxycholic acid (CDCA);Deoxycholate (DCA),Chenodeoxycholic acid (CDCA);Deoxycholate (DCA),Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.242398937566092,1.1829580694836876,0.3402102904875495,0.5065591706943955
L-Valine | row_78,L-Valine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.5529491326540459,1.4670816160739841,0.35694568235215857,0.5136535428970086
