Feature_ID,Metabolite,comparison,group_a,group_b,log2FC,fold_change,p_value,FDR_BH
N-Acetyl-b-glucosaminylamine,N-Acetyl-b-glucosaminylamine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.20574175235709724,1.1532791454337425,0.28915744552147427,0.4511166406066239
Gamma-linolenic acid,Gamma-linolenic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.7375100612396359,1.6672957783993605,0.028206859098473983,0.11477273702137689
Uridine 5'-diphosphate | row_367,Uridine 5'-diphosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.03077178428903693,1.0215584725839535,0.8234389737168953,0.8893894636026879
PE(16:0/16:0),PE(16:0/16:0),Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.24677219232279413,0.8427798975238022,0.0414071506495403,0.1396012507613073
Cytidine 5'-diphosphate | row_369,Cytidine 5'-diphosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.23510199579955682,1.176989945231305,0.20408388408752542,0.3528483270670769
Hydroxyoctanoic acid,Hydroxyoctanoic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.30988966706415155,1.2396128944838467,0.01068653580035094,0.07095567676905186
Dipalmitoyl-Phosphatidylcholine,Dipalmitoyl-Phosphatidylcholine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.18804767759973728,0.8777927881906419,0.21666135519086946,0.36522914160746567
Caprylic acid,Caprylic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.022220713584658824,0.98471578265894,0.9089599078925905,0.9449979659147637
Allantoin,Allantoin,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.4968457979803702,0.7086544385199215,0.18573253548941954,0.34281054314165477
Cytidine 5'-triphosphate (CTP),Cytidine 5'-triphosphate (CTP),Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.13099366634159537,0.9132022591049069,0.5310694999374344,0.6542204066607924
5-Hydroxyindoleacetate | row_375,5-Hydroxyindoleacetate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.21692702689379217,1.1622553178755655,0.14851792007184983,0.30925129439582455
Nonanoate,Nonanoate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.543262172161544,1.457263909510527,0.023675943485237928,0.10443967593488132
2-Keto-3-deoxy-6-phosphogluconic acid | row_377,2-Keto-3-deoxy-6-phosphogluconic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-2.7817369052132843,0.14541652142827688,0.02771948538320972,0.11476839562171041
Stearoylethanolamide,Stearoylethanolamide,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.2591275756510534,1.1967547860250998,0.16946460054666765,0.3259902133986669
DHAP;Dihydroxyacetone phosphate (DHAP),DHAP;Dihydroxyacetone phosphate (DHAP),Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.6846790476197668,1.6073443602488138,0.04064593753734696,0.1396012507613073
Threitol;Erythritol,Threitol;Erythritol,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.05814496960770654,0.9604983431640943,0.7440770397675004,0.8322378264698109
Acetyl-CoA | row_381,Acetyl-CoA,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.40133451799398756,1.3207290432272258,0.07779889609085819,0.2062981963757588
5-Hydroxyindoleacetate | row_382,5-Hydroxyindoleacetate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.6408605835975472,1.5592589972548185,0.07895844457974532,0.20820327285832288
Glycerol 2-phosphate,Glycerol 2-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.44933905342269753,1.3654145716175077,0.3780183201711875,0.5295132920559883
DL-Kynurenine | row_384,DL-Kynurenine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.22128224202712943,1.165769241402047,0.14415494388687594,0.3078784321927848
4-Hydroxy-3-Methoxyphenylglycol,4-Hydroxy-3-Methoxyphenylglycol,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.18342958677809662,1.1355801899599267,0.478592115309967,0.6188917217159025
Cytidine | row_386,Cytidine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.5509171390103198,0.6825860620526105,0.3186989629242526,0.48524487258144267
8-Hydroxyoctanoate,8-Hydroxyoctanoate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.2575756122050805,1.1954680823271415,0.04848159659719448,0.15673502461558764
Diethyl 2-Methyl-3-Oxosuccinate,Diethyl 2-Methyl-3-Oxosuccinate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.08938090110876473,1.063913530829294,0.5029537561011455,0.6381563787089802
L-Serine | row_389,L-Serine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.5403065863136867,1.4542815330374015,0.0004193947791303544,0.011589493170840315
Adenosine 5'-monophosphate | row_390,Adenosine 5'-monophosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.6028621281379678,0.6584463827758193,0.037754949063412084,0.13603309891550003
Hydrocinnamic acid | row_391,Hydrocinnamic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.2178155250326128,1.1629713248696156,0.16268659219920617,0.32266219953357134
3-Methoxy-L-tyrosine,3-Methoxy-L-tyrosine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.973015188604764,0.509440234924631,0.16599744446272746,0.3243676565502841
GTP | row_393,GTP,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.18095345317231093,0.8821198252777741,0.6088076017456701,0.7238216323021569
Sphingomyelin,Sphingomyelin,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.19337556631738373,1.1434359590482785,0.06302551102079038,0.17897276140113982
1-Methylnicotinamide,1-Methylnicotinamide,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.4043384958800047,1.3234819286918098,0.01205986010007144,0.07392537619784051
Omega-hydroxydodecanoic acid;3-Hydroxydodecanoic acid,Omega-hydroxydodecanoic acid;3-Hydroxydodecanoic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.24590638673327447,1.1858375505579715,0.0875972045274766,0.22258209617580826
Propionate,Propionate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.01941138113472718,1.0135458692044652,0.8504930436923538,0.9074482584776744
10-Hydroxydecanoate;(R)-3-Hydroxydecanoic acid,10-Hydroxydecanoate;(R)-3-Hydroxydecanoic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.4028810431716181,1.322145583675688,0.06359687945115004,0.17897276140113982
Ribose 1-phosphate,Ribose 1-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.356057877276843,1.279923760119024,0.147078632935116,0.30925129439582455
NADP | row_400,NADP,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.3440563336814293,1.269320448883566,0.04083175848488905,0.1396012507613073
17-Methyloctadecanoic acid,17-Methyloctadecanoic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.0398092645043171,1.0279779110033935,0.7835310793555297,0.8620668285683217
Arachidic acid,Arachidic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.014443809708758693,1.010061970575319,0.9564065140225502,0.9649814749739029
L-Methionine | row_403,L-Methionine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.4069931371077935,0.7541936260295992,0.08865558068019481,0.22258209617580826
N-Acetyl-Glucosamine-6-phosphate | row_404,N-Acetyl-Glucosamine-6-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.7039530048957392,1.628962062612342,0.019193703311638,0.0929232053494912
NADP | row_405,NADP,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.12812568968393734,1.0928729476294539,0.46123703658693826,0.6047330035250968
2-Hydroxymyristic acid;3-Hydroxytetradecanoic acid,2-Hydroxymyristic acid;3-Hydroxytetradecanoic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.1968187366057954,1.146168169578732,0.04121967998605894,0.1396012507613073
6-Oxopiperidine-2-carboxylic acid | row_407,6-Oxopiperidine-2-carboxylic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.21541015987586576,0.861301255952956,0.32722725911173184,0.4903214803198014
Xylulose 5-phosphate;Ribose 1-phosphate,Xylulose 5-phosphate;Ribose 1-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.17711669459945512,1.1306220155205857,0.21506294742200674,0.36383409026231966
3-Hydroxy-3-methylglutarate,3-Hydroxy-3-methylglutarate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.15639739208014092,0.8972628644922862,0.06340763126031715,0.17897276140113982
2-Methylpropanoate,2-Methylpropanoate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.18732710652335172,1.1386521697911487,0.5205682189446229,0.6498628293477854
N-Methyl-L-Glutamate | row_411,N-Methyl-L-Glutamate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.09622607383348836,1.0689734888413185,0.6607294883787268,0.7595946497470093
4-Hydroxycyclohexylcarboxylic acid,4-Hydroxycyclohexylcarboxylic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.03909230391869656,1.0274671748324236,0.8149426583654314,0.8840862716750022
13-Methylmyristic acid,13-Methylmyristic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.6193818223624703,1.5362167896488934,0.0026791612985411343,0.028740093929804894
Guanosine diphosphate mannose | row_414,Guanosine diphosphate mannose,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.03149032221138626,0.9784090664378811,0.7931120715539015,0.8685589275485882
Sn-glycerol 3-phosphate | row_415,Sn-glycerol 3-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.1617556544541543,0.8939365532692807,0.37839350119537585,0.5295132920559883
Retinoate | row_416,Retinoate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.17318533518050216,1.1275452524440812,0.11356994087122806,0.26406409897152533
Xylitol;Ribitol;L-Arabitol,Xylitol;Ribitol;L-Arabitol,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.5185010129239487,0.6980967920843377,0.03387267376421868,0.12790321613368974
Phenylalanylalanine,Phenylalanylalanine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.23071637053206828,1.173417465289807,0.30301331820518235,0.46739309213348385
6-Hydroxydopamine,6-Hydroxydopamine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.7539495249421506,1.6864032178789925,0.08297978785911786,0.21520032895331664
Anandamide,Anandamide,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.11952596943934424,1.0863778495057077,0.5646954165356133,0.6799393790939017
Hypoxanthine | row_421,Hypoxanthine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,5.603249997578473,48.61231713529447,0.0028649846530008237,0.02939723383079106
"12,13-DiHOME | row_422","12,13-DiHOME",Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.06311816926152503,1.044721331115914,0.5798614500541605,0.6964239298360401
Homogentisate,Homogentisate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.06857483362143668,1.0486802329503928,0.7859828020557714,0.8627532152798235
Decanoate,Decanoate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.03407927545202227,1.0239031619068486,0.8577691885527685,0.9117616410355683
D-(-)-3-Phosphoglyceric acid,D-(-)-3-Phosphoglyceric acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.685661088859927,1.608438850602293,0.01813878634251108,0.09135500425386608
Ethyl 3-Ureidopropionate,Ethyl 3-Ureidopropionate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.3415387558581635,0.7891991154324938,0.1902889031845626,0.34281054314165477
Pimelic acid,Pimelic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.05509815309241617,0.9625289556600388,0.8506720926040836,0.9074482584776744
Adenosine 5'-monophosphate | row_428,Adenosine 5'-monophosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.23980475253127054,0.8468599145908959,0.4861263936616448,0.6235099396964574
Thymidine 5'-monophosphate | row_429,Thymidine 5'-monophosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,1.6101660111165188,3.0528696918449336,0.08527082512275481,0.21993349430568454
Stearidonic acid,Stearidonic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.43302857227577185,1.3500647226095286,0.19452811568592568,0.34648026642927143
Lignoceric acid,Lignoceric acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.22610586266867472,0.8549394414931171,0.410761360617691,0.5548345401356796
Phosphoenolpyruvic acid | row_432,Phosphoenolpyruvic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.6999001953439326,1.6243924144693074,0.011981082085150752,0.07392537619784051
N-Methyl-L-Glutamate | row_433,N-Methyl-L-Glutamate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-1.2378365319886058,0.42400802283776917,0.00522203730553854,0.04401431443239627
2-Phospho-D-glyceric acid,2-Phospho-D-glyceric acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.685661088859927,1.608438850602293,0.01813878634251108,0.09135500425386608
Phosphoenolpyruvic acid | row_435,Phosphoenolpyruvic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.5360044309464662,1.4499512861045711,0.0280131549349521,0.11477273702137689
Lauric acid,Lauric acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.08875785861644303,1.0634541681729095,0.5187432984561273,0.6494611057593955
Rac-glycerol 1-myristate,Rac-glycerol 1-myristate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.22028443964608257,1.1649632462793162,0.4428282480496026,0.5854760030235642
Folic acid | row_438,Folic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.30673065400898025,1.2369015320485497,0.14886980302597444,0.30925129439582455
Palmitate,Palmitate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.16605259501892888,1.1219843829475222,0.447258917950245,0.5880395801462832
"1,2,3-Propanetricarboxylic acid","1,2,3-Propanetricarboxylic acid",Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.21880640635528792,1.1637703588723447,0.10729029612095509,0.2536351438520672
3-Hydroxyanthranilate | row_441,3-Hydroxyanthranilate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.4556305025782308,1.3713820106016947,0.05229245625591039,0.163193276192155
Formyl-l-methionyl peptide | row_442,Formyl-l-methionyl peptide,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.39661505593585034,1.3164156253691206,0.18843894348001813,0.34281054314165477
Guanidinoacetate,Guanidinoacetate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-1.6146425349876115,0.32654584692910604,4.6306315811204824e-05,0.005464145265722169
Hypoxanthine | row_444,Hypoxanthine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,6.406430403413758,84.82575162997546,0.005356786604783953,0.04435795223610571
Formyl-l-methionyl peptide | row_445,Formyl-l-methionyl peptide,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.25295763033163254,1.1916475772581638,0.20661456002208728,0.3533408417769029
Thymidine 5'-monophosphate | row_446,Thymidine 5'-monophosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.5640195113700877,1.4783824251538764,0.20308312895231778,0.3528483270670769
Sn-glycerol 3-phosphate | row_447,Sn-glycerol 3-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.30046836543102984,1.2315441645586034,0.2933639224347271,0.45548609009602364
"Fructose 1,6-bisphosphate | row_448","Fructose 1,6-bisphosphate",Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.7824665556668666,1.7200691387117795,0.04014517489232643,0.1396012507613073
Alpha-D-Galactose 1-phosphate;Alpha-D-Glucose 1-phosphate;D-Fructose 6-phosphate,Alpha-D-Galactose 1-phosphate;Alpha-D-Glucose 1-phosphate;D-Fructose 6-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.2831358696950481,1.2168369521385232,0.058601390506543546,0.1727325446777405
"Fructose 1,6-bisphosphate | row_450","Fructose 1,6-bisphosphate",Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.9413202197494499,1.9202847000504786,0.045814959514579534,0.14913559235090718
Hexadecanedioic acid | row_451,Hexadecanedioic acid,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.030845993863344745,1.0216110210207432,0.8711830487770238,0.9178535692472215
D-Sedoheptulose | row_452,D-Sedoheptulose,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.32378979649462813,1.251614082734157,0.0024261331568974464,0.028740093929804894
L-Glutamine | row_453,L-Glutamine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.3862105841320016,1.3069560108470868,0.005848053532962031,0.04678442826369625
1-Methyladenosine,1-Methyladenosine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-2.1351043892591317,0.22765098563220784,0.012238072754737903,0.07405603000302936
D-Mannose 6-phosphate | row_455,D-Mannose 6-phosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.007712017801306814,1.0053598764117582,0.955069260425924,0.9649814749739029
L-Glutamine | row_456,L-Glutamine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.5154074315886064,1.4293977590478195,0.011465968452163904,0.07313428526245085
2-Deoxy-D-Glucose | row_457,2-Deoxy-D-Glucose,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.11705112187693345,0.9220704437815145,0.4035550916111565,0.5490383813998551
Ribothymidine,Ribothymidine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.019696834199638857,0.9864399717506774,0.943354066965852,0.9623926195733319
D-Tryptophan | row_459,D-Tryptophan,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.5787645754620883,0.6695368771836416,0.00035637343551189667,0.011139603013708433
D-Sedoheptulose | row_460,D-Sedoheptulose,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.013528783428480295,1.009421544021499,0.9460808802585297,0.9623926195733319
Guanine | row_461,Guanine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,3.040441404635704,8.227427478573297,0.024996968082596664,0.10924600865727431
3-Hydroxyanthranilate | row_462,3-Hydroxyanthranilate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.59635141027284,1.5118881477325083,0.019687119777434575,0.0929232053494912
D-Tryptophan | row_463,D-Tryptophan,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.5193333670538394,0.697694145549121,0.007387643081431809,0.05553858431978855
S-(5'-adenosyl)-L-homocysteine | row_464,S-(5'-adenosyl)-L-homocysteine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.3181203841902338,0.8021142319703622,0.4120982893764934,0.5548345401356796
2-Deoxy-D-Glucose | row_465,2-Deoxy-D-Glucose,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.10658335104810135,1.076675388463376,0.5352516868696688,0.6542204066607924
Galactitol,Galactitol,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,0.016981153672411153,1.0118399829927622,0.9456553839229411,0.9623926195733319
Galactitol;Mannitol;D-Sorbitol,Galactitol;Mannitol;D-Sorbitol,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.1327395495615029,0.9120978121197792,0.13549800609863566,0.29714510776449504
S-(5'-adenosyl)-L-homocysteine | row_468,S-(5'-adenosyl)-L-homocysteine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.49916317175269853,0.7075170540154756,0.20261963337000313,0.3528483270670769
Guanosine 5'-monophosphate | row_469,Guanosine 5'-monophosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.6136535828045169,0.6535395347805271,0.03955548060242711,0.13932975256974325
Guanosine 5'-monophosphate | row_470,Guanosine 5'-monophosphate,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,-0.554823630013928,0.6807402739056468,0.0728587150744619,0.19763973284566674
Guanine | row_471,Guanine,Gem_response_4N_G_vs_4N_C,4N_C,4N_G,2.1982984830210874,4.589377507229179,0.08020728958825292,0.21032133714252987
5-Methyltetrahydrofolic acid | row_0,5-Methyltetrahydrofolic acid,Baseline_4N_C_vs_2N_C,2N_C,4N_C,1.4180027131671125,2.6721531820912383,0.010722954315760222,0.06573031736414058
Uridine | row_1,Uridine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.49906043684503487,1.4132928477819242,0.391152486910623,0.5824100120561958
Uridine | row_2,Uridine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.9375774482107886,1.9153093782078523,0.25387812749387045,0.4584219794974595
Guanosine | row_3,Guanosine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,-0.1311529811104144,0.9131014210414029,0.9023895826149365,0.9402381523051877
5-Methyltetrahydrofolic acid | row_4,5-Methyltetrahydrofolic acid,Baseline_4N_C_vs_2N_C,2N_C,4N_C,1.3593992904547463,2.5657832315275138,0.008475302129171917,0.056592502171419166
Trimethyl N-Oxide,Trimethyl N-Oxide,Baseline_4N_C_vs_2N_C,2N_C,4N_C,2.282720139069852,4.865945423456107,2.0778810743411052e-05,0.0017896943865177626
Adenosine,Adenosine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,-0.603410496551593,0.658196154851513,0.12381023436257786,0.29968425958531664
Guanosine | row_7,Guanosine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,-0.22317017749036694,0.8566808964023709,0.8428840734439623,0.9096556975801616
Galactarate;D-Saccharic acid,Galactarate;D-Saccharic acid,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.9507137640284178,1.9328286758084752,0.008466908271707142,0.056592502171419166
Isovalerylcarnitine | row_9,Isovalerylcarnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.9304352167805483,1.9058508460370678,0.003428506753679686,0.041097475296688606
Phenol sulfate,Phenol sulfate,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.3100994390703562,1.2397931508667523,0.06867628548000478,0.20646628500995065
Isovalerylcarnitine | row_11,Isovalerylcarnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.8319255244840349,1.7800595730186566,0.002603027959303677,0.038210325594707224
Propionylcarnitine | row_12,Propionylcarnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.9788735736275633,1.9709259499631515,0.0019954112098925793,0.0362243881180499
Myristoyl-L-carnitine | row_13,Myristoyl-L-carnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.3912651255579682,1.3115430156852408,0.16964268659319764,0.3542579877372343
N-Alpha-Acetyl-L-Asparagine,N-Alpha-Acetyl-L-Asparagine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.6621848422484078,1.5824773409426267,0.0061397955387110575,0.0499652326598555
dAMP | row_15,dAMP,Baseline_4N_C_vs_2N_C,2N_C,4N_C,-1.241758681428287,0.42285686874071965,0.007295943274800714,0.05349928066570836
Xanthosine 5'-monophosphate | row_16,Xanthosine 5'-monophosphate,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.6024872727694586,1.5183319856606408,0.09674873642402003,0.2549090560253539
L-Sorbose;Myo-inositol;Mannose;Allose;D-Psicose;chiro-Inositol,L-Sorbose;Myo-inositol;Mannose;Allose;D-Psicose;chiro-Inositol,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.2527987727743586,1.1915163701796887,0.14236666860897804,0.3163587846798503
Lauroylcarnitine;Lauroyl-L-carnitine,Lauroylcarnitine;Lauroyl-L-carnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.6217582225599472,1.5387493236285283,0.07184850638856836,0.2132861321723539
Inosine | row_19,Inosine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.3572238195953972,1.2809585737278364,0.6883206492296094,0.8183236719760745
Decanoyl-L-carnitine | row_20,Decanoyl-L-carnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.6732369835123748,1.5946468753656375,0.045268676781693114,0.15371809669754785
Inosine | row_21,Inosine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.4084488946210314,1.3272580527524604,0.62801326124831,0.7746806089937355
Beta-Alanine | row_22,Beta-Alanine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.15181582044019848,1.110966889632616,0.21576873575128536,0.4123192035409177
Myristoyl-L-carnitine | row_23,Myristoyl-L-carnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.4948143636384259,1.4091394248270532,0.1257149269390855,0.3027420689553488
Beta-Alanine | row_24,Beta-Alanine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,-0.0307701851182145,0.9788975719930503,0.7466587167500398,0.8471704670817759
Arachidonic acid,Arachidonic acid,Baseline_4N_C_vs_2N_C,2N_C,4N_C,-0.3482730790616664,0.7855238155191582,0.23274818611832707,0.4314210079525798
Hexanoyl-L-carnitine,Hexanoyl-L-carnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.5085304155229018,1.4226003420377495,0.03985362495018164,0.14242685187349707
Decanoyl-L-carnitine | row_27,Decanoyl-L-carnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.7550113414463375,1.6876448592761633,0.03502079680912811,0.13118901661832116
Glucose 6-phosphate | row_28,Glucose 6-phosphate,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.8614047853006319,1.8168065158609024,0.028554116196659304,0.11519267388737771
N-Acetyl-L-Methionine | row_29,N-Acetyl-L-Methionine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.5541027337594926,1.4682551861991888,0.00392073858859128,0.04513630765402644
2-Oxo-4-methylthiobutanoic acid,2-Oxo-4-methylthiobutanoic acid,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.4984109009781328,1.4126566927035564,0.024214265363213597,0.10283648253843303
Urocanate,Urocanate,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.18376140666217466,1.1358414034614421,0.8123256529066616,0.8958357667568791
Glucose 6-phosphate | row_32,Glucose 6-phosphate,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.9252187129310165,1.8989721047290906,0.013727202392690827,0.07611925933428675
Phosphocholine | row_33,Phosphocholine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,1.0181932462923413,2.025380892500287,2.275035237098851e-05,0.0017896943865177626
N-Acetyl-D-Glucosamine;N-Acetyl-D-Galactosamine,N-Acetyl-D-Glucosamine;N-Acetyl-D-Galactosamine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.3223072478241029,1.2503285541579476,0.5716196042988088,0.7233363357346856
N-Acetyl-Glucosamine-6-phosphate | row_35,N-Acetyl-Glucosamine-6-phosphate,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.778431292523333,1.7152647736547864,0.013640919482920046,0.07611925933428675
2'-Deoxycytidine 5'-monophosphate,2'-Deoxycytidine 5'-monophosphate,Baseline_4N_C_vs_2N_C,2N_C,4N_C,-0.15559801512408455,0.8977601629394079,0.45129342380206644,0.6302085681496312
1-Oleoyl-rac-Glycerol,1-Oleoyl-rac-Glycerol,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.7490864114396132,1.6807281700870071,0.006082194208022367,0.0499652326598555
Octanoyl-L-carnitine,Octanoyl-L-carnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.599931345309205,1.515644438601673,0.012393798547307868,0.07404902423201663
Palmitoylcarnitine,Palmitoylcarnitine,Baseline_4N_C_vs_2N_C,2N_C,4N_C,0.362196914187912,1.2853817679152038,0.09249159431878129,0.2466442515167501
