Feature_ID,Metabolite,p_ploidy,p_treatment,p_interaction,F_ploidy,F_treatment,F_interaction,FDR_ploidy,FDR_treatment,FDR_interaction
Propionylcarnitine | row_12,Propionylcarnitine,4.6913246135391854e-08,0.0036251262467301795,0.04595989072012337,144.7866751253218,12.982438679499436,4.954013200552164,1.4762034783936637e-06,0.010968330695234901,0.16974329838571633
Myristoyl-L-carnitine | row_13,Myristoyl-L-carnitine,0.0002706366978412664,0.0016205446416117345,0.016688602615396658,25.8067426530709,16.373968879053354,7.721526982397736,0.001205099258312054,0.0057081870958264076,0.08752244927185802
N-Alpha-Acetyl-L-Asparagine,N-Alpha-Acetyl-L-Asparagine,1.8354366739655154e-08,3.361195469361305e-05,0.0007479462391036135,171.1766686126923,41.06567059327505,20.10106432971159,7.219384250931027e-07,0.0002783473360013332,0.012990094959935536
dAMP | row_15,dAMP,0.9776726054821095,5.2078138915021644e-08,0.00027508089214644697,0.0008165802146464603,142.09680710298704,25.707391791862822,0.9839263748135516,2.280122498039076e-06,0.006491909054656149
Xanthosine 5'-monophosphate | row_16,Xanthosine 5'-monophosphate,0.0009989517361466847,0.0030635043148098035,0.13820088513345602,18.64845763834295,13.65320377848101,2.5227378246480643,0.003772041755689881,0.009570531529420369,0.34882790258284085
L-Sorbose;Myo-inositol;Mannose;Allose;D-Psicose;chiro-Inositol,L-Sorbose;Myo-inositol;Mannose;Allose;D-Psicose;chiro-Inositol,1.3225692558338324e-06,3.8649902727335885e-05,7.458021317076676e-05,78.27153759101094,39.86897691715003,34.59783760500881,2.0716188226355837e-05,0.0003040459014550423,0.002514418615471565
Lauroylcarnitine;Lauroyl-L-carnitine,Lauroylcarnitine;Lauroyl-L-carnitine,0.0006281750562712413,0.00032663095140008356,0.1626166654328231,21.0121712027385,24.676112612497008,2.2133989525975517,0.0025341762953848363,0.001640104351711058,0.39361572350919233
Inosine | row_19,Inosine,0.1389347673549998,0.8258013137666861,0.421732937536646,2.512460404865039,0.05060363141357678,0.6919930652041637,0.21859070063853303,0.8838508392242083,0.6421224081203125
Decanoyl-L-carnitine | row_20,Decanoyl-L-carnitine,0.0012065401862373217,0.0019048147408660917,0.2701141621679888,17.738477124091727,15.655045162346525,1.336713577386144,0.004413402463960562,0.006468147897041693,0.5092568097981711
Inosine | row_21,Inosine,0.13493727835800565,0.7243516930053012,0.4941471825107705,2.5692848881831387,0.13034397203341935,0.4973073776930926,0.21444577570699888,0.8000949271636558,0.7192601134096207
Beta-Alanine | row_22,Beta-Alanine,5.379827032608728e-06,9.112102427442123e-07,6.348535565356025e-05,59.652096112817155,83.9930888620052,35.83622552850924,5.9529427737342994e-05,2.150456172876341e-05,0.002514418615471565
Myristoyl-L-carnitine | row_23,Myristoyl-L-carnitine,0.0008525181915316558,0.011715843132703904,0.11581201421144734,19.43531160164531,8.816898888247898,2.873593203790665,0.003325525507462327,0.030551811926167086,0.30368483726557305
Beta-Alanine | row_24,Beta-Alanine,1.3165688379820608e-06,6.002971888362091e-09,7.44943154114413e-07,78.33924948825252,208.49687118118774,87.23850497750296,2.0716188226355837e-05,5.666805462613814e-07,0.0003516131687420029
Arachidonic acid,Arachidonic acid,0.275517989237699,0.0009763947435012898,0.02816523965272845,1.3053743032044103,18.760530710328112,6.2257362154725016,0.3791384574932768,0.0038727589826269646,0.11869636710792704
Hexanoyl-L-carnitine,Hexanoyl-L-carnitine,6.726041705910603e-06,0.02468010106945647,0.016448332051513664,57.070485455356774,6.589647166107597,7.765061530653309,6.552914553885857e-05,0.057668354974175516,0.08752244927185802
Decanoyl-L-carnitine | row_27,Decanoyl-L-carnitine,0.0001030911813070675,0.001878719430753585,0.31745794855335724,32.20766437876294,15.715631846583982,1.088072466183672,0.0005289025823579985,0.006425765009534001,0.5549635248784616
Glucose 6-phosphate | row_28,Glucose 6-phosphate,3.510804900963611e-05,0.6650230501706136,0.464003224916651,40.68951858055621,0.19703508044056126,0.5721351099841797,0.00023339435397955275,0.7491429109320517,0.6887091891844632
N-Acetyl-L-Methionine | row_29,N-Acetyl-L-Methionine,2.2390728651704553e-05,3.9346048715560884e-07,0.04209917222282284,44.70982814509017,98.27219440722283,5.173070723639384,0.00016012763520612954,1.1607084371090461e-05,0.16024846200945467
2-Oxo-4-methylthiobutanoic acid,2-Oxo-4-methylthiobutanoic acid,2.278394381679214e-06,2.2777138354449956e-05,0.008841771687592358,70.53222388423077,44.55128930293082,9.739352804650768,2.987228189312747e-05,0.00022397519381875787,0.06048284400787816
Urocanate,Urocanate,0.17865795287897662,0.8691638507153534,0.3431491847869571,2.040593609865742,0.028319087768175176,0.974073070591314,0.2668561827812562,0.9136867205738236,0.5743489901398715
Glucose 6-phosphate | row_32,Glucose 6-phosphate,2.8623825504160997e-05,0.373905578638255,0.6808666611777223,42.477180697336784,0.8529918396823849,0.1776328810031763,0.00019580355997049262,0.4902317586590455,0.8285032041973338
Phosphocholine | row_33,Phosphocholine,3.447179507016614e-10,0.07341187849411013,0.7444998066843908,342.4504508332601,3.8483404931934593,0.11123332868638598,3.254137454623684e-08,0.1402850471628339,0.8549973449027553
N-Acetyl-D-Glucosamine;N-Acetyl-D-Galactosamine,N-Acetyl-D-Glucosamine;N-Acetyl-D-Galactosamine,0.05389951112816837,0.935433818598925,0.2997636666228229,4.56583467145876,0.006843487084199289,1.1745491139926063,0.1051263192251879,0.9612316413012719,0.5368999119047594
N-Acetyl-Glucosamine-6-phosphate | row_35,N-Acetyl-Glucosamine-6-phosphate,5.423231764207094e-06,0.04590371768374234,0.31864464046314944,59.55752695871946,4.957040430362981,1.082517859691013,5.9529427737342994e-05,0.09339032218416544,0.5549825472273304
2'-Deoxycytidine 5'-monophosphate,2'-Deoxycytidine 5'-monophosphate,0.034837560208367424,1.299882735622257e-05,0.006325256900867438,5.658786519117892,49.99218857464895,10.898718191160953,0.07340771615334564,0.00014800626759731242,0.04894297142966281
1-Oleoyl-rac-Glycerol,1-Oleoyl-rac-Glycerol,5.242751851005737e-05,0.6188881976880829,0.3722095683675371,37.351807304499346,0.2607204106583742,0.8592777059806035,0.0003167369033808815,0.712476169045793,0.5966585100222457
Octanoyl-L-carnitine,Octanoyl-L-carnitine,4.1675580220746466e-05,0.003082035577270966,0.1685347328133311,39.234695662246864,13.628833756658826,2.147208519387499,0.0002622783181892311,0.009570531529420369,0.39601259733462457
Palmitoylcarnitine,Palmitoylcarnitine,0.0005836850793749539,0.008543488833872896,0.06359800125645337,21.403809459556413,9.855016403411495,4.175857116288102,0.002416661030394546,0.023444922846441903,0.2056044972126438
Phosphocholine | row_40,Phosphocholine,0.005828714787253812,0.24767554357401136,0.3418133355144544,11.192220182521528,1.4765981428579416,0.9796930488006373,0.017087909189961486,0.35000855259560887,0.5743489901398715
N-Acetylglycine,N-Acetylglycine,1.5822673619048645e-06,5.313844804752083e-08,0.0005062828971446133,75.64243607521838,141.5830959723293,22.176286128233475,2.196559396526753e-05,2.280122498039076e-06,0.009190981825086826
Deoxycarnitine | row_42,Deoxycarnitine,3.4217059509268374e-06,0.03865146820321735,0.002747738717750404,65.18773431578984,5.390054541935484,14.097157027223789,4.141141561121711e-05,0.08108219107519372,0.029134167619838405
5'-Deoxyadenosine;2'-Deoxyadenosine,5'-Deoxyadenosine;2'-Deoxyadenosine,2.983962330569912e-06,0.480502900087852,0.0011582963125727202,66.9463630618025,0.5301702714538785,17.932682775597378,3.8065681622405365e-05,0.5906181480246514,0.01708487061044762
7-Ketodeoxycholate,7-Ketodeoxycholate,3.0516928733393607e-05,0.0008736651527539275,0.058361510034915944,41.90991037011053,19.312292068131708,4.37672045120524,0.00020577129088802546,0.003554913380171153,0.19961328069913278
O-Acetyl-L-carnitine,O-Acetyl-L-carnitine,1.6293303996330348e-05,0.00040536000915724447,0.0001451760847616158,47.73937181354429,23.42126214922528,29.81759223819306,0.0001220704680359988,0.001913299243222194,0.0042826945004676665
dAMP | row_46,dAMP,0.15290500865656925,3.6474663932887806e-08,0.00014216844045452005,2.328933582046763,151.46419160354307,29.95984078022456,0.23620635278770075,2.107985111155157e-06,0.0042826945004676665
4-Aminobutanoate,4-Aminobutanoate,3.7282841543320774e-06,2.93701376338018e-07,7.9408884711641e-06,64.10564439684978,103.73269036829173,55.21261948306779,4.3993753021118514e-05,9.241803308769634e-06,0.0007443830803880458
Hypotaurine | row_48,Hypotaurine,8.201293133957243e-05,3.405321589003538e-06,9.462496784593802e-06,33.88292866199138,65.24872191516991,53.306142724327444,0.0004582896157558471,5.3577059666989e-05,0.0007443830803880458
L-carnitine | row_49,L-carnitine,2.2748558694016537e-07,0.0789936796801678,0.0026459320431877296,108.72629483478256,3.6849116821060655,14.253195437210884,5.3686598517879025e-06,0.1479564159088857,0.02904371917173508
Xanthosine | row_50,Xanthosine,0.17358385888965208,0.7808356249515198,0.5986240554464313,2.09303802232328,0.0809718527722733,0.29232988072525334,0.2609286031717063,0.8485210427591406,0.787048897411464
Deoxycytidine | row_51,Deoxycytidine,0.1849771290223015,0.10430874870375781,0.14607514567161087,1.9778926752281412,3.0884233655005406,2.415894278915786,0.2736965670800198,0.18370794547826,0.3609815118167557
Orotate,Orotate,0.00016278779676535406,4.987154721262005e-14,2.516110235742962e-06,29.048376781933275,1532.0677792430158,69.19429477110133,0.0007607508918143278,2.3539370284356663e-11,0.0005753041022487849
(R)-3-hydroxybutyrylcarnitine,(R)-3-hydroxybutyrylcarnitine,1.0137389137583008e-05,0.036200674474605135,0.012128258950974701,52.572085905257595,5.558873673266784,8.706677223393957,9.028014477243735e-05,0.07696927218883393,0.07532287137973763
L-carnitine | row_54,L-carnitine,1.0829766285537029e-05,0.11187052765725428,0.07230350257890696,51.8760369900684,2.944113908335872,3.882591492180329,9.293908521406324e-05,0.19278911447026623,0.2256248735130847
Glycine | row_55,Glycine,7.330821799733346e-06,0.0035152555925288616,0.0002220045904901625,56.10063845828677,13.103626252306691,27.03702963494009,6.863433815283193e-05,0.010704520255958855,0.0055150614058608795
Hypotaurine | row_56,Hypotaurine,0.00011015196169695457,1.5951739584378014e-05,6.698310255696695e-05,31.734362405320756,47.94706222991066,35.420152302044144,0.0005429970990637624,0.00017111866099605506,0.002514418615471565
Eicosapentaenoic acid,Eicosapentaenoic acid,0.5339262738588296,0.002499323488965465,0.06115124429921157,0.41016121849049525,14.490714702017815,4.267124241575989,0.6316120332365103,0.008135728874425513,0.2018418692952997
Tartaric acid;Meso-Tartrate,Tartaric acid;Meso-Tartrate,0.011748227865068978,0.751058177954785,0.8747713618213995,8.808079371408494,0.10537775382862326,0.025921313470545507,0.030301440176571354,0.8206006018394874,0.9278473770330349
Cytidine 5'-Diphosphocholine (Citicoline) | row_59,Cytidine 5'-Diphosphocholine (Citicoline),2.4894600849292523e-05,0.0005299479975549376,0.46393191042370296,43.73489550697373,21.926205764070524,0.5723220023448332,0.00017537688956516522,0.0022948206866599133,0.6887091891844632
Aspartate | row_60,Aspartate,1.8457997892887122e-06,2.2205567232336555e-06,0.0025950141645241054,73.44530037578811,70.88250017778257,14.333900079415335,2.4891928586979204e-05,4.179640010950005e-05,0.02904371917173508
Deoxycarnitine | row_61,Deoxycarnitine,0.00010777856598929468,0.07819001300466985,0.004466016433158456,31.889403983799095,3.7075619185735045,12.177834791540537,0.000541185990924969,0.14703460612830346,0.038412439876960656
Cytidine | row_62,Cytidine,0.10773145338741906,0.07625273809456304,0.05519629153446047,3.021556452068705,3.7633455916237923,4.508983348927308,0.1809581708144548,0.14396516952253502,0.1915636000313628
Pseudouridine | row_63,Pseudouridine,0.00041000344386451734,0.15226960527088082,0.25558339066275426,23.356336430830893,2.3368151062827467,1.425406241137692,0.0017592875045822926,0.24037208591256104,0.4984932247637191
Butyryl-L-carnitine;Isobutyryl-L-carnitine,Butyryl-L-carnitine;Isobutyryl-L-carnitine,0.0010604727647675798,0.0886859645140273,0.0028390428913800374,18.357249304074674,3.4320641144392314,13.962873672395695,0.00397256464262141,0.1626714258316901,0.029134167619838405
Aspartate | row_65,Aspartate,4.4576776135420803e-07,2.6040851318789624e-06,0.0009908895728162955,96.0212909656138,68.7361216483683,18.688170932566106,8.766765973299423e-06,4.238373042230587e-05,0.015589995945643049
Oleoyl-L-carnitine,Oleoyl-L-carnitine,0.030566892664489136,0.3389657280558423,0.21550106936056043,6.004804571925557,0.9917806075165662,1.7098635615888487,0.06648651307667683,0.45068119335875373,0.4520733543919312
Riboflavin,Riboflavin,0.19766904838062524,0.6802635752572508,0.3350619413950329,1.8599253992328346,0.17834946842523372,1.0085934236703722,0.28667044190699803,0.7626708017135924,0.5730044794871577
Proline betaine,Proline betaine,0.00017395197028241563,9.386531926588114e-05,0.004643007588549708,28.609484640126926,32.88654077537704,12.031122719950714,0.0008049542154245115,0.0006069100094999438,0.03844736108413092
D-Glucuronic acid;D-(+)-Galacturonic acid,D-Glucuronic acid;D-(+)-Galacturonic acid,0.00011159050552793423,0.6845050035804874,0.005927728573212612,31.642276764989873,0.17334610339749615,11.131403110151794,0.0005429970990637624,0.7656074921563746,0.04663146477593922
6-Oxopiperidine-2-carboxylic acid | row_70,6-Oxopiperidine-2-carboxylic acid,5.8131191300122075e-06,5.821586622282835e-07,0.09890021736222429,58.74574790625522,91.36177995643882,3.1997927982655168,6.235891430376731e-05,1.5265493809541655e-05,0.26983180690734027
Succinic acid,Succinic acid,5.683774971998664e-05,0.4639326796219696,0.26613702691344093,36.706236824909254,0.5723199862642773,1.3603321727010562,0.00032716363253455723,0.5717394902913047,0.508266116836461
D-Pantothenic acid | row_72,D-Pantothenic acid,1.1685461666403792e-07,0.0003412254184453997,0.5858681245230781,122.79344933830751,24.41839693920782,0.31345354151849686,3.064187725856994e-06,0.0016776916406898818,0.7833704101271752
Docosahexaenoic acid | row_73,Docosahexaenoic acid,0.2737753614512405,0.0058894650083982265,0.2681319133310991,1.3153878725376935,11.154763175752112,1.3484255432625374,0.3789500604251775,0.01674594869857809,0.508266116836461
4-Guanidinobutanoate | row_74,4-Guanidinobutanoate,0.00038829207773064076,1.5166079530213525e-08,0.0003488492325182588,23.66760342848251,177.0662593633199,24.28884338941886,0.0016814115659528664,1.0226270768943977e-06,0.00748440171584628
Cytidine 5'-Diphosphocholine (Citicoline) | row_75,Cytidine 5'-Diphosphocholine (Citicoline),1.6921670917870718e-05,5.2498595471071084e-05,0.034054083272182685,47.37024231428267,37.34090645634832,5.718347730794359,0.00012303442798668673,0.00039966672681202497,0.1385648905557778
4-Hydroxyphenyl-2-propionic acid;Desaminotyrosine,4-Hydroxyphenyl-2-propionic acid;Desaminotyrosine,1.0102463716060961e-07,0.14989566218658293,0.11226240919324768,126.08099574986333,2.3666332199939317,2.936965686200286,2.8049193376357492e-06,0.23821802206083215,0.29602154826375926
Chenodeoxycholic acid (CDCA);Deoxycholate (DCA),Chenodeoxycholic acid (CDCA);Deoxycholate (DCA),0.05050504708485201,0.4052494405263997,0.01694624723714283,4.722790655392231,0.7441360086872224,7.675660222155373,0.10101009416970402,0.5183678480446088,0.08789701863660897
L-Valine | row_78,L-Valine,0.7899055335955498,0.9544765365789173,0.06171647513166198,0.074230420660611,0.0033978014335891956,4.24565337473566,0.8568665821556637,0.9667659340455986,0.20228769292144003
Coenzyme A,Coenzyme A,9.484788744236946e-06,0.2467497200948229,0.0033156407598368253,53.280931676667805,1.4827353852374954,13.335608029716697,8.609269783230458e-05,0.3497473510052745,0.030095816127749645
Trimethylacetic acid;Pentanoate,Trimethylacetic acid;Pentanoate,3.7255139041200254e-05,0.5603878294002556,0.631804360745222,40.181197280050235,0.3586589083548451,0.24176610378934493,0.000244228133714535,0.6679370087801026,0.8123843263638016
N-Acetylmuramate,N-Acetylmuramate,0.0064433898206883436,0.05404299662302236,0.022286687689577256,10.832868787824449,4.559463646838634,6.876896902398824,0.018320963827499388,0.10854593364283639,0.10519316589480465
Ectoine,Ectoine,0.0051689347036377245,0.0015134823318239787,0.0017566615308367236,11.631177846445578,16.684023597905288,16.012727374740894,0.015801409889657423,0.005482389954730415,0.021339701496177074
Nicotinamide,Nicotinamide,0.07057820175227059,0.633681892351949,0.34062799108352826,3.9371943030810974,0.23908568564452767,0.9847067325243923,0.1276356751995085,0.7242078769736561,0.5743489901398715
Uridine 5'-monophosphate | row_84,Uridine 5'-monophosphate,0.9650376151267575,0.000565394466669858,0.00822858445872749,0.0020031381128135946,21.575072108204772,9.982399517222866,0.9795607033524334,0.0024041998943078644,0.05884684643211176
4-Guanidinobutanoate | row_85,4-Guanidinobutanoate,0.007808109914716819,4.019463135677206e-08,0.0004388626788897333,10.161727357548001,148.854313655294,22.971188722267886,0.02105958788426479,2.107985111155157e-06,0.008630966018164755
Citrulline | row_86,Citrulline,5.432145544719422e-07,0.03023982660027506,0.8409572713469834,92.55047928310594,6.033653991285063,0.042052371655783835,1.0255890788430269e-05,0.06829281414033411,0.9040592963330748
Pipecolate,Pipecolate,0.08881138114162347,0.01311333876192293,0.36823974728869285,3.4290164795947056,8.46038265809156,0.8741607835384785,0.1529889485359353,0.033098908532768034,0.5966585100222457
O-Phosphorylethanolamine | row_88,O-Phosphorylethanolamine,4.13750496252136e-08,8.54837393630302e-06,0.0033000638608616096,148.08459748827661,54.40416213805583,13.354396400048667,1.3949302445072012e-06,0.00010904952697121691,0.030095816127749645
5-Oxo-D-Proline;5-Oxo-L-Proline,5-Oxo-D-Proline;5-Oxo-L-Proline,0.010927431407840098,0.0051897173458094435,0.0986488939012067,9.040933049082966,11.616366545988202,3.20514912241634,0.028495843229284678,0.015027893173141455,0.26983180690734027
Glycine | row_90,Glycine,6.736189084103402e-05,0.0010865428263928216,0.0012961026559537583,35.37662118947619,18.239754187768835,17.400942920807022,0.00038307002984298865,0.00420367388571649,0.017992954517946292
Taurine | row_91,Taurine,6.681793153206121e-06,5.19549196254602e-07,3.6565938702253276e-06,57.14541055969658,93.32248740276725,64.34913424868182,6.552914553885857e-05,1.4425130625421892e-05,0.0005753041022487849
L-Histidine,L-Histidine,0.26857390116853186,0.12240342032839897,0.2480786036417249,1.345803862669249,2.762066628352269,1.4739359029510386,0.3728437686810207,0.20542967444952803,0.49059016367276886
N-Acetylcysteine,N-Acetylcysteine,5.558934147155116e-05,0.005523644424901681,0.1373325572671593,36.88288038928775,11.387517529133412,2.534986795655621,0.0003255086318693632,0.015897318100936544,0.34882790258284085
Pseudouridine | row_94,Pseudouridine,0.0008796054350059041,0.03808421469598228,0.47380330827978767,19.278360982069195,5.427969499998184,0.5469078148272799,0.0033753964660389164,0.0806087414192988,0.6988598797126868
N-Acetyl-L-Leucine | row_95,N-Acetyl-L-Leucine,0.0015235751788297417,0.00044897187789864267,0.08562565469849968,16.653713777987022,22.84322538922366,3.50810490634695,0.005366623017967448,0.0020182354892205653,0.24715720650537598
N-Acetyl-L-Methionine | row_96,N-Acetyl-L-Methionine,1.0698772406313288e-09,1.820402808774284e-10,0.003051556192656004,281.631171715545,382.15107984258617,13.669008298543766,8.416367626299785e-08,2.1480753143536552e-08,0.030095816127749645
(S)-Dihydroorotate,(S)-Dihydroorotate,0.14283559469734655,6.195325209273706e-11,0.09552302223636729,2.458953324098557,459.5426912750248,3.2732029742279583,0.22385705350488347,9.74731166259063e-09,0.26678619228145184
Oxalic acid,Oxalic acid,0.1536342167496274,0.04383869327067212,0.08051806050194794,2.319939377024108,5.071512940691912,3.642709911040047,0.23620635278770075,0.09035748132645084,0.24053496555012296
Taurine | row_99,Taurine,0.00011737992730486868,1.729911837118783e-06,2.279270075254182e-05,31.28521456076791,74.36320849115921,44.544970146712565,0.0005653400580397757,3.4050053949258446e-05,0.0013447693443999673
3-(2-Hydroxyphenyl)propanoate,3-(2-Hydroxyphenyl)propanoate,1.720963469874634e-08,0.6897615894074567,0.0007705988535554979,173.14352930643633,0.16726188142966467,19.94796962222955,7.219384250931027e-07,0.7668163286903322,0.012990094959935536
N-Formylphenylalanine | row_101,N-Formylphenylalanine,1.1271392063689278e-06,5.84873933620166e-08,0.0247935847061127,80.68359628924232,139.1620988734961,6.5768564979257595,1.9000346621647642e-05,2.300504138905986e-06,0.11145306648843042
Docosadienoate (22:2n6),Docosadienoate (22:2n6),9.95196893641496e-05,0.0011182656818779586,0.12477839245430425,32.46172203898283,18.101154291764765,2.7236973226035484,0.0005161900371415232,0.004291230909320296,0.32360110570566814
Trans-4-Hydroxy-L-Proline,Trans-4-Hydroxy-L-Proline,1.2241627690142729e-05,0.0008011980713163011,0.10696083602511254,50.60517230180578,19.749326499909824,3.036380722254457,9.632422856932103e-05,0.0033019397107164295,0.2876717088108815
D-Pantothenic acid | row_104,D-Pantothenic acid,2.3458474503952504e-10,2.3023440738283924e-06,0.7942789973024342,365.875878897664,70.39020555455318,0.07109265832368632,2.7680999914663953e-08,4.179640010950005e-05,0.8782962184170479
Erythronic acid,Erythronic acid,0.2517204142084152,0.00033424145225583525,0.13753245692128283,1.4501424811140884,24.540081578589827,2.532158346447869,0.3546627925563342,0.0016606522680500447,0.34882790258284085
Glyceraldehyde 3-phosphate | row_106,Glyceraldehyde 3-phosphate,0.22858249798113037,0.2209073291853094,7.32932180325028e-05,1.6097763588844438,1.6675525516270102,34.73006961734838,0.32399681395523583,0.3198412864278099,0.002514418615471565
Uridine 5'-monophosphate | row_107,Uridine 5'-monophosphate,0.8167722987137136,0.0038429217944321286,0.014483072980215051,0.05609531369177546,12.754466995998204,8.152004576500946,0.8671558701561013,0.01148012080362003,0.08439519069952475
Bilirubin,Bilirubin,0.06482572692145544,0.5672616233853969,0.010648382894258632,4.131645508321542,0.34605547913685675,9.124833914024638,0.1219033589917409,0.6743329120812572,0.06791941521743344
"L,L-Cyclo(leucylprolyl)","L,L-Cyclo(leucylprolyl)",0.024347190967656387,0.0032212638688501397,0.18508133180822195,6.627575750840161,13.45106331992991,1.9768819259655355,0.05498504371642974,0.00987296458504718,0.4159923267308608
Stearoyl-L-carnitine,Stearoyl-L-carnitine,0.007499184596133401,0.94604064294711,0.6916382252612937,10.30088057416741,0.004776138666188078,0.16512078575845363,0.020460203059970896,0.9612316413012719,0.8285032041973338
Biotin | row_111,Biotin,0.0001836741991902498,7.48071561962218e-05,0.8578850340930813,28.253278603911447,34.574796810185084,0.033473950962469606,0.0008344279235368078,0.0005349845109790408,0.9159578684315299
O-Phosphorylethanolamine | row_112,O-Phosphorylethanolamine,1.1205771832134237e-05,0.00017640319188826477,0.03384877423013171,51.51946024039784,28.517521776422072,5.734226188528564,9.444864829941713e-05,0.0009681663554797788,0.1385648905557778
Docosapentaenoic acid,Docosapentaenoic acid,0.5011885072363638,0.0030431446299545484,0.6898334427249686,0.48096715193376005,13.680178375273723,0.16717960315776412,0.6019363242126303,0.009570531529420369,0.8285032041973338
11Z-Eicosenoic acid,11Z-Eicosenoic acid,0.0003510106843905529,0.0012564429548997224,0.20172566414000245,24.252714440150328,17.54693003944902,1.8242748801643907,0.001534046694743898,0.0046696147615170784,0.43870504205731325
Hydroxycotinine,Hydroxycotinine,0.12641577188164718,0.2055397708828916,0.21043102892641252,2.69776990940748,1.7915968295325522,1.7508304847845084,0.20354118893920747,0.30128811135628836,0.446054078105087
3-Methyl-L-Histidine;1-Methyl-L-Histidine | row_116,3-Methyl-L-Histidine;1-Methyl-L-Histidine,0.013348960189303705,0.04936527373657922,0.9561580845058297,8.4046987867483,4.778357753366693,0.0031511406355619995,0.033514410688039085,0.10000175623890727,0.978973136413778
Methylguanidine,Methylguanidine,0.10876405317682594,0.5797789767037577,0.025769225620607815,3.001896379778893,0.3238844429697033,6.469681824057533,0.18204479822504202,0.682635420316005,0.11406738168803245
Ursodeoxycholic acid;Chenodeoxycholic acid (CDCA);Deoxycholate;Isoursodeoxycholic acid,Ursodeoxycholic acid;Chenodeoxycholic acid (CDCA);Deoxycholate;Isoursodeoxycholic acid,0.015308262179043925,0.13579738915261774,0.032212868782038426,7.982399560592001,2.55688178816871,5.864994053660237,0.037010526363688616,0.22102195751736403,0.1336721941675902
Xanthosine 5'-monophosphate | row_119,Xanthosine 5'-monophosphate,0.004669833059793236,0.16972471686241158,0.8170649681757022,12.00946005315785,2.1342565114618863,0.05591260556778208,0.014523374935636947,0.26179760248058254,0.8869734332137363
"NG,NG'-Dimethyl-L-arginine","NG,NG'-Dimethyl-L-arginine",1.6943300464268297e-05,0.8149701206960648,0.8848608686070959,47.357822274055785,0.057227350595580734,0.021880884159203185,0.00012303442798668673,0.8762321115456551,0.9322641294253331
L-Anserine | row_121,L-Anserine,0.4977454325318922,0.8290766294388677,0.13706247716905806,0.48890575483952986,0.04868518765095219,2.5388164585088537,0.5997324404567529,0.8853487988577955,0.34882790258284085
"N6,N6,N6-Trimethyl-L-lysine","N6,N6,N6-Trimethyl-L-lysine",0.00739455319060657,0.009471436492302079,0.17099104239629845,10.349546689669577,9.50960220550146,2.1206003002348126,0.02041069652611872,0.02525716397947221,0.39601259733462457
Creatine | row_123,Creatine,2.7153310260501863e-05,0.00017414097963045115,0.00456878680234653,42.948930767744734,28.602339830406223,12.09183304393544,0.00018847591827877763,0.0009681663554797788,0.03844736108413092
