Feature_ID,Metabolite,log2FC_2N_G_vs_C,FC_2N_G_vs_C,log2FC_4N_G_vs_C,FC_4N_G_vs_C,Differential_response_delta_log2FC_2N_minus_4N,p_interaction,FDR_interaction_BH
Phosphocreatine | row_285,Phosphocreatine,-0.0972182916860369,0.9348337389770719,0.16137392859464228,1.1183516762369285,-0.2585922202806792,0.002533395164385896,0.02904371917173508
N-Acetyl-L-Aspartic acid | row_286,N-Acetyl-L-Aspartic acid,-0.20394234440148296,0.8681749224902405,-0.20165507555120854,0.869552430799434,-0.0022872688502744154,0.9895269712127119,0.9937377242817022
NAD | row_287,NAD,-0.4337746845349102,0.7403222611182579,-0.467035855196265,0.7234494628742785,0.03326117066135481,0.743854389141131,0.8549973449027553
Pyridoxal | row_288,Pyridoxal,0.06516574571858769,1.0462051273964477,0.06417968315342293,1.0454903046430208,0.000986062565164758,0.9961002872277799,0.9961002872277799
D-(-)-3-phosphoglyceric acid,D-(-)-3-phosphoglyceric acid,0.3127372461614151,1.2420620480464535,0.38600155568816774,1.306766663006175,-0.07326430952675267,0.7956839367784433,0.8782962184170479
L-Lysine | row_290,L-Lysine,0.026584207247349667,1.0185975888060939,0.0943701531498462,1.0675992174885547,-0.06778594590249654,0.46997349927004717,0.6953839863807595
7-Methylguanine,7-Methylguanine,-0.47722232919835506,0.7183593756358897,-0.9958715421394828,0.5014328636472687,0.5186492129411278,0.3539812840979239,0.5832727300280409
Linoleate,Linoleate,0.3219206820961169,1.2499935773223105,0.5060116483353525,1.4201188245518765,-0.1840909662392356,0.6061571501328886,0.7947393746186763
Phosphocreatine | row_293,Phosphocreatine,-0.09350341252337557,0.9372439984351937,0.1558106752055579,1.1140474448385669,-0.2493140877289335,0.04747802090924921,0.17238173745512023
L-Methionine | row_294,L-Methionine,-0.17770528167629962,0.8841081210314217,-0.018285397363285938,0.9874055112177023,-0.15941988431301368,0.6480159983386722,0.8156361365756087
L-Argininosuccinate | row_295,L-Argininosuccinate,0.10276708442323468,1.073831093205382,0.14312364489698126,1.1042934855998594,-0.04035656047374658,0.8104772979578443,0.8838810525433117
GTP | row_296,GTP,0.040766585822774815,1.0286602670953613,-0.2624436356204374,0.8336746454670932,0.3032102214432122,0.29446414295967543,0.5349435670342625
L-Arginine | row_297,L-Arginine,-0.15109119859653575,0.9005690494315741,0.01569614902398797,1.010939141050558,-0.16678734762052372,0.3910988173201759,0.6141357114213203
L-Isoleucine | row_298,L-Isoleucine,0.03374741670007353,1.0236676636634756,-0.050954469544826964,0.9652974885104806,0.08470188624490049,0.718658550273987,0.8379490660501021
Cytidine 5'-diphosphate | row_299,Cytidine 5'-diphosphate,0.038889637655142195,1.0273228488993569,0.16136361733363813,1.1183436831583555,-0.12247397967849594,0.5976882839048518,0.787048897411464
2-Hydroxystearate;12-Hydroxystearic acid,2-Hydroxystearate;12-Hydroxystearic acid,-0.30285667246231895,0.8106456511622246,-0.527099479580361,0.6939485073391289,0.224242807118042,0.6821863322989108,0.8285032041973338
Glycolate,Glycolate,0.07247002578489159,1.0515154339117503,-0.1810037516249139,0.88208907138487,0.2534737774098055,0.007175734110253255,0.05291506813818187
L-Tyrosine | row_302,L-Tyrosine,-0.30744803752712,0.8080698789265116,-0.3090660340853404,0.8071641286754118,0.0016179965582203693,0.9945785499860476,0.9961002872277799
Histidine,Histidine,0.2889656040038595,1.2217639726554783,-0.07158564191350791,0.9515915447788635,0.3605512459173674,0.17069803868872213,0.39601259733462457
N-Acetyl-L-glutamic acid | row_304,N-Acetyl-L-glutamic acid,-0.54856382942857,0.6837003981437921,-0.26739731156033386,0.8308170269077285,-0.2811665178682361,0.1635496473312094,0.39385425275679004
Pterin | row_305,Pterin,-0.07727338255652683,0.9478473363965974,-0.18428477519788444,0.8800852753934766,0.10701139264135762,0.5063950308100459,0.7287148004339684
Nervonic acid,Nervonic acid,0.2646798075740975,1.2013693874411866,-0.45840333056249705,0.7277912793091211,0.7230831381365945,0.010277636738682781,0.06645266494052428
Cholestenone,Cholestenone,0.12925428309975828,1.0937282162346587,0.20632348943197165,1.1537442752776146,-0.07706920633221337,0.6782747586634525,0.8285032041973338
Anthranilate,Anthranilate,-0.7391990637390862,0.5990718447522967,-0.5021850200065678,0.7060366499420981,-0.23701404373251833,0.24945262559632314,0.49059016367276886
Pterin | row_309,Pterin,0.28723770344589994,1.2203015548320586,-0.2590455522105124,0.8356405736670383,0.5462832556564123,0.01784172591269485,0.09055155516980612
L-Phenylalanine | row_310,L-Phenylalanine,-0.044746704914569335,0.9694600108388614,-0.109364586133605,0.9269962538936567,0.06461788121903567,0.7147004989558208,0.8379490660501021
Guanosine diphosphate mannose | row_311,Guanosine diphosphate mannose,0.01596714444232461,1.0111290534017892,-0.05190700639585799,0.9646603629033623,0.0678741508381826,0.8486176294315203,0.9082710228836227
Cyclic ADP-ribose | row_312,Cyclic ADP-ribose,-0.4378341733194375,0.7382420532015432,-0.4779352268001702,0.7180044910947814,0.040101053480732674,0.7560187633616073,0.8571237518743461
3-Methyl-2-Oxovaleric acid;4-Methyl-2-Oxovaleric acid,3-Methyl-2-Oxovaleric acid;4-Methyl-2-Oxovaleric acid,-0.5861201044327693,0.666131954719774,-0.38834789377197154,0.76400400502928,-0.19777221066079775,0.4314422910742153,0.6547934449743718
L-Phenylalanine | row_314,L-Phenylalanine,-0.00499733173103678,0.9965421059338865,-0.06868464484488257,0.9535069472450659,0.06368731311384579,0.47612556101345527,0.7000973981257037
Cholate,Cholate,-0.08827037704981677,0.9406498027889421,0.076302299005782,1.0543123183290108,-0.16457267605559878,0.23841814031535927,0.47886537118659395
Methyl acetoacetate;3-Methyl-2-oxobutanoic acid,Methyl acetoacetate;3-Methyl-2-oxobutanoic acid,-0.5530896087313835,0.6815589693089,-0.3734248415650363,0.7719477781862427,-0.17966476716634716,0.44922085089326935,0.6752619159924304
L-Isoleucine | row_317,L-Isoleucine,-0.5792955520210832,0.6692905028885944,-0.12100751863516379,0.9195452539099851,-0.4582880333859194,0.3138016621647418,0.5526990022626435
L-Arginine | row_318,L-Arginine,-0.10280592998722682,0.9312200782754564,-0.05280672634453509,0.9640589512616331,-0.049999203642691725,0.6555590475785547,0.8185816678758672
Heptanoic acid,Heptanoic acid,0.7432975659459657,1.6739977235042274,0.25895412509422755,1.1966109127182438,0.4843434408517382,0.04034289662709292,0.15481176591860046
Aminoadipic acid | row_320,Aminoadipic acid,-0.08567048310511538,0.942346484756449,-0.07402088060412737,0.9499866333035605,-0.01164960250098801,0.9221411331031077,0.9573716814754839
Citrulline | row_321,Citrulline,-0.06261113001542995,0.9575295198788781,-0.18360214753677795,0.880501796341587,0.120991017521348,0.34275710341702215,0.5743489901398715
N-acetylneuraminate | row_322,N-acetylneuraminate,-0.634453488373584,0.6441847941106181,-0.2952870861859118,0.8149101548666366,-0.33916640218767213,0.060314327785208795,0.20133269907387816
L-Tyrosine | row_323,L-Tyrosine,-0.1577529900364567,0.8964201663464306,-0.1934561123990477,0.8745082427715142,0.03570312236259099,0.6951001458943733,0.8285032041973338
Oxidized Glutathione | row_324,Oxidized Glutathione,0.05125118287556063,1.0361631508051692,0.28226600702812377,1.216103490132525,-0.23101482415256314,0.3546594777924741,0.5832727300280409
Indole-3-Acetaldehyde,Indole-3-Acetaldehyde,0.13487358409309635,1.0979965978070394,0.24919972026511772,1.1885476309000724,-0.11432613617202136,0.7011252512762707,0.8313657515188351
GCDCA;Glycodeoxycholic acid (GDCA);Chenodeoxycholic acid glycine conjugate,GCDCA;Glycodeoxycholic acid (GDCA);Chenodeoxycholic acid glycine conjugate,0.6680467221267037,1.588920257034698,0.6310506104969775,1.5486923836927382,0.03699611162972616,0.8596807960067114,0.9159578684315299
N-Acetylaspartylglutamic acid | row_327,N-Acetylaspartylglutamic acid,-0.3002950263162205,0.8120863104372757,-0.3879592013709434,0.7642098715154502,0.0876641750547229,0.6131998726863268,0.7973287600769869
Leucine | row_328,Leucine,-0.010130460163907173,0.9930026960349813,-0.04821507979998785,0.967132136914327,0.038084619636080674,0.7546444170003332,0.8571237518743461
Gluconic acid,Gluconic acid,0.6780382019785307,1.5999626224647827,0.874621813591947,1.8335273846605469,-0.1965836116134163,0.8000061882985794,0.8782962184170479
Oxidized Glutathione | row_330,Oxidized Glutathione,0.05115404218462416,1.0360933853918481,0.28657838698494587,1.2197440003501985,-0.2354243448003217,0.12275913640007992,0.32012327282230785
Cytidine Triphosphate (CTP),Cytidine Triphosphate (CTP),0.20360717445056764,1.1515740422569556,-0.20295737506669198,0.868767852823758,0.4065645495172596,0.34839892936925787,0.5769975251308411
N-Acetylaspartylglutamic acid | row_332,N-Acetylaspartylglutamic acid,-0.49961577127817236,0.7072951279331144,-0.4851841898353726,0.7144058553772725,-0.014431581442799768,0.9358210819353563,0.9623258184607586
Hexadecanedioic acid | row_333,Hexadecanedioic acid,-0.4164952393444761,0.7492425614208136,-0.1319029156896505,0.9126269005325623,-0.28459232365482556,0.34653284043574106,0.5759278193157387
Folic acid | row_334,Folic acid,-0.2428094273784822,0.8450980101560222,0.34562695008685296,1.2707030703324362,-0.5884363774653352,0.20573493067278067,0.44341044418973735
5'-CMP | row_335,5'-CMP,-1.4146464029997077,0.3751016715115083,-0.4564632608553403,0.7287706377826773,-0.9581831421443674,0.04575352727210695,0.16974329838571633
Carnosine | row_336,Carnosine,0.11003145791332614,1.0792517692937595,0.5498605673129795,1.4639442027455511,-0.43982910939965336,0.21890448111024616,0.4551670268019215
L-Serine | row_337,L-Serine,0.2113269000240443,1.1577525222183331,0.6427713646015896,1.5613255298883046,-0.43144446457754526,0.02135623620505809,0.10285860702844304
Adenine,Adenine,0.18122581692301054,1.1338468735497902,-0.20322317011645552,0.8686078100439689,0.38444898703946606,0.0002925762262113345,0.006575998989130947
N-acetylneuraminate | row_339,N-acetylneuraminate,-0.8430613698850742,0.557459395449461,-0.4496003829307291,0.7322456471287859,-0.39346098695434506,0.01954318846222274,0.09728422150913235
N-Acetyl-L-glutamic acid | row_340,N-Acetyl-L-glutamic acid,-0.284255291146323,0.8211653791185051,-0.21314589860180533,0.8626541006083318,-0.07110939254451765,0.33865501416957317,0.5743489901398715
Methyl Jasmonate,Methyl Jasmonate,-0.0353146396754731,0.9758189196542887,0.09734640523476301,1.069803927468854,-0.13266104491023611,0.49910286448609,0.7204175903285457
Alpha-D-Galactose 1-phosphate;D-Fructose 6-Phosphate;Alpha-D-Glucose 1-phosphate,Alpha-D-Galactose 1-phosphate;D-Fructose 6-Phosphate;Alpha-D-Glucose 1-phosphate,0.38617286985315324,1.3069218454429135,0.09795588279528467,1.0702559698025398,0.2882169870578686,0.3447279267058175,0.57495258447048
Cholate;Hyocholic acid,Cholate;Hyocholic acid,0.32088411971804476,1.249095791638418,0.18011267256152763,1.1329723654736816,0.14077144715651713,0.3002999507263908,0.5368999119047594
Uridine 5'-diphosphoglucuronic acid,Uridine 5'-diphosphoglucuronic acid,-0.4833241198832603,0.7153275344827811,-0.2088493100324662,0.8652270591139,-0.2744748098507941,0.36825829881679206,0.5966585100222457
Glycocholate (GCA),Glycocholate (GCA),0.8599739391063217,1.8150055240149259,0.7736462998620972,1.709585171809806,0.08632763924422449,0.6845999248914507,0.8285032041973338
4-Methylcatechol,4-Methylcatechol,0.6863837417984335,1.609244727235326,0.4532422610523632,1.3691136988744392,0.23314148074607033,0.5626663993311465,0.766882645346175
Propylparaben,Propylparaben,0.021748282055156665,1.015188957699719,0.06077763875117803,1.0430278202295382,-0.03902935669602137,0.8010165419575631,0.8782962184170479
D-Gulonic acid gama-lactone,D-Gulonic acid gama-lactone,0.7440972706310447,1.6749258995105272,0.9673952064477191,1.9553070889263118,-0.22329793581667445,0.7966618954174562,0.8782962184170479
2-Keto-3-deoxy-6-phosphogluconic acid | row_349,2-Keto-3-deoxy-6-phosphogluconic acid,0.5820343117468028,1.496958588671002,0.4445747329516845,1.3609128974594553,0.13745957879511828,0.5331560097347912,0.7511929450591684
Kynurenic acid,Kynurenic acid,0.04240023093289835,1.0298257369764423,0.2554333582741748,1.193694252336218,-0.21303312734127644,0.5406920612473172,0.7572897712425333
Uracil,Uracil,0.8078973230736679,1.7506580602319206,1.0996681771072758,2.143053961466439,-0.2917708540336079,0.8020035384274314,0.8782962184170479
"12,13-DiHOME | row_352","12,13-DiHOME",-0.10623355108695876,0.9290102689919009,0.17934809606138025,1.1323720899318261,-0.285581647148339,0.29580565888970867,0.5349435670342625
L-Valine | row_353,L-Valine,0.04310579721843055,1.0303295080485269,-0.11116298189561746,0.9258414239048067,0.15426877911404802,0.20864620177609797,0.44561541736795585
Acetyl-CoA | row_354,Acetyl-CoA,0.21427406477278055,1.1601200183538416,0.34028072686918165,1.266002915229504,-0.1260066620964011,0.572111625953658,0.7737440901149759
Malonate,Malonate,-0.34673740970887934,0.7863604074984338,-0.32675192000498754,0.7973295703161594,-0.0199854897038918,0.9599198895863945,0.9806973763739789
Stearate,Stearate,0.21210482809832243,1.1583769723144164,0.05007239302247868,1.0353168737234855,0.16203243507584375,0.5819640009394249,0.7803608194415016
Inosine 5'-Diphosphate,Inosine 5'-Diphosphate,1.4136557375843388,2.6641138514320217,1.5558861609138503,2.9401426650770404,-0.14223042332951152,0.7191244401120904,0.8379490660501021
Bis(2-ethylhexyl)phthalate;Nutriacholic acid,Bis(2-ethylhexyl)phthalate;Nutriacholic acid,0.1325574554448039,1.0962352684716965,0.016502857565097173,1.0115045836901697,0.11605459787970673,0.3761197716871384,0.5997585548524639
N-Acetyl-L-Phenylalanine;3-Phenylpropionylglycine | row_359,N-Acetyl-L-Phenylalanine;3-Phenylpropionylglycine,-0.0754631928252465,0.9490373733327372,-0.6440360019323776,0.6399202377450702,0.5685728091071311,0.0002046245841543116,0.00536571131782417
3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid | row_360,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid,0.16416632700544298,1.120518390298742,0.2537464725151892,1.1922993289391552,-0.08958014550974625,0.6928250722999865,0.8285032041973338
3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid | row_361,3-Carboxy-4-methyl-5-propyl-2-furanpropionic acid,0.2574184566833573,1.1953378648019752,0.15535417201078694,1.1136949893642525,0.10206428467257034,0.7424199483142616,0.8549973449027553
Myristic acid,Myristic acid,0.0014997868522605984,1.0010401135714209,0.42227989806201904,1.3400435598012437,-0.42078011120975845,0.20262224400104722,0.43870504205731325
Heptadecanoate;15-Methylpalmitate,Heptadecanoate;15-Methylpalmitate,0.6812713726207278,1.6035522604835277,0.38766022603343586,1.3082699201157868,0.2936111465872919,0.10136637842679692,0.2749708656175181
DL-Kynurenine | row_364,DL-Kynurenine,0.18081792277096298,1.1335263455642448,0.15935208105197418,1.1167854735100793,0.0214658417189888,0.9326454127511745,0.9611542244946603
N-Acetyl-b-glucosaminylamine,N-Acetyl-b-glucosaminylamine,0.4715776018298463,1.3866249279605232,0.20574175235709724,1.1532791454337425,0.2658358494727491,0.2744656261002535,0.5101486559561589
Gamma-linolenic acid,Gamma-linolenic acid,0.3851828543543796,1.3060253087510632,0.7375100612396359,1.6672957783993605,-0.3523272068852563,0.30496513129939967,0.5411411352380324
Uridine 5'-diphosphate | row_367,Uridine 5'-diphosphate,-0.30500374877299663,0.8094401132538535,0.03077178428903693,1.0215584725839535,-0.33577553306203356,0.05911139822981035,0.20072359686669414
PE(16:0/16:0),PE(16:0/16:0),0.09668568436273972,1.0693140942539636,-0.24677219232279413,0.8427798975238022,0.34345787668553385,0.023565498046871355,0.11012787206062652
Cytidine 5'-diphosphate | row_369,Cytidine 5'-diphosphate,0.17170960919013467,1.126392481376677,0.23510199579955682,1.176989945231305,-0.06339238660942215,0.778292847065338,0.8725753534794288
Hydroxyoctanoic acid,Hydroxyoctanoic acid,0.7901038295633107,1.7291989071460918,0.30988966706415155,1.2396128944838467,0.48021416249915916,0.014898989457958575,0.08472678342357165
Dipalmitoyl-Phosphatidylcholine,Dipalmitoyl-Phosphatidylcholine,-0.025188968242819243,0.9826918743772219,-0.18804767759973728,0.8777927881906419,0.16285870935691804,0.3729115687639036,0.5966585100222457
Caprylic acid,Caprylic acid,0.4574270029263161,1.373090772860508,-0.022220713584658824,0.98471578265894,0.47964771651097493,0.04690981001435698,0.17163899478121314
Allantoin,Allantoin,0.10619699150332451,1.0763870890618585,-0.4968457979803702,0.7086544385199215,0.6030427894836947,0.24804592269959408,0.49059016367276886
Cytidine 5'-triphosphate (CTP),Cytidine 5'-triphosphate (CTP),0.30246674934719664,1.233251249765615,-0.13099366634159537,0.9132022591049069,0.433460415688792,0.09685749830408391,0.26892199529133887
5-Hydroxyindoleacetate | row_375,5-Hydroxyindoleacetate,0.3101673247900081,1.239851490452096,0.21692702689379217,1.1622553178755655,0.0932402978962159,0.6883749360535265,0.8285032041973338
Nonanoate,Nonanoate,0.8405984539553515,1.7907928385290597,0.543262172161544,1.457263909510527,0.29733628179380744,0.24143243913123047,0.48286487826246094
2-Keto-3-deoxy-6-phosphogluconic acid | row_377,2-Keto-3-deoxy-6-phosphogluconic acid,0.5606547118168024,1.4749384096691547,-2.7817369052132843,0.14541652142827688,3.3423916170300867,0.024721520343265576,0.11145306648843042
Stearoylethanolamide,Stearoylethanolamide,0.6087640290523382,1.5249522077133648,0.2591275756510534,1.1967547860250998,0.3496364534012848,0.07639753824391357,0.2343463580609213
DHAP;Dihydroxyacetone phosphate (DHAP),DHAP;Dihydroxyacetone phosphate (DHAP),0.7956532986415219,1.7358632509767118,0.6846790476197668,1.6073443602488138,0.11097425102175507,0.6940584366482723,0.8285032041973338
Threitol;Erythritol,Threitol;Erythritol,-0.4362231294576233,0.7390669015613134,-0.05814496960770654,0.9604983431640943,-0.3780781598499168,0.5609808138953508,0.766882645346175
Acetyl-CoA | row_381,Acetyl-CoA,0.29290022598978993,1.2251006033768521,0.40133451799398756,1.3207290432272258,-0.10843429200419763,0.6581563702665951,0.8196564822317491
5-Hydroxyindoleacetate | row_382,5-Hydroxyindoleacetate,0.5626427324842034,1.476972262399446,0.6408605835975472,1.5592589972548185,-0.07821785111334378,0.8396575459448687,0.9040592963330748
Glycerol 2-phosphate,Glycerol 2-phosphate,0.6324118994839907,1.5501543786180112,0.44933905342269753,1.3654145716175077,0.18307284606129315,0.8174437361185918,0.8869734332137363
DL-Kynurenine | row_384,DL-Kynurenine,0.3076739600144336,1.2377105444467358,0.22128224202712943,1.165769241402047,0.08639171798730416,0.7045472470498602,0.8313657515188351
4-Hydroxy-3-Methoxyphenylglycol,4-Hydroxy-3-Methoxyphenylglycol,0.22156495412169264,1.165997709199414,0.18342958677809662,1.1355801899599267,0.038135367343596016,0.908787903476548,0.9532175343131792
Cytidine | row_386,Cytidine,-0.22572997255015181,0.8551622225713548,-0.5509171390103198,0.6825860620526105,0.325187166460168,0.660304124683603,0.8201672285543701
8-Hydroxyoctanoate,8-Hydroxyoctanoate,0.6947076200456337,1.6185563794289477,0.2575756122050805,1.1954680823271415,0.43713200784055317,0.012085084219543792,0.07532287137973763
Diethyl 2-Methyl-3-Oxosuccinate,Diethyl 2-Methyl-3-Oxosuccinate,0.29425447428932827,1.2262511371307987,0.08938090110876473,1.063913530829294,0.20487357318056354,0.21074165130812375,0.446054078105087
L-Serine | row_389,L-Serine,0.1743575311903207,1.1284617601598024,0.5403065863136867,1.4542815330374015,-0.36594905512336595,0.02223163918801792,0.10519316589480465
Adenosine 5'-monophosphate | row_390,Adenosine 5'-monophosphate,-1.1251889510891644,0.45844197510542445,-0.6028621281379678,0.6584463827758193,-0.5223268229511966,0.22784895529707538,0.46962754104899385
Hydrocinnamic acid | row_391,Hydrocinnamic acid,0.3258054966516237,1.2533640312031797,0.2178155250326128,1.1629713248696156,0.10798997161901092,0.6109431043915542,0.7965887990961702
3-Methoxy-L-tyrosine,3-Methoxy-L-tyrosine,-0.682343688256319,0.6231521280745989,-0.973015188604764,0.509440234924631,0.290671500348445,0.7023859851139009,0.8313657515188351
GTP | row_393,GTP,-0.12892187513995168,0.9145146109784699,-0.18095345317231093,0.8821198252777741,0.05203157803235925,0.9202163276612372,0.9573716814754839
Sphingomyelin,Sphingomyelin,0.6745151704420493,1.5960603133558857,0.19337556631738373,1.1434359590482785,0.4811396041246656,0.0014492091154818052,0.019543620071640344
1-Methylnicotinamide,1-Methylnicotinamide,0.024685990677877356,1.0172582569887294,0.4043384958800047,1.3234819286918098,-0.37965250520212734,0.09059094364362448,0.2575838879505467
Omega-hydroxydodecanoic acid;3-Hydroxydodecanoic acid,Omega-hydroxydodecanoic acid;3-Hydroxydodecanoic acid,0.590510511128091,1.5057794872972479,0.24590638673327447,1.1858375505579715,0.3446041243948166,0.09219227859508035,0.26056739818489777
Propionate,Propionate,0.34269672991554145,1.2681247977722854,0.01941138113472718,1.0135458692044652,0.3232853487808143,0.1421926096023813,0.35448498450647487
10-Hydroxydecanoate;(R)-3-Hydroxydecanoic acid,10-Hydroxydecanoate;(R)-3-Hydroxydecanoic acid,1.0500762841755886,2.07063933224735,0.4028810431716181,1.322145583675688,0.6471952410039705,0.04925771913956658,0.1774781941517208
Ribose 1-phosphate,Ribose 1-phosphate,0.891933103086874,1.8556609050523425,0.356057877276843,1.279923760119024,0.535875225810031,0.0597848099922239,0.20133269907387816
NADP | row_400,NADP,-0.0075674401458840634,0.9947683830244427,0.3440563336814293,1.269320448883566,-0.35162377382731336,0.10832621982870068,0.2876717088108815
17-Methyloctadecanoic acid,17-Methyloctadecanoic acid,0.5466056597357642,1.4606450773239292,0.0398092645043171,1.0279779110033935,0.5067963952314471,0.01595865700242413,0.08752244927185802
Arachidic acid,Arachidic acid,0.4310887579242966,1.3482506766748665,0.014443809708758693,1.010061970575319,0.4166449482155379,0.17094073165778315,0.39601259733462457
L-Methionine | row_403,L-Methionine,-0.11162217756066184,0.9255467845637225,-0.4069931371077935,0.7541936260295992,0.29537095954713166,0.2798653197398216,0.516001683270296
N-Acetyl-Glucosamine-6-phosphate | row_404,N-Acetyl-Glucosamine-6-phosphate,1.3990071574062704,2.6372003124616255,0.7039530048957392,1.628962062612342,0.6950541525105312,0.04603208091816036,0.16974329838571633
NADP | row_405,NADP,-0.04821280722092425,0.9671336603727952,0.12812568968393734,1.0928729476294539,-0.17633849690486159,0.33495199804677006,0.5730044794871577
2-Hydroxymyristic acid;3-Hydroxytetradecanoic acid,2-Hydroxymyristic acid;3-Hydroxytetradecanoic acid,0.18325008646084484,1.1354389097042956,0.1968187366057954,1.146168169578732,-0.013568650144950567,0.927651765243919,0.9595885854139181
6-Oxopiperidine-2-carboxylic acid | row_407,6-Oxopiperidine-2-carboxylic acid,-0.13122632296871473,0.9130550031561698,-0.21541015987586576,0.861301255952956,0.08418383690715103,0.7225535378864228,0.8379490660501021
Xylulose 5-phosphate;Ribose 1-phosphate,Xylulose 5-phosphate;Ribose 1-phosphate,0.8764355677015772,1.8358339422216174,0.17711669459945512,1.1306220155205857,0.699318873102122,0.0032989017895359986,0.030095816127749645
3-Hydroxy-3-methylglutarate,3-Hydroxy-3-methylglutarate,0.19558812258397396,1.145190908841002,-0.15639739208014092,0.8972628644922862,0.3519855146641149,0.004476025833120415,0.038412439876960656
2-Methylpropanoate,2-Methylpropanoate,-0.09501677059819613,0.9362613638076992,0.18732710652335172,1.1386521697911487,-0.28234387712154785,0.5662125970805305,0.7679665109827885
N-Methyl-L-Glutamate | row_411,N-Methyl-L-Glutamate,-0.5342784707981636,0.6905039292773755,0.09622607383348836,1.0689734888413185,-0.630504544631652,0.2835773420958213,0.5208113053277341
4-Hydroxycyclohexylcarboxylic acid,4-Hydroxycyclohexylcarboxylic acid,0.43850590998120254,1.355200122302321,0.03909230391869656,1.0274671748324236,0.399413606062506,0.07799997369377254,0.23449673620038622
13-Methylmyristic acid,13-Methylmyristic acid,0.5043004975732615,1.4184354494787796,0.6193818223624703,1.5362167896488934,-0.11508132478920885,0.5610604537749155,0.766882645346175
Guanosine diphosphate mannose | row_414,Guanosine diphosphate mannose,0.47608423131607935,1.3909631803062525,-0.03149032221138626,0.9784090664378811,0.5075745535274656,0.008799684662606057,0.06048284400787816
Sn-glycerol 3-phosphate | row_415,Sn-glycerol 3-phosphate,0.28909385672881527,1.221872589874938,-0.1617556544541543,0.8939365532692807,0.45084951118296956,0.04464356000382211,0.16857408257443227
Retinoate | row_416,Retinoate,0.7530848211330863,1.6853927462811569,0.17318533518050216,1.1275452524440812,0.5798994859525841,0.03695626062124199,0.14415995878699356
Xylitol;Ribitol;L-Arabitol,Xylitol;Ribitol;L-Arabitol,-0.3447443600977067,0.7874474968153015,-0.5185010129239487,0.6980967920843377,0.17375665282624198,0.6352787606848433,0.8126058944261411
Phenylalanylalanine,Phenylalanylalanine,1.338637230120085,2.5291230493703285,0.23071637053206828,1.173417465289807,1.1079208595880168,0.00222208462398537,0.026220598563027366
6-Hydroxydopamine,6-Hydroxydopamine,1.1958643330298138,2.290820363548327,0.7539495249421506,1.6864032178789925,0.44191480808766315,0.29578571045942825,0.5349435670342625
Anandamide,Anandamide,0.8216387343564353,1.767412428499894,0.11952596943934424,1.0863778495057077,0.7021127649170911,0.005513272439917105,0.04486663089035989
Hypoxanthine | row_421,Hypoxanthine,4.301390069772317,19.717299534403654,5.603249997578473,48.61231713529447,-1.3018599278061558,0.5772685302525983,0.776423376138941
"12,13-DiHOME | row_422","12,13-DiHOME",-0.11075909255372451,0.9261006539017723,0.06311816926152503,1.044721331115914,-0.17387726181524954,0.5924679738848921,0.7860527661218099
Homogentisate,Homogentisate,0.2280145394874733,1.171221984740056,0.06857483362143668,1.0486802329503928,0.15943970586603662,0.7195374710463158,0.8379490660501021
Decanoate,Decanoate,0.6471979414602771,1.566123453928133,0.03407927545202227,1.0239031619068486,0.6131186660082548,0.032285233337087466,0.1336721941675902
D-(-)-3-Phosphoglyceric acid,D-(-)-3-Phosphoglyceric acid,0.9148803989636356,1.8854127625256198,0.685661088859927,1.608438850602293,0.22921931010370855,0.4967771122278313,0.7192601134096207
Ethyl 3-Ureidopropionate,Ethyl 3-Ureidopropionate,-0.2897441957809086,0.8180470936075962,-0.3415387558581635,0.7891991154324938,0.051794560077254914,0.8391637345936869,0.9040592963330748
Pimelic acid,Pimelic acid,0.20506415326674343,1.1527376051984335,-0.05509815309241617,0.9625289556600388,0.2601623063591596,0.45852641509378655,0.6870618029341817
Adenosine 5'-monophosphate | row_428,Adenosine 5'-monophosphate,-0.5240727741536659,0.6954059064714175,-0.23980475253127054,0.8468599145908959,-0.2842680216223954,0.5314600839275149,0.7510453880652306
Thymidine 5'-monophosphate | row_429,Thymidine 5'-monophosphate,1.4220369667166004,2.6796358652916967,1.6101660111165188,3.0528696918449336,-0.1881290443999184,0.868290126687046,0.9230471617033461
Stearidonic acid,Stearidonic acid,0.030586182390251793,1.0214270581192124,0.43302857227577185,1.3500647226095286,-0.40244238988552006,0.3879926920290678,0.6141357114213203
Lignoceric acid,Lignoceric acid,0.7010057504041001,1.6256376835465867,-0.22610586266867472,0.8549394414931171,0.9271116130727748,0.008578588402018103,0.06043423471272454
Phosphoenolpyruvic acid | row_432,Phosphoenolpyruvic acid,1.0452465291981277,2.0637189788750345,0.6999001953439326,1.6243924144693074,0.3453463338541951,0.1665264591968756,0.39564003321904834
N-Methyl-L-Glutamate | row_433,N-Methyl-L-Glutamate,-1.5504648571556174,0.34140004244527533,-1.2378365319886058,0.42400802283776917,-0.31262832516701167,0.36937624554597676,0.5966585100222457
2-Phospho-D-glyceric acid,2-Phospho-D-glyceric acid,0.9833119397058105,1.9769987237076,0.685661088859927,1.608438850602293,0.2976508508458835,0.4207749208304113,0.6421224081203125
