Feature_ID,Metabolite,FDR_BH_Baseline_4N_C_vs_2N_C,FDR_BH_Gem_response_2N_G_vs_2N_C,FDR_BH_Gem_response_4N_G_vs_4N_C,FDR_BH_Treated_4N_G_vs_2N_G,fold_change_Baseline_4N_C_vs_2N_C,fold_change_Gem_response_2N_G_vs_2N_C,fold_change_Gem_response_4N_G_vs_4N_C,fold_change_Treated_4N_G_vs_2N_G,log2FC_Baseline_4N_C_vs_2N_C,log2FC_Gem_response_2N_G_vs_2N_C,log2FC_Gem_response_4N_G_vs_4N_C,log2FC_Treated_4N_G_vs_2N_G,p_value_Baseline_4N_C_vs_2N_C,p_value_Gem_response_2N_G_vs_2N_C,p_value_Gem_response_4N_G_vs_4N_C,p_value_Treated_4N_G_vs_2N_G,p_ploidy,p_treatment,p_interaction_x,F_ploidy,F_treatment,F_interaction,FDR_ploidy,FDR_treatment,FDR_interaction,oneway_F,oneway_p,oneway_FDR_BH,log2FC_2N_G_vs_C,FC_2N_G_vs_C,log2FC_4N_G_vs_C,FC_4N_G_vs_C,Differential_response_delta_log2FC_2N_minus_4N,p_interaction_y,FDR_interaction_BH,p_interaction,Order_category_2fold_p05,Response_category_2fold_p05,cat_order
N-Acetylmuramate,N-Acetylmuramate,0.7924311194781753,0.049243912436256226,0.8494664656590576,0.03780876625642907,1.0499492895146432,0.7070454673751543,1.0361286424716731,1.53863164705316,0.07031965024144249,-0.5001251026992044,0.051203134621188084,0.621647887561835,0.6510399242697504,0.012158759308197542,0.7630800454225433,0.009372088245767376,0.0064433898206883436,0.05404299662302236,0.022286687689577256,10.832868787824449,4.559463646838634,6.876896902398824,0.018320963827499388,0.10854593364283639,0.10519316589480465,7.423076445687325,0.00452085152303692,0.010408984970114275,-0.5001251026992044,0.7070454673751543,0.051203134621188084,1.0361286424716731,-0.5513282373203925,0.022286687689577256,0.10519316589480465,0.022286687689577256,No strong response,No strong response,99
Ectoine,Ectoine,0.8183236719760745,0.020794562701207074,0.9649814749739029,0.025689879021007174,0.9662813956482309,0.6255071745048744,0.9951945855945713,1.5373732745289101,-0.04948471018605716,-0.6769016628332096,-0.0069494584513130064,0.6204674941958395,0.6900271640815204,0.0025993203376508843,0.9571621407572837,0.005061777010495058,0.0051689347036377245,0.0015134823318239787,0.0017566615308367236,11.631177846445578,16.684023597905288,16.012727374740894,0.015801409889657423,0.005482389954730415,0.021339701496177074,14.775976273030617,0.000247834070017559,0.0008929593973151746,-0.6769016628332096,0.6255071745048744,-0.0069494584513130064,0.9951945855945713,-0.6699522043818966,0.0017566615308367236,0.021339701496177074,0.0017566615308367236,No strong response,No strong response,99
Nicotinamide,Nicotinamide,0.6598613234467801,0.8565825526130304,0.40859570773373594,0.19442394862191756,1.163971088152431,0.9258416283357485,1.2545147844226368,1.577180042500955,0.21905522362666474,-0.11116266334055425,0.32712947296911565,0.6573473599363346,0.48790593619264033,0.7676576689731184,0.25017830409968156,0.09885963489250045,0.07057820175227059,0.633681892351949,0.34062799108352826,3.9371943030810974,0.23908568564452767,0.9847067325243923,0.1276356751995085,0.7242078769736561,0.5743489901398715,1.720328907083366,0.2158509012759494,0.2646275984473977,-0.11116266334055425,0.9258416283357485,0.32712947296911565,1.2545147844226368,-0.4382921363096699,0.34062799108352826,0.5743489901398715,0.34062799108352826,No strong response,No strong response,99
Uridine 5'-monophosphate | row_84,Uridine 5'-monophosphate,0.3052495099568552,0.03474985490307583,0.3528483270670769,0.07844249080761412,0.6409240491832227,0.3384159769753416,0.8136558201296654,1.5409780221960359,-0.6417746902411992,-1.5631304136665563,-0.297509437494071,0.6238462859312861,0.12740286750317897,0.007200277587696537,0.20070600997179208,0.026756866567851423,0.9650376151267575,0.000565394466669858,0.00822858445872749,0.0020031381128135946,21.575072108204772,9.982399517222866,0.9795607033524334,0.0024041998943078644,0.05884684643211176,10.519824921180165,0.001120086061505943,0.0030383943737402595,-1.5631304136665563,0.3384159769753416,-0.297509437494071,0.8136558201296654,-1.2656209761724853,0.00822858445872749,0.05884684643211176,0.00822858445872749,2N down,2N-specific response,1
4-Guanidinobutanoate | row_85,4-Guanidinobutanoate,0.5575988346013878,0.00749248906870105,0.030945792382264282,0.011378053467498067,0.920346299068548,0.4152814132101004,0.6817545752197929,1.5109038840106839,-0.11975128812643021,-1.2678387925195196,-0.5526756178623238,0.5954118865307656,0.3591314527941141,0.00033724241507627394,0.0033437190921514373,0.0016392110927751452,0.007808109914716819,4.019463135677206e-08,0.0004388626788897333,10.161727357548001,148.854313655294,22.971188722267886,0.02105958788426479,2.107985111155157e-06,0.008630966018164755,60.662409911703456,1.5990803139342334e-07,2.7954292895442896e-06,-1.2678387925195196,0.4152814132101004,-0.5526756178623238,0.6817545752197929,-0.7151631746571958,0.0004388626788897333,0.008630966018164755,0.0004388626788897333,2N down,2N-specific response,1
Citrulline | row_86,Citrulline,0.0499652326598555,0.39423577680622013,0.17897276140113982,0.005197574788843312,1.5416816771049975,0.9055760020586632,0.8893599832617516,1.5140750057732086,0.6245049116404537,-0.1430923679120184,-0.16916060277791445,0.5984366767745577,0.00550318731339708,0.2497383416632623,0.0637021693122701,0.0005067911688557657,5.432145544719422e-07,0.03023982660027506,0.8409572713469834,92.55047928310594,6.033653991285063,0.042052371655783835,1.0255890788430269e-05,0.06829281414033411,0.9040592963330748,32.875395215349506,4.549802510194199e-06,3.7675557628274774e-05,-0.1430923679120184,0.9055760020586632,-0.16916060277791445,0.8893599832617516,0.026068234865896045,0.8409572713469834,0.9040592963330748,0.8409572713469834,No strong response,No strong response,99
Pipecolate,Pipecolate,0.7589968081704997,0.2082861913922404,0.09211570303423408,0.16579129788640326,1.1615540180125474,0.5337327630847287,0.7244040310182669,1.576508828183325,0.21605624816884017,-0.9058105212806566,-0.46513352055692536,0.6567332488925715,0.6126647964257635,0.09840639974675765,0.01868125234504132,0.080085626945127,0.08881138114162347,0.01311333876192293,0.36823974728869285,3.4290164795947056,8.46038265809156,0.8741607835384785,0.1529889485359353,0.033098908532768034,0.5966585100222457,4.254519973741628,0.02899806038240328,0.0492547694479131,-0.9058105212806566,0.5337327630847287,-0.46513352055692536,0.7244040310182669,-0.4406770007237313,0.36823974728869285,0.5966585100222457,0.36823974728869285,No strong response,No strong response,99
O-Phosphorylethanolamine | row_88,O-Phosphorylethanolamine,0.0017896943865177626,0.1546359138628491,0.006101203461828996,0.015808864299295372,2.1738041927807488,0.8330824775129042,0.5820061822681997,1.5186581321647499,1.1202219942628453,-0.2634687613511737,-0.7808936168735592,0.6027971387404598,2.2051968422364316e-05,0.06552369231476657,8.949004188528956e-05,0.0026794685253043004,4.13750496252136e-08,8.54837393630302e-06,0.0033000638608616096,148.08459748827661,54.40416213805583,13.354396400048667,1.3949302445072012e-06,0.00010904952697121691,0.030095816127749645,71.94771867546135,6.116364882507204e-08,1.4123149649009736e-06,-0.2634687613511737,0.8330824775129042,-0.7808936168735592,0.5820061822681997,0.5174248555223855,0.0033000638608616096,0.030095816127749645,0.0033000638608616096,No strong response,No strong response,99
5-Oxo-D-Proline;5-Oxo-L-Proline,5-Oxo-D-Proline;5-Oxo-L-Proline,0.5782534231530253,0.02786689214562019,0.5136535428970086,0.07156985560165645,1.1078435662242474,0.6455499814360727,0.8726562704047309,1.4975860312821725,0.14775417907135946,-0.6313992949731428,-0.1965145906704855,0.5826388833740168,0.38401377123947306,0.004782242084311939,0.3551826639745073,0.023209859554123826,0.010927431407840098,0.0051897173458094435,0.0986488939012067,9.040933049082966,11.616366545988202,3.20514912241634,0.028495843229284678,0.015027893173141455,0.26983180690734027,7.9541495724959494,0.003474792341322148,0.008159711368676886,-0.6313992949731428,0.6455499814360727,-0.1965145906704855,0.8726562704047309,-0.43488470430265735,0.0986488939012067,0.26983180690734027,0.0986488939012067,No strong response,No strong response,99
Glycine | row_90,Glycine,0.5379575090748886,0.032989495133302536,0.9535517493974571,0.0034992617461327338,1.0740458812935478,0.7121378557607918,0.9960125071132492,1.5021854579532155,0.10305562395724976,-0.48977154952261515,-0.005764236291827984,0.5870629371880369,0.33622344317180536,0.00657161325948757,0.9305201686679146,0.0002668928450440221,6.736189084103402e-05,0.0010865428263928216,0.0012961026559537583,35.37662118947619,18.239754187768835,17.400942920807022,0.00038307002984298865,0.00420367388571649,0.017992954517946292,23.672439432684065,2.5037187756045806e-05,0.0001495892736816914,-0.48977154952261515,0.7121378557607918,-0.005764236291827984,0.9960125071132492,-0.48400731323078716,0.0012961026559537583,0.017992954517946292,0.0012961026559537583,No strong response,No strong response,99
Taurine | row_91,Taurine,0.8766333802644026,0.005194455085610017,0.3178208081305036,0.0012833726420506022,0.9880959907415862,0.632543563501445,0.9584456571266559,1.4971874915748316,-0.017276892510700748,-0.6607632527353751,-0.0612314599855317,0.5822549002391426,0.7819124006171896,0.00017487498498509806,0.1571133466652095,1.9415244934699198e-05,6.681793153206121e-06,5.19549196254602e-07,3.6565938702253276e-06,57.14541055969658,93.32248740276725,64.34913424868182,6.552914553885857e-05,1.4425130625421892e-05,0.0005753041022487849,71.60567740371548,6.283604716720434e-08,1.4123149649009736e-06,-0.6607632527353751,0.632543563501445,-0.0612314599855317,0.9584456571266559,-0.5995317927498434,3.6565938702253276e-06,0.0005753041022487849,3.6565938702253276e-06,No strong response,No strong response,99
L-Histidine,L-Histidine,0.9470827444083395,0.37566476236782553,0.5195360680295484,0.428522623839295,0.9846625402245452,0.43882549875500054,0.8796157694413262,1.9737337516096072,-0.022298720532528904,-1.1882807362871368,-0.18505462633469705,0.9809273894199109,0.9149782445978873,0.22921917703799524,0.3665370988428806,0.30323422958119606,0.26857390116853186,0.12240342032839897,0.2480786036417249,1.345803862669249,2.762066628352269,1.4739359029510386,0.3728437686810207,0.20542967444952803,0.49059016367276886,1.8606021313241845,0.19007197817214344,0.2367123316550177,-1.1882807362871368,0.43882549875500054,-0.18505462633469705,0.8796157694413262,-1.0032261099524398,0.2480786036417249,0.49059016367276886,0.2480786036417249,No strong response,No strong response,99
N-Acetylcysteine,N-Acetylcysteine,0.0499652326598555,0.10688354226685672,0.30925129439582455,0.03640231825543301,1.266268525829635,0.7697687970075411,0.9103716124967833,1.4975599481231716,0.34058337617510404,-0.3775029029732835,-0.135472523126694,0.5826137560216935,0.005555004393969236,0.03894908743622744,0.14938409983527118,0.008792085341354583,5.558934147155116e-05,0.005523644424901681,0.1373325572671593,36.88288038928775,11.387517529133412,2.534986795655621,0.0003255086318693632,0.015897318100936544,0.34882790258284085,16.935128238025932,0.00013046123480049462,0.0005401552879459075,-0.3775029029732835,0.7697687970075411,-0.135472523126694,0.9103716124967833,-0.24203037984658948,0.1373325572671593,0.34882790258284085,0.1373325572671593,No strong response,No strong response,99
Pseudouridine | row_94,Pseudouridine,0.31019412695378235,0.6004886825333153,0.07357175103259597,0.009016508906096399,1.3233731341123447,1.1297922965492069,1.265584496876863,1.4824322375285226,0.4042198967148565,0.1760575688518351,0.33980383234444034,0.5679661602074617,0.13078099844025992,0.4444200859867699,0.011690426541196394,0.0011652691594743227,0.0008796054350059041,0.03808421469598228,0.47380330827978767,19.278360982069195,5.427969499998184,0.5469078148272799,0.0033753964660389164,0.0806087414192988,0.6988598797126868,8.41774609896503,0.0027863636400901007,0.006814319368510505,0.1760575688518351,1.1297922965492069,0.33980383234444034,1.265584496876863,-0.16374626349260524,0.47380330827978767,0.6988598797126868,0.47380330827978767,No strong response,No strong response,99
N-Acetyl-L-Leucine | row_95,N-Acetyl-L-Leucine,0.244651784778305,0.013793941279796293,0.3118082015661609,0.06752012690617953,1.1534573017858443,0.6504115474121281,0.8286701558600443,1.4695859042661248,0.20596459990996863,-0.620575223627057,-0.2711301297152495,0.5554096938217761,0.08884602862877736,0.001277767919386624,0.15127982660731112,0.021122709084961677,0.0015235751788297417,0.00044897187789864267,0.08562565469849968,16.653713777987022,22.84322538922366,3.50810490634695,0.005366623017967448,0.0020182354892205653,0.24715720650537598,14.335014691185934,0.0002850463495771987,0.0009739569102556059,-0.620575223627057,0.6504115474121281,-0.2711301297152495,0.8286701558600443,-0.34944509391180745,0.08562565469849968,0.24715720650537598,0.08562565469849968,No strong response,No strong response,99
N-Acetyl-L-Methionine | row_96,N-Acetyl-L-Methionine,0.011324224365565733,0.0015469033399813368,0.001991231543952678,0.0012833726420506022,1.2868783521750298,0.6388507583462374,0.7367164338116181,1.4840155043690781,0.36387568292260397,-0.6464491517293034,-0.4408186699441785,0.5695061647077289,0.0003358880108430514,9.832012754118667e-06,6.164852519882987e-06,2.1752078678823765e-05,1.0698772406313288e-09,1.820402808774284e-10,0.003051556192656004,281.631171715545,382.15107984258617,13.669008298543766,8.416367626299785e-08,2.1480753143536552e-08,0.030095816127749645,225.81708661889007,8.092024960755788e-11,1.5280091948921125e-08,-0.6464491517293034,0.6388507583462374,-0.4408186699441785,0.7367164338116181,-0.20563048178512489,0.003051556192656004,0.030095816127749645,0.003051556192656004,No strong response,No strong response,99
(S)-Dihydroorotate,(S)-Dihydroorotate,0.9031618024396169,0.0004436332963150174,0.011139603013708433,0.21394166050998423,0.9745177779537456,0.08300762923591226,0.12228230984345435,1.4356064131529092,-0.03723959033620616,-3.5906122490381804,-3.031712385601665,0.5216602731003093,0.822795709849651,9.399010515148674e-07,0.0003169991554223967,0.11298207209913479,0.14283559469734655,6.195325209273706e-11,0.09552302223636729,2.458953324098557,459.5426912750248,3.2732029742279583,0.22385705350488347,9.74731166259063e-09,0.26678619228145184,155.091615857784,7.328247562059354e-10,6.917865698584031e-08,-3.5906122490381804,0.08300762923591226,-3.031712385601665,0.12228230984345435,-0.5588998634365154,0.09552302223636729,0.26678619228145184,0.09552302223636729,Common down,Common gem response,5
Oxalic acid,Oxalic acid,0.8471704670817759,0.15883888273745972,0.8167034295664614,0.20856730050245365,0.9518182828001271,0.5868298289598917,0.9569584575302228,1.55215449318908,-0.07124192842031718,-0.7689858888406711,-0.0634717975699921,0.6342721628503618,0.7419284420902121,0.06865070355602072,0.7249973241278544,0.10914432886463148,0.1536342167496274,0.04383869327067212,0.08051806050194794,2.319939377024108,5.071512940691912,3.642709911040047,0.23620635278770075,0.09035748132645084,0.24053496555012296,3.6780540762520353,0.04354689518142075,0.06812418651119868,-0.7689858888406711,0.5868298289598917,-0.0634717975699921,0.9569584575302228,-0.705514091270679,0.08051806050194794,0.24053496555012296,0.08051806050194794,No strong response,No strong response,99
Taurine | row_99,Taurine,0.6701164165533259,0.00749248906870105,0.34281054314165477,0.0033790736377063094,0.9666148298512502,0.6184347036304724,0.9406040437131129,1.4701662315095687,-0.04898696605516761,-0.6933068161310665,-0.08834056044575789,0.555979289630141,0.5050739376341714,0.0003272880544111229,0.18892069769274833,0.00024340784678392906,0.00011737992730486868,1.729911837118783e-06,2.279270075254182e-05,31.28521456076791,74.36320849115921,44.544970146712565,0.0005653400580397757,3.4050053949258446e-05,0.0013447693443999673,50.064464399546665,4.6549178907434265e-07,5.781898011660256e-06,-0.6933068161310665,0.6184347036304724,-0.08834056044575789,0.9406040437131129,-0.6049662556853086,2.279270075254182e-05,0.0013447693443999673,2.279270075254182e-05,No strong response,No strong response,99
3-(2-Hydroxyphenyl)propanoate,3-(2-Hydroxyphenyl)propanoate,0.0017896943865177626,0.18070792443312667,0.06031565330169259,0.040933168477227035,2.2153075148856325,1.2009403388820814,0.8025039285896242,1.480334139982949,1.1475069784221574,0.2641644816539461,-0.3174196400444522,0.5659228567237591,1.2527960553459913e-05,0.08231399100237762,0.008945118074403562,0.010933657262775896,1.720963469874634e-08,0.6897615894074567,0.0007705988535554979,173.14352930643633,0.16726188142966467,19.94796962222955,7.219384250931027e-07,0.7668163286903322,0.012990094959935536,64.41958693669919,1.1412109787807849e-07,2.2443815916022102e-06,0.2641644816539461,1.2009403388820814,-0.3174196400444522,0.8025039285896242,0.5815841216983983,0.0007705988535554979,0.012990094959935536,0.0007705988535554979,No strong response,No strong response,99
N-Formylphenylalanine | row_101,N-Formylphenylalanine,0.03993247375604037,0.0021481822668074084,0.017151671565701368,0.0043201942216132,1.2366524429578918,0.6216955282100639,0.7367173341897276,1.4654493232695638,0.3064400926542028,-0.6857198931269579,-0.44081690675527696,0.5513430790258838,0.0031207936360814173,2.5597942233060176e-05,0.0011763731258637691,0.000366118154374,1.1271392063689278e-06,5.84873933620166e-08,0.0247935847061127,80.68359628924232,139.1620988734961,6.5768564979257595,1.9000346621647642e-05,2.300504138905986e-06,0.11145306648843042,75.47418388688861,4.6631632028245576e-08,1.3314395079877473e-06,-0.6857198931269579,0.6216955282100639,-0.44081690675527696,0.7367173341897276,-0.24490298637168095,0.0247935847061127,0.11145306648843042,0.0247935847061127,No strong response,No strong response,99
Docosadienoate (22:2n6),Docosadienoate (22:2n6),0.0509950178934732,0.05241117813127981,0.29714510776449504,0.020324475911393688,1.9966183806289788,1.7431038060251014,1.2776984690656228,1.4635251437235361,0.9975586127088683,0.8016584879823831,0.35354740709031773,0.5494475318168028,0.006576288105911363,0.013435916427722154,0.13281833346240346,0.003746248737905193,9.95196893641496e-05,0.0011182656818779586,0.12477839245430425,32.46172203898283,18.101154291764765,2.7236973226035484,0.0005161900371415232,0.004291230909320296,0.32360110570566814,17.762191217783833,0.0001037847350950026,0.00044356058259067537,0.8016584879823831,1.7431038060251014,0.35354740709031773,1.2776984690656228,0.4481110808920654,0.12477839245430425,0.32360110570566814,0.12477839245430425,No strong response,No strong response,99
Trans-4-Hydroxy-L-Proline,Trans-4-Hydroxy-L-Proline,0.10283648253843303,0.04868553591730684,0.22349661363938325,0.008036541551556626,1.2593170233133721,0.7667693307775727,0.890504526381123,1.4625356862827734,0.3326415160893319,-0.38313546161105094,-0.16730515040942606,0.5484718272909568,0.024401877212509533,0.011508710058121827,0.08949334741068524,0.0009705145517769655,1.2241627690142729e-05,0.0008011980713163011,0.10696083602511254,50.60517230180578,19.749326499909824,3.036380722254457,9.632422856932103e-05,0.0033019397107164295,0.2876717088108815,24.463626507990156,2.1182739993795994e-05,0.0001351115307712393,-0.38313546161105094,0.7667693307775727,-0.16730515040942606,0.890504526381123,-0.21583031120162488,0.10696083602511254,0.2876717088108815,0.10696083602511254,No strong response,No strong response,99
D-Pantothenic acid | row_104,D-Pantothenic acid,0.0006507115599980143,0.02776034904131341,0.014764931325254232,0.0018582814450576188,1.4805079254680167,0.8484469038909688,0.8393423198658497,1.4646207688935016,0.5660922135838895,-0.2371037166633414,-0.25266877117118725,0.5505271590760437,1.378626186436471e-06,0.004705143905307358,0.0006881959516008328,6.299259135788539e-05,2.3458474503952504e-10,2.3023440738283924e-06,0.7942789973024342,365.875878897664,70.39020555455318,0.07109265832368632,2.7680999914663953e-08,4.179640010950005e-05,0.8782962184170479,145.44572570351485,1.065795549733011e-09,7.186507135342588e-08,-0.2371037166633414,0.8484469038909688,-0.25266877117118725,0.8393423198658497,0.015565054507845844,0.7942789973024342,0.8782962184170479,0.7942789973024342,No strong response,No strong response,99
Erythronic acid,Erythronic acid,0.8461470574181916,0.059798907737408126,0.11121965044404691,0.2743847908059235,0.9382036771912015,0.3400549672383228,0.5745583550314038,1.5851930228491657,-0.09202693955004193,-1.5561601292520244,-0.7994746672222952,0.6646585224796873,0.7367933063535524,0.016653350249097136,0.026391103495197573,0.16742122828836012,0.2517204142084152,0.00033424145225583525,0.13753245692128283,1.4501424811140884,24.540081578589827,2.532158346447869,0.3546627925563342,0.0016606522680500447,0.34882790258284085,9.50746080205061,0.0017079113443506388,0.004310877831729954,-1.5561601292520244,0.3400549672383228,-0.7994746672222952,0.5745583550314038,-0.7566854620297292,0.13753245692128283,0.34882790258284085,0.13753245692128283,2N down,2N-specific response,1
Glyceraldehyde 3-phosphate | row_106,Glyceraldehyde 3-phosphate,0.1341803377777356,0.09769199641639972,0.022449142728217443,0.006325408851282548,0.7820251147223604,0.7829640041901109,1.4651852998086585,1.4634283262582382,-0.3547131544856974,-0.3529821119816887,0.5510831316849512,0.5493520891809425,0.0366721685875591,0.03394382926332533,0.0018073462365937772,0.0006866048558648879,0.22858249798113037,0.2209073291853094,7.32932180325028e-05,1.6097763588844438,1.6675525516270102,34.73006961734838,0.32399681395523583,0.3198412864278099,0.002514418615471565,12.669132842619897,0.0004989531959574852,0.0015493809769206118,-0.3529821119816887,0.7829640041901109,0.5510831316849512,1.4651852998086585,-0.9040652436666399,7.32932180325028e-05,0.002514418615471565,7.32932180325028e-05,No strong response,No strong response,99
Uridine 5'-monophosphate | row_107,Uridine 5'-monophosphate,0.31070830152932766,0.05944665129915248,0.7111014672230805,0.09842482830321589,0.6508709319493615,0.4096036573958149,0.9053196840399037,1.4385766724093079,-0.6195566103255317,-1.2876994975102711,-0.14350077215071977,0.5246421150340197,0.1368560695357408,0.015995179480916027,0.5950955075277898,0.03607520189927193,0.8167722987137136,0.0038429217944321286,0.014483072980215051,0.05609531369177546,12.754466995998204,8.152004576500946,0.8671558701561013,0.01148012080362003,0.08439519069952475,6.987522295396947,0.005659438472777642,0.012424441670469986,-1.2876994975102711,0.4096036573958149,-0.14350077215071977,0.9053196840399037,-1.1441987253595514,0.014483072980215051,0.08439519069952475,0.014483072980215051,2N down,2N-specific response,1
Bilirubin,Bilirubin,0.6302085681496312,0.23238825957331516,0.17657850132869954,0.06752012690617953,0.9322815947501862,0.8414558535258791,1.291901162023044,1.4313474325999447,-0.101162309547572,-0.2490405114723444,0.36949569966522233,0.5173739015899947,0.4508237159990388,0.11527853190999662,0.06107906768260303,0.021077380923699828,0.06482572692145544,0.5672616233853969,0.010648382894258632,4.131645508321542,0.34605547913685675,9.124833914024638,0.1219033589917409,0.6743329120812572,0.06791941521743344,4.534178300494357,0.024021685294045327,0.0424653013437805,-0.2490405114723444,0.8414558535258791,0.36949569966522233,1.291901162023044,-0.6185362111375667,0.010648382894258632,0.06791941521743344,0.010648382894258632,No strong response,No strong response,99
"L,L-Cyclo(leucylprolyl)","L,L-Cyclo(leucylprolyl)",0.603139938781231,0.31111945145136777,0.12971779712836898,0.1362973660725922,1.1070030526545698,1.2174608068593913,1.5549284130514682,1.4138529061544576,0.1466592004785774,0.28387532905527557,0.6368481620195432,0.499632033442845,0.4216868216055217,0.17599341851168476,0.03508510303535892,0.058619418035458094,0.024347190967656387,0.0032212638688501397,0.18508133180822195,6.627575750840161,13.45106331992991,1.9768819259655355,0.05498504371642974,0.00987296458504718,0.4159923267308608,7.351840332245212,0.004687403513920988,0.010740070187236439,0.28387532905527557,1.2174608068593913,0.6368481620195432,1.5549284130514682,-0.3529728329642676,0.18508133180822195,0.4159923267308608,0.18508133180822195,No strong response,No strong response,99
Stearoyl-L-carnitine,Stearoyl-L-carnitine,0.16055505930628317,0.8724363756277979,0.8620668285683217,0.22339284869927578,1.530809077597909,1.040512039026497,0.9455491541886459,1.391098972676225,0.6142943612318348,0.05729365757045457,-0.08077563654212128,0.47622506711925894,0.048302581401466545,0.7892591787988765,0.7802025657047196,0.12258209282439073,0.007499184596133401,0.94604064294711,0.6916382252612937,10.30088057416741,0.004776138666188078,0.16512078575845363,0.020460203059970896,0.9612316413012719,0.8285032041973338,3.4902591661974007,0.05000132605693024,0.0754013606992686,0.05729365757045457,1.040512039026497,-0.08077563654212128,0.9455491541886459,0.13806929411257585,0.6916382252612937,0.8285032041973338,0.6916382252612937,No strong response,No strong response,99
Biotin | row_111,Biotin,0.09760141807534872,0.049243912436256226,0.028814215553322517,0.027466239083860314,1.4003974567813642,0.6717869408741043,0.6881111465310272,1.4344266626128823,0.48583634684746,-0.573924344148665,-0.5392864811254121,0.5204742098707129,0.021983708820148287,0.01205106090890184,0.0027471180082616806,0.0056445448964712935,0.0001836741991902498,7.48071561962218e-05,0.8578850340930813,28.253278603911447,34.574796810185084,0.033473950962469606,0.0008344279235368078,0.0005349845109790408,0.9159578684315299,20.953849788353335,4.6202694340201684e-05,0.00023964474427005705,-0.573924344148665,0.6717869408741043,-0.5392864811254121,0.6881111465310272,-0.03463786302325289,0.8578850340930813,0.9159578684315299,0.8578850340930813,No strong response,No strong response,99
O-Phosphorylethanolamine | row_112,O-Phosphorylethanolamine,0.03674341812412468,0.25219105183959123,0.013859704904804176,0.03776123052200162,2.002717925135456,0.8075824669810394,0.5705317543125232,1.4148575754647912,1.0019592375932582,-0.30831850550832485,-0.8096209094876947,0.5006568336138884,0.0022688741685811006,0.13090425360317764,0.000587275631559499,0.009280302416424129,1.1205771832134237e-05,0.00017640319188826477,0.03384877423013171,51.51946024039784,28.517521776422072,5.734226188528564,9.444864829941713e-05,0.0009681663554797788,0.1385648905557778,28.590402735116452,9.48252558645668e-06,6.885772425857773e-05,-0.30831850550832485,0.8075824669810394,-0.8096209094876947,0.5705317543125232,0.5013024039793699,0.03384877423013171,0.1385648905557778,0.03384877423013171,No strong response,No strong response,99
Docosapentaenoic acid,Docosapentaenoic acid,0.9139320163932689,0.16746543201684436,0.13118734169847987,0.5741521596234507,1.0642562516103808,2.053955711519786,2.4563629336039994,1.2727633773455338,0.08984556476449157,1.0384050738373958,1.296523738162076,0.3479642290891718,0.8584628296043928,0.07402962604092637,0.03585416754047437,0.4452112085215741,0.5011885072363638,0.0030431446299545484,0.6898334427249686,0.48096715193376005,13.680178375273723,0.16717960315776412,0.6019363242126303,0.009570531529420369,0.8285032041973338,4.776108376788418,0.020501561821649562,0.03750673325511083,1.0384050738373958,2.053955711519786,1.296523738162076,2.4563629336039994,-0.2581186643246802,0.6898334427249686,0.8285032041973338,0.6898334427249686,4N up,4N-specific response,2
11Z-Eicosenoic acid,11Z-Eicosenoic acid,0.08007428992088782,0.08228028424031446,0.23813330185234294,0.03065089262927665,1.7760982319626297,1.6604143242222706,1.2966716972827166,1.3870130336646762,0.8287113760834011,0.7315432830884241,0.3748132516348477,0.47198134462982466,0.01560770057780017,0.026686714909257118,0.09838134292628575,0.006496157640661409,0.0003510106843905529,0.0012564429548997224,0.20172566414000245,24.252714440150328,17.54693003944902,1.8242748801643907,0.001534046694743898,0.0046696147615170784,0.43870504205731325,14.541306453254773,0.0002668809802380407,0.000931002145000192,0.7315432830884241,1.6604143242222706,0.3748132516348477,1.2966716972827166,0.3567300314535764,0.20172566414000245,0.43870504205731325,0.20172566414000245,No strong response,No strong response,99
Hydroxycotinine,Hydroxycotinine,0.9158934024626348,0.9919825565345657,0.345725086840622,0.07156985560165645,1.0368132821842473,1.001735611738976,1.3517006965649505,1.3990330575383605,0.052156105220404925,0.002501788009887207,0.4347757349155934,0.4844300521261111,0.867382099366097,0.989880898575806,0.19263919033704147,0.023020695018471666,0.12641577188164718,0.2055397708828916,0.21043102892641252,2.69776990940748,1.7915968295325522,1.7508304847845084,0.20354118893920747,0.30128811135628836,0.446054078105087,2.0800657412415324,0.15639323642649217,0.20168745244072211,0.002501788009887207,1.001735611738976,0.4347757349155934,1.3517006965649505,-0.4322739469057062,0.21043102892641252,0.446054078105087,0.21043102892641252,No strong response,No strong response,99
3-Methyl-L-Histidine;1-Methyl-L-Histidine | row_116,3-Methyl-L-Histidine;1-Methyl-L-Histidine,0.31070830152932766,0.3599801606973708,0.3216230724039177,0.16273795174418898,1.3469635408101202,0.7906496659776243,0.8000045205608449,1.3629006221691544,0.42971080090838143,-0.33888951158782277,-0.32191994267200386,0.44668036982420034,0.1320508429709865,0.2173609021159972,0.16081153620195884,0.0781595839282711,0.013348960189303705,0.04936527373657922,0.9561580845058297,8.4046987867483,4.778357753366693,0.0031511406355619995,0.033514410688039085,0.10000175623890727,0.978973136413778,4.39540256025023,0.02635565715337555,0.046244870544212856,-0.33888951158782277,0.7906496659776243,-0.32191994267200386,0.8000045205608449,-0.01696956891581891,0.9561580845058297,0.978973136413778,0.9561580845058297,No strong response,No strong response,99
