parameter	display_name	value_2N	value_4N	ratio_4N_over_2N	log2_ratio_4N_over_2N
r	r	1.2463724081040366	1.7809375689522609	1.4288968187777815	0.5149017425974355
K	K	25358.22838001918	20512.06744529951	0.8088919753345954	-0.3059810461937835
k_tr	k_tr	6.842656817820877	2.8202443171612437	0.4121563293684781	-1.2787364447923872
k_kill	k_kill	217.2640297695638	129.89234606810706	0.5978548138220324	-0.7421329195108121
k_clear	k_clear	0.1518153589735602	0.0616089784089334	0.40581518777466435	-1.3011052354183061
k_cyto	k_cyto	8040.91427243277	1163.113540248166	0.14464941433783837	-2.789367612847687
beta_dose	beta_dose	0.2533099724115499	0.4877484657383576	1.925500449488495	0.945233459917421
mu_base_death	mu_base_death	0.1168254734635236	0.0174407723404235	0.14928912182726167	-2.7438190496937342
mu_confluence_death	mu_confluence_death	0.0514377598566709	0.0541297686355269	1.052335264722981	0.07359440776348547
