"tgi_measure","iteration","n","pearson_r","pearson_p","spearman_rho","spearman_p"
"TGI_percent_Day_24_control_median",1,8,1,0,1,2.73691106313438e-47
"TGI_percent_Day_24_control_median",2,8,0.796667409114168,0.0179418566195028,0.620253164556962,0.100875222859378
"TGI_percent_Day_24_control_median",3,8,0.727318022708137,0.0408874527265582,0.62962962962963,0.0943451651056068
"TGI_percent_Day_24_control_median",4,8,0.588354209558343,0.124979403578077,0.51219512195122,0.194378892157874
"TGI_percent_Day_24_control_median",5,8,0.532160931997788,0.174575416739479,-0.0632911392405063,0.881645645130732
"TGI_percent_Day_24_control_median",6,8,0.86717505904619,0.00529029583078191,0.917808219178082,0.00130395207243573
"TGI_percent_Day_24_control_median",7,8,0.643095360005154,0.085405206155178,0.390243902439024,0.339186635335989
"TGI_percent_Day_24_control_median",8,8,0.827834167649865,0.0111673119128071,0.89873417721519,0.00240296148046003
"TGI_percent_Day_24_control_median",9,8,0.242157154015067,0.56339322098908,-0.164556962025316,0.696980493011756
"TGI_percent_Day_24_control_median",10,8,0.779951625684456,0.0224348730587175,0.804878048780488,0.0159601987985088
"TGI_percent_Day_24_control_median",11,8,0.847429773038782,0.00789373243159968,0.851851851851852,0.00725239908517074
"TGI_percent_Day_24_control_median",12,8,0.907046016801743,0.00187052901199904,0.974683544303797,3.97984255471566e-05
"TGI_percent_Day_24_control_median",13,8,0.777745615273665,0.0230750027681326,0.634146341463415,0.0912890821441658
"TGI_percent_Day_24_control_median",14,8,0.628181896822641,0.0953370244852117,0.397590361445783,0.32935525869871
"TGI_percent_Day_24_control_median",15,8,0.762235290933451,0.0278960071341023,0.62962962962963,0.0943451651056068
"TGI_percent_Day_24_control_median",16,8,0.83013779754776,0.0107447383533469,0.555555555555556,0.152822232383275
"TGI_percent_Day_24_control_median",17,8,0.957924512323836,0.000180393460547018,0.917808219178082,0.00130395207243573
"TGI_percent_Day_24_control_median",18,8,0.679586894065057,0.0637415876203158,0.414634146341463,0.307070866237017
"TGI_percent_Day_24_control_median",19,8,0.949393066617381,0.000311844978197496,1,3.42113882891805e-48
"TGI_percent_Day_24_control_median",20,8,0.527677047791867,0.178923896996114,0.24390243902439,0.560495956966516
"TGI_percent_Day_24_control_median",21,8,0.281401722298975,0.499564237629345,0.0886075949367088,0.834728317893272
"TGI_percent_Day_24_control_median",22,8,-0.105797022313236,0.803105846582546,-0.432432432432432,0.284598569995075
"TGI_percent_Day_24_control_median",23,8,0.872351248431924,0.00471473148630279,0.842105263157895,0.0087124949365918
"TGI_percent_Day_24_control_median",24,8,0.188199357710217,0.655369958774301,0.297297297297297,0.47454266274421
"TGI_percent_Day_24_control_median",25,8,0.761419163642339,0.0281654522002286,0.707317073170732,0.0497267470387709
