"compartment","analysis","model","term","estimate","std_error","statistic","p_value","n","tgi_measure","pre_specified_primary"
"CellCycle","shift_only","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse)","(Intercept)",46.1180696684425,6.80394517537352,6.77813657807887,0.000504072212052702,8,"TGI_percent_Day_24_control_median",FALSE
"CellCycle","shift_only","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse)","scale(ecdf_rmse)",16.0916958811546,7.2737233498975,2.2123051849891,0.0689241751910168,8,"TGI_percent_Day_24_control_median",FALSE
"CellCycle","shift_ploidy_dose_adjusted","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse) + end_timepoint_ploidy_group + dose_mg_factor","(Intercept)",30.2717425349398,16.0499649114081,1.88609400095467,0.132346152916041,8,"TGI_percent_Day_24_control_median",FALSE
"CellCycle","shift_ploidy_dose_adjusted","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse) + end_timepoint_ploidy_group + dose_mg_factor","scale(ecdf_rmse)",20.2632062793298,8.09791037506158,2.50227593796698,0.0666043789335471,8,"TGI_percent_Day_24_control_median",TRUE
"CellCycle","shift_ploidy_dose_adjusted","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse) + end_timepoint_ploidy_group + dose_mg_factor","end_timepoint_ploidy_groupETP-higher",22.8692179131343,17.3568818408689,1.31758792407551,0.258040544078558,8,"TGI_percent_Day_24_control_median",FALSE
"CellCycle","shift_ploidy_dose_adjusted","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse) + end_timepoint_ploidy_group + dose_mg_factor","dose_mg_factor120",8.8234363538711,16.1128890876741,0.547601135082644,0.613087120650573,8,"TGI_percent_Day_24_control_median",FALSE
"CellCycle","shift_by_ploidy_dose_adjusted","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse) * end_timepoint_ploidy_group + dose_mg_factor","(Intercept)",23.196749877172,14.5523564511867,1.59402018188473,0.209188943051109,8,"TGI_percent_Day_24_control_median",FALSE
"CellCycle","shift_by_ploidy_dose_adjusted","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse) * end_timepoint_ploidy_group + dose_mg_factor","scale(ecdf_rmse)",7.54607237504746,10.7723605553542,0.700503138218561,0.534053760499748,8,"TGI_percent_Day_24_control_median",FALSE
"CellCycle","shift_by_ploidy_dose_adjusted","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse) * end_timepoint_ploidy_group + dose_mg_factor","end_timepoint_ploidy_groupETP-higher",31.0932886976478,15.8573960772597,1.96080671417656,0.144738237236297,8,"TGI_percent_Day_24_control_median",FALSE
"CellCycle","shift_by_ploidy_dose_adjusted","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse) * end_timepoint_ploidy_group + dose_mg_factor","dose_mg_factor120",24.4326548308088,17.1467103372421,1.42491792012967,0.249399810692456,8,"TGI_percent_Day_24_control_median",FALSE
"CellCycle","shift_by_ploidy_dose_adjusted","`TGI_percent_Day_24_control_median` ~ scale(ecdf_rmse) * end_timepoint_ploidy_group + dose_mg_factor","scale(ecdf_rmse):end_timepoint_ploidy_groupETP-higher",26.5859170742778,17.1691586341892,1.54846941779295,0.219266351910208,8,"TGI_percent_Day_24_control_median",FALSE
