"compartment","sample_set","reference_type","shift_metric","tgi_measure","tgi_day","n","pearson_r","pearson_p_asymptotic","pearson_p_permutation_two_sided","pearson_p_permutation_positive","pearson_n_permutations","pearson_permutation_mode","spearman_rho","spearman_p_asymptotic","spearman_p_permutation_two_sided","spearman_p_permutation_positive","spearman_n_permutations","spearman_permutation_mode","pre_specified_primary","pearson_q_exploratory","spearman_q_exploratory"
"CellCycle","treated","sensitivity_pooled_cell_reference","ecdf_mean_abs","TGI_percent_Day_31",31,8,0.713627004163376,0.0468250978271111,0.0472,0.0227,10000,"monte_carlo_TGI_label_permutation",0.666666666666667,0.0709876543209875,0.0869,0.0472,10000,"monte_carlo_TGI_label_permutation",FALSE,0.162162162162162,0.336872727272727
"CellCycle","treated","sensitivity_pooled_cell_reference","ecdf_mean_abs","TGI_percent_Day_34",34,8,0.254779950900159,0.542558114572718,0.5317,0.2712,10000,"monte_carlo_TGI_label_permutation",0.0952380952380952,0.822505430203611,0.8332,0.418,10000,"monte_carlo_TGI_label_permutation",FALSE,0.607657142857143,0.918654545454545
"CellCycle","treated","sensitivity_pooled_cell_reference","ecdf_mean_abs","TGI_percent_Day_38",38,8,-0.0546544532251003,0.897726790854938,0.8931,0.5504,10000,"monte_carlo_TGI_label_permutation",-0.19047619047619,0.651401495702482,0.6606,0.6943,10000,"monte_carlo_TGI_label_permutation",FALSE,0.8931,0.845431578947368
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_auc",NA,8,-0.615224153986737,0.10448119194438,0.10890376984127,0.946180555555556,40320,"exact_TGI_label_enumeration",-0.619047619047619,0.101733037454265,0.114980158730159,0.951909722222222,40320,"exact_TGI_label_enumeration",FALSE,0.217273469387755,0.336872727272727
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_3",3,8,0.284225403588734,0.495082900141258,0.549,0.2719,10000,"monte_carlo_TGI_label_permutation",0.0476190476190476,0.910849168519584,0.9365,0.4707,10000,"monte_carlo_TGI_label_permutation",FALSE,0.612837209302326,0.958570212765957
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_7",7,8,-0.489955325086774,0.217766801148815,0.226,0.8935,10000,"monte_carlo_TGI_label_permutation",-0.523809523809524,0.182720750539715,0.1987,0.9145,10000,"monte_carlo_TGI_label_permutation",FALSE,0.349935483870968,0.40708085106383
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_10",10,8,-0.535090274900852,0.171765590858873,0.1762,0.93,10000,"monte_carlo_TGI_label_permutation",-0.428571428571429,0.28940322484679,0.3038,0.8644,10000,"monte_carlo_TGI_label_permutation",FALSE,0.286698305084746,0.530269090909091
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_14",14,8,-0.476014635952661,0.233132706611628,0.2329,0.8868,10000,"monte_carlo_TGI_label_permutation",-0.619047619047619,0.101733037454265,0.1158,0.9511,10000,"monte_carlo_TGI_label_permutation",FALSE,0.354895238095238,0.336872727272727
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_17",17,8,-0.369895371839408,0.367112005728317,0.3667,0.817,10000,"monte_carlo_TGI_label_permutation",-0.19047619047619,0.651401495702482,0.6693,0.6829,10000,"monte_carlo_TGI_label_permutation",FALSE,0.488933333333333,0.845431578947368
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_21",21,8,-0.156220021907912,0.711818195348661,0.7028,0.6411,10000,"monte_carlo_TGI_label_permutation",0.119047619047619,0.77888572605238,0.7976,0.3968,10000,"monte_carlo_TGI_label_permutation",FALSE,0.749653333333333,0.900818823529412
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_24",24,8,-0.576801769937321,0.134432113167352,0.1356,0.9362,10000,"monte_carlo_TGI_label_permutation",-0.523809523809524,0.182720750539715,0.1978,0.9153,10000,"monte_carlo_TGI_label_permutation",FALSE,0.243665454545455,0.40708085106383
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_27",27,8,-0.619993610290077,0.101059559107077,0.1073,0.9468,10000,"monte_carlo_TGI_label_permutation",-0.666666666666667,0.0709876543209875,0.0814,0.9647,10000,"monte_carlo_TGI_label_permutation",FALSE,0.217273469387755,0.336872727272727
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_31",31,8,-0.633745958672127,0.0915576426326616,0.0941,0.9527,10000,"monte_carlo_TGI_label_permutation",-0.666666666666667,0.0709876543209875,0.0823,0.965,10000,"monte_carlo_TGI_label_permutation",FALSE,0.204373333333333,0.336872727272727
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_34",34,8,-0.548328794186906,0.159374075916865,0.167,0.9096,10000,"monte_carlo_TGI_label_permutation",-0.285714285714286,0.492726245016957,0.4948,0.7763,10000,"monte_carlo_TGI_label_permutation",FALSE,0.276413793103448,0.698541176470588
"CellCycle","treated","sensitivity_pooled_cell_reference","signed_mean_shift","TGI_percent_Day_38",38,8,-0.0588547821137781,0.889901851497172,0.8903,0.5561,10000,"monte_carlo_TGI_label_permutation",0,1,1,0.5032,10000,"monte_carlo_TGI_label_permutation",FALSE,0.8931,1
