direction	metric	cancer_type	group	pvalue
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Chaperone/protein-homeostasis inhibitors	0.323333333333333
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Topoisomerase inhibitors	0.04
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Alkylating agents	0.226666666666667
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Antimitotic agents	0.3
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	p53/MDM2 pathway	0.603333333333333
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Hormone therapy	0.0733333333333333
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Tumor antibiotics	0
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Proteasome inhibitors	0.486666666666667
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Hedgehog pathway inhibitors	0.54
low_ploidy_sensitive	Z_SCORE	KIRC	Serine/threonine kinase inhibitors	1
low_ploidy_sensitive	Z_SCORE	KIRC	Epigenetic inhibitors	0.306666666666667
low_ploidy_sensitive	Z_SCORE	KIRC	Other	0.0933333333333333
low_ploidy_sensitive	Z_SCORE	KIRC	Receptor tyrosine kinase inhibitors	0.136666666666667
low_ploidy_sensitive	Z_SCORE	KIRC	DNA damage repair inhibitors	0.0266666666666667
low_ploidy_sensitive	Z_SCORE	KIRC	Metabolic/redox agents	0.143333333333333
low_ploidy_sensitive	Z_SCORE	KIRC	Proapoptotic agents	0.523333333333333
low_ploidy_sensitive	Z_SCORE	KIRC	Non-receptor tyrosine kinase inhibitors	0.273333333333333
low_ploidy_sensitive	Z_SCORE	KIRC	WNT-pathway modulators	0.476666666666667
low_ploidy_sensitive	Z_SCORE	KIRC	Antimetabolites	0.0266666666666667
low_ploidy_sensitive	Z_SCORE	KIRC	Chaperone/protein-homeostasis inhibitors	0.733333333333333
low_ploidy_sensitive	Z_SCORE	KIRC	Topoisomerase inhibitors	0.49
low_ploidy_sensitive	Z_SCORE	KIRC	Alkylating agents	0.833333333333333
low_ploidy_sensitive	Z_SCORE	KIRC	Antimitotic agents	0.783333333333333
low_ploidy_sensitive	Z_SCORE	KIRC	p53/MDM2 pathway	0.533333333333333
low_ploidy_sensitive	Z_SCORE	KIRC	Hormone therapy	0.826666666666667
low_ploidy_sensitive	Z_SCORE	KIRC	Tumor antibiotics	0.0666666666666667
low_ploidy_sensitive	Z_SCORE	KIRC	Proteasome inhibitors	0.246666666666667
low_ploidy_sensitive	Z_SCORE	KIRC	Hedgehog pathway inhibitors	0.403333333333333
low_ploidy_sensitive	Z_SCORE	THCA	Serine/threonine kinase inhibitors	1
low_ploidy_sensitive	Z_SCORE	THCA	Epigenetic inhibitors	1
low_ploidy_sensitive	Z_SCORE	THCA	Other	0.263333333333333
low_ploidy_sensitive	Z_SCORE	THCA	Receptor tyrosine kinase inhibitors	0.46
low_ploidy_sensitive	Z_SCORE	THCA	DNA damage repair inhibitors	0.0366666666666667
low_ploidy_sensitive	Z_SCORE	THCA	Metabolic/redox agents	0.52
low_ploidy_sensitive	Z_SCORE	THCA	Proapoptotic agents	0.12
low_ploidy_sensitive	Z_SCORE	THCA	Non-receptor tyrosine kinase inhibitors	0.136666666666667
low_ploidy_sensitive	Z_SCORE	THCA	WNT-pathway modulators	0.436666666666667
low_ploidy_sensitive	Z_SCORE	THCA	Antimetabolites	0.13
low_ploidy_sensitive	Z_SCORE	THCA	Chaperone/protein-homeostasis inhibitors	0.78
low_ploidy_sensitive	Z_SCORE	THCA	Topoisomerase inhibitors	0.103333333333333
low_ploidy_sensitive	Z_SCORE	THCA	Alkylating agents	0.6
low_ploidy_sensitive	Z_SCORE	THCA	Antimitotic agents	0.146666666666667
low_ploidy_sensitive	Z_SCORE	THCA	p53/MDM2 pathway	0.423333333333333
low_ploidy_sensitive	Z_SCORE	THCA	Hormone therapy	0.82
low_ploidy_sensitive	Z_SCORE	THCA	Tumor antibiotics	0.36
low_ploidy_sensitive	Z_SCORE	THCA	Proteasome inhibitors	0.463333333333333
low_ploidy_sensitive	Z_SCORE	THCA	Hedgehog pathway inhibitors	0.57
low_ploidy_sensitive	Z_SCORE	SKCM	Serine/threonine kinase inhibitors	0.0133333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Epigenetic inhibitors	0.993333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Other	0.48
low_ploidy_sensitive	Z_SCORE	SKCM	Receptor tyrosine kinase inhibitors	0.856666666666667
low_ploidy_sensitive	Z_SCORE	SKCM	DNA damage repair inhibitors	0.1
low_ploidy_sensitive	Z_SCORE	SKCM	Metabolic/redox agents	0.983333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Proapoptotic agents	0.803333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Non-receptor tyrosine kinase inhibitors	0.886666666666667
low_ploidy_sensitive	Z_SCORE	SKCM	WNT-pathway modulators	0.553333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Antimetabolites	0.0266666666666667
low_ploidy_sensitive	Z_SCORE	SKCM	Chaperone/protein-homeostasis inhibitors	0.05
low_ploidy_sensitive	Z_SCORE	SKCM	Topoisomerase inhibitors	0.01
low_ploidy_sensitive	Z_SCORE	SKCM	Alkylating agents	0.97
low_ploidy_sensitive	Z_SCORE	SKCM	Antimitotic agents	0.333333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	p53/MDM2 pathway	0.793333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Hormone therapy	0.52
low_ploidy_sensitive	Z_SCORE	SKCM	Tumor antibiotics	0.613333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Proteasome inhibitors	0.283333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Hedgehog pathway inhibitors	0.693333333333333
low_ploidy_sensitive	Z_SCORE	DLBC	Serine/threonine kinase inhibitors	0
low_ploidy_sensitive	Z_SCORE	DLBC	Epigenetic inhibitors	0.303333333333333
low_ploidy_sensitive	Z_SCORE	DLBC	Other	0.973333333333333
low_ploidy_sensitive	Z_SCORE	DLBC	Receptor tyrosine kinase inhibitors	0.316666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	DNA damage repair inhibitors	0.693333333333333
low_ploidy_sensitive	Z_SCORE	DLBC	Metabolic/redox agents	0.77
low_ploidy_sensitive	Z_SCORE	DLBC	Proapoptotic agents	0.11
low_ploidy_sensitive	Z_SCORE	DLBC	Non-receptor tyrosine kinase inhibitors	0.17
low_ploidy_sensitive	Z_SCORE	DLBC	WNT-pathway modulators	0.5
low_ploidy_sensitive	Z_SCORE	DLBC	Antimetabolites	0.9
low_ploidy_sensitive	Z_SCORE	DLBC	Chaperone/protein-homeostasis inhibitors	0.246666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	Topoisomerase inhibitors	0.99
low_ploidy_sensitive	Z_SCORE	DLBC	Alkylating agents	0.69
low_ploidy_sensitive	Z_SCORE	DLBC	Antimitotic agents	0.896666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	p53/MDM2 pathway	0.573333333333333
low_ploidy_sensitive	Z_SCORE	DLBC	Hormone therapy	0.333333333333333
low_ploidy_sensitive	Z_SCORE	DLBC	Tumor antibiotics	0.736666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	Proteasome inhibitors	0.146666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	Hedgehog pathway inhibitors	0.353333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Serine/threonine kinase inhibitors	0.78
low_ploidy_sensitive	Z_SCORE	LUAD	Epigenetic inhibitors	0.14
low_ploidy_sensitive	Z_SCORE	LUAD	Other	0.0133333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Receptor tyrosine kinase inhibitors	0.35
low_ploidy_sensitive	Z_SCORE	LUAD	DNA damage repair inhibitors	0.393333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Metabolic/redox agents	0.143333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Proapoptotic agents	0.88
low_ploidy_sensitive	Z_SCORE	LUAD	Non-receptor tyrosine kinase inhibitors	0.546666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	WNT-pathway modulators	0.196666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	Antimetabolites	0.646666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	Chaperone/protein-homeostasis inhibitors	0.0933333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Topoisomerase inhibitors	1
low_ploidy_sensitive	Z_SCORE	LUAD	Alkylating agents	0.206666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	Antimitotic agents	0.0833333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	p53/MDM2 pathway	0.5
low_ploidy_sensitive	Z_SCORE	LUAD	Hormone therapy	0.73
low_ploidy_sensitive	Z_SCORE	LUAD	Tumor antibiotics	0.843333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Proteasome inhibitors	0.896666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	Hedgehog pathway inhibitors	0.41
low_ploidy_sensitive	Z_SCORE	ALL	Serine/threonine kinase inhibitors	1
low_ploidy_sensitive	Z_SCORE	ALL	Epigenetic inhibitors	0.993333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Other	0
low_ploidy_sensitive	Z_SCORE	ALL	Receptor tyrosine kinase inhibitors	0.95
low_ploidy_sensitive	Z_SCORE	ALL	DNA damage repair inhibitors	0.406666666666667
low_ploidy_sensitive	Z_SCORE	ALL	Metabolic/redox agents	0.573333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Proapoptotic agents	0.21
low_ploidy_sensitive	Z_SCORE	ALL	Non-receptor tyrosine kinase inhibitors	0.0133333333333333
low_ploidy_sensitive	Z_SCORE	ALL	WNT-pathway modulators	0.226666666666667
low_ploidy_sensitive	Z_SCORE	ALL	Antimetabolites	0.02
low_ploidy_sensitive	Z_SCORE	ALL	Chaperone/protein-homeostasis inhibitors	0.293333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Topoisomerase inhibitors	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	ALL	Alkylating agents	0.0733333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Antimitotic agents	0
low_ploidy_sensitive	Z_SCORE	ALL	p53/MDM2 pathway	0.983333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Hormone therapy	0.506666666666667
low_ploidy_sensitive	Z_SCORE	ALL	Tumor antibiotics	0.703333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Proteasome inhibitors	0.966666666666667
low_ploidy_sensitive	Z_SCORE	ALL	Hedgehog pathway inhibitors	0.69
low_ploidy_sensitive	Z_SCORE	MM	Serine/threonine kinase inhibitors	0.05
low_ploidy_sensitive	Z_SCORE	MM	Epigenetic inhibitors	0.62
low_ploidy_sensitive	Z_SCORE	MM	Other	0.7
low_ploidy_sensitive	Z_SCORE	MM	Receptor tyrosine kinase inhibitors	0.643333333333333
low_ploidy_sensitive	Z_SCORE	MM	DNA damage repair inhibitors	0.37
low_ploidy_sensitive	Z_SCORE	MM	Metabolic/redox agents	1
low_ploidy_sensitive	Z_SCORE	MM	Proapoptotic agents	0.08
low_ploidy_sensitive	Z_SCORE	MM	Non-receptor tyrosine kinase inhibitors	0.696666666666667
low_ploidy_sensitive	Z_SCORE	MM	WNT-pathway modulators	0.116666666666667
low_ploidy_sensitive	Z_SCORE	MM	Antimetabolites	0.213333333333333
low_ploidy_sensitive	Z_SCORE	MM	Chaperone/protein-homeostasis inhibitors	0.05
low_ploidy_sensitive	Z_SCORE	MM	Topoisomerase inhibitors	0
low_ploidy_sensitive	Z_SCORE	MM	Alkylating agents	1
low_ploidy_sensitive	Z_SCORE	MM	Antimitotic agents	0.936666666666667
low_ploidy_sensitive	Z_SCORE	MM	p53/MDM2 pathway	0.406666666666667
low_ploidy_sensitive	Z_SCORE	MM	Hormone therapy	0.543333333333333
low_ploidy_sensitive	Z_SCORE	MM	Tumor antibiotics	0.32
low_ploidy_sensitive	Z_SCORE	MM	Proteasome inhibitors	0.726666666666667
low_ploidy_sensitive	Z_SCORE	MM	Hedgehog pathway inhibitors	0.973333333333333
low_ploidy_sensitive	Z_SCORE	PAAD	Serine/threonine kinase inhibitors	0.01
low_ploidy_sensitive	Z_SCORE	PAAD	Epigenetic inhibitors	0.496666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	Other	0.496666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	Receptor tyrosine kinase inhibitors	0.896666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	DNA damage repair inhibitors	0.916666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	Metabolic/redox agents	1
low_ploidy_sensitive	Z_SCORE	PAAD	Proapoptotic agents	0.803333333333333
low_ploidy_sensitive	Z_SCORE	PAAD	Non-receptor tyrosine kinase inhibitors	0.166666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	WNT-pathway modulators	0.406666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	Antimetabolites	0.746666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	Chaperone/protein-homeostasis inhibitors	0.603333333333333
low_ploidy_sensitive	Z_SCORE	PAAD	Topoisomerase inhibitors	1
low_ploidy_sensitive	Z_SCORE	PAAD	Alkylating agents	0.793333333333333
low_ploidy_sensitive	Z_SCORE	PAAD	Antimitotic agents	0.01
low_ploidy_sensitive	Z_SCORE	PAAD	p53/MDM2 pathway	0.536666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	Hormone therapy	0.79
low_ploidy_sensitive	Z_SCORE	PAAD	Tumor antibiotics	0.29
low_ploidy_sensitive	Z_SCORE	PAAD	Proteasome inhibitors	0.12
low_ploidy_sensitive	Z_SCORE	PAAD	Hedgehog pathway inhibitors	0.536666666666667
low_ploidy_sensitive	Z_SCORE	BRCA	Serine/threonine kinase inhibitors	0.51
low_ploidy_sensitive	Z_SCORE	BRCA	Epigenetic inhibitors	0.613333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	Other	0.19
low_ploidy_sensitive	Z_SCORE	BRCA	Receptor tyrosine kinase inhibitors	0.926666666666667
low_ploidy_sensitive	Z_SCORE	BRCA	DNA damage repair inhibitors	0.0533333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	Metabolic/redox agents	0.883333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	Proapoptotic agents	0.226666666666667
low_ploidy_sensitive	Z_SCORE	BRCA	Non-receptor tyrosine kinase inhibitors	0.693333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	WNT-pathway modulators	0.96
low_ploidy_sensitive	Z_SCORE	BRCA	Antimetabolites	0.18
low_ploidy_sensitive	Z_SCORE	BRCA	Chaperone/protein-homeostasis inhibitors	0.993333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	Topoisomerase inhibitors	0.203333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	Alkylating agents	0
low_ploidy_sensitive	Z_SCORE	BRCA	Antimitotic agents	0
low_ploidy_sensitive	Z_SCORE	BRCA	p53/MDM2 pathway	0.27
low_ploidy_sensitive	Z_SCORE	BRCA	Hormone therapy	0.02
low_ploidy_sensitive	Z_SCORE	BRCA	Tumor antibiotics	0.0433333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	Proteasome inhibitors	0.13
low_ploidy_sensitive	Z_SCORE	BRCA	Hedgehog pathway inhibitors	0.283333333333333
low_ploidy_sensitive	Z_SCORE	HNSC	Serine/threonine kinase inhibitors	1
low_ploidy_sensitive	Z_SCORE	HNSC	Epigenetic inhibitors	0.943333333333333
low_ploidy_sensitive	Z_SCORE	HNSC	Other	0.0466666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Receptor tyrosine kinase inhibitors	0.97
low_ploidy_sensitive	Z_SCORE	HNSC	DNA damage repair inhibitors	0.716666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Metabolic/redox agents	0.0666666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Proapoptotic agents	0.423333333333333
low_ploidy_sensitive	Z_SCORE	HNSC	Non-receptor tyrosine kinase inhibitors	0.786666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	WNT-pathway modulators	0.67
low_ploidy_sensitive	Z_SCORE	HNSC	Antimetabolites	0.483333333333333
low_ploidy_sensitive	Z_SCORE	HNSC	Chaperone/protein-homeostasis inhibitors	0.813333333333333
low_ploidy_sensitive	Z_SCORE	HNSC	Topoisomerase inhibitors	0.0633333333333333
low_ploidy_sensitive	Z_SCORE	HNSC	Alkylating agents	0.0466666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Antimitotic agents	0
low_ploidy_sensitive	Z_SCORE	HNSC	p53/MDM2 pathway	0.6
low_ploidy_sensitive	Z_SCORE	HNSC	Hormone therapy	0.516666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Tumor antibiotics	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Proteasome inhibitors	0.273333333333333
low_ploidy_sensitive	Z_SCORE	HNSC	Hedgehog pathway inhibitors	0.303333333333333
low_ploidy_sensitive	Z_SCORE	NB	Serine/threonine kinase inhibitors	0.00333333333333333
low_ploidy_sensitive	Z_SCORE	NB	Epigenetic inhibitors	1
low_ploidy_sensitive	Z_SCORE	NB	Other	1
low_ploidy_sensitive	Z_SCORE	NB	Receptor tyrosine kinase inhibitors	1
low_ploidy_sensitive	Z_SCORE	NB	DNA damage repair inhibitors	0.936666666666667
low_ploidy_sensitive	Z_SCORE	NB	Metabolic/redox agents	1
low_ploidy_sensitive	Z_SCORE	NB	Proapoptotic agents	0.04
low_ploidy_sensitive	Z_SCORE	NB	Non-receptor tyrosine kinase inhibitors	0.413333333333333
low_ploidy_sensitive	Z_SCORE	NB	WNT-pathway modulators	0.4
low_ploidy_sensitive	Z_SCORE	NB	Antimetabolites	0.463333333333333
low_ploidy_sensitive	Z_SCORE	NB	Chaperone/protein-homeostasis inhibitors	0.72
low_ploidy_sensitive	Z_SCORE	NB	Topoisomerase inhibitors	0.75
low_ploidy_sensitive	Z_SCORE	NB	Alkylating agents	0.683333333333333
low_ploidy_sensitive	Z_SCORE	NB	Antimitotic agents	0.14
low_ploidy_sensitive	Z_SCORE	NB	p53/MDM2 pathway	0.616666666666667
low_ploidy_sensitive	Z_SCORE	NB	Hormone therapy	0.846666666666667
low_ploidy_sensitive	Z_SCORE	NB	Tumor antibiotics	0.476666666666667
low_ploidy_sensitive	Z_SCORE	NB	Proteasome inhibitors	0.416666666666667
low_ploidy_sensitive	Z_SCORE	NB	Hedgehog pathway inhibitors	0.106666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Serine/threonine kinase inhibitors	0.99
low_ploidy_sensitive	Z_SCORE	COREAD	Epigenetic inhibitors	0.19
low_ploidy_sensitive	Z_SCORE	COREAD	Other	0.19
low_ploidy_sensitive	Z_SCORE	COREAD	Receptor tyrosine kinase inhibitors	1
low_ploidy_sensitive	Z_SCORE	COREAD	DNA damage repair inhibitors	0.14
low_ploidy_sensitive	Z_SCORE	COREAD	Metabolic/redox agents	0.346666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Proapoptotic agents	0.936666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Non-receptor tyrosine kinase inhibitors	0.103333333333333
low_ploidy_sensitive	Z_SCORE	COREAD	WNT-pathway modulators	0.38
low_ploidy_sensitive	Z_SCORE	COREAD	Antimetabolites	0.0266666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Chaperone/protein-homeostasis inhibitors	0.11
low_ploidy_sensitive	Z_SCORE	COREAD	Topoisomerase inhibitors	0.01
low_ploidy_sensitive	Z_SCORE	COREAD	Alkylating agents	0.49
low_ploidy_sensitive	Z_SCORE	COREAD	Antimitotic agents	0.15
low_ploidy_sensitive	Z_SCORE	COREAD	p53/MDM2 pathway	0.116666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Hormone therapy	0.696666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Tumor antibiotics	0.0466666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Proteasome inhibitors	0.82
