direction	metric	cancer_type	group	pvalue
low_ploidy_sensitive	Z_SCORE	allcancers	Serine/threonine kinase inhibitors	0.88
low_ploidy_sensitive	Z_SCORE	allcancers	Epigenetic inhibitors	0.88
low_ploidy_sensitive	Z_SCORE	allcancers	Other	0.106666666666667
low_ploidy_sensitive	Z_SCORE	allcancers	Receptor tyrosine kinase inhibitors	1
low_ploidy_sensitive	Z_SCORE	allcancers	DNA damage repair inhibitors	0.03
low_ploidy_sensitive	Z_SCORE	allcancers	Metabolic/redox agents	0.873333333333333
low_ploidy_sensitive	Z_SCORE	allcancers	Proapoptotic agents	0.29
low_ploidy_sensitive	Z_SCORE	allcancers	Non-receptor tyrosine kinase inhibitors	0.846666666666667
low_ploidy_sensitive	Z_SCORE	allcancers	WNT-pathway modulators	0.973333333333333
low_ploidy_sensitive	Z_SCORE	allcancers	Antimetabolites	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	allcancers	Chaperone/protein-homeostasis inhibitors	0.256666666666667
low_ploidy_sensitive	Z_SCORE	allcancers	Topoisomerase inhibitors	0
low_ploidy_sensitive	Z_SCORE	allcancers	Alkylating agents	0.18
low_ploidy_sensitive	Z_SCORE	allcancers	Antimitotic agents	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	allcancers	p53/MDM2 pathway	0.3
low_ploidy_sensitive	Z_SCORE	allcancers	Hormone therapy	0.72
low_ploidy_sensitive	Z_SCORE	allcancers	Tumor antibiotics	0.0133333333333333
low_ploidy_sensitive	Z_SCORE	allcancers	Proteasome inhibitors	0.893333333333333
low_ploidy_sensitive	Z_SCORE	allcancers	Hedgehog pathway inhibitors	0.33
low_ploidy_sensitive	Z_SCORE	STAD	Serine/threonine kinase inhibitors	0.0433333333333333
low_ploidy_sensitive	Z_SCORE	STAD	Epigenetic inhibitors	0.903333333333333
low_ploidy_sensitive	Z_SCORE	STAD	Other	0.273333333333333
low_ploidy_sensitive	Z_SCORE	STAD	Receptor tyrosine kinase inhibitors	1
low_ploidy_sensitive	Z_SCORE	STAD	DNA damage repair inhibitors	0.163333333333333
low_ploidy_sensitive	Z_SCORE	STAD	Metabolic/redox agents	0.586666666666667
low_ploidy_sensitive	Z_SCORE	STAD	Proapoptotic agents	0.0433333333333333
low_ploidy_sensitive	Z_SCORE	STAD	Non-receptor tyrosine kinase inhibitors	0.976666666666667
low_ploidy_sensitive	Z_SCORE	STAD	WNT-pathway modulators	0.466666666666667
low_ploidy_sensitive	Z_SCORE	STAD	Antimetabolites	0.29
low_ploidy_sensitive	Z_SCORE	STAD	Chaperone/protein-homeostasis inhibitors	0.496666666666667
low_ploidy_sensitive	Z_SCORE	STAD	Topoisomerase inhibitors	0.0133333333333333
low_ploidy_sensitive	Z_SCORE	STAD	Alkylating agents	0.886666666666667
low_ploidy_sensitive	Z_SCORE	STAD	Antimitotic agents	0.0533333333333333
low_ploidy_sensitive	Z_SCORE	STAD	p53/MDM2 pathway	0.473333333333333
low_ploidy_sensitive	Z_SCORE	STAD	Hormone therapy	0.826666666666667
low_ploidy_sensitive	Z_SCORE	STAD	Tumor antibiotics	0.583333333333333
low_ploidy_sensitive	Z_SCORE	STAD	Proteasome inhibitors	0.536666666666667
low_ploidy_sensitive	Z_SCORE	STAD	Hedgehog pathway inhibitors	0.6
low_ploidy_sensitive	Z_SCORE	GBM	Serine/threonine kinase inhibitors	0.97
low_ploidy_sensitive	Z_SCORE	GBM	Epigenetic inhibitors	0.756666666666667
low_ploidy_sensitive	Z_SCORE	GBM	Other	0.396666666666667
low_ploidy_sensitive	Z_SCORE	GBM	Receptor tyrosine kinase inhibitors	1
low_ploidy_sensitive	Z_SCORE	GBM	DNA damage repair inhibitors	0.0266666666666667
low_ploidy_sensitive	Z_SCORE	GBM	Metabolic/redox agents	0.86
low_ploidy_sensitive	Z_SCORE	GBM	Proapoptotic agents	0.1
low_ploidy_sensitive	Z_SCORE	GBM	Non-receptor tyrosine kinase inhibitors	0.836666666666667
low_ploidy_sensitive	Z_SCORE	GBM	WNT-pathway modulators	0.896666666666667
low_ploidy_sensitive	Z_SCORE	GBM	Antimetabolites	0.326666666666667
low_ploidy_sensitive	Z_SCORE	GBM	Chaperone/protein-homeostasis inhibitors	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	GBM	Topoisomerase inhibitors	0.03
low_ploidy_sensitive	Z_SCORE	GBM	Alkylating agents	0.416666666666667
low_ploidy_sensitive	Z_SCORE	GBM	Antimitotic agents	0.26
low_ploidy_sensitive	Z_SCORE	GBM	p53/MDM2 pathway	0.0133333333333333
low_ploidy_sensitive	Z_SCORE	GBM	Hormone therapy	0.88
low_ploidy_sensitive	Z_SCORE	GBM	Tumor antibiotics	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	GBM	Proteasome inhibitors	0.8
low_ploidy_sensitive	Z_SCORE	GBM	Hedgehog pathway inhibitors	0.603333333333333
low_ploidy_sensitive	Z_SCORE	BLCA	Serine/threonine kinase inhibitors	0.516666666666667
low_ploidy_sensitive	Z_SCORE	BLCA	Epigenetic inhibitors	0.92
low_ploidy_sensitive	Z_SCORE	BLCA	Other	0.446666666666667
low_ploidy_sensitive	Z_SCORE	BLCA	Receptor tyrosine kinase inhibitors	0.116666666666667
low_ploidy_sensitive	Z_SCORE	BLCA	DNA damage repair inhibitors	0.156666666666667
low_ploidy_sensitive	Z_SCORE	BLCA	Metabolic/redox agents	0.923333333333333
low_ploidy_sensitive	Z_SCORE	BLCA	Proapoptotic agents	0.61
low_ploidy_sensitive	Z_SCORE	BLCA	Non-receptor tyrosine kinase inhibitors	0.53
low_ploidy_sensitive	Z_SCORE	BLCA	WNT-pathway modulators	0.9
low_ploidy_sensitive	Z_SCORE	BLCA	Antimetabolites	0.0433333333333333
low_ploidy_sensitive	Z_SCORE	BLCA	Chaperone/protein-homeostasis inhibitors	0.0266666666666667
low_ploidy_sensitive	Z_SCORE	BLCA	Topoisomerase inhibitors	0.01
low_ploidy_sensitive	Z_SCORE	BLCA	Alkylating agents	0.0433333333333333
low_ploidy_sensitive	Z_SCORE	BLCA	Antimitotic agents	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	BLCA	p53/MDM2 pathway	0.256666666666667
low_ploidy_sensitive	Z_SCORE	BLCA	Hormone therapy	0.973333333333333
low_ploidy_sensitive	Z_SCORE	BLCA	Tumor antibiotics	0.0833333333333333
low_ploidy_sensitive	Z_SCORE	BLCA	Proteasome inhibitors	0.00333333333333333
low_ploidy_sensitive	Z_SCORE	BLCA	Hedgehog pathway inhibitors	0.676666666666667
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Serine/threonine kinase inhibitors	0.863333333333333
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Epigenetic inhibitors	1
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Other	0.05
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Receptor tyrosine kinase inhibitors	0.526666666666667
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	DNA damage repair inhibitors	0.103333333333333
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Metabolic/redox agents	0.08
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Proapoptotic agents	0.936666666666667
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Non-receptor tyrosine kinase inhibitors	0.943333333333333
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	WNT-pathway modulators	0.313333333333333
low_ploidy_sensitive	Z_SCORE	UNCLASSIFIED	Antimetabolites	0.53
