drug	metric	n	n_cancer_types	n_tissues	beta_ploidy	se_ploidy	t_ploidy	p_ploidy	fdr_ploidy	model_formula	model_status	rank_deficient	skipped_reason	notes
LGK974	Z_SCORE	622	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Linsitinib	Z_SCORE	623	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
LJI308	Z_SCORE	612	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
LMB_AB1	Z_SCORE	490	29	29	0.0919626985859725	0.0543541545312732	1.69191664149722	0.0913390923872537	0.361235100357239	response ~ ploidy + TCGA_DESC	ok	FALSE		
LMB_AB2	Z_SCORE	490	29	29	0.0671938766382275	0.0541705595229881	1.24041319177648	0.215454907841261	0.564273605381136	response ~ ploidy + TCGA_DESC	ok	FALSE		
LMB_AB3	Z_SCORE	490	29	29	0.0730548181603129	0.0588321103103093	1.24175076799024	0.21496129448958	0.564273605381136	response ~ ploidy + TCGA_DESC	ok	FALSE		
LMP744	Z_SCORE	490	29	29	0.056644868174002	0.0583400916584613	0.970942392507992	0.332087219204547	0.670560731086104	response ~ ploidy + TCGA_DESC	ok	FALSE		
Luminespib	Z_SCORE	622	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
LY2109761	Z_SCORE	569	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Methotrexate	Z_SCORE	572	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
MG-132	Z_SCORE	625	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
MIM1	Z_SCORE	515	29	29	0.0981915381402005	0.0584864821838571	1.67887577562841	0.0938203553548049	0.361235100357239	response ~ ploidy + TCGA_DESC	ok	FALSE		
MIRA-1	Z_SCORE	622	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Mirin	Z_SCORE	574	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Mitoxantrone	Z_SCORE	490	29	29	0.0603128610132986	0.0569853979601487	1.0583915033019	0.290432451407205	0.635320987453261	response ~ ploidy + TCGA_DESC	ok	FALSE		
MK-1775	Z_SCORE	623	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
MK-2206	Z_SCORE	624	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
MK-8776	Z_SCORE	612	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
ML323	Z_SCORE	569	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
MN-64	Z_SCORE	571	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Motesanib	Z_SCORE	612	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Mycophenolic acid	Z_SCORE	510	29	29	0.0592512469776703	0.0586995577103865	1.00939852511335	0.313292099757827	0.657913409491437	response ~ ploidy + TCGA_DESC	ok	FALSE		
N-acetyl cysteine	Z_SCORE	514	29	29	0.0114019480690229	0.0631462542599075	0.180564123757728	0.856785297689496	0.946973223762075	response ~ ploidy + TCGA_DESC	ok	FALSE		
N25720-51-A1	Z_SCORE	515	29	29	0.0755130286644062	0.0525021905944012	1.43828338988314	0.150998609771502	0.495464188312741	response ~ ploidy + TCGA_DESC	ok	FALSE		
N27922-53-1	Z_SCORE	515	29	29	0.0894716054523512	0.0537510857238876	1.66455438522592	0.0966475491645612	0.361235100357239	response ~ ploidy + TCGA_DESC	ok	FALSE		
N29087-69-1	Z_SCORE	515	29	29	-0.00270538861924299	0.0541935723639486	-0.0499208393400305	0.960206022306939	0.969438772521428	response ~ ploidy + TCGA_DESC	ok	FALSE		
N30652-18-1	Z_SCORE	515	29	29	0.042662217181244	0.0512298438820436	0.832761022646752	0.4053894016358	0.733894606409638	response ~ ploidy + TCGA_DESC	ok	FALSE		
Navitoclax	Z_SCORE	623	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Nelarabine	Z_SCORE	490	29	29	0.0920520701989063	0.0502013045611006	1.83365892587251	0.0673505546721835	0.361235100357239	response ~ ploidy + TCGA_DESC	ok	FALSE		
Nilotinib	Z_SCORE	615	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Niraparib	Z_SCORE	574	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
NU7441	Z_SCORE	609	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Nutlin-3a (-)	Z_SCORE	624	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
NVP-ADW742	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Obatoclax Mesylate	Z_SCORE	538	29	29	0.0361463075409598	0.0579042456101046	0.624242784965185	0.532748383987315	0.822626181156883	response ~ ploidy + TCGA_DESC	ok	FALSE		
OF-1	Z_SCORE	571	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Olaparib	Z_SCORE	623	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
OSI-027	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Osimertinib	Z_SCORE	616	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
OTX015	Z_SCORE	571	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Oxaliplatin	Z_SCORE	623	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
P22077	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Paclitaxel	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
PAK_5339	Z_SCORE	492	29	29	0.0046861423042112	0.0607009068188832	0.0772005320809047	0.938497439921556	0.969438772521428	response ~ ploidy + TCGA_DESC	ok	FALSE		
Palbociclib	Z_SCORE	624	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
PBD-288	Z_SCORE	514	29	29	0.0956109414483768	0.0561189234520545	1.70372016366391	0.0890752652574473	0.361235100357239	response ~ ploidy + TCGA_DESC	ok	FALSE		
PCI-34051	Z_SCORE	571	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
PD0325901	Z_SCORE	624	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
PD173074	Z_SCORE	623	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Pevonedistat	Z_SCORE	616	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
PF-4708671	Z_SCORE	149	22	22						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
PFI-1	Z_SCORE	611	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
PFI3	Z_SCORE	571	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Picolinici-acid	Z_SCORE	570	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Pictilisib	Z_SCORE	623	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Piperlongumine	Z_SCORE	111	22	22						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
PLX-4720	Z_SCORE	619	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Podophyllotoxin bromide	Z_SCORE	490	29	29	0.0984977400051486	0.0597210812469944	1.64929599311476	0.0997696943843804	0.361235100357239	response ~ ploidy + TCGA_DESC	ok	FALSE		
POMHEX	Z_SCORE	514	29	29	0.0194099472251612	0.0562454029961237	0.34509393108089	0.730173673693694	0.87122995156634	response ~ ploidy + TCGA_DESC	ok	FALSE		
PRIMA-1MET	Z_SCORE	574	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
PRT062607	Z_SCORE	571	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Pyridostatin	Z_SCORE	612	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Rapamycin	Z_SCORE	611	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Refametinib	Z_SCORE	610	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Remodelin	Z_SCORE	264	28	28						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Ribociclib	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
RO-3306	Z_SCORE	618	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Romidepsin	Z_SCORE	490	29	29	-0.0269732634651546	0.0639191124718868	-0.421990581878278	0.673229039926958	0.87122995156634	response ~ ploidy + TCGA_DESC	ok	FALSE		
Rucaparib	Z_SCORE	611	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Ruxolitinib	Z_SCORE	578	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
RVX-208	Z_SCORE	571	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Sabutoclax	Z_SCORE	570	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Sapitinib	Z_SCORE	622	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Savolitinib	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
SB216763	Z_SCORE	619	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
SB505124	Z_SCORE	145	22	22						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
SB590885	Z_SCORE	608	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
SCH772984	Z_SCORE	621	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Schweinfurthin A	Z_SCORE	489	29	29	0.0208701586065985	0.0520765604446753	0.40075915975231	0.688783927126706	0.87122995156634	response ~ ploidy + TCGA_DESC	ok	FALSE		
Selumetinib	Z_SCORE	623	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Sepantronium bromide	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Serdemetan	Z_SCORE	612	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
SGC-CBP30	Z_SCORE	490	29	29	0.0158809491592394	0.0585922406738532	0.271041847463025	0.786480428601982	0.910535777263393	response ~ ploidy + TCGA_DESC	ok	FALSE		
SGC0946	Z_SCORE	611	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Sinularin	Z_SCORE	490	29	29	0.0685394779395037	0.0617294672767488	1.11032025648665	0.267441104660734	0.629050923309815	response ~ ploidy + TCGA_DESC	ok	FALSE		
SL0101	Z_SCORE	111	22	22						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
SN-38	Z_SCORE	614	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Sorafenib	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Staurosporine	Z_SCORE	624	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
TAF1_5496	Z_SCORE	492	29	29	0.0057402855354465	0.0630296872838916	0.0910727275163482	0.927474275311736	0.969438772521428	response ~ ploidy + TCGA_DESC	ok	FALSE		
Talazoparib	Z_SCORE	616	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Tamoxifen	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Tanespimycin	Z_SCORE	612	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Taselisib	Z_SCORE	623	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Telomerase Inhibitor IX	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Temozolomide	Z_SCORE	622	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Temsirolimus	Z_SCORE	598	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Teniposide	Z_SCORE	490	29	29	0.071161473086668	0.0568796239794225	1.25108902113017	0.211537915459062	0.564273605381136	response ~ ploidy + TCGA_DESC	ok	FALSE		
THR-101	Z_SCORE	509	29	29	-0.020342367087585	0.0561351397062142	-0.362382051493018	0.717226378918779	0.87122995156634	response ~ ploidy + TCGA_DESC	ok	FALSE		
THR-102	Z_SCORE	509	29	29	-0.0157694317428436	0.0589315760825267	-0.267588834222937	0.789131006961607	0.910535777263393	response ~ ploidy + TCGA_DESC	ok	FALSE		
THR-103	Z_SCORE	509	29	29	0.025181970878607	0.057258597507689	0.439793707403075	0.660284884900925	0.87122995156634	response ~ ploidy + TCGA_DESC	ok	FALSE		
Topotecan	Z_SCORE	490	29	29	0.054163237376203	0.0584767639695253	0.926235203514848	0.354809443369594	0.702924368939762	response ~ ploidy + TCGA_DESC	ok	FALSE		
Tozasertib	Z_SCORE	149	22	22						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Trametinib	Z_SCORE	623	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Tretinoin	Z_SCORE	111	22	22						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
TW 37	Z_SCORE	253	29	29						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Ulixertinib	Z_SCORE	620	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
ULK1_4989	Z_SCORE	492	29	29	0.0355781508128346	0.0603910491222909	0.589129537074102	0.556062329472272	0.845058481904392	response ~ ploidy + TCGA_DESC	ok	FALSE		
UMI-77	Z_SCORE	515	29	29	-0.00200197610737789	0.0619028630504789	-0.0323406060515387	0.97421373175847	0.97421373175847	response ~ ploidy + TCGA_DESC	ok	FALSE		
UNC0379	Z_SCORE	514	29	29	0.03874250113593	0.0554650646810453	0.698502766718488	0.485198303778222	0.771906392374443	response ~ ploidy + TCGA_DESC	ok	FALSE		
UNC0638	Z_SCORE	508	29	29	-0.0446832224071697	0.050939074535703	-0.877189521294726	0.380824357124842	0.727028318147426	response ~ ploidy + TCGA_DESC	ok	FALSE		
Uprosertib	Z_SCORE	622	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
VE-822	Z_SCORE	571	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
VE821	Z_SCORE	610	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Veliparib	Z_SCORE	612	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Venetoclax	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Vinblastine	Z_SCORE	513	29	29	0.150720974019518	0.058102313275324	2.59406150156725	0.00977304012762189	0.255449363416524	response ~ ploidy + TCGA_DESC	ok	FALSE		
Vinorelbine	Z_SCORE	614	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Vismodegib	Z_SCORE	612	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Vorinostat	Z_SCORE	618	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
VSP34_8731	Z_SCORE	493	29	29	0.115609851350077	0.0617463340512307	1.87233546940869	0.0617902837216673	0.361235100357239	response ~ ploidy + TCGA_DESC	ok	FALSE		
VTP-A	Z_SCORE	510	29	29	0.00355378517737791	0.0591532951753155	0.0600775521777002	0.952118872937855	0.969438772521428	response ~ ploidy + TCGA_DESC	ok	FALSE		
VTP-B	Z_SCORE	510	29	29	0.027020674653915	0.0586780728730898	0.460490151276028	0.645372983419348	0.868771323833738	response ~ ploidy + TCGA_DESC	ok	FALSE		
VX-11e	Z_SCORE	613	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Wee1 Inhibitor	Z_SCORE	616	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
WEHI-539	Z_SCORE	618	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
WIKI4	Z_SCORE	616	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Wnt-C59	Z_SCORE	571	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
WZ4003	Z_SCORE	571	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
XAV939	Z_SCORE	573	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
YK-4-279	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
ZM447439	Z_SCORE	609	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
Zoledronate	Z_SCORE	490	29	29	0.0573430912204044	0.0532296382413454	1.07727749267069	0.281920936078335	0.635320987453261	response ~ ploidy + TCGA_DESC	ok	FALSE		
