drug	metric	n	n_cancer_types	n_tissues	beta_ploidy	se_ploidy	t_ploidy	p_ploidy	fdr_ploidy	model_formula	model_status	rank_deficient	skipped_reason	notes
AZD6738	LN_IC50	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
AZD6738	AUC	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
AZD7762	Z_SCORE	620	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
AZD7762	LN_IC50	620	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
AZD7762	AUC	620	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
AZD8055	Z_SCORE	518	29	29	-0.00673699131139595	0.0610110447266892	-0.110422487298416	0.912119716247821	0.969438772521428	response ~ ploidy + TCGA_DESC	ok	FALSE		
AZD8055	LN_IC50	518	29	29	-0.00924047267880801	0.083682874126704	-0.110422506101034	0.912119701344509	0.969439035177545	response ~ ploidy + TCGA_DESC	ok	FALSE		
AZD8055	AUC	518	29	29	0.00173638642854418	0.00650551472572074	0.266909922081808	0.78965126910549	0.927970205208239	response ~ ploidy + TCGA_DESC	ok	FALSE		
AZD8186	Z_SCORE	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
AZD8186	LN_IC50	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
AZD8186	AUC	617	30	30						response ~ ploidy + TCGA_DESC	skipped_sparse_tissue_levels		one or more tissues below tissue_model_min_rows_per_tissue	
BDF00022089a	Z_SCORE	490	29	29	0.0857488964684664	0.0632393583567981	1.35594191175484	0.175782898444241	0.542858951077803	response ~ ploidy + TCGA_DESC	ok	FALSE		
BDF00022089a	LN_IC50	490	29	29	0.0689019187526571	0.0508147950580488	1.35594207698656	0.175782845904888	0.542858788823919	response ~ ploidy + TCGA_DESC	ok	FALSE		
BDF00022089a	AUC	490	29	29	0.00106127710704786	0.0010485195632753	1.01216719670228	0.311990209922172	0.740130854303955	response ~ ploidy + TCGA_DESC	ok	FALSE		
BDILV000379a	Z_SCORE	490	29	29	0.0350096892144836	0.0605432781286796	0.57825889671969	0.563372321269595	0.845058481904392	response ~ ploidy + TCGA_DESC	ok	FALSE		
BDILV000379a	LN_IC50	490	29	29	0.0298309564555874	0.0515875675358847	0.578258636343665	0.563372496885248	0.845058745327871	response ~ ploidy + TCGA_DESC	ok	FALSE		
BDILV000379a	AUC	490	29	29	0.000428159351351642	0.000987201445430454	0.433710215208355	0.664702213183471	0.90002635962893	response ~ ploidy + TCGA_DESC	ok	FALSE		
BDOCA000347a	Z_SCORE	490	29	29	-0.0233185602938928	0.0639220681609191	-0.364796712071174	0.715430809621707	0.87122995156634	response ~ ploidy + TCGA_DESC	ok	FALSE		
BDOCA000347a	LN_IC50	490	29	29	-0.0227039106484843	0.062237222647507	-0.364796333812524	0.715431091808753	0.871229644060451	response ~ ploidy + TCGA_DESC	ok	FALSE		
