module	status	mode	command	result_run_dir	latest_pointer	started_at	finished_at	stdout_log	stderr_log	notes
gdsc	ok	standard	Rscript Code/gdsc_ploidy_analysis/run_gdsc_ploidy_analysis.R --analysis-mode=manuscript --drug-class-workbook=Code/gdsc_ploidy_analysis/data/manual/drug_class_final_used_with_primary_secondary_corrected.xlsx --enrichment-permute-n=300 --output-dir=Results/public_data/gdsc_ploidy_analysis/runs/20260706T000000_gdsc_marginal_counts_gdsc	Results/public_data/gdsc_ploidy_analysis/runs/20260706T000000_gdsc_marginal_counts_gdsc		2026-07-06T13:37:18-04:00	2026-07-06T13:47:33-04:00	Results/public_data/gdsc_ploidy_analysis/runs/20260706T000000_gdsc_marginal_counts_gdsc/logs/stdout.log	Results/public_data/gdsc_ploidy_analysis/runs/20260706T000000_gdsc_marginal_counts_gdsc/logs/stderr.log	
