direction	metric	cancer_type	category_label	pvalue
low_ploidy_sensitive	Z_SCORE	THCA	Chaperone/protein-homeostasis inhibitors	0.576666666666667
low_ploidy_sensitive	Z_SCORE	THCA	DNA-damaging agents	0.16
low_ploidy_sensitive	Z_SCORE	THCA	Antimitotic agents	0.0933333333333333
low_ploidy_sensitive	Z_SCORE	THCA	p53/MDM2 pathway	0.413333333333333
low_ploidy_sensitive	Z_SCORE	THCA	Hormone therapy	0.883333333333333
low_ploidy_sensitive	Z_SCORE	THCA	Tumor antibiotics	0.393333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Serine/threonine kinase inhibitors	0.0166666666666667
low_ploidy_sensitive	Z_SCORE	SKCM	Epigenetic inhibitors	0.993333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Other	0.5
low_ploidy_sensitive	Z_SCORE	SKCM	Receptor tyrosine kinase inhibitors	0.85
low_ploidy_sensitive	Z_SCORE	SKCM	DNA damage repair inhibitors	0.106666666666667
low_ploidy_sensitive	Z_SCORE	SKCM	Metabolic/redox agents	0.986666666666667
low_ploidy_sensitive	Z_SCORE	SKCM	Proapoptotic agents	0.83
low_ploidy_sensitive	Z_SCORE	SKCM	Non-receptor tyrosine kinase inhibitors	0.913333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	WNT/HH pathway inhibitors	0.77
low_ploidy_sensitive	Z_SCORE	SKCM	Antimetabolites	0.01
low_ploidy_sensitive	Z_SCORE	SKCM	Chaperone/protein-homeostasis inhibitors	0.03
low_ploidy_sensitive	Z_SCORE	SKCM	DNA-damaging agents	0.176666666666667
low_ploidy_sensitive	Z_SCORE	SKCM	Antimitotic agents	0.306666666666667
low_ploidy_sensitive	Z_SCORE	SKCM	p53/MDM2 pathway	0.72
low_ploidy_sensitive	Z_SCORE	SKCM	Hormone therapy	0.483333333333333
low_ploidy_sensitive	Z_SCORE	SKCM	Tumor antibiotics	0.61
low_ploidy_sensitive	Z_SCORE	DLBC	Serine/threonine kinase inhibitors	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	Epigenetic inhibitors	0.423333333333333
low_ploidy_sensitive	Z_SCORE	DLBC	Other	0.976666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	Receptor tyrosine kinase inhibitors	0.34
low_ploidy_sensitive	Z_SCORE	DLBC	DNA damage repair inhibitors	0.683333333333333
low_ploidy_sensitive	Z_SCORE	DLBC	Metabolic/redox agents	0.763333333333333
low_ploidy_sensitive	Z_SCORE	DLBC	Proapoptotic agents	0.136666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	Non-receptor tyrosine kinase inhibitors	0.226666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	WNT/HH pathway inhibitors	0.473333333333333
low_ploidy_sensitive	Z_SCORE	DLBC	Antimetabolites	0.896666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	Chaperone/protein-homeostasis inhibitors	0.256666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	DNA-damaging agents	0.97
low_ploidy_sensitive	Z_SCORE	DLBC	Antimitotic agents	0.876666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	p53/MDM2 pathway	0.56
low_ploidy_sensitive	Z_SCORE	DLBC	Hormone therapy	0.306666666666667
low_ploidy_sensitive	Z_SCORE	DLBC	Tumor antibiotics	0.72
low_ploidy_sensitive	Z_SCORE	LUAD	Serine/threonine kinase inhibitors	0.673333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Epigenetic inhibitors	0.156666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	Other	0.0266666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	Receptor tyrosine kinase inhibitors	0.366666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	DNA damage repair inhibitors	0.486666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	Metabolic/redox agents	0.19
low_ploidy_sensitive	Z_SCORE	LUAD	Proapoptotic agents	0.893333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Non-receptor tyrosine kinase inhibitors	0.59
low_ploidy_sensitive	Z_SCORE	LUAD	WNT/HH pathway inhibitors	0.146666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	Antimetabolites	0.553333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Chaperone/protein-homeostasis inhibitors	0.196666666666667
low_ploidy_sensitive	Z_SCORE	LUAD	DNA-damaging agents	1
low_ploidy_sensitive	Z_SCORE	LUAD	Antimitotic agents	0.0833333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	p53/MDM2 pathway	0.513333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Hormone therapy	0.683333333333333
low_ploidy_sensitive	Z_SCORE	LUAD	Tumor antibiotics	0.84
low_ploidy_sensitive	Z_SCORE	ALL	Serine/threonine kinase inhibitors	0.993333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Epigenetic inhibitors	0.976666666666667
low_ploidy_sensitive	Z_SCORE	ALL	Other	0
low_ploidy_sensitive	Z_SCORE	ALL	Receptor tyrosine kinase inhibitors	0.966666666666667
low_ploidy_sensitive	Z_SCORE	ALL	DNA damage repair inhibitors	0.37
low_ploidy_sensitive	Z_SCORE	ALL	Metabolic/redox agents	0.57
low_ploidy_sensitive	Z_SCORE	ALL	Proapoptotic agents	0.193333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Non-receptor tyrosine kinase inhibitors	0.0233333333333333
low_ploidy_sensitive	Z_SCORE	ALL	WNT/HH pathway inhibitors	0.37
low_ploidy_sensitive	Z_SCORE	ALL	Antimetabolites	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	ALL	Chaperone/protein-homeostasis inhibitors	0.64
low_ploidy_sensitive	Z_SCORE	ALL	DNA-damaging agents	0.00333333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Antimitotic agents	0
low_ploidy_sensitive	Z_SCORE	ALL	p53/MDM2 pathway	0.993333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Hormone therapy	0.473333333333333
low_ploidy_sensitive	Z_SCORE	ALL	Tumor antibiotics	0.646666666666667
low_ploidy_sensitive	Z_SCORE	MM	Serine/threonine kinase inhibitors	0.0133333333333333
low_ploidy_sensitive	Z_SCORE	MM	Epigenetic inhibitors	0.526666666666667
low_ploidy_sensitive	Z_SCORE	MM	Other	0.683333333333333
low_ploidy_sensitive	Z_SCORE	MM	Receptor tyrosine kinase inhibitors	0.58
low_ploidy_sensitive	Z_SCORE	MM	DNA damage repair inhibitors	0.416666666666667
low_ploidy_sensitive	Z_SCORE	MM	Metabolic/redox agents	0.99
low_ploidy_sensitive	Z_SCORE	MM	Proapoptotic agents	0.0666666666666667
low_ploidy_sensitive	Z_SCORE	MM	Non-receptor tyrosine kinase inhibitors	0.683333333333333
low_ploidy_sensitive	Z_SCORE	MM	WNT/HH pathway inhibitors	0.236666666666667
low_ploidy_sensitive	Z_SCORE	MM	Antimetabolites	0.22
low_ploidy_sensitive	Z_SCORE	MM	Chaperone/protein-homeostasis inhibitors	0.116666666666667
low_ploidy_sensitive	Z_SCORE	MM	DNA-damaging agents	0.0366666666666667
low_ploidy_sensitive	Z_SCORE	MM	Antimitotic agents	0.96
low_ploidy_sensitive	Z_SCORE	MM	p53/MDM2 pathway	0.456666666666667
low_ploidy_sensitive	Z_SCORE	MM	Hormone therapy	0.54
low_ploidy_sensitive	Z_SCORE	MM	Tumor antibiotics	0.42
low_ploidy_sensitive	Z_SCORE	PAAD	Serine/threonine kinase inhibitors	0.0266666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	Epigenetic inhibitors	0.44
low_ploidy_sensitive	Z_SCORE	PAAD	Other	0.49
low_ploidy_sensitive	Z_SCORE	PAAD	Receptor tyrosine kinase inhibitors	0.95
low_ploidy_sensitive	Z_SCORE	PAAD	DNA damage repair inhibitors	0.926666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	Metabolic/redox agents	1
low_ploidy_sensitive	Z_SCORE	PAAD	Proapoptotic agents	0.813333333333333
low_ploidy_sensitive	Z_SCORE	PAAD	Non-receptor tyrosine kinase inhibitors	0.186666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	WNT/HH pathway inhibitors	0.293333333333333
low_ploidy_sensitive	Z_SCORE	PAAD	Antimetabolites	0.813333333333333
low_ploidy_sensitive	Z_SCORE	PAAD	Chaperone/protein-homeostasis inhibitors	0.486666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	DNA-damaging agents	1
low_ploidy_sensitive	Z_SCORE	PAAD	Antimitotic agents	0.01
low_ploidy_sensitive	Z_SCORE	PAAD	p53/MDM2 pathway	0.58
low_ploidy_sensitive	Z_SCORE	PAAD	Hormone therapy	0.766666666666667
low_ploidy_sensitive	Z_SCORE	PAAD	Tumor antibiotics	0.293333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	Serine/threonine kinase inhibitors	0.446666666666667
low_ploidy_sensitive	Z_SCORE	BRCA	Epigenetic inhibitors	0.59
low_ploidy_sensitive	Z_SCORE	BRCA	Other	0.16
low_ploidy_sensitive	Z_SCORE	BRCA	Receptor tyrosine kinase inhibitors	0.936666666666667
low_ploidy_sensitive	Z_SCORE	BRCA	DNA damage repair inhibitors	0.0333333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	Metabolic/redox agents	0.856666666666667
low_ploidy_sensitive	Z_SCORE	BRCA	Proapoptotic agents	0.246666666666667
low_ploidy_sensitive	Z_SCORE	BRCA	Non-receptor tyrosine kinase inhibitors	0.69
low_ploidy_sensitive	Z_SCORE	BRCA	WNT/HH pathway inhibitors	0.95
low_ploidy_sensitive	Z_SCORE	BRCA	Antimetabolites	0.163333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	Chaperone/protein-homeostasis inhibitors	0.936666666666667
low_ploidy_sensitive	Z_SCORE	BRCA	DNA-damaging agents	0.01
low_ploidy_sensitive	Z_SCORE	BRCA	Antimitotic agents	0
low_ploidy_sensitive	Z_SCORE	BRCA	p53/MDM2 pathway	0.246666666666667
low_ploidy_sensitive	Z_SCORE	BRCA	Hormone therapy	0.0133333333333333
low_ploidy_sensitive	Z_SCORE	BRCA	Tumor antibiotics	0.0366666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Serine/threonine kinase inhibitors	0.966666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Epigenetic inhibitors	0.89
low_ploidy_sensitive	Z_SCORE	HNSC	Other	0.0933333333333333
low_ploidy_sensitive	Z_SCORE	HNSC	Receptor tyrosine kinase inhibitors	0.976666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	DNA damage repair inhibitors	0.706666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Metabolic/redox agents	0.106666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Proapoptotic agents	0.37
low_ploidy_sensitive	Z_SCORE	HNSC	Non-receptor tyrosine kinase inhibitors	0.786666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	WNT/HH pathway inhibitors	0.556666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Antimetabolites	0.476666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	Chaperone/protein-homeostasis inhibitors	0.816666666666667
low_ploidy_sensitive	Z_SCORE	HNSC	DNA-damaging agents	0.01
low_ploidy_sensitive	Z_SCORE	HNSC	Antimitotic agents	0
low_ploidy_sensitive	Z_SCORE	HNSC	p53/MDM2 pathway	0.58
low_ploidy_sensitive	Z_SCORE	HNSC	Hormone therapy	0.483333333333333
low_ploidy_sensitive	Z_SCORE	HNSC	Tumor antibiotics	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	NB	Serine/threonine kinase inhibitors	0.00333333333333333
low_ploidy_sensitive	Z_SCORE	NB	Epigenetic inhibitors	0.21
low_ploidy_sensitive	Z_SCORE	NB	Other	0.876666666666667
low_ploidy_sensitive	Z_SCORE	NB	Receptor tyrosine kinase inhibitors	0.996666666666667
low_ploidy_sensitive	Z_SCORE	NB	DNA damage repair inhibitors	0.893333333333333
low_ploidy_sensitive	Z_SCORE	NB	Metabolic/redox agents	0.916666666666667
low_ploidy_sensitive	Z_SCORE	NB	Proapoptotic agents	0.0366666666666667
low_ploidy_sensitive	Z_SCORE	NB	Non-receptor tyrosine kinase inhibitors	0.39
low_ploidy_sensitive	Z_SCORE	NB	WNT/HH pathway inhibitors	0.276666666666667
low_ploidy_sensitive	Z_SCORE	NB	Antimetabolites	0.493333333333333
low_ploidy_sensitive	Z_SCORE	NB	Chaperone/protein-homeostasis inhibitors	0.583333333333333
low_ploidy_sensitive	Z_SCORE	NB	DNA-damaging agents	0.686666666666667
low_ploidy_sensitive	Z_SCORE	NB	Antimitotic agents	0.153333333333333
low_ploidy_sensitive	Z_SCORE	NB	p53/MDM2 pathway	0.603333333333333
low_ploidy_sensitive	Z_SCORE	NB	Hormone therapy	0.853333333333333
low_ploidy_sensitive	Z_SCORE	NB	Tumor antibiotics	0.56
low_ploidy_sensitive	Z_SCORE	COREAD	Serine/threonine kinase inhibitors	0.943333333333333
low_ploidy_sensitive	Z_SCORE	COREAD	Epigenetic inhibitors	0.18
low_ploidy_sensitive	Z_SCORE	COREAD	Other	0.19
low_ploidy_sensitive	Z_SCORE	COREAD	Receptor tyrosine kinase inhibitors	1
low_ploidy_sensitive	Z_SCORE	COREAD	DNA damage repair inhibitors	0.126666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Metabolic/redox agents	0.396666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Proapoptotic agents	0.93
low_ploidy_sensitive	Z_SCORE	COREAD	Non-receptor tyrosine kinase inhibitors	0.103333333333333
low_ploidy_sensitive	Z_SCORE	COREAD	WNT/HH pathway inhibitors	0.353333333333333
low_ploidy_sensitive	Z_SCORE	COREAD	Antimetabolites	0.0166666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Chaperone/protein-homeostasis inhibitors	0.283333333333333
low_ploidy_sensitive	Z_SCORE	COREAD	DNA-damaging agents	0.06
low_ploidy_sensitive	Z_SCORE	COREAD	Antimitotic agents	0.166666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	p53/MDM2 pathway	0.116666666666667
low_ploidy_sensitive	Z_SCORE	COREAD	Hormone therapy	0.713333333333333
low_ploidy_sensitive	Z_SCORE	COREAD	Tumor antibiotics	0.0466666666666667
low_ploidy_sensitive	Z_SCORE	LIHC	Serine/threonine kinase inhibitors	0.496666666666667
low_ploidy_sensitive	Z_SCORE	LIHC	Epigenetic inhibitors	0.836666666666667
low_ploidy_sensitive	Z_SCORE	LIHC	Other	0.17
low_ploidy_sensitive	Z_SCORE	LIHC	Receptor tyrosine kinase inhibitors	0.00333333333333333
low_ploidy_sensitive	Z_SCORE	LIHC	DNA damage repair inhibitors	0.556666666666667
low_ploidy_sensitive	Z_SCORE	LIHC	Metabolic/redox agents	0.176666666666667
low_ploidy_sensitive	Z_SCORE	LIHC	Proapoptotic agents	0.81
low_ploidy_sensitive	Z_SCORE	LIHC	Non-receptor tyrosine kinase inhibitors	0.156666666666667
low_ploidy_sensitive	Z_SCORE	LIHC	WNT/HH pathway inhibitors	0.246666666666667
low_ploidy_sensitive	Z_SCORE	LIHC	Antimetabolites	0.43
low_ploidy_sensitive	Z_SCORE	LIHC	Chaperone/protein-homeostasis inhibitors	0.286666666666667
low_ploidy_sensitive	Z_SCORE	LIHC	DNA-damaging agents	0.42
low_ploidy_sensitive	Z_SCORE	LIHC	Antimitotic agents	0.4
low_ploidy_sensitive	Z_SCORE	LIHC	p53/MDM2 pathway	0.826666666666667
low_ploidy_sensitive	Z_SCORE	LIHC	Hormone therapy	0.286666666666667
low_ploidy_sensitive	Z_SCORE	LIHC	Tumor antibiotics	0.46
low_ploidy_sensitive	Z_SCORE	LAML	Serine/threonine kinase inhibitors	0.11
low_ploidy_sensitive	Z_SCORE	LAML	Epigenetic inhibitors	0.00666666666666667
low_ploidy_sensitive	Z_SCORE	LAML	Other	0.98
low_ploidy_sensitive	Z_SCORE	LAML	Receptor tyrosine kinase inhibitors	0
low_ploidy_sensitive	Z_SCORE	LAML	DNA damage repair inhibitors	0.936666666666667
low_ploidy_sensitive	Z_SCORE	LAML	Metabolic/redox agents	0.32
low_ploidy_sensitive	Z_SCORE	LAML	Proapoptotic agents	0.0466666666666667
low_ploidy_sensitive	Z_SCORE	LAML	Non-receptor tyrosine kinase inhibitors	0.623333333333333
low_ploidy_sensitive	Z_SCORE	LAML	WNT/HH pathway inhibitors	0.733333333333333
low_ploidy_sensitive	Z_SCORE	LAML	Antimetabolites	0.43
low_ploidy_sensitive	Z_SCORE	LAML	Chaperone/protein-homeostasis inhibitors	0.816666666666667
low_ploidy_sensitive	Z_SCORE	LAML	DNA-damaging agents	0.743333333333333
low_ploidy_sensitive	Z_SCORE	LAML	Antimitotic agents	0.736666666666667
low_ploidy_sensitive	Z_SCORE	LAML	p53/MDM2 pathway	0.58
low_ploidy_sensitive	Z_SCORE	LAML	Hormone therapy	0.07
low_ploidy_sensitive	Z_SCORE	LAML	Tumor antibiotics	0.533333333333333
low_ploidy_sensitive	Z_SCORE	SCLC	Serine/threonine kinase inhibitors	0
low_ploidy_sensitive	Z_SCORE	SCLC	Epigenetic inhibitors	0.62
low_ploidy_sensitive	Z_SCORE	SCLC	Other	0.853333333333333
low_ploidy_sensitive	Z_SCORE	SCLC	Receptor tyrosine kinase inhibitors	0.373333333333333
low_ploidy_sensitive	Z_SCORE	SCLC	DNA damage repair inhibitors	0.983333333333333
low_ploidy_sensitive	Z_SCORE	SCLC	Metabolic/redox agents	0.466666666666667
low_ploidy_sensitive	Z_SCORE	SCLC	Proapoptotic agents	0.0933333333333333
low_ploidy_sensitive	Z_SCORE	SCLC	Non-receptor tyrosine kinase inhibitors	0.713333333333333
low_ploidy_sensitive	Z_SCORE	SCLC	WNT/HH pathway inhibitors	0.41
low_ploidy_sensitive	Z_SCORE	SCLC	Antimetabolites	0.75
low_ploidy_sensitive	Z_SCORE	SCLC	Chaperone/protein-homeostasis inhibitors	0.12
low_ploidy_sensitive	Z_SCORE	SCLC	DNA-damaging agents	0.993333333333333
low_ploidy_sensitive	Z_SCORE	SCLC	Antimitotic agents	0.01
low_ploidy_sensitive	Z_SCORE	SCLC	p53/MDM2 pathway	0.313333333333333
low_ploidy_sensitive	Z_SCORE	SCLC	Hormone therapy	0.216666666666667
low_ploidy_sensitive	Z_SCORE	SCLC	Tumor antibiotics	0.163333333333333
