cancer	drug	correlation
GBM	AZD3759	0.295658811595425
GBM	Gefitinib	0.296153037931066
GBM	Dinaciclib	0.299207240250808
GBM	EPZ5676	0.301345800297258
GBM	Sabutoclax	0.303191088364361
GBM	Sorafenib	0.303673082110459
GBM	Niraparib	0.304022250552621
GBM	LMB_AB2	0.306063778858599
GBM	BDF00022089a	0.307791386503178
GBM	Dactinomycin	0.309412739293737
GBM	Obatoclax Mesylate	0.311479909017495
GBM	Ribociclib	0.312561786886465
GBM	GSK2578215A	0.312571949336303
GBM	P22077	0.31475459904843
GBM	ML323	0.315239944932674
GBM	Podophyllotoxin bromide	0.315470324619966
GBM	Fludarabine	0.320513750393244
GBM	GSK-LSD1-2HCl 	0.321228132560212
GBM	Mirin	0.322326966423041
GBM	Cisplatin	0.324519658539925
GBM	Entinostat	0.338878405007677
GBM	VTP-B	0.340024657792
GBM	Cyclophosphamide	0.340601021694707
GBM	Alpelisib	0.345712348917274
GBM	Telomerase Inhibitor IX	0.348354043136848
GBM	Nilotinib	0.353954524770237
GBM	Cytarabine	0.36554596800769
GBM	Elephantin	0.376734508559566
GBM	5-azacytidine	0.390499750885517
GBM	615590	0.393283705986658
GBM	IAP_5620	0.394201938177165
GBM	AZD5991	0.400850642066709
GBM	50869	0.411459776513803
GBM	Savolitinib	0.411996188498146
GBM	AZD5582	0.415484423989287
GBM	729189	0.426015709753423
GBM	Topotecan	0.430253240833201
GBM	PRIMA-1MET	0.433017183074395
GBM	Gemcitabine	0.433351084165878
GBM	N-acetyl cysteine	0.438089199902756
GBM	LMP744	0.449950973671981
GBM	GSK-LSD1	0.450814836902174
GBM	LJI308	0.460624143818182
GBM	Teniposide	0.468743256510382
GBM	GSK343	0.47384674601765
GBM	AMG-319	0.486796793557887
GBM	Mitoxantrone	0.48906673100402
GBM	GSK2606414	0.489402856634341
GBM	BDILV000379a	0.494227165623418
GBM	JAK1_8709	0.499683160262093
GBM	WEHI-539	0.504175578897263
GBM	Bleomycin (50 uM)	0.544262118169024
LUAD	Camptothecin	-0.266903010447986
LUAD	AZD1332	-0.234421815236745
LUAD	Epirubicin	-0.205916172831705
LUAD	TW 37	-0.205211629625018
LUAD	LMP744	-0.202022946661556
LUAD	SN-38	-0.176369361147981
LUAD	Irinotecan	-0.15551691602919
LUAD	Talazoparib	-0.150337130999264
LUAD	Teniposide	-0.14051194837364
LUAD	Refametinib	-0.137174574045993
LUAD	Topotecan	-0.127584923897601
LUAD	Vorinostat	-0.116756837935663
LUAD	Mitoxantrone	-0.107833127033386
LUAD	AGI-5198	-0.10584450050561
LUAD	PRIMA-1MET	-0.105275399467115
LUAD	BMS-536924	-0.102835885315439
LUAD	JAK_8517	-0.0952565325820505
LUAD	GSK2578215A	-0.0945083026533034
LUAD	LJI308	-0.0906453216533316
LUAD	AZD2014	-0.0772294326092037
LUAD	WZ4003	-0.0748317270428107
LUAD	AZ960	-0.0735809531686455
LUAD	Crizotinib	-0.0712418605807225
LUAD	Dactolisib	-0.0704175736359984
LUAD	Selumetinib	-0.0692416021002242
LUAD	Luminespib	-0.0678176273812954
LUAD	IGF1R_3801	-0.0659083043835218
LUAD	Serdemetan	-0.0621682662887673
LUAD	I-BET-762	-0.0615810020827457
LUAD	GNE-317	-0.0612978641950858
LUAD	Bortezomib	-0.0600161940112701
LUAD	Trametinib	-0.0556148421550055
LUAD	PD173074	-0.054077826729264
LUAD	KRAS (G12C) Inhibitor-12	-0.0492155770256929
LUAD	Obatoclax Mesylate	-0.0478832733520663
LUAD	Savolitinib	-0.0460764083348718
LUAD	Foretinib	-0.0453795699317062
LUAD	PLX-4720	-0.0441542233386079
LUAD	Dactinomycin	-0.0439172722879417
LUAD	Venetoclax	-0.0429526290274368
LUAD	Telomerase Inhibitor IX	-0.0404515117044524
LUAD	MG-132	-0.040152320740708
LUAD	Sepantronium bromide	-0.038464476877085
LUAD	Pyridostatin	-0.0337921408176108
LUAD	ERK_2440	-0.0327987763853466
LUAD	OTX015	-0.031711191682172
LUAD	Gemcitabine	-0.0311634228700569
LUAD	Temsirolimus	-0.0307917040693098
LUAD	Cisplatin	-0.0306709478353541
LUAD	I-BRD9	-0.0258812151872463
LUAD	BMS-754807	-0.0239169306292861
LUAD	LCL161	-0.0234033610860007
LUAD	Tamoxifen	-0.019259780776782
LUAD	PD0325901	-0.0165040241621018
LUAD	BEN	-0.0155396028539372
LUAD	CZC24832	-0.0139279651958461
LUAD	Axitinib	-0.00601745124565428
LUAD	Oxaliplatin	-0.00322852008994089
LUAD	Fludarabine	-0.00266075947664518
LUAD	Rapamycin	-0.00256081854698622
LUAD	Dasatinib	-0.000994258300561214
LUAD	AZD8186	-0.000901102856390251
LUAD	Pevonedistat	0.00178906076205399
LUAD	Entospletinib	0.00205643059737801
LUAD	667880	0.00219084503379034
LUAD	Tanespimycin	0.00229758670279572
LUAD	Veliparib	0.00235794770208111
LUAD	Alisertib	0.00290395596218709
LUAD	UNC0638	0.00654635831103612
LUAD	UMI-77	0.00696428469667083
LUAD	Cediranib	0.00798758627261826
LUAD	123829	0.00865110410416002
LUAD	Entinostat	0.00912565464827743
LUAD	GW441756	0.0101394568306884
LUAD	Doramapimod	0.0123619513706017
LUAD	Uprosertib	0.0124177015514026
LUAD	Romidepsin	0.0134094461819559
LUAD	WEHI-539	0.0135809715062908
LUAD	ascorbate (vitamin C)	0.0138395299020028
LUAD	Olaparib	0.0145023521681685
LUAD	ULK1_4989	0.0158066022273074
LUAD	WIKI4	0.0172475144140795
LUAD	Sorafenib	0.0179993868265503
LUAD	741909	0.0183699649410019
LUAD	Niraparib	0.0193440666975984
LUAD	NVP-ADW742	0.0199260746611041
LUAD	Wee1 Inhibitor	0.0205311641751588
LUAD	Sabutoclax	0.021578077731383
LUAD	Taselisib	0.0224497832732511
LUAD	EPZ004777	0.0260182624721628
LUAD	Dinaciclib	0.0263497046890972
LUAD	CPI-637	0.0267985210759811
LUAD	Ipatasertib	0.0269621196800902
LUAD	PFI3	0.0277946129491246
LUAD	GSK591	0.0364032940228081
LUAD	VX-11e	0.0374348396423378
LUAD	Schweinfurthin A	0.038176575857081
LUAD	Ribociclib	0.0401508890394862
LUAD	SB216763	0.041410625913972
LUAD	Cytarabine	0.0414955850524689
LUAD	LY2109761	0.0428529657547626
LUAD	Buparlisib	0.0467113083668753
LUAD	AZD5153	0.0483929515429903
LUAD	XAV939	0.0493410658836584
LUAD	BPD-00008900	0.0513903101044282
LUAD	Alpelisib	0.0533425497426011
LUAD	Methotrexate	0.0542791913596272
LUAD	N-acetyl cysteine	0.0547363286887892
LUAD	AZD5363	0.0547656880414445
LUAD	Wnt-C59	0.0552064761124674
LUAD	Ruxolitinib	0.0573677636383628
LUAD	SB590885	0.0581968192828071
LUAD	Podophyllotoxin bromide	0.0651447255396659
LUAD	SCH772984	0.0651806004184915
LUAD	OSI-027	0.0707644051567516
LUAD	CT7033-2	0.0714580168712223
LUAD	Ulixertinib	0.0724945033494866
LUAD	BI-2536	0.072911042273423
LUAD	Pictilisib	0.0730185202277022
LUAD	P22077	0.0756519955245959
LUAD	MK-1775	0.0764786628189217
LUAD	GDC0810	0.0768281365518216
LUAD	Lenalidomide	0.07868161140231
LUAD	GSK2801	0.0801657330688114
LUAD	Vinorelbine	0.0816838348223808
LUAD	EPZ5676	0.0822788003124422
LUAD	PFI-1	0.0843548904410795
LUAD	Zoledronate	0.0847880133603982
LUAD	Bleomycin	0.0850294130900537
LUAD	OF-1	0.0854191672777762
LUAD	A-366	0.0860497445347438
LUAD	AT13148	0.0863329856748874
LUAD	Rucaparib	0.0875538428988606
LUAD	PAK_5339	0.0883278510322372
LUAD	Elephantin	0.0886885507708861
LUAD	Mycophenolic acid	0.0906215171290593
LUAD	720427	0.0921659750611353
LUAD	GSK343	0.0923591621742946
LUAD	IAP_5620	0.0930634579381942
LUAD	AZ6102	0.0931445127493286
LUAD	Staurosporine	0.0937648285185002
LUAD	Afuresertib	0.0957882929336033
LUAD	VTP-A	0.0965317951051025
LUAD	Nilotinib	0.0966124270103912
LUAD	glutathione	0.0981566685206755
LUAD	615590	0.0982752242004311
LUAD	Daporinad	0.0983641932790422
LUAD	ERK_6604	0.0990510068927019
LUAD	Paclitaxel	0.10169057167298
LUAD	AZD6738	0.103573491350064
LUAD	VE821	0.103804511320364
LUAD	Bleomycin (50 uM)	0.104341967055087
LUAD	Lestaurtinib	0.104346776478107
LUAD	AZD5582	0.105778586304108
LUAD	GSK-LSD1-2HCl 	0.106046381190425
LUAD	Vismodegib	0.106461962294776
LUAD	Sinularin	0.106909179669801
LUAD	MK-2206	0.108655373850335
LUAD	GSK1904529A	0.110008005829105
LUAD	GSK-LSD1	0.110110128676226
LUAD	UNC0379	0.110566592999797
LUAD	Linsitinib	0.111790646119665
LUAD	RO-3306	0.11229771856467
LUAD	CCT007093	0.113882278328764
LUAD	Bosutinib	0.114450742473222
LUAD	ZM447439	0.114849448957415
LUAD	630600	0.115850887524248
LUAD	AZD7762	0.116066703280404
LUAD	L-Oxonoreleagnine	0.116072143867238
LUAD	YK-4-279	0.116098911529103
LUAD	RVX-208	0.11665577539323
LUAD	ABT737	0.117407829413255
LUAD	Dihydrorotenone	0.118001955143216
LUAD	PCI-34051	0.118827290395238
LUAD	IWP-2	0.11904090409986
LUAD	AMG-319	0.120999613407564
LUAD	AZD4547	0.121324580974472
LUAD	N25720-51-A1	0.12152600821221
LUAD	MN-64	0.124781149936742
LUAD	THR-102	0.125234348884363
LUAD	AZD5991	0.125980953673674
LUAD	PBD-288	0.126169028896015
LUAD	Docetaxel	0.131710117221095
LUAD	Dacarbazine	0.132095366889757
LUAD	GSK2606414	0.133259278937649
LUAD	PRT062607	0.133391458772633
LUAD	Vinblastine	0.134672797057225
LUAD	MK-8776	0.134757492632634
LUAD	GSK2110183B	0.135390675756042
LUAD	50869	0.135507468444888
LUAD	JNK Inhibitor VIII	0.135663166957787
LUAD	VE-822	0.136683009070247
LUAD	JQ1	0.137554547683697
LUAD	123138	0.138025032586924
LUAD	IRAK4_4710	0.140312011948232
LUAD	Motesanib	0.141901198982871
LUAD	Fulvestrant	0.142391494800555
LUAD	Temozolomide	0.142516724064431
LUAD	AGK2	0.142695874613072
LUAD	AGI-6780	0.143341611484659
LUAD	KU-55933	0.143381592948598
LUAD	5-azacytidine	0.143524945577458
LUAD	743380	0.143755009614097
LUAD	AZD8055	0.143811951295006
LUAD	Gallibiscoquinazole	0.14473436245036
LUAD	GSK2276186C	0.145413977043816
LUAD	Nelarabine	0.145807545690854
LUAD	5-Fluorouracil	0.146408665489985
LUAD	CDK9_5576	0.147848661903019
LUAD	TAF1_5496	0.149165347854415
LUAD	Navitoclax	0.150251313890968
LUAD	alpha-lipoic acid	0.153006762624867
LUAD	POMHEX	0.154984255197012
LUAD	THR-101	0.155543131268203
LUAD	HKMTI-1-005	0.15809840740275
LUAD	BMS-345541	0.159071969697955
LUAD	BDP-00009066	0.161196395474606
LUAD	150412	0.170689459414592
LUAD	BDOCA000347a	0.171653427611451
LUAD	Dabrafenib	0.172430524442512
LUAD	Mirin	0.173240018810744
LUAD	Eg5_9814	0.175069592429077
LUAD	Bromosporine	0.179590809258585
LUAD	VTP-B	0.17968614480282
LUAD	Remodelin	0.179691548030697
LUAD	ML323	0.180314277966897
LUAD	Nutlin-3a (-)	0.180529229139747
LUAD	AZD5438	0.183406774550078
LUAD	Avagacestat	0.183545438749183
LUAD	SGC-CBP30	0.183930504802361
LUAD	AZD1208	0.188357513056113
LUAD	Osimertinib	0.188472880633922
LUAD	GSK3337463A	0.190565072506043
LUAD	EHT-1864	0.191375942151137
LUAD	729189	0.193177179085046
LUAD	MIRA-1	0.195994044988544
LUAD	GSK2256098C	0.200451255764536
LUAD	THR-103	0.200614245739853
LUAD	Sapitinib	0.20522071609304
LUAD	BDILV000379a	0.205449440412677
LUAD	SGC0946	0.206780093628837
LUAD	AZD3759	0.207488417918197
LUAD	ICL-SIRT078	0.208054233319612
LUAD	N30652-18-1	0.208614831126949
LUAD	NU7441	0.21039453907813
LUAD	Cyclophosphamide	0.212332157252473
LUAD	LMB_AB2	0.21300765974317
LUAD	MIM1	0.216258060979445
LUAD	GSK2830371A	0.216446310717499
LUAD	CDK9_5038	0.219954689199815
LUAD	776928	0.229675490654078
LUAD	N29087-69-1	0.231020037735534
LUAD	BDF00022089a	0.233249890670562
LUAD	Acetalax	0.234735629750761
LUAD	765771	0.23615168635328
LUAD	GSK2830371	0.238418923450528
LUAD	Gefitinib	0.246382142932833
LUAD	GSK626616AC	0.250326630598906
LUAD	BIBR-1532	0.254397428880456
LUAD	Leflunomide	0.254436594192915
LUAD	LGK974	0.258713168956939
LUAD	Picolinici-acid	0.267655357599073
LUAD	Afatinib	0.271061986779295
LUAD	Ibrutinib	0.271591389675522
LUAD	JAK1_8709	0.277935564069692
LUAD	Erlotinib	0.282095115637458
LUAD	Lapatinib	0.285755770765256
LUAD	LMB_AB1	0.294624433609264
LUAD	Palbociclib	0.304301692298323
LUAD	N27922-53-1	0.305742744926321
LUAD	LMB_AB3	0.32100239922071
LUAD	VSP34_8731	0.323974699859487
LUSC	SB590885	-0.721210304006636
LUSC	AZD8055	-0.691943379475357
LUSC	Talazoparib	-0.682462630201896
LUSC	CDK9_5576	-0.63004124181811
LUSC	Methotrexate	-0.606288078831472
LUSC	Afatinib	-0.597132910748332
LUSC	Palbociclib	-0.595672479820243
LUSC	Lapatinib	-0.592277123073687
LUSC	Entinostat	-0.59174897990836
LUSC	Temsirolimus	-0.579562996164603
LUSC	Temozolomide	-0.571629952012521
LUSC	Pictilisib	-0.56978214253604
LUSC	Osimertinib	-0.558268530161507
LUSC	Cediranib	-0.552204168449644
LUSC	CDK9_5038	-0.550761384174635
LUSC	AZD8186	-0.549269125076178
LUSC	Motesanib	-0.543025071050357
LUSC	NU7441	-0.539346038163684
LUSC	Doramapimod	-0.536313181664845
LUSC	PD173074	-0.533180581365949
LUSC	MIRA-1	-0.530968960850535
LUSC	ICL-SIRT078	-0.527008811966231
LUSC	Cisplatin	-0.524933771673741
LUSC	Ibrutinib	-0.521552267476883
LUSC	Ribociclib	-0.510372044283006
LUSC	Dactolisib	-0.510101050091787
LUSC	Rapamycin	-0.509753101296366
LUSC	Rucaparib	-0.508085282605323
LUSC	Dinaciclib	-0.505643995561912
LUSC	776928	-0.498051920525282
LUSC	Lenalidomide	-0.48955022459252
LUSC	UNC0379	-0.488142423146017
LUSC	Vorinostat	-0.487158010243999
LUSC	BEN	-0.480420787427835
LUSC	OSI-027	-0.478086803875311
LUSC	AZD5438	-0.474189813527178
LUSC	Niraparib	-0.472629145741513
LUSC	HKMTI-1-005	-0.471847709619284
LUSC	Telomerase Inhibitor IX	-0.460744464340278
LUSC	AZD1208	-0.452897267804383
LUSC	RVX-208	-0.450904322925724
LUSC	Oxaliplatin	-0.448734381104188
LUSC	AZ6102	-0.442460890592265
LUSC	THR-102	-0.432393907446724
LUSC	Tanespimycin	-0.429433026358295
LUSC	Avagacestat	-0.426025501693889
LUSC	Wee1 Inhibitor	-0.424071879726658
LUSC	Ipatasertib	-0.424054082442042
LUSC	AZD2014	-0.423437184612551
LUSC	Serdemetan	-0.419908555379726
LUSC	N29087-69-1	-0.419893665584145
LUSC	MK-2206	-0.418723842803015
LUSC	GSK-LSD1-2HCl 	-0.408805600323949
LUSC	AMG-319	-0.408309168160145
LUSC	CZC24832	-0.405289474711256
LUSC	AZD5363	-0.405259356510619
LUSC	AT13148	-0.404017333959819
LUSC	GSK2276186C	-0.4039243192268
LUSC	BDP-00009066	-0.403509928299924
LUSC	BMS-345541	-0.403316908782868
LUSC	Gemcitabine	-0.40107666105185
LUSC	Gallibiscoquinazole	-0.399877536688508
LUSC	VE-822	-0.397607689437506
LUSC	Taselisib	-0.395410827931165
LUSC	Lestaurtinib	-0.39400283529364
LUSC	GNE-317	-0.393332362895354
LUSC	BPD-00008900	-0.388439391712138
LUSC	AZD6738	-0.385744786255609
LUSC	Cyclophosphamide	-0.380896369813774
LUSC	Dactinomycin	-0.371659204333963
LUSC	Sapitinib	-0.370778305485054
LUSC	GSK2801	-0.370530654649656
LUSC	RO-3306	-0.367016023099604
LUSC	Bosutinib	-0.362605819305739
LUSC	765771	-0.361162806896975
LUSC	GSK626616AC	-0.358728712254532
LUSC	Afuresertib	-0.357294488391377
LUSC	KRAS (G12C) Inhibitor-12	-0.355651989518977
LUSC	CCT007093	-0.354101555843675
LUSC	Schweinfurthin A	-0.351718119935129
LUSC	Picolinici-acid	-0.350538036711159
LUSC	UNC0638	-0.347156985265398
LUSC	GSK2110183B	-0.344813489026717
LUSC	I-BRD9	-0.342760311758091
LUSC	GW441756	-0.34163090625501
LUSC	Fludarabine	-0.338336414653251
LUSC	Nelarabine	-0.33046387639897
LUSC	Veliparib	-0.33028972917502
LUSC	ZM447439	-0.329391361150258
LUSC	PRIMA-1MET	-0.326811593139245
LUSC	glutathione	-0.326547723941449
LUSC	GSK343	-0.317284144123999
LUSC	Mirin	-0.315383468408352
LUSC	SGC0946	-0.313285123444252
LUSC	YK-4-279	-0.311632422503983
LUSC	5-azacytidine	-0.311562648508932
LUSC	VE821	-0.311551677292355
LUSC	CT7033-2	-0.306717046153678
LUSC	OF-1	-0.304792437606638
LUSC	PAK_5339	-0.303744682302143
LUSC	Romidepsin	-0.300279896134032
LUSC	MG-132	-0.298425676233493
LUSC	N30652-18-1	-0.297583718050985
LUSC	Vismodegib	-0.295224424012924
LUSC	EHT-1864	-0.292129081520953
LUSC	GSK-LSD1	-0.291393169757395
LUSC	Gefitinib	-0.290549708312038
LUSC	Alpelisib	-0.289499930979722
LUSC	LCL161	-0.288954182493603
LUSC	Uprosertib	-0.288329170344201
LUSC	Fulvestrant	-0.287637176145237
LUSC	PLX-4720	-0.287112979846734
LUSC	BIBR-1532	-0.286605863447995
LUSC	BI-2536	-0.286038811734894
LUSC	Axitinib	-0.283772604463551
LUSC	MK-1775	-0.280669508829791
LUSC	Buparlisib	-0.276861211899023
LUSC	VSP34_8731	-0.273336263383249
LUSC	GSK2830371A	-0.271755223919859
LUSC	L-Oxonoreleagnine	-0.270403811338768
LUSC	Erlotinib	-0.270298755904378
LUSC	PBD-288	-0.267916505917929
LUSC	Teniposide	-0.265790598297979
LUSC	LMP744	-0.257623204459923
LUSC	Podophyllotoxin bromide	-0.253708696553808
LUSC	5-Fluorouracil	-0.251538136438096
LUSC	Cytarabine	-0.251418514888783
LUSC	GSK3337463A	-0.250879009783987
LUSC	729189	-0.248957775938782
LUSC	Acetalax	-0.241977620114195
LUSC	Irinotecan	-0.240114162717953
LUSC	Sinularin	-0.239304246059626
LUSC	Camptothecin	-0.234634664319563
LUSC	Staurosporine	-0.232967287320583
LUSC	123829	-0.232619379343213
LUSC	JNK Inhibitor VIII	-0.232355621162974
LUSC	Pevonedistat	-0.230375949035359
LUSC	667880	-0.230308492805809
LUSC	A-366	-0.224063668033112
LUSC	VTP-A	-0.22149765405
LUSC	Bortezomib	-0.219305449057953
LUSC	720427	-0.217829770782382
LUSC	AGI-6780	-0.216408620274738
LUSC	123138	-0.213446658580975
LUSC	PRT062607	-0.208715907587037
LUSC	BMS-754807	-0.205972003660145
LUSC	GSK2830371	-0.204056027341097
LUSC	ascorbate (vitamin C)	-0.202224876114068
LUSC	AZD5582	-0.195811674968708
LUSC	GSK2256098C	-0.195479894936754
LUSC	Elephantin	-0.192809390595847
LUSC	LMB_AB3	-0.188496135461594
LUSC	Sabutoclax	-0.187547791033213
LUSC	MIM1	-0.184484479631408
LUSC	AZD7762	-0.182550990164584
LUSC	LMB_AB2	-0.175936000874888
LUSC	Nilotinib	-0.174958197913842
LUSC	POMHEX	-0.173730663601024
LUSC	BDF00022089a	-0.17204067246982
LUSC	LY2109761	-0.171409710260928
LUSC	Entospletinib	-0.170197434526677
LUSC	LJI308	-0.167867897722007
LUSC	Mitoxantrone	-0.167173673077497
LUSC	Eg5_9814	-0.166994839441053
LUSC	630600	-0.164236571790615
LUSC	Paclitaxel	-0.163955887956821
LUSC	Zoledronate	-0.162106122648281
LUSC	Dabrafenib	-0.160474298232448
LUSC	615590	-0.158628924617647
LUSC	KU-55933	-0.154560269393073
LUSC	SB216763	-0.152490975943247
LUSC	Topotecan	-0.149031142315579
LUSC	LMB_AB1	-0.143221700913567
LUSC	Mycophenolic acid	-0.140906060135866
LUSC	Vinblastine	-0.140708995366742
LUSC	WEHI-539	-0.135354588685231
LUSC	EPZ004777	-0.135317351369094
LUSC	GSK591	-0.132324173206223
LUSC	Luminespib	-0.12836598468645
LUSC	AZD4547	-0.124583331030681
LUSC	Crizotinib	-0.118220721047832
LUSC	Navitoclax	-0.109508324447878
LUSC	AZD3759	-0.109216527434109
LUSC	PFI3	-0.107374727080887
LUSC	AZD5153	-0.0994118085398631
LUSC	Dacarbazine	-0.0971050201096092
LUSC	VTP-B	-0.096645421400382
LUSC	P22077	-0.0945018556723945
LUSC	ULK1_4989	-0.0942800584953013
LUSC	JQ1	-0.0922732602627059
LUSC	N-acetyl cysteine	-0.0852587322381679
LUSC	Wnt-C59	-0.0842501727390367
LUSC	50869	-0.0806210585984352
LUSC	ML323	-0.0792047545434491
LUSC	THR-103	-0.0766402782767345
LUSC	N27922-53-1	-0.069362900210699
LUSC	BDILV000379a	-0.0618580796843924
LUSC	Olaparib	-0.0597245205236912
LUSC	Savolitinib	-0.0567936537387217
LUSC	Foretinib	-0.0547646711632269
LUSC	Dasatinib	-0.0524733136169448
LUSC	MN-64	-0.0434745561655553
LUSC	THR-101	-0.043172938071804
LUSC	AGI-5198	-0.0430645582554662
LUSC	Docetaxel	-0.0413779859051164
LUSC	MK-8776	-0.0382790781655285
LUSC	ABT737	-0.0318294087159088
LUSC	AZD5991	-0.0257901906238627
LUSC	743380	-0.0230207627720084
LUSC	AGK2	-0.0219469335638676
LUSC	Bleomycin (50 uM)	-0.02100490055106
LUSC	IWP-2	-0.00461032606517907
LUSC	IAP_5620	0.00457531533172774
LUSC	Sepantronium bromide	0.00861320898034247
LUSC	AZD1332	0.0119972060434293
LUSC	150412	0.0121516084679377
LUSC	Dihydrorotenone	0.0126152102722394
LUSC	GSK2578215A	0.0133964195452905
LUSC	JAK1_8709	0.0168153860515949
LUSC	Tamoxifen	0.0203038125932719
LUSC	PCI-34051	0.0207941484422416
LUSC	Pyridostatin	0.0211242891466721
LUSC	OTX015	0.0246663768683492
LUSC	GSK2606414	0.0272870931960185
LUSC	UMI-77	0.0287339514901417
LUSC	Sorafenib	0.0301112238465235
LUSC	SGC-CBP30	0.0312764747987182
LUSC	Obatoclax Mesylate	0.0318922086515394
LUSC	Ulixertinib	0.0360224733630259
LUSC	LGK974	0.0502641893843532
LUSC	EPZ5676	0.051680869610929
LUSC	N25720-51-A1	0.0527218357999998
LUSC	GDC0810	0.053203154594294
LUSC	XAV939	0.05790440467894
LUSC	JAK_8517	0.0750186636266848
LUSC	Ruxolitinib	0.0955525259912397
LUSC	Venetoclax	0.098295055550047
LUSC	PFI-1	0.103574545730116
LUSC	alpha-lipoic acid	0.104652028530107
LUSC	BDOCA000347a	0.115863818763712
LUSC	SN-38	0.119307931520436
LUSC	Vinorelbine	0.121128815008753
LUSC	ERK_6604	0.121632193594655
LUSC	Alisertib	0.123869202080065
LUSC	CPI-637	0.129787005486705
LUSC	BMS-536924	0.137502116115111
LUSC	I-BET-762	0.138461629622283
LUSC	NVP-ADW742	0.145111863403698
LUSC	741909	0.146827008028955
LUSC	TAF1_5496	0.155187350738327
LUSC	Linsitinib	0.156959416911161
LUSC	Leflunomide	0.167499809195034
LUSC	AZ960	0.16890170056186
LUSC	IRAK4_4710	0.174814195823558
LUSC	Bleomycin	0.179059250834322
LUSC	GSK1904529A	0.193579140476401
LUSC	IGF1R_3801	0.19687835205406
LUSC	Bromosporine	0.211251045685051
LUSC	Epirubicin	0.246448906439414
LUSC	Nutlin-3a (-)	0.277808355917129
LUSC	WIKI4	0.304266039509122
LUSC	Selumetinib	0.305662237053536
LUSC	Refametinib	0.310928677377323
LUSC	VX-11e	0.325375805494441
LUSC	WZ4003	0.335721273872733
LUSC	Trametinib	0.365024829525661
LUSC	PD0325901	0.40362687041431
LUSC	SCH772984	0.41518617078197
LUSC	ERK_2440	0.420897989239937
SCLC	ascorbate (vitamin C)	-0.444828680388763
SCLC	Topotecan	-0.336402597719724
SCLC	LMP744	-0.328390865112721
SCLC	Cisplatin	-0.321548922226898
SCLC	BEN	-0.317481278954542
SCLC	CCT007093	-0.27768532333614
SCLC	GSK2256098C	-0.272351272266703
SCLC	Mycophenolic acid	-0.269980253196095
SCLC	Talazoparib	-0.263280241667714
SCLC	720427	-0.25854119908265
SCLC	Mitoxantrone	-0.246371245217077
SCLC	CDK9_5038	-0.244718750527815
SCLC	Irinotecan	-0.240958280474029
SCLC	Camptothecin	-0.233357545009289
SCLC	SN-38	-0.210172218450334
SCLC	Pevonedistat	-0.20128488379465
SCLC	Niraparib	-0.193368470179673
SCLC	Olaparib	-0.192821747972529
SCLC	Romidepsin	-0.190690416240343
SCLC	Vorinostat	-0.189121098802343
SCLC	Methotrexate	-0.18628076872127
SCLC	AZ6102	-0.182616688612862
SCLC	Gemcitabine	-0.1759476452068
SCLC	Acetalax	-0.163027048620517
SCLC	Oxaliplatin	-0.161721282828641
SCLC	VTP-B	-0.160523614141661
SCLC	Daporinad	-0.15838618555586
SCLC	N-acetyl cysteine	-0.158002275945547
SCLC	Cytarabine	-0.153395489214906
SCLC	Rucaparib	-0.145441707013486
SCLC	Fludarabine	-0.141763632409355
SCLC	Teniposide	-0.135935013141929
SCLC	Bosutinib	-0.13103092210958
SCLC	AZD1332	-0.124521698305465
SCLC	WIKI4	-0.120257956809832
SCLC	CDK9_5576	-0.11936544881252
SCLC	CT7033-2	-0.116702957068413
SCLC	Erlotinib	-0.113784349072909
SCLC	N29087-69-1	-0.110776050096001
SCLC	JAK_8517	-0.108901362572409
SCLC	GSK2110183B	-0.10841665344466
SCLC	Gallibiscoquinazole	-0.103800744880523
SCLC	PFI-1	-0.0941309825782334
SCLC	Motesanib	-0.090893838131713
SCLC	AZD5438	-0.0905170660396701
SCLC	Serdemetan	-0.0905070563165998
SCLC	L-Oxonoreleagnine	-0.0897615356183529
SCLC	Staurosporine	-0.088209600523074
SCLC	N27922-53-1	-0.0857553250286594
SCLC	AZD8055	-0.0852797523861106
SCLC	BDP-00009066	-0.0844093890476875
SCLC	Dabrafenib	-0.0834072929698716
SCLC	VSP34_8731	-0.0831101239907595
SCLC	UNC0638	-0.0828788533382084
SCLC	JQ1	-0.0763542183108736
SCLC	ULK1_4989	-0.0760793655416557
SCLC	NU7441	-0.075837144412936
SCLC	OTX015	-0.0755922426420226
SCLC	alpha-lipoic acid	-0.0751954046244546
SCLC	MG-132	-0.0747972731613849
SCLC	BIBR-1532	-0.0725643428095429
SCLC	Entinostat	-0.072267270555156
SCLC	GSK2276186C	-0.0692534066018834
SCLC	Elephantin	-0.0683813637130794
SCLC	LY2109761	-0.0647748944046066
SCLC	Dinaciclib	-0.0620240391590911
SCLC	Epirubicin	-0.0597406350895658
SCLC	NVP-ADW742	-0.0590510078503756
SCLC	IRAK4_4710	-0.0580812700058728
SCLC	LMB_AB2	-0.057770559020924
SCLC	SB216763	-0.0572778425627844
SCLC	GSK2830371	-0.055496224276913
SCLC	IOX2	-0.0542026327107355
SCLC	ABT737	-0.0532663155079653
SCLC	Temozolomide	-0.052567666551132
SCLC	Sabutoclax	-0.0525522752642886
SCLC	WEHI-539	-0.0511090465210531
SCLC	BMS-536924	-0.0473889635651646
SCLC	Navitoclax	-0.043745761127314
SCLC	Bortezomib	-0.0433451707591948
SCLC	741909	-0.043249088871053
