cancer	drug	correlation
ESCA	EPZ5676	-0.0193732977029727
ESCA	Veliparib	-0.0178766271771945
ESCA	JAK_8517	-0.0162167547096732
ESCA	Ribociclib	-0.0160052968342221
ESCA	A-366	-0.015966352000239
ESCA	EPZ004777	-0.0151316556482298
ESCA	MK-8776	-0.0138196549019207
ESCA	Trametinib	-0.0134402485314321
ESCA	OSI-027	-0.0123592003781676
ESCA	IAP_5620	-0.0117902391526557
ESCA	SN-38	-0.00967206449528258
ESCA	Tanespimycin	-0.00745814588293369
ESCA	Docetaxel	-0.00548611374534969
ESCA	720427	-0.00378911465235428
ESCA	667880	-0.00167400487573637
ESCA	Cisplatin	0.00354336902550919
ESCA	N-acetyl cysteine	0.00572779706582992
ESCA	Pevonedistat	0.00647647712496246
ESCA	MIM1	0.00805837300592285
ESCA	UNC0638	0.00929115760559587
ESCA	Sorafenib	0.00948599673162236
ESCA	ULK1_4989	0.00966394020901642
ESCA	LMB_AB2	0.0108639522357603
ESCA	AZD3759	0.0117818727158305
ESCA	Wnt-C59	0.0136704346471152
ESCA	Dinaciclib	0.0144175893114338
ESCA	AZD1332	0.0156397915349507
ESCA	Nutlin-3a (-)	0.0178081979146361
ESCA	ascorbate (vitamin C)	0.0192010924772819
ESCA	N25720-51-A1	0.019633985850161
ESCA	GSK626616AC	0.0206375899321053
ESCA	Wee1 Inhibitor	0.0237779668161512
ESCA	Doramapimod	0.0269871212983249
ESCA	VSP34_8731	0.0299990200509913
ESCA	LY2109761	0.0302659075792683
ESCA	Vinorelbine	0.0322652773416532
ESCA	SB216763	0.0330006623526456
ESCA	THR-101	0.0341559531566629
ESCA	Sabutoclax	0.0345746848084654
ESCA	AZD6738	0.0377406530319446
ESCA	BDOCA000347a	0.0381542508641257
ESCA	THR-103	0.0406069417590005
ESCA	AT13148	0.0416084663683898
ESCA	OTX015	0.0420477272616193
ESCA	GSK3337463A	0.0421083303915439
ESCA	Fludarabine	0.0435106894779424
ESCA	Palbociclib	0.0446369726883871
ESCA	GSK2256098C	0.04759680498379
ESCA	SGC-CBP30	0.0505076465308345
ESCA	Methotrexate	0.0507309509808829
ESCA	CDK9_5576	0.0524566940497724
ESCA	Vismodegib	0.0525399559056176
ESCA	PCI-34051	0.0536842630921809
ESCA	Olaparib	0.0551276654144368
ESCA	5-Fluorouracil	0.0556901690610521
ESCA	AGI-5198	0.0568155507102066
ESCA	Fulvestrant	0.0603679473486456
ESCA	N27922-53-1	0.0610543865996833
ESCA	MK-2206	0.061612020918488
ESCA	PLX-4720	0.065821723025527
ESCA	Telomerase Inhibitor IX	0.0661561557450122
ESCA	Refametinib	0.0671224816139971
ESCA	Oxaliplatin	0.0685652350723969
ESCA	alpha-lipoic acid	0.071383576462759
ESCA	NU7441	0.0715288827321628
ESCA	YK-4-279	0.0724688724955168
ESCA	UNC0379	0.0727062828363322
ESCA	GW441756	0.0735042247957802
ESCA	Sapitinib	0.0740735830323112
ESCA	XAV939	0.0754221890016687
ESCA	KRAS (G12C) Inhibitor-12	0.0761107766028432
ESCA	BIBR-1532	0.0764622745207089
ESCA	Taselisib	0.0780875515749877
ESCA	Dabrafenib	0.0784642275483081
ESCA	GSK2830371	0.0788343832105843
ESCA	Elephantin	0.080100762669602
ESCA	AZD5438	0.0807839677875125
ESCA	IRAK4_4710	0.0808167809883327
ESCA	50869	0.0828142913934544
ESCA	IGF1R_3801	0.0838198828448778
ESCA	PD0325901	0.0845821375496664
ESCA	Vorinostat	0.085038475607992
ESCA	N29087-69-1	0.0871866233911296
ESCA	Lapatinib	0.0873150452852532
ESCA	Vinblastine	0.0879130614373532
ESCA	PD173074	0.0942022999551836
ESCA	GSK2801	0.0959353879160068
ESCA	CDK9_5038	0.0987829994970171
ESCA	Entospletinib	0.0987960911589067
ESCA	Epirubicin	0.103504452238215
ESCA	Linsitinib	0.106271209978457
ESCA	KU-55933	0.107027320600866
ESCA	Zoledronate	0.107790984777971
ESCA	CCT007093	0.109382034073182
ESCA	150412	0.111166115229799
ESCA	Picolinici-acid	0.111677963661565
ESCA	Obatoclax Mesylate	0.113634684509964
ESCA	THR-102	0.115271991520123
ESCA	AZD5363	0.116044008479074
ESCA	LGK974	0.120662435439145
ESCA	BMS-536924	0.123818688937221
ESCA	Afatinib	0.126704727223668
ESCA	BDILV000379a	0.127076268297028
ESCA	GSK2276186C	0.127280985094485
ESCA	Selumetinib	0.133289999058922
ESCA	JAK1_8709	0.139616360706259
ESCA	Uprosertib	0.14557335299656
ESCA	Niraparib	0.147045981371922
ESCA	729189	0.14987705825136
ESCA	AZD4547	0.150272391972892
ESCA	Ruxolitinib	0.15060960414153
ESCA	AGK2	0.156423450188779
ESCA	SB590885	0.157040901885334
ESCA	741909	0.157276147982609
ESCA	PFI3	0.157290545965121
ESCA	BMS-754807	0.159861844068359
ESCA	GSK-LSD1	0.161286212834043
ESCA	Cediranib	0.164419676534635
ESCA	Bleomycin (50 uM)	0.166356339058748
ESCA	BDF00022089a	0.16763746178911
ESCA	Nelarabine	0.168429673446427
ESCA	123138	0.170395042049765
ESCA	Acetalax	0.170749151999989
ESCA	GSK2578215A	0.171361810143823
ESCA	RO-3306	0.171938709957225
ESCA	GSK2110183B	0.175916557226832
ESCA	Avagacestat	0.176750193783802
ESCA	Erlotinib	0.177185077870154
ESCA	AZD7762	0.177514963012004
ESCA	Ibrutinib	0.180186216413631
ESCA	EHT-1864	0.182840602726849
ESCA	AZ960	0.182998590675527
ESCA	Navitoclax	0.185528022306929
ESCA	IWP-2	0.189660452617755
ESCA	Mirin	0.189809560516531
ESCA	Axitinib	0.189947501022348
ESCA	Osimertinib	0.193464078320694
ESCA	ML323	0.194685542251768
ESCA	Sinularin	0.198304900966363
ESCA	P22077	0.199147387976737
ESCA	AGI-6780	0.201532672786871
ESCA	Ipatasertib	0.206408107311812
ESCA	AZD1208	0.207541503645188
ESCA	Gefitinib	0.209481770533349
ESCA	GSK2830371A	0.211393478196833
ESCA	I-BRD9	0.212826401909773
ESCA	BI-2536	0.213556303789951
ESCA	Bromosporine	0.213753121882706
ESCA	AZD5991	0.216578050193189
ESCA	Luminespib	0.220406960226769
ESCA	Lenalidomide	0.223708657790813
ESCA	Dihydrorotenone	0.227949028839447
ESCA	LMB_AB3	0.228690334824161
ESCA	Lestaurtinib	0.243631746832588
ESCA	Temozolomide	0.249910889333931
ESCA	MK-1775	0.263658047388004
ESCA	Afuresertib	0.26416459950167
ESCA	WEHI-539	0.271945263500055
ESCA	JQ1	0.277675494860427
ESCA	Cyclophosphamide	0.28521173407284
ESCA	glutathione	0.286573738879267
ESCA	L-Oxonoreleagnine	0.287968344195689
ESCA	PRIMA-1MET	0.288635470913655
ESCA	OF-1	0.290794500259561
ESCA	Dasatinib	0.295580027594934
ESCA	Alisertib	0.302979424374549
ESCA	Staurosporine	0.309049474042916
ESCA	743380	0.332292901985814
ESCA	Bosutinib	0.372243257317869
ESCA	PFI-1	0.385120798526176
ESCA	TAF1_5496	0.396631632542753
ESCA	Remodelin	0.550669326753341
ESCA	TW 37	0.593739361571531
BRCA	Lapatinib	-0.3277113340528
BRCA	BDOCA000347a	-0.304993391581155
BRCA	Ibrutinib	-0.286294860158859
BRCA	Osimertinib	-0.277316330631044
BRCA	ML323	-0.261708026603083
BRCA	Sapitinib	-0.25566037927967
BRCA	Afatinib	-0.226806154884705
BRCA	Gefitinib	-0.220796612689332
BRCA	EHT-1864	-0.211121386155554
BRCA	MN-64	-0.2093823451142
BRCA	LMB_AB3	-0.202856495484982
BRCA	GSK2830371A	-0.19667552080808
BRCA	BDILV000379a	-0.19649245479358
BRCA	OF-1	-0.195577272178483
BRCA	743380	-0.194864217284632
BRCA	Erlotinib	-0.190414189351841
BRCA	GSK1904529A	-0.173881628867154
BRCA	GSK-LSD1	-0.165129672758377
BRCA	AGI-6780	-0.164869683033764
BRCA	GSK2606414	-0.163329723539915
BRCA	741909	-0.156384329250839
BRCA	SCH772984	-0.148663379253963
BRCA	SB590885	-0.144211809338075
BRCA	776928	-0.14391475841662
BRCA	LGK974	-0.138711808756725
BRCA	Picolinici-acid	-0.138391289903782
BRCA	Ruxolitinib	-0.134646596577445
BRCA	AZD5582	-0.134084489530216
BRCA	BMS-345541	-0.133843403065812
BRCA	Ulixertinib	-0.126510672248763
BRCA	Refametinib	-0.124281863652976
BRCA	PLX-4720	-0.124198986313194
BRCA	ICL-SIRT078	-0.120952660842485
BRCA	VX-11e	-0.120358796693494
BRCA	Schweinfurthin A	-0.116620678549524
BRCA	Acetalax	-0.111413442077601
BRCA	PD0325901	-0.104194801826456
BRCA	Methotrexate	-0.10026981488177
BRCA	Selumetinib	-0.0962781523068032
BRCA	Trametinib	-0.094669028401692
BRCA	Wnt-C59	-0.0923392202171984
BRCA	KRAS (G12C) Inhibitor-12	-0.0796392867963088
BRCA	Pevonedistat	-0.0758586594575274
BRCA	Leflunomide	-0.0756528030780625
BRCA	HKMTI-1-005	-0.0705733147543252
BRCA	IAP_5620	-0.0662171541178235
BRCA	Serdemetan	-0.063523103608432
BRCA	SGC-CBP30	-0.0597244504353559
BRCA	Entospletinib	-0.0572337606275102
BRCA	Topotecan	-0.0566656451216594
BRCA	AZD3759	-0.0552042865616858
BRCA	JNK Inhibitor VIII	-0.0539659811713109
BRCA	Sinularin	-0.0522141077224153
BRCA	Dabrafenib	-0.0510939998890017
BRCA	Linsitinib	-0.0471306222834078
BRCA	AZD5438	-0.0469024423243454
BRCA	Niraparib	-0.0441098528620156
BRCA	Alpelisib	-0.0404572007172778
BRCA	GSK3337463A	-0.0264721490611861
BRCA	IRAK4_4710	-0.0260559057547727
BRCA	GSK2801	-0.0234834664964555
BRCA	Dihydrorotenone	-0.0182376137112577
BRCA	AZD7762	-0.0163712813628154
BRCA	Ribociclib	-0.0139701559342698
BRCA	GSK626616AC	-0.0131247387399068
BRCA	Taselisib	-0.0125390234265393
BRCA	GSK2110183B	-0.00898044721800455
BRCA	ERK_2440	-0.0082327698132044
BRCA	Zoledronate	-0.00671095088818716
BRCA	Romidepsin	-0.00477606876088126
BRCA	MK-2206	-0.00361446394794858
BRCA	TAF1_5496	-0.00276205315424141
BRCA	Tanespimycin	0.000451996917585002
BRCA	ascorbate (vitamin C)	0.00293994379454907
BRCA	Doramapimod	0.00897287088795103
BRCA	ULK1_4989	0.0107669964169991
BRCA	LY2109761	0.0107985820115757
BRCA	WZ4003	0.0141345839879837
BRCA	ERK_6604	0.0154476128455415
BRCA	P22077	0.0201296532786344
BRCA	Teniposide	0.0209720666439183
BRCA	SGC0946	0.0250936671069219
BRCA	IWP-2	0.0267418134314179
BRCA	PF-4708671	0.0272560840884535
BRCA	OSI-027	0.0274196083941982
BRCA	Uprosertib	0.0291528918151537
BRCA	AZD5991	0.0303811222651383
BRCA	BEN	0.0317105702021886
BRCA	LJI308	0.0353628172172715
BRCA	Lestaurtinib	0.0357306727946219
BRCA	N-acetyl cysteine	0.0381010087569118
BRCA	AZD1208	0.0420123716395617
BRCA	720427	0.0420706103040312
BRCA	CCT007093	0.0424099505123803
BRCA	I-BET-762	0.0450722882252352
BRCA	Dinaciclib	0.0462419786150221
BRCA	Rapamycin	0.0476025287562815
BRCA	Sepantronium bromide	0.0477887473789807
BRCA	LMB_AB2	0.0495067375642929
BRCA	Bosutinib	0.05086121030841
BRCA	Savolitinib	0.05153345660036
BRCA	Gallibiscoquinazole	0.0515673376809531
BRCA	LMB_AB1	0.0526226304754831
BRCA	CDK9_5576	0.0533811787592772
BRCA	XAV939	0.0545745564197573
BRCA	765771	0.0579284541163648
BRCA	AZD8186	0.0583506421983945
BRCA	MK-8776	0.0607072654677615
BRCA	Pictilisib	0.062157331726008
BRCA	MIM1	0.0627539162726203
BRCA	Mitoxantrone	0.0643529479827613
BRCA	Nilotinib	0.0675978273433056
BRCA	VE-822	0.0689626252886988
BRCA	BDF00022089a	0.0722595044644286
BRCA	ZM447439	0.0724666274504345
BRCA	GSK343	0.0730869289548826
BRCA	CDK9_5038	0.0731007322408662
BRCA	WIKI4	0.0732819650469509
BRCA	NVP-ADW742	0.0745389271941681
BRCA	Lenalidomide	0.0783659674244704
BRCA	IGF1R_3801	0.083650596006359
BRCA	BPD-00008900	0.0856239700632395
BRCA	Buparlisib	0.0877058567250876
BRCA	GSK591	0.0885424961118426
BRCA	PAK_5339	0.0885712856350447
BRCA	Axitinib	0.089707377593287
BRCA	RVX-208	0.091568015920106
BRCA	BMS-536924	0.0921380419501021
BRCA	CPI-637	0.0923415679738772
BRCA	AZD8055	0.0924884306918209
BRCA	LCL161	0.0927224530587466
BRCA	VTP-A	0.0934851309221515
BRCA	Daporinad	0.0938023155767451
BRCA	Temsirolimus	0.094337978858504
BRCA	Bromosporine	0.0956433974333702
BRCA	PRT062607	0.0984759306663632
BRCA	KU-55933	0.099330566988642
BRCA	PFI3	0.101462763501264
BRCA	GNE-317	0.102912873633096
BRCA	Nelarabine	0.104722057823737
BRCA	MIRA-1	0.104842591555835
BRCA	Avagacestat	0.105067664557656
BRCA	LMP744	0.105744266927638
BRCA	AT13148	0.106055024189871
BRCA	Entinostat	0.106160244112777
BRCA	UNC0379	0.107149241187357
BRCA	AMG-319	0.109689766463776
BRCA	WEHI-539	0.110643801720895
BRCA	UNC0638	0.112955257803276
BRCA	JAK_8517	0.113560067677518
BRCA	CZC24832	0.115087783736774
BRCA	THR-103	0.115476233823009
BRCA	123138	0.120454105163519
BRCA	N27922-53-1	0.121087783950455
BRCA	Vorinostat	0.121361567075035
BRCA	GSK-LSD1-2HCl 	0.12186191158095
BRCA	AZD6482	0.122760995271761
BRCA	GSK269962A	0.123888420915404
BRCA	Telomerase Inhibitor IX	0.128505258916115
BRCA	PD173074	0.129322519467779
BRCA	EPZ5676	0.129652601535248
BRCA	GW441756	0.130647066755162
BRCA	THR-101	0.131128774715349
BRCA	L-Oxonoreleagnine	0.132193047801665
BRCA	Sorafenib	0.133116745182944
BRCA	667880	0.135471128139759
BRCA	VSP34_8731	0.135545132569626
BRCA	Bortezomib	0.140772901103295
BRCA	BDP-00009066	0.140933317410086
BRCA	Staurosporine	0.141133193112746
BRCA	POMHEX	0.14415481717491
BRCA	JQ1	0.145097311752014
BRCA	OTX015	0.145434668237844
BRCA	SN-38	0.149291262427605
BRCA	Crizotinib	0.149425145442802
BRCA	AZD1332	0.149431572458835
BRCA	I-BRD9	0.151671264784845
BRCA	SB216763	0.154242519221731
BRCA	ABT737	0.155604161850814
BRCA	PCI-34051	0.155654014372721
BRCA	Veliparib	0.156368432495357
BRCA	MG-132	0.156743482138068
BRCA	GSK2276186C	0.15693433996579
BRCA	Luminespib	0.157106980501333
BRCA	AZD6738	0.158171726586331
BRCA	150412	0.162403528120015
BRCA	AZD5363	0.166005039652386
BRCA	Mirin	0.166036537392947
BRCA	AZ6102	0.166055183160547
BRCA	Palbociclib	0.166495365387825
BRCA	Mycophenolic acid	0.168733322149213
BRCA	Bleomycin	0.172537222488088
BRCA	THR-102	0.173659447523423
BRCA	Dactinomycin	0.177656280341311
BRCA	Olaparib	0.18099041936447
BRCA	Afuresertib	0.182598832963992
BRCA	AZD4547	0.18419656306288
BRCA	BMS-754807	0.187445403248167
BRCA	Vismodegib	0.188646772889838
BRCA	Obatoclax Mesylate	0.191440766800804
BRCA	630600	0.191741243291211
BRCA	Sabutoclax	0.194130239845225
BRCA	Cyclophosphamide	0.194452161988039
BRCA	VE821	0.196252966811485
BRCA	Talazoparib	0.197414997444309
BRCA	AZ960	0.197492488709025
BRCA	GSK2256098C	0.198307039126488
BRCA	RO-3306	0.19971843410518
BRCA	Fulvestrant	0.200042548722909
BRCA	EPZ004777	0.202389403045218
BRCA	Dactolisib	0.20274182571168
BRCA	5-azacytidine	0.203313028563188
BRCA	Pyridostatin	0.204168836734044
BRCA	Alisertib	0.204471512660164
BRCA	Fludarabine	0.206252532918791
BRCA	AGI-5198	0.206304402904451
BRCA	Dasatinib	0.208551602284624
BRCA	Cytarabine	0.209836964025012
BRCA	5-Fluorouracil	0.210195865773146
BRCA	alpha-lipoic acid	0.211678954733898
BRCA	GSK2830371	0.212418513551939
BRCA	Tamoxifen	0.217054284836428
BRCA	Temozolomide	0.219001881441165
BRCA	729189	0.21928210351997
BRCA	A-366	0.220869225475668
BRCA	BIBR-1532	0.22164619810779
BRCA	Ipatasertib	0.221964839057994
BRCA	615590	0.225938469636817
BRCA	50869	0.230487793924231
BRCA	JAK1_8709	0.231211853350305
BRCA	BI-2536	0.231607633835121
BRCA	Oxaliplatin	0.235555993536317
BRCA	CT7033-2	0.236676614933903
BRCA	Dacarbazine	0.236942200463035
BRCA	123829	0.237568391947199
BRCA	AZD2014	0.239270368409111
BRCA	Motesanib	0.240592284689212
BRCA	Bleomycin (50 uM)	0.240825737694432
BRCA	N30652-18-1	0.243341923538166
BRCA	N25720-51-A1	0.244471113238513
BRCA	Cisplatin	0.248001961482128
BRCA	GSK2578215A	0.249318394101128
BRCA	glutathione	0.25012800783047
BRCA	GDC0810	0.253071549938161
BRCA	Remodelin	0.25437246907282
BRCA	Rucaparib	0.25473572615499
BRCA	AGK2	0.255025634477171
BRCA	Elephantin	0.257777186055766
BRCA	AZD5153	0.263471603825213
BRCA	Epirubicin	0.26395224476436
BRCA	Podophyllotoxin bromide	0.264850830690023
BRCA	Irinotecan	0.265194417864996
BRCA	Tozasertib	0.266133697632813
BRCA	N29087-69-1	0.267953178776332
BRCA	NU7441	0.268228092701342
BRCA	Gemcitabine	0.270113946927747
BRCA	UMI-77	0.273066298524031
BRCA	Wee1 Inhibitor	0.274813962966906
BRCA	Nutlin-3a (-)	0.277049836953453
BRCA	MK-1775	0.280842961496778
BRCA	PRIMA-1MET	0.287211717017041
BRCA	Eg5_9814	0.293103091902131
BRCA	Foretinib	0.293123825033424
BRCA	Camptothecin	0.298328340444349
BRCA	Docetaxel	0.306941567030771
BRCA	Cediranib	0.32393435303388
BRCA	YK-4-279	0.324498379163405
BRCA	Paclitaxel	0.334557153971443
BRCA	Venetoclax	0.336600347950866
BRCA	PBD-288	0.348930552359305
BRCA	VTP-B	0.358237509821823
BRCA	Vinorelbine	0.362756684331592
BRCA	Vinblastine	0.364064088533929
BRCA	Navitoclax	0.383297340995799
BRCA	PFI-1	0.385901877317523
BRCA	TW 37	0.623059162043904
HNSC	Bosutinib	-0.468400340858229
HNSC	THR-101	-0.463478856144154
HNSC	Dihydrorotenone	-0.390018637867979
HNSC	ERK_6604	-0.346171968544662
HNSC	PD173074	-0.32230567156158
HNSC	BMS-536924	-0.318482598859146
HNSC	SB590885	-0.316577767396976
HNSC	NVP-ADW742	-0.313670610470111
HNSC	AMG-319	-0.302600242482518
HNSC	GSK2276186C	-0.292014234369178
HNSC	AZD8186	-0.279834236891192
HNSC	OSI-027	-0.255449522209764
HNSC	TAF1_5496	-0.249324052648633
HNSC	MK-8776	-0.249303574788256
HNSC	JQ1	-0.244136452837027
HNSC	POMHEX	-0.23896398469897
HNSC	NU7441	-0.235120815637454
HNSC	GW441756	-0.233812500479582
HNSC	PFI-1	-0.232101837122546
HNSC	OF-1	-0.217641422205538
HNSC	Sabutoclax	-0.202983234306314
HNSC	Luminespib	-0.194705426053842
HNSC	VTP-A	-0.190219811716385
HNSC	667880	-0.184229384309048
HNSC	Lenalidomide	-0.177865744821408
HNSC	Dactolisib	-0.175239610411637
HNSC	Pictilisib	-0.168994002484686
HNSC	THR-103	-0.16616831632013
HNSC	SGC0946	-0.164177790818377
HNSC	Ipatasertib	-0.160501477222484
HNSC	AZD7762	-0.158340083679543
HNSC	Nilotinib	-0.158090678934269
HNSC	SB216763	-0.156157992575401
HNSC	Erlotinib	-0.149472390967563
HNSC	PRT062607	-0.14612678627315
HNSC	Osimertinib	-0.145807337542434
HNSC	CPI-637	-0.144874458345909
HNSC	MK-2206	-0.14481722308334
HNSC	RVX-208	-0.142958751996894
HNSC	Gefitinib	-0.140225286498032
HNSC	AZD8055	-0.125255377808109
HNSC	Leflunomide	-0.123442954063273
HNSC	Sapitinib	-0.114077704712325
HNSC	ML323	-0.112002032741561
HNSC	CZC24832	-0.106370672726496
HNSC	LMB_AB2	-0.104751078611923
HNSC	THR-102	-0.0850574790709437
HNSC	Lestaurtinib	-0.0768156931440486
HNSC	MK-1775	-0.0708676493851854
HNSC	BI-2536	-0.0671584868689324
HNSC	ascorbate (vitamin C)	-0.0669914749174841
HNSC	P22077	-0.0659690680745191
HNSC	BDOCA000347a	-0.0593362475699728
HNSC	GSK2578215A	-0.059017894540455
HNSC	Afatinib	-0.0555231415509914
HNSC	729189	-0.0552310104327053
HNSC	Gemcitabine	-0.0546839617550692
HNSC	743380	-0.0521089744026554
HNSC	KRAS (G12C) Inhibitor-12	-0.0507941741218794
HNSC	OTX015	-0.0485076226712944
HNSC	Wnt-C59	-0.0451773630236609
HNSC	VTP-B	-0.0400739103042036
HNSC	Refametinib	-0.0390281024814273
HNSC	IWP-2	-0.0380457718286461
HNSC	Dabrafenib	-0.0372618737956984
HNSC	Obatoclax Mesylate	-0.0371248345895222
HNSC	Sepantronium bromide	-0.0319183598328411
HNSC	Buparlisib	-0.0238377659191638
HNSC	Afuresertib	-0.023373814548767
HNSC	Bromosporine	-0.0201306037014232
HNSC	AZD6738	-0.0137387581310874
HNSC	alpha-lipoic acid	-0.011393181287424
HNSC	EPZ5676	-0.011081439802327
HNSC	ICL-SIRT078	-0.00927890150797485
HNSC	AZD4547	-0.00456240399813439
HNSC	Selumetinib	0.00102978259340014
HNSC	Uprosertib	0.00198255848389842
HNSC	Avagacestat	0.00270806347451268
HNSC	Tamoxifen	0.0076094136515106
HNSC	Vorinostat	0.00928248390979356
HNSC	HKMTI-1-005	0.0148569221002373
HNSC	Rapamycin	0.0161190750175113
HNSC	LY2109761	0.0168718152270876
HNSC	Nutlin-3a (-)	0.0216303537872059
HNSC	Serdemetan	0.0239701482245348
HNSC	Camptothecin	0.0249726613114238
HNSC	Linsitinib	0.0291540729992861
HNSC	GNE-317	0.0299645869145111
HNSC	Entospletinib	0.0305792835064371
HNSC	123829	0.0330278980631582
HNSC	Mirin	0.0418252955109365
HNSC	GSK2830371	0.0429039981346044
HNSC	I-BET-762	0.0430703928317175
HNSC	LCL161	0.0455421585422549
HNSC	Tanespimycin	0.049045091984502
HNSC	Telomerase Inhibitor IX	0.0511196037988751
HNSC	AZD5153	0.0516389113747872
HNSC	741909	0.0548332589106449
HNSC	KU-55933	0.0625959470811807
HNSC	Doramapimod	0.0634371878459109
HNSC	Ulixertinib	0.0665737576664147
HNSC	BIBR-1532	0.0698294876050887
HNSC	GSK343	0.0712939776195448
HNSC	UMI-77	0.0745091433804522
HNSC	Cediranib	0.0824726802170492
HNSC	AZD5363	0.0928786362788303
HNSC	PRIMA-1MET	0.0967811388200328
HNSC	I-BRD9	0.0989592564992869
HNSC	Trametinib	0.100173774200973
HNSC	AZD3759	0.104641802866203
HNSC	SN-38	0.111476580595411
HNSC	Dasatinib	0.117093647947832
HNSC	Lapatinib	0.120313561611071
HNSC	Motesanib	0.121071297468675
HNSC	GSK2110183B	0.123638390362357
HNSC	Navitoclax	0.124331851169253
HNSC	Mycophenolic acid	0.126569221716059
HNSC	PFI3	0.132316628808985
HNSC	VE821	0.132387606968821
HNSC	N25720-51-A1	0.136103373676064
HNSC	EHT-1864	0.137448929386955
HNSC	Savolitinib	0.141870705086287
HNSC	PD0325901	0.144192775349439
HNSC	5-Fluorouracil	0.145504155613347
HNSC	LJI308	0.147744164308951
HNSC	WZ4003	0.149363951981928
HNSC	Wee1 Inhibitor	0.157550776531152
HNSC	Ibrutinib	0.161414297942423
HNSC	Sorafenib	0.168228861095978
HNSC	AZ6102	0.171796843998822
HNSC	ERK_2440	0.172034539557401
HNSC	Cisplatin	0.174398263404184
HNSC	Temsirolimus	0.175927967793662
HNSC	Crizotinib	0.176995668002158
HNSC	MG-132	0.181705293345628
HNSC	Bortezomib	0.182179888951912
HNSC	Irinotecan	0.182249632240914
HNSC	AGK2	0.184535088225149
HNSC	Methotrexate	0.184757096689762
HNSC	IRAK4_4710	0.184763915974024
HNSC	LGK974	0.185783825575855
HNSC	150412	0.186587165768831
HNSC	Staurosporine	0.191019175695628
HNSC	Taselisib	0.191928986606443
HNSC	Cyclophosphamide	0.193546180894847
HNSC	UNC0379	0.19872135704422
HNSC	Fulvestrant	0.198806999724587
HNSC	AZD1208	0.200651557948555
HNSC	Palbociclib	0.208164539686541
HNSC	L-Oxonoreleagnine	0.210709267201373
HNSC	AZ960	0.217166605966614
HNSC	GDC0810	0.220182455393214
HNSC	Oxaliplatin	0.222912283479062
HNSC	Epirubicin	0.22999211603973
HNSC	JNK Inhibitor VIII	0.23876740641417
HNSC	Acetalax	0.240717260675898
HNSC	BPD-00008900	0.242174535769994
HNSC	Talazoparib	0.248813192113877
HNSC	GSK591	0.253021571366844
HNSC	GSK3337463A	0.253730269028193
HNSC	720427	0.259191351166996
HNSC	Foretinib	0.262191431508654
HNSC	5-azacytidine	0.26523228572213
HNSC	BMS-754807	0.27440395136177
HNSC	AZD5582	0.276948078262289
HNSC	PCI-34051	0.277545447829384
HNSC	AZD2014	0.278450358669932
HNSC	VSP34_8731	0.279102986032073
HNSC	IAP_5620	0.284481718840679
HNSC	XAV939	0.286533644965587
HNSC	GSK1904529A	0.290038931994251
HNSC	VX-11e	0.290847713631315
HNSC	Ribociclib	0.293190787865064
HNSC	Pyridostatin	0.295288775728818
HNSC	MN-64	0.297449944979457
HNSC	A-366	0.299370095671448
HNSC	GSK2801	0.302390440577129
HNSC	Gallibiscoquinazole	0.303476291043742
HNSC	GSK-LSD1-2HCl 	0.30740409057697
HNSC	Entinostat	0.309906469595474
HNSC	VE-822	0.321049577938876
HNSC	Docetaxel	0.32130897043032
HNSC	N29087-69-1	0.322758714540122
HNSC	MIRA-1	0.325452378013079
HNSC	Cytarabine	0.326647445634794
HNSC	ZM447439	0.326966058278851
HNSC	Axitinib	0.327567138645915
HNSC	RO-3306	0.328826590496168
HNSC	SCH772984	0.329511858775618
HNSC	Vismodegib	0.333025590312639
HNSC	Veliparib	0.33408372450023
HNSC	Pevonedistat	0.344949716458777
HNSC	Niraparib	0.34969384675928
HNSC	BDP-00009066	0.355027658764971
HNSC	Romidepsin	0.357804682464505
HNSC	Picolinici-acid	0.362211645077709
HNSC	123138	0.364546695606438
HNSC	Vinorelbine	0.368754706270913
HNSC	AGI-6780	0.370156393604353
HNSC	BDF00022089a	0.372247634286705
HNSC	N30652-18-1	0.376636938348666
HNSC	AT13148	0.378631530971086
HNSC	GSK2606414	0.381021484572627
HNSC	Ruxolitinib	0.382409019282786
HNSC	N-acetyl cysteine	0.386351686837595
HNSC	PLX-4720	0.390481594718757
HNSC	Fludarabine	0.393492578192041
HNSC	BMS-345541	0.397417571451666
HNSC	Venetoclax	0.397685293488654
HNSC	WIKI4	0.400914071492896
HNSC	JAK1_8709	0.402209247347796
HNSC	UNC0638	0.403422303760636
HNSC	AGI-5198	0.40706106054448
HNSC	Paclitaxel	0.409398813415808
HNSC	LMB_AB3	0.42437186583433
HNSC	SGC-CBP30	0.42925487458357
HNSC	ABT737	0.432716848925656
HNSC	PAK_5339	0.437868374507418
HNSC	Dinaciclib	0.444340585982981
HNSC	LMB_AB1	0.448342909411536
HNSC	Dactinomycin	0.45819408159793
HNSC	GSK2830371A	0.459246183559288
HNSC	615590	0.463991524599553
HNSC	GSK2256098C	0.468891724532103
HNSC	CDK9_5038	0.475060587850132
HNSC	GSK626616AC	0.482475773497823
HNSC	Nelarabine	0.482874740464251
HNSC	Rucaparib	0.483641590219275
HNSC	Alisertib	0.489876691511834
HNSC	BEN	0.491602994824183
HNSC	630600	0.492702415890236
HNSC	Temozolomide	0.494560169490738
