"sample_id","reference_type","initial_ploidy","initial_ploidy_numeric","analysis_group","analysis_group_numeric","dose","dose_mg","TGI_percent_auc","cell_count","sample_mean_endpoint_ploidy","mean_cell_ploidy","median_cell_ploidy","p90_cell_ploidy","mean_pseudotime","median_pseudotime","reference_n_samples","reference_cell_count","ecdf_rmse","ecdf_ks","ecdf_mean_abs","signed_mean_shift","TGI_percent_Day_3","TGI_percent_Day_7","TGI_percent_Day_10","TGI_percent_Day_14","TGI_percent_Day_17","TGI_percent_Day_21","TGI_percent_Day_24","TGI_percent_Day_27","TGI_percent_Day_31","TGI_percent_Day_34","TGI_percent_Day_38","analysis_id","pearson_r","pearson_p_asymptotic","pearson_p_permutation_two_sided","pearson_p_permutation_positive","pearson_n_permutations","pearson_permutation_mode","spearman_rho","spearman_p_asymptotic","spearman_p_permutation_two_sided","spearman_p_permutation_positive","spearman_n_permutations","spearman_permutation_mode","plot_annotation"
"2N-A1-0","primary_equal_sample_reference","2N",0,"2N",0,"0mg/kg",0,-7.5072171648636,99,2.12476348201006,2.13160870661857,2.14287320850589,2.19893776887138,0.494258724595185,0.559539258480072,3,755,0.0289295293066672,0.0692157764653211,0.0220440302323603,-0.0168464248050817,-87.5020573873922,-45.9162556210808,-93.2495036399735,-47.3972028600083,-29.9749334970329,-56.0935815633832,-41.7384982864264,-4.75208928847488,19.8117796692619,19.8117796692619,19.8117796692619,"CellCycle_ecdf_rmse_vs_ploidy",0.0777282824590158,0.774782256392948,0.774522547745225,NA,10000,"monte_carlo_TGI_label_permutation",0.1,0.712516370128278,0.714428557144286,NA,10000,"monte_carlo_TGI_label_permutation","Pearson r = 0.0777
Permutation P = 0.775
n = 16"
"2N-A1-LR","primary_equal_sample_reference","2N",0,"2N",0,"0mg/kg",0,-16.2349495728496,125,2.24448306836754,2.25140078384147,2.25806265963311,2.26922111450627,0.523321824155748,0.553299427032471,3,729,0.0397088838598568,0.0984343986311199,0.0291953196022507,0.0219043746090023,-440.91183409228,-102.928408047676,-28.9896563775757,-64.7308887879892,-2.14727849396357,18.047826692176,1.2120582709429,-7.2656010815497,-18.1208340353234,-18.1208340353234,-18.1208340353234,"CellCycle_ecdf_rmse_vs_ploidy",0.0777282824590158,0.774782256392948,0.774522547745225,NA,10000,"monte_carlo_TGI_label_permutation",0.1,0.712516370128278,0.714428557144286,NA,10000,"monte_carlo_TGI_label_permutation","Pearson r = 0.0777
Permutation P = 0.775
n = 16"
"2N-A1-R","primary_equal_sample_reference","2N",0,"2N",0,"0mg/kg",0,69.6488774601611,81,2.0115676993386,2.01695797681277,2.02411769760858,2.02454135516628,0.528129051818892,0.528022289276123,3,773,0.052465409273364,0.122935290979007,0.0395741388375574,0.0283140114931935,847.221155428759,232.702631210419,159.236014545022,129.522151093459,87.9233169633722,90.013822930526,65.1310907391497,42.5554036562927,50.8334895508292,50.8334895508292,50.8334895508292,"CellCycle_ecdf_rmse_vs_ploidy",0.0777282824590158,0.774782256392948,0.774522547745225,NA,10000,"monte_carlo_TGI_label_permutation",0.1,0.712516370128278,0.714428557144286,NA,10000,"monte_carlo_TGI_label_permutation","Pearson r = 0.0777
Permutation P = 0.775
n = 16"
"2N-A1-RR","primary_equal_sample_reference","2N",0,"2N",0,"0mg/kg",0,-45.9067107224479,549,1.94145876660131,1.94277945729649,1.94341742802817,1.95400185734575,0.481864572226161,0.532611966133118,3,305,0.0412131923044954,0.0836525546908061,0.033973198017132,-0.0333719612971141,-318.807263949086,-83.8579675416621,-36.9968545274727,-17.3940594454618,-55.8011049723757,-51.9680680593188,-24.6046507236662,-30.5377132862681,-52.5244351847677,-52.5244351847677,-52.5244351847677,"CellCycle_ecdf_rmse_vs_ploidy",0.0777282824590158,0.774782256392948,0.774522547745225,NA,10000,"monte_carlo_TGI_label_permutation",0.1,0.712516370128278,0.714428557144286,NA,10000,"monte_carlo_TGI_label_permutation","Pearson r = 0.0777
Permutation P = 0.775
n = 16"
"4N-A5-0","primary_equal_sample_reference","4N",1,"4N",1,"0mg/kg",0,-18.8897514082346,114,2.58551813437048,2.57646963111054,2.58912486678388,2.6421699447238,0.462969425934971,0.507174551486969,3,360,0.062869402137389,0.118407835892624,0.0552289416723809,-0.0541430825245929,14.1781202828315,-46.0025559208147,-39.9881556247908,-21.5220928596426,-23.1522228606034,0.64445058648781,-20.5290310354855,-34.957726592934,-17.0934098364287,-14.892576419214,-11.6103547042774,"CellCycle_ecdf_rmse_vs_ploidy",0.0777282824590158,0.774782256392948,0.774522547745225,NA,10000,"monte_carlo_TGI_label_permutation",0.1,0.712516370128278,0.714428557144286,NA,10000,"monte_carlo_TGI_label_permutation","Pearson r = 0.0777
Permutation P = 0.775
n = 16"
"4N-A5-RR","primary_equal_sample_reference","4N",1,"4N",1,"0mg/kg",0,48.5176326717322,137,2.21364537941859,2.23143133887732,2.23606798400221,2.28515478158297,0.515721272595608,0.627170443534851,3,337,0.0358049122558091,0.0863035633121018,0.0270535926510607,0.0161927130229226,47.0374195598634,70.5570782127844,61.7066199757963,52.856539825595,58.7260671749561,48.0136565462141,52.2878827976698,64.624836755838,46.9596823834533,40.4383891314896,30.7128323702909,"CellCycle_ecdf_rmse_vs_ploidy",0.0777282824590158,0.774782256392948,0.774522547745225,NA,10000,"monte_carlo_TGI_label_permutation",0.1,0.712516370128278,0.714428557144286,NA,10000,"monte_carlo_TGI_label_permutation","Pearson r = 0.0777
Permutation P = 0.775
n = 16"
"A5-4N-L","primary_equal_sample_reference","4N",1,"4N",1,"0mg/kg",0,-72.7569906018084,124,2.31897261349314,2.32122032197385,2.34168496364495,2.37055293748341,0.532221955675332,0.565221279859543,3,350,0.0561537927843612,0.120762606046336,0.0403692077390892,0.0381936237958878,-139.834750139032,-95.3816600625316,-88.2411102814327,-82.2311858022665,-77.3033742759981,-86.0646757166804,-74.3195161875263,-63.6552417128843,-71.7809914282143,-68.5522755943717,-63.7371173282776,"CellCycle_ecdf_rmse_vs_ploidy",0.0777282824590158,0.774782256392948,0.774522547745225,NA,10000,"monte_carlo_TGI_label_permutation",0.1,0.712516370128278,0.714428557144286,NA,10000,"monte_carlo_TGI_label_permutation","Pearson r = 0.0777
Permutation P = 0.775
n = 16"
"A5-4N-R","primary_equal_sample_reference","4N",1,"4N",1,"0mg/kg",0,43.1291093383108,99,2.29231396186638,2.29819852967619,2.30855379003928,2.35129791920685,0.503394297107753,0.570256054401398,3,375,0.0269559552635949,0.0568302145793378,0.0214596822780082,-0.000243254294217343,78.6192102963375,70.8271377705619,66.5226459304272,50.896738836314,41.7295299616454,37.4065685839784,42.560664425342,33.9881315499803,41.9147188811897,43.0064628820961,44.634639662264,"CellCycle_ecdf_rmse_vs_ploidy",0.0777282824590158,0.774782256392948,0.774522547745225,NA,10000,"monte_carlo_TGI_label_permutation",0.1,0.712516370128278,0.714428557144286,NA,10000,"monte_carlo_TGI_label_permutation","Pearson r = 0.0777
Permutation P = 0.775
n = 16"
"2N-A2-0","primary_equal_sample_reference","2N",0,"2N",0,"30mg/kg",30,76.2494538413114,95,2.31570000737479,2.31803706875172,2.32219947650157,2.3439423606923,0.467133313417435,0.505020081996918,4,854,0.0597187507943865,0.145630028595804,0.0431791246653303,-0.0397602297815618,235.886322488616,177.750634073475,120.624781564408,102.672401319236,94.1937794147739,89.384507311262,80.6576723722845,82.2568862402508,80.8618934509671,59.6194779092641,21.846324696681,"CellCycle_ecdf_rmse_vs_ploidy",0.0777282824590158,0.774782256392948,0.774522547745225,NA,10000,"monte_carlo_TGI_label_permutation",0.1,0.712516370128278,0.714428557144286,NA,10000,"monte_carlo_TGI_label_permutation","Pearson r = 0.0777
Permutation P = 0.775
n = 16"
"2N-A2-L","primary_equal_sample_reference","2N",0,"2N",0,"30mg/kg",30,56.300426778394,211,2.25827409402308,2.26216722070833,2.2620223149265,2.28376519911724,0.47728045480723,0.508121967315674,4,854,0.0461456238453744,0.10616286327741,0.0360564627742146,-0.0296130883917667,156.18039172656,82.2552787589276,74.494158939314,12.4234728244328,59.4472580315122,48.7535083374608,54.4028927765557,57.3030370085208,67.9574582187409,64.581736553233,30.5554303179006,"CellCycle_ecdf_rmse_vs_ploidy",0.0777282824590158,0.774782256392948,0.774522547745225,NA,10000,"monte_carlo_TGI_label_permutation",0.1,0.712516370128278,0.714428557144286,NA,10000,"monte_carlo_TGI_label_permutation","Pearson r = 0.0777
Permutation P = 0.775
n = 16"
