"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	17	318	995.5	96	"Alive"
"2"	18	339.5	993.5	126	"Alive"
"3"	19	340	968.5	106	"Alive"
"4"	20	338	978	140	"Alive"
"5"	21	342.5	987.5	181	"Alive"
"6"	22	326.5	984	170	"Alive"
"7"	23	334	984	217	"Alive"
"8"	24	334.5	989.5	205	"Alive"
"9"	25	336.5	991	198	"Alive"
"10"	26	343.5	987.5	82	"Alive"
"11"	27	345	988	106	"Alive"
"12"	28	346	986.5	124	"Alive"
"13"	29	348.5	985.5	93	"Alive"
"14"	30	346	984	107	"Alive"
"15"	31	342.5	986	133	"Alive"
"16"	32	346	987.5	132	"Alive"
"17"	33	340	985.5	119	"Alive"
"18"	34	342	988.5	137	"Alive"
"19"	35	337.5	985.5	123	"Alive"
"20"	36	339	984	106	"Alive"
"21"	37	339.5	983.5	109	"Alive"
"22"	38	338.5	985	116	"Alive"
"23"	39	344.5	988	122	"Alive"
