"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	23	1139.5	488	175	"Alive"
"2"	24	1139	487	216	"Alive"
"3"	25	1166.5	494.5	194	"Alive"
"4"	26	1164	501.5	141	"Alive"
"5"	27	1166	500.5	162	"Alive"
"6"	28	1167.5	502.5	164	"Alive"
"7"	29	1167.5	505.5	159	"Alive"
"8"	30	1164.5	510	111	"Alive"
"9"	31	1163.5	507	118	"Alive"
"10"	32	1170.5	508	169	"Alive"
"11"	33	1175	502	153	"Alive"
"12"	34	1177.5	498.5	154	"Alive"
"13"	35	1177.5	498	172	"Alive"
"14"	36	1180.5	496.5	144	"Alive"
"15"	37	1179.5	492.5	172	"Alive"
"16"	38	1184	489	146	"Alive"
"17"	39	1189	491.5	234	"Alive"
