"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	20	611	86	110	"Alive"
"2"	21	625.5	79	236	"Alive"
"3"	22	620	79	107	"Alive"
"4"	23	621.5	79.5	109	"Alive"
"5"	24	628.5	81.5	143	"Alive"
"6"	25	634	83.5	122	"Alive"
"7"	26	626.5	88.5	284	"Alive"
"8"	27	641.5	93	241	"Dead"
"9"	28	643.5	93	274	"Dead"
"10"	29	644.5	83.5	167	"Alive"
"11"	30	662	85	188	"Alive"
"12"	31	668.5	100	183	"Alive"
"13"	32	665	86	103	"Dead"
"14"	33	674.5	83.5	129	"Dead"
"15"	34	670	76	193	"Dead"
"16"	35	668	75	78	"Dead"
"17"	36	669	93.5	69	"Dead"
"18"	37	676	89.5	114	"Alive"
"19"	38	680.5	87	335	"Dead"
