"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	1320.5	266.5	262	"Alive"
"2"	19	1327	270	172	"Alive"
"3"	20	1325	279.5	174	"Alive"
"4"	21	1320	262.5	126	"Alive"
"5"	22	1309	254	131	"Alive"
"6"	23	1303	252	184	"Alive"
"7"	24	1288.5	247.5	158	"Alive"
"8"	25	1282	241.5	256	"Alive"
"9"	26	1277	246	192	"Alive"
"10"	27	1258.5	237.5	447	"Alive"
"11"	28	1258	234	103	"Alive"
"12"	29	1254	221	97	"Alive"
"13"	30	1248.5	235.5	214	"Alive"
"14"	31	1259.5	236	277	"Alive"
"15"	32	1259	251	132	"Alive"
"16"	33	1255.5	258	328	"Dead"
"17"	34	1270.5	245	264	"Alive"
"18"	35	1262	242.5	181	"Alive"
"19"	36	1253	252	163	"Alive"
"20"	37	1258	254	194	"Alive"
"21"	38	1260	256	165	"Alive"
"22"	39	1265	258.5	112	"Alive"
