"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	395.5	198.5	168	"Alive"
"2"	23	402.5	186	177	"Alive"
"3"	24	395.5	183	129	"Alive"
"4"	25	386.5	171	188	"Alive"
"5"	26	390.5	177	113	"Alive"
"6"	27	387.5	174	153	"Alive"
"7"	28	387.5	170	171	"Alive"
"8"	29	382.5	157.5	134	"Alive"
"9"	30	389	162	300	"Alive"
"10"	31	398	148.5	68	"Alive"
"11"	32	403	148.5	79	"Alive"
"12"	33	401.5	148.5	85	"Alive"
"13"	34	399	148	106	"Alive"
"14"	35	398.5	147.5	109	"Alive"
"15"	36	397.5	146.5	85	"Alive"
"16"	37	401	144	92	"Alive"
"17"	38	397.5	144	99	"Alive"
"18"	39	398	140.5	96	"Alive"
