"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	1049.5	806.5	155	"Alive"
"2"	19	1057.5	807.5	136	"Alive"
"3"	20	1055	804.5	175	"Alive"
"4"	21	1052	797.5	151	"Alive"
"5"	22	1049.5	817	164	"Alive"
"6"	23	1057.5	810.5	127	"Alive"
"7"	24	1055	808.5	152	"Alive"
"8"	25	1056.5	801	171	"Alive"
"9"	26	1064.5	790	114	"Alive"
"10"	27	1074	790	170	"Alive"
"11"	28	1068	795.5	106	"Alive"
"12"	29	1062	796	87	"Alive"
"13"	30	1062.5	799	195	"Alive"
"14"	31	1062	796.5	128	"Alive"
"15"	32	1064.5	797.5	117	"Alive"
"16"	33	1060	809	105	"Alive"
"17"	34	1063	815.5	83	"Alive"
"18"	35	1056	812.5	101	"Alive"
"19"	36	1057.5	815	124	"Alive"
"20"	37	1065	814	82	"Alive"
"21"	38	1068	810.5	91	"Alive"
"22"	39	1070.5	824	102	"Alive"
