"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	1327.5	150.5	111	"Alive"
"2"	20	1336	157	129	"Alive"
"3"	21	1337.5	165	136	"Alive"
"4"	22	1347	165	171	"Alive"
"5"	23	1357	168.5	234	"Alive"
"6"	24	1352	184	127	"Alive"
"7"	25	1351	186.5	128	"Alive"
"8"	26	1358.5	191	114	"Alive"
"9"	27	1359.5	191.5	132	"Alive"
"10"	28	1362	187.5	128	"Alive"
"11"	29	1363	183	78	"Alive"
"12"	30	1348	197	83	"Alive"
"13"	31	1350	195	122	"Alive"
"14"	32	1348.5	196.5	84	"Alive"
"15"	33	1347	199.5	128	"Alive"
"16"	34	1349.5	203	108	"Alive"
"17"	35	1348	206	127	"Alive"
"18"	36	1356.5	190	103	"Alive"
"19"	37	1359	183	106	"Alive"
"20"	38	1364.5	187.5	101	"Alive"
"21"	39	1364	183.5	112	"Alive"
