"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	564	837.5	101	"Alive"
"2"	26	559.5	843	143	"Alive"
"3"	27	554.5	862	92	"Alive"
"4"	28	557.5	860	100	"Alive"
"5"	29	557	860	112	"Alive"
"6"	30	560	856.5	111	"Alive"
"7"	31	559.5	851.5	80	"Alive"
"8"	32	569.5	842	146	"Alive"
"9"	33	567.5	836.5	109	"Alive"
"10"	34	567	839.5	109	"Alive"
"11"	35	566	846.5	110	"Alive"
"12"	36	562	848	123	"Alive"
"13"	37	570.5	860.5	71	"Alive"
"14"	38	581	862.5	88	"Alive"
"15"	39	583.5	859	78	"Alive"
