"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	172.5	307	108	"Alive"
"2"	26	167.5	305	126	"Alive"
"3"	27	165.5	308	108	"Alive"
"4"	28	162.5	312	104	"Alive"
"5"	29	159.5	306.5	74	"Alive"
"6"	30	155	307	91	"Alive"
"7"	31	158.5	317.5	87	"Alive"
"8"	32	161.5	308	90	"Alive"
"9"	33	158.5	293.5	74	"Alive"
"10"	34	164	290	95	"Alive"
"11"	35	164.5	288.5	96	"Alive"
"12"	36	153	283	81	"Alive"
"13"	37	141.5	278.5	107	"Alive"
"14"	38	160	275.5	99	"Alive"
"15"	39	161	276.5	91	"Alive"
