"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	4	359	1010	145	"Transitional"
"2"	5	351.5	1019.5	139	"Alive"
"3"	6	349	1030.5	223	"Alive"
"4"	7	348.5	1040	253	"Alive"
"5"	8	350	1035.5	199	"Alive"
"6"	9	353	1033	208	"Alive"
"7"	10	352.5	1032.5	192	"Alive"
"8"	11	357.5	1018	139	"Alive"
"9"	12	349.5	1011	172	"Alive"
"10"	13	341	994	202	"Alive"
"11"	14	354	1005	213	"Alive"
"12"	15	354	982	181	"Alive"
"13"	16	354	988.5	183	"Alive"
"14"	17	342.5	975.5	211	"Alive"
"15"	18	363	962	113	"Alive"
"16"	19	347	971	129	"Alive"
"17"	20	349.5	969.5	130	"Alive"
"18"	21	344	969	137	"Alive"
"19"	22	335	964	156	"Alive"
"20"	23	335.5	965.5	150	"Alive"
"21"	24	340	972	246	"Alive"
