"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	659.5	334.5	92	"Alive"
"2"	25	646	342	113	"Alive"
"3"	26	652.5	353.5	222	"Alive"
"4"	27	650.5	347	122	"Alive"
"5"	28	646	350	189	"Dead"
"6"	29	645	350	85	"Dead"
"7"	30	634	348.5	156	"Alive"
"8"	31	626	348	73	"Alive"
"9"	32	629	348	222	"Alive"
"10"	33	622	347	126	"Alive"
"11"	34	635.5	342.5	111	"Alive"
"12"	35	635	343.5	158	"Alive"
"13"	36	630.5	345	145	"Alive"
"14"	37	631	350.5	117	"Alive"
"15"	38	622	339.5	109	"Alive"
"16"	39	622	336	112	"Alive"
