"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	1295.5	890.5	132	"Alive"
"2"	19	1292.5	887	143	"Alive"
"3"	20	1288.5	889.5	131	"Alive"
"4"	21	1266	876.5	134	"Alive"
"5"	22	1271	892	132	"Alive"
"6"	23	1257.5	889.5	92	"Alive"
"7"	24	1250.5	898.5	93	"Alive"
"8"	25	1240	902.5	91	"Alive"
"9"	26	1235.5	904	128	"Alive"
"10"	27	1228.5	896	160	"Alive"
"11"	28	1231.5	894	165	"Alive"
"12"	29	1238	892.5	155	"Alive"
"13"	30	1221.5	891	84	"Alive"
"14"	31	1220.5	887.5	98	"Alive"
"15"	32	1220	890	90	"Alive"
"16"	33	1220	891.5	99	"Alive"
"17"	34	1228	882	79	"Alive"
"18"	35	1229	878	218	"Alive"
"19"	36	1229	876.5	167	"Alive"
"20"	37	1238	880	79	"Alive"
"21"	38	1246.5	885	151	"Alive"
"22"	39	1241	884.5	98	"Alive"
