"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	1351	712.5	112	"Alive"
"2"	23	1345	712.5	144	"Alive"
"3"	24	1355.5	708.5	119	"Alive"
"4"	25	1352.5	707	126	"Alive"
"5"	26	1349	694.5	111	"Alive"
"6"	27	1362.5	697	91	"Alive"
"7"	28	1379	707	102	"Alive"
"8"	29	1379	709.5	129	"Alive"
"9"	30	1382	707	117	"Alive"
"10"	31	1382.5	701	108	"Alive"
"11"	32	1382.5	700.5	192	"Alive"
"12"	33	1382.5	696.5	217	"Alive"
"13"	34	1382	706	147	"Alive"
"14"	35	1392.5	693.5	71	"Alive"
"15"	36	1396.5	680	97	"Alive"
"16"	37	1398.5	678	85	"Alive"
"17"	38	1386.5	660	106	"Alive"
"18"	39	1388	661	100	"Alive"
