"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	22	809	403	113	"Alive"
"2"	23	805.5	420	261	"Alive"
"3"	24	816	419	123	"Alive"
"4"	25	813.5	423	188	"Alive"
"5"	26	825	428	119	"Alive"
"6"	27	819	421.5	195	"Alive"
"7"	28	812.5	429	117	"Alive"
"8"	29	819.5	423.5	96	"Alive"
"9"	30	806.5	428.5	99	"Alive"
"10"	31	813	422	137	"Alive"
"11"	32	807	423.5	82	"Alive"
"12"	33	807.5	424.5	88	"Alive"
"13"	34	807.5	426	78	"Alive"
"14"	35	814.5	420	91	"Alive"
"15"	36	816.5	411	91	"Alive"
"16"	37	807	415	89	"Alive"
"17"	38	811	414	89	"Alive"
"18"	39	808	411	88	"Alive"
