"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	12	946	226.5	195	"Alive"
"2"	13	942	220	136	"Alive"
"3"	14	953.5	203	154	"Alive"
"4"	15	958.5	201.5	210	"Alive"
"5"	16	955.5	188.5	234	"Alive"
"6"	17	960	199	149	"Alive"
"7"	18	957	184.5	134	"Alive"
"8"	19	941	184.5	150	"Alive"
"9"	20	939	180.5	152	"Alive"
"10"	21	940.5	183.5	181	"Alive"
"11"	22	957	183	130	"Alive"
"12"	23	945.5	197.5	241	"Alive"
"13"	24	944	185.5	156	"Alive"
"14"	25	938.5	184	154	"Alive"
"15"	26	941.5	183.5	159	"Alive"
"16"	27	940	188	257	"Alive"
"17"	28	935	188	95	"Alive"
"18"	29	926.5	189	179	"Alive"
"19"	30	926	175.5	189	"Alive"
"20"	31	927.5	175	111	"Alive"
"21"	32	926.5	177	127	"Alive"
"22"	33	927.5	177	127	"Alive"
"23"	34	927	179.5	133	"Alive"
"24"	35	929	180	118	"Alive"
"25"	36	932	182	131	"Alive"
"26"	37	931	181	114	"Alive"
"27"	38	931	183.5	128	"Alive"
"28"	39	928.5	186.5	109	"Alive"
