"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	25	752.5	237	103	"Alive"
"2"	26	750.5	236.5	91	"Alive"
"3"	27	751	237	88	"Alive"
"4"	28	745.5	235.5	91	"Alive"
"5"	29	744.5	240	110	"Alive"
"6"	30	742	247	108	"Alive"
"7"	31	742.5	243.5	110	"Alive"
"8"	32	744.5	243.5	106	"Alive"
"9"	33	749	240.5	102	"Alive"
"10"	34	747.5	240.5	77	"Alive"
"11"	35	750	242.5	224	"Alive"
"12"	36	750	244	199	"Alive"
"13"	37	746.5	241	125	"Alive"
"14"	38	748	239	106	"Alive"
"15"	39	748	220	100	"Alive"
