"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	18	211.5	856	88	"Alive"
"2"	19	209.5	844.5	178	"Alive"
"3"	20	210	842	257	"Alive"
"4"	21	204	835.5	116	"Alive"
"5"	22	199	828	186	"Alive"
"6"	23	209.5	834	179	"Alive"
"7"	24	211	832	165	"Alive"
"8"	25	212.5	830.5	153	"Alive"
"9"	26	203.5	831	208	"Alive"
"10"	27	207	830	91	"Alive"
"11"	28	213	833	110	"Alive"
"12"	29	215.5	834.5	147	"Alive"
"13"	30	201	824	89	"Alive"
"14"	31	214	813.5	100	"Alive"
"15"	32	216	818	102	"Alive"
"16"	33	215.5	819	110	"Alive"
"17"	34	216.5	822	107	"Alive"
"18"	35	211	821	105	"Alive"
"19"	36	208.5	819	100	"Alive"
"20"	37	209	818	88	"Alive"
"21"	38	209	814.5	101	"Alive"
"22"	39	203	834.5	85	"Alive"
