"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	15	1243	824.5	117	"Alive"
"2"	16	1219.5	826	156	"Alive"
"3"	17	1215.5	827	116	"Alive"
"4"	18	1212.5	828.5	135	"Alive"
"5"	19	1197.5	820.5	168	"Alive"
"6"	20	1191	805.5	129	"Alive"
"7"	21	1189	809.5	163	"Alive"
"8"	22	1194.5	808	179	"Alive"
"9"	23	1193	809	183	"Alive"
"10"	24	1200	811.5	88	"Alive"
"11"	25	1208.5	795.5	116	"Alive"
"12"	26	1209	803	134	"Alive"
"13"	27	1213.5	801	186	"Alive"
"14"	28	1215	803.5	166	"Alive"
"15"	29	1213.5	809	107	"Alive"
"16"	30	1209.5	805	93	"Alive"
"17"	31	1206	808.5	95	"Alive"
"18"	32	1192	802.5	88	"Alive"
"19"	33	1191	801.5	88	"Alive"
"20"	34	1183.5	820.5	254	"Alive"
"21"	35	1177	821	110	"Alive"
"22"	36	1182	822	528	"Alive"
"23"	37	1200.5	828	112	"Dead"
"24"	38	1181.5	824	107	"Alive"
"25"	39	1183.5	823	203	"Alive"
