"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	19	30	154	109	"Alive"
"2"	20	50	169	103	"Alive"
"3"	21	55	164.5	103	"Alive"
"4"	22	63	164.5	161	"Alive"
"5"	23	74	166	86	"Alive"
"6"	24	64.5	171	121	"Alive"
"7"	25	53	162.5	153	"Alive"
"8"	26	56	184	179	"Alive"
"9"	27	42.5	179.5	279	"Alive"
"10"	28	36	170.5	241	"Alive"
"11"	29	47	170	165	"Alive"
"12"	30	41.5	172	152	"Alive"
"13"	31	38	168.5	131	"Alive"
"14"	32	53.5	181.5	95	"Alive"
"15"	33	56.5	185.5	74	"Alive"
"16"	34	57	185.5	110	"Alive"
"17"	35	50.5	171.5	68	"Alive"
"18"	36	40	175.5	135	"Alive"
"19"	37	42.5	177.5	89	"Alive"
"20"	38	43.5	181	159	"Alive"
"21"	39	53	181.5	223	"Alive"
