"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	12	1065	129.5	116	"Alive"
"2"	13	1060.5	124.5	144	"Alive"
"3"	14	1060.5	126.5	189	"Alive"
"4"	15	1057.5	125	186	"Alive"
"5"	16	1057	128	232	"Alive"
"6"	17	1058.5	133	217	"Alive"
"7"	18	1052.5	116	126	"Alive"
"8"	19	1038	105.5	114	"Alive"
"9"	20	1044	104.5	123	"Alive"
"10"	21	1047	97	131	"Alive"
"11"	22	1052	100	121	"Alive"
"12"	23	1054	88	180	"Alive"
"13"	24	1046.5	84	100	"Alive"
"14"	25	1061.5	82	188	"Alive"
"15"	26	1062.5	78	226	"Alive"
"16"	27	1071	79	129	"Alive"
"17"	28	1060.5	68.5	103	"Alive"
"18"	29	1062	73.5	91	"Alive"
"19"	30	1054	76.5	137	"Alive"
"20"	31	1054.5	80	93	"Alive"
"21"	32	1061.5	75.5	135	"Alive"
"22"	33	1059.5	74.5	100	"Alive"
"23"	34	1059	70	126	"Alive"
"24"	35	1055	67.5	107	"Alive"
"25"	36	1050.5	70.5	110	"Alive"
"26"	37	1047.5	69.5	171	"Alive"
"27"	38	1053	76.5	111	"Alive"
"28"	39	1043.5	84	92	"Alive"
