"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	12	128	886	189	"Alive"
"2"	13	123.5	888.5	153	"Alive"
"3"	14	129	877.5	310	"Alive"
"4"	15	122.5	885	170	"Alive"
"5"	16	123.5	884	208	"Alive"
"6"	17	127	904.5	203	"Alive"
"7"	18	136.5	893	156	"Alive"
"8"	19	119.5	876	141	"Alive"
"9"	20	119	860.5	186	"Alive"
"10"	21	120.5	859	97	"Alive"
"11"	22	129.5	866	238	"Alive"
"12"	23	133.5	853.5	240	"Alive"
"13"	24	133	862.5	201	"Alive"
"14"	25	128	864.5	325	"Alive"
"15"	26	113	861.5	110	"Alive"
"16"	27	116.5	870.5	237	"Alive"
"17"	28	128.5	870.5	188	"Dead"
"18"	29	130	854.5	92	"Alive"
"19"	30	133.5	856	103	"Alive"
"20"	31	137	853	168	"Alive"
"21"	32	119.5	859.5	118	"Alive"
"22"	33	121.5	857	127	"Alive"
"23"	34	130	851.5	100	"Alive"
"24"	35	126.5	844	197	"Alive"
"25"	36	125	841.5	103	"Alive"
"26"	37	113.5	832.5	94	"Alive"
"27"	38	119	836	97	"Alive"
"28"	39	124	837	83	"Alive"
