"t"	"x"	"y"	"Size_in_pixels_0"	"Classifier.Phenotype"
"1"	24	768.5	161.5	113	"Alive"
"2"	25	767	165	172	"Alive"
"3"	26	773.5	159.5	116	"Alive"
"4"	27	780.5	157.5	217	"Alive"
"5"	28	771.5	148.5	275	"Alive"
"6"	29	776.5	150	125	"Alive"
"7"	30	779.5	151	130	"Alive"
"8"	31	776	159.5	195	"Alive"
"9"	32	772.5	168.5	170	"Alive"
"10"	33	779.5	171.5	171	"Alive"
"11"	34	781	169.5	172	"Alive"
"12"	35	776.5	178.5	96	"Alive"
"13"	36	777	181.5	100	"Alive"
"14"	37	764.5	181.5	108	"Alive"
"15"	38	771.5	180.5	90	"Alive"
"16"	39	772.5	182.5	209	"Alive"
